site_id,lon,lat,vs30,z1p0,z2p5,vs30_source
0,-122.31,37.84,199.996544,0.152112671,0.86,0.0
1,-122.3,37.84,225.6,0.133055557,0.8575,0.0
2,-122.3,37.84,225.6,0.133055557,0.8575,0.0
3,-122.3,37.84,225.6,0.133055557,0.8575,0.0
