LON,LAT
-123.7,39.6
-123.7,39.65
-123.7,39.7
-123.7,39.75
-123.7,39.8
-123.7,39.85
-123.7,39.9
-123.7,39.95
-123.7,40.0
-123.7,40.05
-123.7,40.1
-123.7,40.15
-123.7,40.2
-123.7,40.25
-123.7,40.3
-123.7,40.35
-123.7,40.4
-123.7,40.45
-123.7,40.5
-123.7,40.55
-123.7,40.6
-123.7,40.65
-123.7,40.7
-123.7,40.75
-123.7,40.8
-123.7,40.85
-123.7,40.9
-123.7,40.95
-123.7,41.0
-123.7,41.05
-123.7,41.1
-123.7,41.15
-123.7,41.2
-123.7,41.25
-123.7,41.3
-123.7,41.35
-123.7,41.4
-123.7,41.45
-123.7,41.5
-123.7,41.55
-123.7,41.6
-123.7,41.65
-123.7,41.7
-123.7,41.75
-123.7,41.8
-123.7,41.85
-123.7,41.9
-123.7,41.95
-123.7,42.0
-123.7,38.75
-123.65,38.8
-123.65,38.75
-123.65,38.85
-123.65,38.9
-123.65,38.95
-123.65,39.0
-123.65,39.05
-123.65,39.1
-123.65,39.15
-123.65,39.2
-123.65,39.25
-123.65,39.3
-123.65,39.35
-123.65,39.4
-123.65,39.45
-123.65,39.5
-123.65,39.55
-123.65,39.6
-123.65,39.65
-123.65,39.7
-123.65,39.75
-123.65,39.8
-123.65,39.85
-123.65,39.9
-123.65,39.95
-123.65,40.0
-123.65,40.05
-123.65,40.1
-123.65,40.15
-123.65,40.2
-123.65,40.25
-123.65,40.3
-123.65,40.35
-123.65,40.4
-123.65,40.45
-123.65,40.5
-123.65,40.55
-123.65,40.6
-123.65,40.65
-123.65,40.7
-123.65,40.75
-123.65,40.8
-123.65,40.85
-123.65,40.9
-123.65,40.95
-123.65,41.0
-123.65,41.05
-123.65,41.1
-123.65,41.15
-123.65,41.2
-123.65,41.25
-123.65,41.3
-123.65,41.35
-123.65,41.4
-123.65,41.45
-123.65,41.5
-123.65,41.55
-123.65,41.6
-123.65,41.65
-123.65,41.7
-123.65,41.75
-123.65,41.8
-123.65,41.85
-123.65,41.9
-123.65,41.95
-123.65,42.0
-123.65,38.7
-123.6,38.75
-123.6,38.7
-123.6,38.8
-123.6,38.85
-123.6,38.9
-123.6,38.95
-123.6,39.0
-123.6,39.05
-123.6,39.1
-123.6,39.15
-123.6,39.2
-123.6,39.25
-123.6,39.3
-123.6,39.35
-123.6,39.4
-123.6,39.45
-123.6,39.5
-123.6,39.55
-123.6,39.6
-123.6,39.65
-123.6,39.7
-123.6,39.75
-123.6,39.8
-123.6,39.85
-123.6,39.9
-123.6,39.95
-123.6,40.0
-123.6,40.05
-123.6,40.1
-123.6,40.15
-123.6,40.2
-123.6,40.25
-123.6,40.3
-123.6,40.35
-123.6,40.4
-123.6,40.45
-123.6,40.5
-123.6,40.55
-123.6,40.6
-123.6,40.65
-123.6,40.7
-123.6,40.75
-123.6,40.8
-123.6,40.85
-123.6,40.9
-123.6,40.95
-123.6,41.0
-123.6,41.05
-123.6,41.1
-123.6,41.15
-123.6,41.2
-123.6,41.25
-123.6,41.3
-123.6,41.35
-123.6,41.4
-123.6,41.45
-123.6,41.5
-123.6,41.55
-123.6,41.6
-123.6,41.65
-123.6,41.7
-123.6,41.75
-123.6,41.8
-123.6,41.85
-123.6,41.9
-123.6,41.95
-123.6,42.0
-123.65,42.05
-123.6,42.05
-123.55,38.75
-123.55,38.7
-123.55,38.8
-123.55,38.85
-123.55,38.9
-123.55,38.95
-123.55,39.0
-123.55,39.05
-123.55,39.1
-123.55,39.15
-123.55,39.2
-123.55,39.25
-123.55,39.3
-123.55,39.35
-123.55,39.4
-123.55,39.45
-123.55,39.5
-123.55,39.55
-123.55,39.6
-123.55,39.65
-123.55,39.7
-123.55,39.75
-123.55,39.8
-123.55,39.85
-123.55,39.9
-123.55,39.95
-123.55,40.0
-123.55,40.05
-123.55,40.1
-123.55,40.15
-123.55,40.2
-123.55,40.25
-123.55,40.3
-123.55,40.35
-123.55,40.4
-123.55,40.45
-123.55,40.5
-123.55,40.55
-123.55,40.6
-123.55,40.65
-123.55,40.7
-123.55,40.75
-123.55,40.8
-123.55,40.85
-123.55,40.9
-123.55,40.95
-123.55,41.0
-123.55,41.05
-123.55,41.1
-123.55,41.15
-123.55,41.2
-123.55,41.25
-123.55,41.3
-123.55,41.35
-123.55,41.4
-123.55,41.45
-123.55,41.5
-123.55,41.55
-123.55,41.6
-123.55,41.65
-123.55,41.7
-123.55,41.75
-123.55,41.8
-123.55,41.85
-123.55,41.9
-123.55,41.95
-123.55,42.0
-123.55,42.05
-123.55,38.65
-123.5,38.7
-123.5,38.65
-123.5,38.75
-123.5,38.8
-123.5,38.85
-123.5,38.9
-123.5,38.95
-123.5,39.0
-123.5,39.05
-123.5,39.1
-123.5,39.15
-123.5,39.2
-123.5,39.25
-123.5,39.3
-123.5,39.35
-123.5,39.4
-123.5,39.45
-123.5,39.5
-123.5,39.55
-123.5,39.6
-123.5,39.65
-123.5,39.7
-123.5,39.75
-123.5,39.8
-123.5,39.85
-123.5,39.9
-123.5,39.95
-123.5,40.0
-123.5,40.05
-123.5,40.1
-123.5,40.15
-123.5,40.2
-123.5,40.25
-123.5,40.3
-123.5,40.35
-123.5,40.4
-123.5,40.45
-123.5,40.5
-123.5,40.55
-123.5,40.6
-123.5,40.65
-123.5,40.7
-123.5,40.75
-123.5,40.8
-123.5,40.85
-123.5,40.9
-123.5,40.95
-123.5,41.0
-123.5,41.05
-123.5,41.1
-123.5,41.15
-123.5,41.2
-123.5,41.25
-123.5,41.3
-123.5,41.35
-123.5,41.4
-123.5,41.45
-123.5,41.5
-123.5,41.55
-123.5,41.6
-123.5,41.65
-123.5,41.7
-123.5,41.75
-123.5,41.8
-123.5,41.85
-123.5,41.9
-123.5,41.95
-123.5,42.0
-123.5,42.05
-123.5,38.6
-123.45,38.65
-123.45,38.6
-123.45,38.7
-123.45,38.75
-123.45,38.8
-123.45,38.85
-123.45,38.9
-123.45,38.95
-123.45,39.0
-123.45,39.05
-123.45,39.1
-123.45,39.15
-123.45,39.2
-123.45,39.25
-123.45,39.3
-123.45,39.35
-123.45,39.4
-123.45,39.45
-123.45,39.5
-123.45,39.55
-123.45,39.6
-123.45,39.65
-123.45,39.7
-123.45,39.75
-123.45,39.8
-123.45,39.85
-123.45,39.9
-123.45,39.95
-123.45,40.0
-123.45,40.05
-123.45,40.1
-123.45,40.15
-123.45,40.2
-123.45,40.25
-123.45,40.3
-123.45,40.35
-123.45,40.4
-123.45,40.45
-123.45,40.5
-123.45,40.55
-123.45,40.6
-123.45,40.65
-123.45,40.7
-123.45,40.75
-123.45,40.8
-123.45,40.85
-123.45,40.9
-123.45,40.95
-123.45,41.0
-123.45,41.05
-123.45,41.1
-123.45,41.15
-123.45,41.2
-123.45,41.25
-123.45,41.3
-123.45,41.35
-123.45,41.4
-123.45,41.45
-123.45,41.5
-123.45,41.55
-123.45,41.6
-123.45,41.65
-123.45,41.7
-123.45,41.75
-123.45,41.8
-123.45,41.85
-123.45,41.9
-123.45,41.95
-123.45,42.0
-123.45,42.05
-123.45,38.55
-123.4,38.6
-123.4,38.55
-123.4,38.65
-123.4,38.7
-123.4,38.75
-123.4,38.8
-123.4,38.85
-123.4,38.9
-123.4,38.95
-123.4,39.0
-123.4,39.05
-123.4,39.1
-123.4,39.15
-123.4,39.2
-123.4,39.25
-123.4,39.3
-123.4,39.35
-123.4,39.4
-123.4,39.45
-123.4,39.5
-123.4,39.55
-123.4,39.6
-123.4,39.65
-123.4,39.7
-123.4,39.75
-123.4,39.8
-123.4,39.85
-123.4,39.9
-123.4,39.95
-123.4,40.0
-123.4,40.05
-123.4,40.1
-123.4,40.15
-123.4,40.2
-123.4,40.25
-123.4,40.3
-123.4,40.35
-123.4,40.4
-123.4,40.45
-123.4,40.5
-123.4,40.55
-123.4,40.6
-123.4,40.65
-123.4,40.7
-123.4,40.75
-123.4,40.8
-123.4,40.85
-123.4,40.9
-123.4,40.95
-123.4,41.0
-123.4,41.05
-123.4,41.1
-123.4,41.15
-123.4,41.2
-123.4,41.25
-123.4,41.3
-123.4,41.35
-123.4,41.4
-123.4,41.45
-123.4,41.5
-123.4,41.55
-123.4,41.6
-123.4,41.65
-123.4,41.7
-123.4,41.75
-123.4,41.8
-123.4,41.85
-123.4,41.9
-123.4,41.95
-123.4,42.0
-123.4,42.05
-123.4,38.5
-123.35,38.55
-123.35,38.5
-123.35,38.6
-123.35,38.65
-123.35,38.7
-123.35,38.75
-123.35,38.8
-123.35,38.85
-123.35,38.9
-123.35,38.95
-123.35,39.0
-123.35,39.05
-123.35,39.1
-123.35,39.15
-123.35,39.2
-123.35,39.25
-123.35,39.3
-123.35,39.35
-123.35,39.4
-123.35,39.45
-123.35,39.5
-123.35,39.55
-123.35,39.6
-123.35,39.65
-123.35,39.7
-123.35,39.75
-123.35,39.8
-123.35,39.85
-123.35,39.9
-123.35,39.95
-123.35,40.0
-123.35,40.05
-123.35,40.1
-123.35,40.15
-123.35,40.2
-123.35,40.25
-123.35,40.3
-123.35,40.35
-123.35,40.4
-123.35,40.45
-123.35,40.5
-123.35,40.55
-123.35,40.6
-123.35,40.65
-123.35,40.7
-123.35,40.75
-123.35,40.8
-123.35,40.85
-123.35,40.9
-123.35,40.95
-123.35,41.0
-123.35,41.05
-123.35,41.1
-123.35,41.15
-123.35,41.2
-123.35,41.25
-123.35,41.3
-123.35,41.35
-123.35,41.4
-123.35,41.45
-123.35,41.5
-123.35,41.55
-123.35,41.6
-123.35,41.65
-123.35,41.7
-123.35,41.75
-123.35,41.8
-123.35,41.85
-123.35,41.9
-123.35,41.95
-123.35,42.0
-123.35,42.05
-123.35,38.45
-123.3,38.5
-123.3,38.45
-123.3,38.55
-123.3,38.6
-123.3,38.65
-123.3,38.7
-123.3,38.75
-123.3,38.8
-123.3,38.85
-123.3,38.9
-123.3,38.95
-123.3,39.0
-123.3,39.05
-123.3,39.1
-123.3,39.15
-123.3,39.2
-123.3,39.25
-123.3,39.3
-123.3,39.35
-123.3,39.4
-123.3,39.45
-123.3,39.5
-123.3,39.55
-123.3,39.6
-123.3,39.65
-123.3,39.7
-123.3,39.75
-123.3,39.8
-123.3,39.85
-123.3,39.9
-123.3,39.95
-123.3,40.0
-123.3,40.05
-123.3,40.1
-123.3,40.15
-123.3,40.2
-123.3,40.25
-123.3,40.3
-123.3,40.35
-123.3,40.4
-123.3,40.45
-123.3,40.5
-123.3,40.55
-123.3,40.6
-123.3,40.65
-123.3,40.7
-123.3,40.75
-123.3,40.8
-123.3,40.85
-123.3,40.9
-123.3,40.95
-123.3,41.0
-123.3,41.05
-123.3,41.1
-123.3,41.15
-123.3,41.2
-123.3,41.25
-123.3,41.3
-123.3,41.35
-123.3,41.4
-123.3,41.45
-123.3,41.5
-123.3,41.55
-123.3,41.6
-123.3,41.65
-123.3,41.7
-123.3,41.75
-123.3,41.8
-123.3,41.85
-123.3,41.9
-123.3,41.95
-123.3,42.0
-123.3,42.05
-123.25,38.5
-123.25,38.45
-123.25,38.55
-123.25,38.6
-123.25,38.65
-123.25,38.7
-123.25,38.75
-123.25,38.8
-123.25,38.85
-123.25,38.9
-123.25,38.95
-123.25,39.0
-123.25,39.05
-123.25,39.1
-123.25,39.15
-123.25,39.2
-123.25,39.25
-123.25,39.3
-123.25,39.35
-123.25,39.4
-123.25,39.45
-123.25,39.5
-123.25,39.55
-123.25,39.6
-123.25,39.65
-123.25,39.7
-123.25,39.75
-123.25,39.8
-123.25,39.85
-123.25,39.9
-123.25,39.95
-123.25,40.0
-123.25,40.05
-123.25,40.1
-123.25,40.15
-123.25,40.2
-123.25,40.25
-123.25,40.3
-123.25,40.35
-123.25,40.4
-123.25,40.45
-123.25,40.5
-123.25,40.55
-123.25,40.6
-123.25,40.65
-123.25,40.7
-123.25,40.75
-123.25,40.8
-123.25,40.85
-123.25,40.9
-123.25,40.95
-123.25,41.0
-123.25,41.05
-123.25,41.1
-123.25,41.15
-123.25,41.2
-123.25,41.25
-123.25,41.3
-123.25,41.35
-123.25,41.4
-123.25,41.45
-123.25,41.5
-123.25,41.55
-123.25,41.6
-123.25,41.65
-123.25,41.7
-123.25,41.75
-123.25,41.8
-123.25,41.85
-123.25,41.9
-123.25,41.95
-123.25,42.0
-123.25,42.05
-123.25,38.4
-123.2,38.45
-123.2,38.4
-123.2,38.5
-123.2,38.55
-123.2,38.6
-123.2,38.65
-123.2,38.7
-123.2,38.75
-123.2,38.8
-123.2,38.85
-123.2,38.9
-123.2,38.95
-123.2,39.0
-123.2,39.05
-123.2,39.1
-123.2,39.15
-123.2,39.2
-123.2,39.25
-123.2,39.3
-123.2,39.35
-123.2,39.4
-123.2,39.45
-123.2,39.5
-123.2,39.55
-123.2,39.6
-123.2,39.65
-123.2,39.7
-123.2,39.75
-123.2,39.8
-123.2,39.85
-123.2,39.9
-123.2,39.95
-123.2,40.0
-123.2,40.05
-123.2,40.1
-123.2,40.15
-123.2,40.2
-123.2,40.25
-123.2,40.3
-123.2,40.35
-123.2,40.4
-123.2,40.45
-123.2,40.5
-123.2,40.55
-123.2,40.6
-123.2,40.65
-123.2,40.7
-123.2,40.75
-123.2,40.8
-123.2,40.85
-123.2,40.9
-123.2,40.95
-123.2,41.0
-123.2,41.05
-123.2,41.1
-123.2,41.15
-123.2,41.2
-123.2,41.25
-123.2,41.3
-123.2,41.35
-123.2,41.4
-123.2,41.45
-123.2,41.5
-123.2,41.55
-123.2,41.6
-123.2,41.65
-123.2,41.7
-123.2,41.75
-123.2,41.8
-123.2,41.85
-123.2,41.9
-123.2,41.95
-123.2,42.0
-123.2,42.05
-123.2,37.7
-123.2,37.75
-123.15,37.75
-123.15,37.7
-123.2,37.8
-123.15,37.8
-123.2,37.85
-123.15,37.85
-123.2,38.35
-123.15,38.4
-123.15,38.35
-123.15,38.45
-123.15,38.5
-123.15,38.55
-123.15,38.6
-123.15,38.65
-123.15,38.7
-123.15,38.75
-123.15,38.8
-123.15,38.85
-123.15,38.9
-123.15,38.95
-123.15,39.0
-123.15,39.05
-123.15,39.1
-123.15,39.15
-123.15,39.2
-123.15,39.25
-123.15,39.3
-123.15,39.35
-123.15,39.4
-123.15,39.45
-123.15,39.5
-123.15,39.55
-123.15,39.6
-123.15,39.65
-123.15,39.7
-123.15,39.75
-123.15,39.8
-123.15,39.85
-123.15,39.9
-123.15,39.95
-123.15,40.0
-123.15,40.05
-123.15,40.1
-123.15,40.15
-123.15,40.2
-123.15,40.25
-123.15,40.3
-123.15,40.35
-123.15,40.4
-123.15,40.45
-123.15,40.5
-123.15,40.55
-123.15,40.6
-123.15,40.65
-123.15,40.7
-123.15,40.75
-123.15,40.8
-123.15,40.85
-123.15,40.9
-123.15,40.95
-123.15,41.0
-123.15,41.05
-123.15,41.1
-123.15,41.15
-123.15,41.2
-123.15,41.25
-123.15,41.3
-123.15,41.35
-123.15,41.4
-123.15,41.45
-123.15,41.5
-123.15,41.55
-123.15,41.6
-123.15,41.65
-123.15,41.7
-123.15,41.75
-123.15,41.8
-123.15,41.85
-123.15,41.9
-123.15,41.95
-123.15,42.0
-123.15,42.05
-123.1,37.75
-123.1,37.7
-123.1,37.8
-123.1,37.85
-123.15,38.25
-123.15,38.3
-123.1,38.3
-123.1,38.25
-123.1,38.35
-123.1,38.4
-123.1,38.45
-123.1,38.5
-123.1,38.55
-123.1,38.6
-123.1,38.65
-123.1,38.7
-123.1,38.75
-123.1,38.8
-123.1,38.85
-123.1,38.9
-123.1,38.95
-123.1,39.0
-123.1,39.05
-123.1,39.1
-123.1,39.15
-123.1,39.2
-123.1,39.25
-123.1,39.3
-123.1,39.35
-123.1,39.4
-123.1,39.45
-123.1,39.5
-123.1,39.55
-123.1,39.6
-123.1,39.65
-123.1,39.7
-123.1,39.75
-123.1,39.8
-123.1,39.85
-123.1,39.9
-123.1,39.95
-123.1,40.0
-123.1,40.05
-123.1,40.1
-123.1,40.15
-123.1,40.2
-123.1,40.25
-123.1,40.3
-123.1,40.35
-123.1,40.4
-123.1,40.45
-123.1,40.5
-123.1,40.55
-123.1,40.6
-123.1,40.65
-123.1,40.7
-123.1,40.75
-123.1,40.8
-123.1,40.85
-123.1,40.9
-123.1,40.95
