CPT_Name,UTM_x,UTM_y,Longitude,Latitude,Mean GWT
ALC063.csv,560358,4188034,-122.314043,37.83959178,3
ALC064.csv,561419,4187765,-122.3020086,37.83709652,3
ALC065.csv,561795,4187823,-122.2977309,37.83759385,3
ALC072.csv,561915,4188571,-122.2963032,37.84432718,3
