lon	lat	depth_m
-118.585573	34.446122	0.0
-118.585573	34.446122	55.47
-118.585574	34.446126	111.55
-118.585566	34.446132	167.93
-118.585564	34.446144	221.56
-118.585565	34.446153	275.5
-118.585568	34.44616	305.67
-118.585578	34.446173	362.64
-118.585587	34.446189	418.69
-118.585587	34.446214	463.71
-118.585582	34.446224	482.57
-118.585554	34.446235	513.23
-118.585506	34.446254	569.7
-118.58549	34.446262	588.53
-118.585474	34.446271	607.34
-118.585444	34.44629	634.25
-118.585421	34.446305	651.41
-118.585362	34.446338	683.37
-118.58532	34.446358	701.41
-118.585252	34.446391	725.34
-118.585194	34.446418	745.46
-118.585168	34.446431	754.49
-118.585055	34.446486	789.99
-118.584875	34.446571	843.72
-118.584818	34.446597	860.98
-118.584725	34.446641	888.85
-118.584607	34.446695	924.25
-118.584428	34.446775	978.43
-118.58426	34.446858	1032.19
-118.584088	34.446939	1086.53
-118.583916	34.447026	1140.42
-118.583743	34.447118	1192.92
-118.583655	34.447164	1218.94
-118.583486	34.447257	1271.53
-118.583321	34.447352	1325.13
-118.583208	34.447419	1363.92
-118.583059	34.447514	1416.31
-118.58291	34.447609	1470.31
-118.582762	34.447706	1521.39
-118.582613	34.447812	1577.71
-118.582466	34.44792	1633.37
-118.582399	34.447971	1659.2
-118.582262	34.448075	1712.91
-118.582114	34.448188	1770.67
-118.581971	34.448301	1826.33
-118.581833	34.44841	1879.59
-118.581796	34.448438	1893.82
-118.581721	34.448499	1922.39
-118.581628	34.448575	1957.6
-118.581553	34.448643	1987.91
-118.581499	34.448677	2008.31
-118.581454	34.448702	2024.95
-118.58143	34.448716	2033.7
-118.581294	34.448796	2087.32
-118.581173	34.448879	2141.85
-118.581106	34.448925	2172.21
-118.581049	34.448967	2199.65
-118.581026	34.44898	2208.46
-118.580957	34.449009	2233.05
-118.580853	34.449069	2272.84
-118.580807	34.449095	2290.69
-118.580739	34.449134	2318.01
-118.580694	34.449161	2336.85
-118.580577	34.44923	2390.09
-118.580513	34.449269	2415.9
-118.580442	34.449313	2449.69
-118.580378	34.449353	2479.89
-118.580343	34.449375	2498.65
-118.580312	34.449396	2517.5
-118.58026	34.449429	2544.26
-118.580223	34.449455	2562.63
-118.580179	34.449489	2584.17
-118.580118	34.449542	2615.46
-118.580061	34.449594	2643.03
-118.579985	34.449676	2679.37
-118.579847	34.449849	2755.83
