lon	lat	depth_m
-119.034822	34.381325	0.0
-119.034833	34.381324	120.09
-119.034838	34.381325	174.34
-119.03485	34.381335	260.3
-119.034856	34.38134	304.77
-119.034872	34.381346	366.63
-119.034885	34.381352	420.86
-119.034904	34.381358	480.27
-119.03492	34.381364	534.81
-119.034937	34.38137	600.62
-119.034959	34.381372	658.19
-119.034976	34.381373	698.39
-119.034996	34.381375	751.7
-119.035025	34.381378	820.23
-119.035047	34.381381	885.73
-119.035062	34.381382	938.44
-119.035073	34.381383	995.43
-119.035072	34.38137	1060.95
-119.035064	34.381347	1129.17
-119.035056	34.381324	1184.88
-119.03506	34.381298	1239.37
-119.035043	34.381267	1312.42
-119.035028	34.38124	1378.49
-119.035018	34.381221	1432.08
-119.035006	34.381209	1489.05
-119.034992	34.381202	1547.86
-119.03497	34.3812	1606.04
-119.03494	34.381157	1671.65
-119.034922	34.38113	1724.27
-119.03491	34.3811	1785.43
-119.034908	34.381093	1804.31
-119.034908	34.38109	1817.72
-119.034906	34.38109	1823.81
-119.034903	34.381089	1833.56
-119.034898	34.381088	1841.78
-119.034873	34.38112	1898.32
-119.034858	34.38114	1920.41
-119.034841	34.381166	1942.73
-119.034807	34.381219	1972.46
-119.03478	34.381262	1990.27
-119.034767	34.381285	1999.29
-119.034737	34.381332	2017.55
-119.034675	34.381432	2055.18
-119.034615	34.381527	2091.37
-119.034528	34.381666	2144.71
-119.034492	34.381721	2166.48
-119.034408	34.381856	2221.57
-119.034351	34.381955	2261.85
-119.034285	34.382086	2314.38
-119.034222	34.382227	2369.84
-119.034151	34.382405	2435.82
-119.0341	34.382556	2488.51
-119.034056	34.382709	2541.19
-119.034033	34.382791	2569.56
-119.03399	34.382941	2621.37
-119.033948	34.383098	2675.5
-119.033905	34.383258	2729.19
-119.033865	34.383425	2783.95
-119.033778	34.383779	2900.38
