lon	lat	depth_m
-119.032083	34.38282	0.0
-119.032083	34.38282	7.62
-119.032083	34.38282	15.24
-119.032084	34.382819	22.86
-119.032084	34.382819	30.48
-119.032085	34.382819	38.1
-119.032085	34.382818	45.72
-119.032086	34.382818	53.34
-119.032087	34.382817	60.96
-119.032087	34.382817	68.58
-119.032088	34.382816	76.2
-119.032089	34.382816	83.82
-119.03209	34.382816	91.44
-119.032091	34.382815	99.06
-119.032092	34.382815	106.68
-119.032093	34.382814	114.3
-119.032094	34.382814	121.92
-119.032096	34.382814	129.54
-119.032097	34.382813	137.16
-119.032098	34.382813	144.78
-119.0321	34.382812	152.4
-119.032102	34.382812	160.02
-119.032103	34.382812	167.64
-119.032105	34.382812	175.26
-119.032107	34.382811	182.88
-119.032109	34.382811	190.5
-119.032111	34.382811	198.12
-119.032112	34.382811	205.74
-119.032114	34.382812	213.36
-119.032116	34.382812	220.98
-119.032117	34.382812	228.6
-119.032119	34.382812	236.22
-119.032121	34.382812	243.84
-119.032122	34.382812	251.46
-119.032124	34.382812	259.08
-119.032125	34.382813	266.7
-119.032127	34.382813	274.32
-119.032128	34.382814	281.94
-119.03213	34.382814	289.56
-119.032131	34.382814	297.18
-119.032133	34.382815	304.8
-119.032134	34.382815	312.42
-119.032136	34.382816	320.04
-119.032137	34.382816	327.66
-119.032138	34.382817	335.28
-119.032139	34.382817	342.9
-119.032141	34.382817	350.52
-119.032142	34.382818	358.14
-119.032144	34.382818	365.76
-119.032146	34.382819	373.38
-119.032147	34.382819	381.0
-119.032149	34.382819	388.62
-119.032151	34.38282	396.24
-119.032152	34.38282	403.86
-119.032154	34.38282	411.48
-119.032156	34.38282	419.1
-119.032157	34.38282	426.72
-119.032158	34.382821	434.34
-119.03216	34.382821	441.96
-119.032161	34.382821	449.58
-119.032162	34.382821	457.2
-119.032164	34.382821	464.82
-119.032165	34.382822	472.44
-119.032166	34.382822	480.06
-119.032167	34.382822	487.68
-119.032168	34.382823	495.3
-119.032169	34.382823	502.92
-119.032171	34.382823	510.54
-119.032172	34.382823	518.16
-119.032174	34.382823	525.78
-119.032175	34.382823	533.4
-119.032177	34.382823	541.02
-119.032178	34.382823	548.64
-119.032179	34.382823	556.26
-119.03218	34.382822	563.88
-119.032181	34.382822	571.5
-119.032182	34.382822	579.12
-119.032183	34.382822	586.74
-119.032184	34.382822	594.36
-119.032185	34.382822	601.98
-119.032186	34.382822	609.6
-119.032187	34.382822	617.22
-119.032188	34.382821	624.84
-119.032188	34.382821	632.46
-119.032189	34.382821	640.08
-119.032189	34.38282	647.7
-119.03219	34.38282	655.32
-119.03219	34.382819	662.94
-119.032191	34.382819	670.56
-119.032192	34.382819	678.18
-119.032192	34.382819	685.8
-119.032193	34.382818	693.42
-119.032193	34.382818	701.04
-119.032194	34.382818	708.66
-119.032194	34.382817	716.28
-119.032195	34.382817	723.9
-119.032196	34.382817	731.52
-119.032197	34.382817	739.14
-119.032198	34.382818	746.76
-119.0322	34.382818	754.38
-119.032201	34.382818	762.0
-119.032202	34.382818	769.62
-119.032203	34.382817	777.24
-119.032204	34.382817	784.86
-119.032205	34.382816	792.48
-119.032206	34.382816	800.1
-119.032207	34.382815	807.72
-119.032208	34.382815	815.34
-119.032209	34.382814	822.96
-119.03221	34.382814	830.58
-119.032211	34.382814	838.2
-119.032212	34.382814	845.82
-119.032212	34.382814	853.44
-119.032213	34.382814	861.06
-119.032214	34.382814	868.68
-119.032215	34.382814	876.3
-119.032215	34.382814	883.92
-119.032216	34.382814	891.54
-119.032216	34.382814	899.16
-119.032217	34.382814	906.78
-119.032217	34.382814	914.4
-119.032218	34.382814	922.02
-119.032218	34.382814	929.64
-119.032219	34.382814	937.26
-119.032219	34.382814	944.88
-119.032219	34.382814	952.5
-119.032219	34.382814	960.12
-119.032219	34.382814	967.74
-119.032219	34.382813	975.36
-119.032219	34.382813	982.98
-119.032219	34.382813	990.6
-119.032219	34.382813	998.22
-119.032219	34.382812	1005.84
-119.032219	34.382812	1013.46
-119.032219	34.382812	1021.08
-119.032219	34.382811	1028.7
-119.032218	34.38281	1036.32
-119.032218	34.382809	1043.94
-119.032217	34.382809	1051.56
-119.032216	34.382808	1059.18
-119.032215	34.382807	1066.8
-119.032214	34.382806	1074.42
-119.032214	34.382805	1082.04
-119.032213	34.382805	1089.66
-119.032212	34.382804	1097.28
-119.032211	34.382803	1104.9
-119.03221	34.382802	1112.52
-119.032209	34.382801	1120.14
-119.032208	34.382801	1127.76
-119.032207	34.3828	1135.38
-119.032206	34.382799	1143.0
-119.032205	34.382798	1150.62
-119.032204	34.382797	1158.24
-119.032202	34.382796	1165.86
-119.032201	34.382795	1173.48
-119.0322	34.382795	1181.1
-119.032198	34.382794	1188.72
-119.032197	34.382793	1196.34
-119.032195	34.382793	1203.96
-119.032193	34.382793	1211.58
-119.032191	34.382793	1219.2
-119.032189	34.382792	1226.82
-119.032187	34.382792	1234.44
-119.032185	34.382792	1242.06
-119.032183	34.382792	1249.68
-119.032182	34.382792	1257.3
-119.03218	34.382792	1264.92
-119.032178	34.382792	1272.54
-119.032176	34.382793	1280.16
-119.032175	34.382793	1287.48
-119.032173	34.382793	1295.1
-119.032171	34.382794	1302.72
-119.032169	34.382794	1310.34
-119.032167	34.382795	1317.96
-119.032165	34.382795	1325.58
-119.032163	34.382796	1333.2
-119.032161	34.382796	1340.82
-119.032159	34.382797	1348.44
-119.032157	34.382797	1356.06
-119.032155	34.382798	1363.68
-119.032153	34.382798	1371.3
-119.032151	34.382799	1378.92
-119.032149	34.382799	1386.54
-119.032147	34.3828	1394.16
-119.032145	34.382801	1401.78
-119.032143	34.382802	1409.4
-119.032141	34.382802	1417.02
-119.032139	34.382803	1424.64
-119.032137	34.382804	1432.26
-119.032135	34.382805	1439.88
-119.032134	34.382806	1447.5
-119.032132	34.382806	1455.12
