lon	lat	depth_m
-119.030504	34.383957	0.0
-119.030504	34.383957	7.62
-119.030504	34.383957	15.24
-119.030504	34.383958	22.86
-119.030504	34.383958	30.48
-119.030504	34.383958	38.1
-119.030504	34.383958	45.72
-119.030503	34.383958	53.34
-119.030503	34.383958	60.96
-119.030503	34.383958	68.58
-119.030503	34.383958	76.2
-119.030502	34.383958	83.82
-119.030502	34.383958	91.44
-119.030502	34.383958	99.06
-119.030501	34.383958	106.68
-119.030501	34.383958	114.3
-119.030501	34.383958	121.92
-119.0305	34.383958	129.54
-119.0305	34.383959	137.16
-119.0305	34.383959	144.78
-119.030499	34.383959	152.4
-119.030499	34.383959	160.02
-119.030499	34.383959	167.64
-119.030498	34.383959	175.26
-119.030498	34.383959	182.88
-119.030498	34.38396	190.5
-119.030497	34.38396	198.12
-119.030497	34.38396	205.74
-119.030497	34.383961	213.36
-119.030497	34.383961	220.98
-119.030497	34.383962	228.6
-119.030497	34.383962	236.22
-119.030498	34.383963	243.84
-119.030498	34.383963	251.46
-119.030498	34.383964	259.08
-119.030499	34.383964	266.7
-119.030499	34.383965	274.32
-119.0305	34.383966	281.94
-119.0305	34.383967	289.56
-119.0305	34.383967	297.18
-119.030501	34.383968	304.8
-119.030501	34.383969	312.42
-119.030502	34.38397	320.04
-119.030502	34.383971	327.66
-119.030503	34.383972	335.28
-119.030503	34.383973	342.9
-119.030504	34.383974	350.52
-119.030504	34.383975	358.14
-119.030504	34.383976	365.76
-119.030505	34.383977	373.38
-119.030505	34.383978	381.0
-119.030506	34.383979	388.62
-119.030506	34.38398	396.24
-119.030507	34.38398	403.86
-119.030507	34.383981	411.48
-119.030507	34.383982	419.1
-119.030508	34.383983	426.72
-119.030508	34.383984	434.34
-119.030509	34.383985	441.96
-119.030509	34.383986	449.58
-119.030509	34.383987	457.2
-119.03051	34.383988	464.82
-119.03051	34.38399	472.44
-119.03051	34.383991	480.06
-119.030511	34.383992	487.68
-119.030511	34.383993	495.3
-119.030512	34.383994	502.92
-119.030512	34.383995	510.54
-119.030512	34.383996	518.16
-119.030513	34.383997	525.78
-119.030513	34.383998	533.4
-119.030513	34.383999	541.02
-119.030514	34.384	548.64
-119.030514	34.384	556.26
-119.030514	34.384001	563.88
-119.030514	34.384001	571.5
-119.030514	34.384001	579.12
-119.030514	34.384001	586.74
-119.030514	34.384002	594.36
-119.030514	34.384002	601.98
-119.030514	34.384002	609.6
-119.030514	34.384003	617.22
-119.030514	34.384003	624.84
-119.030514	34.384004	632.46
-119.030514	34.384004	640.08
-119.030514	34.384005	647.7
-119.030513	34.384005	655.32
-119.030513	34.384006	662.94
-119.030512	34.384006	670.56
-119.030512	34.384007	678.18
-119.030511	34.384007	685.8
-119.03051	34.384007	693.42
-119.030509	34.384007	701.04
-119.030508	34.384007	708.66
-119.030507	34.384007	716.28
-119.030506	34.384006	723.9
-119.030504	34.384006	731.52
-119.030503	34.384006	739.14
-119.030501	34.384005	746.76
-119.0305	34.384004	754.38
-119.030498	34.384004	762.0
-119.030496	34.384003	769.62
-119.030494	34.384002	777.24
-119.030492	34.384001	784.86
-119.03049	34.383999	792.48
-119.030488	34.383998	800.1
-119.030486	34.383996	807.72
-119.030485	34.383995	815.34
-119.030483	34.383993	822.96
-119.030481	34.383991	830.58
-119.030479	34.383989	838.2
-119.030477	34.383987	845.82
-119.030475	34.383985	853.44
-119.030473	34.383982	861.06
-119.030476	34.383984	868.68
-119.030478	34.383985	876.3
-119.030481	34.383986	883.92
-119.030483	34.383988	891.54
-119.030486	34.383989	899.16
-119.030488	34.38399	906.78
-119.03049	34.383992	914.4
-119.030493	34.383993	922.02
-119.030495	34.383994	929.64
-119.030497	34.383995	937.26
-119.030499	34.383996	944.58
-119.030501	34.383997	952.2
-119.030503	34.383998	959.82
-119.030505	34.383999	967.44
-119.030507	34.384	975.06
-119.030509	34.384001	982.68
-119.030511	34.384002	990.3
-119.030513	34.384003	997.92
-119.030515	34.384005	1005.54
-119.030517	34.384006	1013.16
-119.030519	34.384007	1020.78
-119.030521	34.384008	1028.4
-119.030523	34.384009	1036.02
-119.030525	34.384011	1043.64
-119.030526	34.384013	1051.26
-119.030527	34.384015	1058.88
-119.030529	34.384017	1066.5
-119.03053	34.384019	1074.12
-119.030531	34.384021	1081.74
-119.030532	34.384023	1089.36
-119.030533	34.384025	1096.98
-119.030534	34.384027	1104.6
-119.030536	34.384029	1112.22
-119.030537	34.384031	1119.84
-119.030538	34.384033	1127.46
-119.030539	34.384035	1135.08
-119.030541	34.384038	1142.7
-119.030542	34.38404	1150.32
-119.030543	34.384041	1157.94
-119.030545	34.384043	1165.56
-119.030546	34.384045	1173.18
-119.030547	34.384047	1180.8
-119.030548	34.384048	1188.42
-119.030549	34.38405	1196.04
-119.03055	34.384052	1203.66
-119.030551	34.384053	1211.28
-119.030552	34.384055	1218.9
-119.030552	34.384056	1226.52
-119.030553	34.384058	1234.14
-119.030553	34.384059	1241.76
-119.030553	34.38406	1249.38
-119.030554	34.384062	1257.0
-119.030554	34.384063	1264.62
-119.030554	34.384065	1272.24
-119.030554	34.384066	1279.86
-119.030554	34.384068	1287.48
-119.030553	34.384069	1295.1
-119.030553	34.384071	1302.72
-119.030552	34.384073	1310.34
-119.030552	34.384075	1317.96
-119.030551	34.384076	1325.58
-119.03055	34.384078	1333.2
-119.03055	34.38408	1340.82
-119.030549	34.384082	1348.44
-119.030549	34.384084	1356.06
-119.030548	34.384086	1363.68
-119.030548	34.384088	1371.3
-119.030547	34.38409	1378.92
-119.030547	34.384092	1386.54
-119.030546	34.384094	1394.16
-119.030546	34.384096	1401.78
-119.030545	34.384098	1409.4
-119.030544	34.3841	1417.02
-119.030543	34.384102	1424.64
-119.030543	34.384104	1432.26
-119.030542	34.384106	1439.88
-119.030541	34.384108	1447.5
-119.03054	34.38411	1455.12
-119.030539	34.384112	1462.74
-119.030538	34.384114	1470.36
-119.030537	34.384116	1477.98
-119.030536	34.384118	1485.6
-119.030535	34.38412	1493.22
-119.030535	34.384122	1500.84
-119.030534	34.384124	1508.46
-119.030534	34.384125	1516.08
-119.030533	34.384127	1523.7
-119.030533	34.384129	1531.32
-119.030533	34.38413	1538.94
-119.030532	34.384132	1546.56
-119.030532	34.384134	1554.18
-119.030532	34.384135	1561.8
-119.030532	34.384137	1569.42
-119.030532	34.384139	1577.04
-119.030532	34.38414	1584.66
-119.030531	34.384142	1592.28
-119.030531	34.384143	1599.9
-119.03053	34.384144	1607.52
-119.03053	34.384146	1615.14
-119.03053	34.384148	1622.76
-119.030529	34.384149	1630.38
-119.030529	34.384151	1638.0
-119.030528	34.384153	1645.62
-119.030528	34.384155	1653.24
-119.030527	34.384157	1660.86
-119.030527	34.38416	1668.48
-119.030526	34.384163	1676.1
-119.030525	34.384166	1683.41
-119.030524	34.384169	1691.03
-119.030524	34.384172	1698.65
-119.030523	34.384175	1706.27
-119.030522	34.384178	1713.89
-119.030521	34.384181	1721.51
-119.03052	34.384184	1729.13
-119.030519	34.384187	1736.75
-119.030518	34.38419	1744.37
-119.030517	34.384193	1751.99
-119.030516	34.384197	1759.61
-119.030515	34.3842	1767.23
-119.030514	34.384202	1774.85
-119.030513	34.384206	1782.47
-119.030512	34.384209	1790.09
-119.030511	34.384212	1797.71
-119.03051	34.384215	1805.33
-119.030509	34.384218	1812.95
-119.030508	34.384221	1820.57
-119.030507	34.384224	1828.19
-119.030506	34.384227	1835.81
-119.030505	34.38423	1843.43
-119.030504	34.384233	1851.05
-119.030504	34.384236	1858.67
-119.030503	34.384239	1866.29
-119.030503	34.384242	1873.91
-119.030502	34.384245	1881.53
-119.030502	34.384247	1889.15
-119.030502	34.38425	1896.77
-119.030501	34.384252	1904.39
-119.030501	34.384255	1912.01
-119.030501	34.384257	1919.63
-119.030502	34.38426	1927.25
-119.030502	34.384262	1934.87
-119.030502	34.384264	1942.49
-119.030502	34.384266	1950.11
-119.030503	34.384268	1957.73
-119.030503	34.38427	1965.35
-119.030504	34.384271	1972.97
-119.030504	34.384273	1980.59
-119.030504	34.384274	1988.21
-119.030505	34.384275	1995.83
-119.030505	34.384277	2003.45
-119.030506	34.384278	2011.07
-119.030506	34.384279	2018.69
-119.030507	34.384279	2026.31
-119.030508	34.38428	2033.93
-119.030508	34.38428	2041.55
-119.030509	34.38428	2049.17
-119.030509	34.38428	2056.79
-119.03051	34.38428	2064.41
-119.03051	34.38428	2072.03
-119.030511	34.384281	2079.65
-119.030511	34.384281	2087.27
-119.030511	34.384281	2094.89
-119.030512	34.384281	2102.51
-119.030512	34.384281	2110.13
-119.030513	34.384281	2117.75
-119.030514	34.384282	2125.37
-119.030514	34.384282	2132.99
-119.030515	34.384282	2140.61
-119.030516	34.384282	2148.23
-119.030517	34.384281	2155.85
-119.030519	34.384281	2163.47
-119.03052	34.384281	2171.09
-119.030521	34.38428	2178.71
-119.030522	34.38428	2186.33
-119.030523	34.384279	2193.95
-119.030524	34.384279	2201.57
-119.030525	34.384278	2209.19
-119.030526	34.384277	2216.81
-119.030526	34.384276	2224.43
-119.030527	34.384275	2232.05
-119.030528	34.384274	2239.67
-119.030528	34.384273	2247.29
-119.030528	34.384273	2254.91
-119.030528	34.384272	2262.53
-119.030527	34.384271	2270.15
-119.030527	34.38427	2277.77
-119.030526	34.384269	2285.39
-119.030526	34.384268	2293.01
-119.030525	34.384267	2300.63
-119.030524	34.384266	2308.25
-119.030522	34.384265	2315.87
-119.03052	34.384263	2323.49
-119.030518	34.384262	2331.11
-119.030516	34.38426	2338.43
-119.030513	34.384257	2346.05
-119.03051	34.384255	2353.67
-119.030507	34.384252	2361.29
-119.030504	34.384249	2368.91
-119.030502	34.384247	2376.53
-119.0305	34.384244	2384.15
-119.030497	34.384241	2391.77
-119.030495	34.384238	2399.39
-119.030493	34.384235	2407.01
-119.030491	34.384232	2414.63
-119.03049	34.38423	2422.25
-119.030488	34.384227	2429.87
-119.030486	34.384225	2437.49
-119.030485	34.384222	2445.11
-119.030483	34.38422	2452.73
-119.030482	34.384217	2460.35
-119.03048	34.384215	2467.97
-119.030479	34.384212	2475.59
-119.030477	34.384209	2483.21
-119.030476	34.384207	2490.83
-119.030475	34.384204	2498.45
-119.030474	34.384201	2506.07
-119.030473	34.384199	2513.69
-119.030472	34.384196	2521.31
-119.030471	34.384193	2528.93
-119.030471	34.384191	2536.55
-119.030471	34.384188	2544.17
-119.03047	34.384186	2551.79
-119.030471	34.384183	2559.41
-119.030471	34.384181	2567.03
-119.030471	34.384179	2574.65
-119.030471	34.384176	2582.27
-119.030472	34.384174	2589.89
-119.030472	34.384171	2597.51
-119.030473	34.384169	2605.13
-119.030473	34.384166	2612.75
-119.030473	34.384164	2620.37
-119.030473	34.384161	2627.99
-119.030473	34.384159	2635.61
-119.030473	34.384156	2643.23
-119.030473	34.384154	2650.85
-119.030473	34.384152	2658.47
-119.030473	34.384149	2666.09
-119.030473	34.384147	2673.71
-119.030472	34.384145	2681.33
-119.030471	34.384143	2688.95
-119.03047	34.384141	2696.57
-119.03047	34.384138	2704.19
-119.030472	34.384136	2711.5
-119.030475	34.384133	2719.12
-119.030479	34.384131	2726.74
-119.030485	34.384129	2734.36
-119.03049	34.384127	2741.98
-119.030496	34.384125	2749.6
-119.030502	34.384123	2757.22
-119.030508	34.384121	2764.84
-119.030515	34.384118	2772.46
-119.030521	34.384116	2780.08
-119.030528	34.384114	2787.7
-119.030535	34.384112	2795.32
-119.030539	34.384111	2799.28
