lon	lat	depth_m
-118.582437	34.446484	0.0
-118.582437	34.446484	216.71
-118.582438	34.446482	242.93
-118.582441	34.446479	270.66
-118.582444	34.446477	298.4
-118.582446	34.446476	326.14
-118.582448	34.446474	353.87
-118.582448	34.446476	381.61
-118.582447	34.44648	409.35
-118.582445	34.446484	437.08
-118.582444	34.446486	464.82
-118.582442	34.446488	492.56
-118.582438	34.44649	520.29
-118.582436	34.446492	548.03
-118.582434	34.446493	575.77
-118.582431	34.446495	603.5
-118.582427	34.446496	631.24
-118.582423	34.446497	658.98
-118.582419	34.446499	686.71
-118.582415	34.446502	714.45
-118.582411	34.446505	742.19
-118.582409	34.446509	769.92
-118.582406	34.446513	797.66
-118.582404	34.446516	825.4
-118.582403	34.446519	853.14
-118.582402	34.446521	880.87
-118.582401	34.446523	908.61
-118.582401	34.446525	936.35
-118.582401	34.446526	964.08
-118.582401	34.446526	991.82
-118.582402	34.446526	1019.56
-118.582403	34.446525	1047.29
-118.582402	34.446523	1075.03
-118.5824	34.446521	1102.77
-118.582397	34.446521	1130.5
-118.582393	34.446523	1158.24
-118.58239	34.446525	1185.98
-118.582388	34.446524	1213.71
-118.582384	34.446524	1241.45
-118.582379	34.446525	1269.19
-118.582375	34.446527	1296.92
-118.58237	34.44653	1324.66
-118.582365	34.446536	1352.4
-118.582359	34.446542	1380.13
-118.582351	34.446548	1407.87
-118.582345	34.446552	1435.61
-118.582341	34.446555	1463.34
-118.58234	34.446555	1491.08
-118.582338	34.446555	1518.82
-118.582333	34.446555	1546.25
-118.582331	34.446557	1573.99
-118.582328	34.446562	1601.72
-118.582322	34.446569	1629.46
-118.582315	34.446575	1657.2
-118.58231	34.446581	1684.93
-118.582306	34.446587	1712.67
-118.582303	34.446596	1740.41
-118.5823	34.446607	1768.14
-118.582299	34.446619	1795.88
-118.582301	34.446632	1823.62
-118.582302	34.446645	1851.36
-118.582302	34.446657	1879.09
-118.582303	34.446669	1906.83
-118.582301	34.446681	1934.26
-118.582298	34.446693	1962.0
-118.582294	34.446706	1989.73
-118.58229	34.446719	2017.47
-118.582287	34.446732	2045.21
-118.582285	34.446746	2072.94
-118.582287	34.44676	2100.68
-118.582291	34.446772	2128.42
-118.582295	34.446782	2155.85
-118.582299	34.44679	2183.59
-118.582302	34.446799	2211.32
-118.582305	34.446808	2239.06
-118.582308	34.446818	2266.8
-118.582313	34.446831	2294.53
-118.582321	34.446843	2322.27
-118.58233	34.446855	2350.01
-118.582339	34.446869	2377.74
-118.58235	34.446882	2405.18
-118.582359	34.446897	2432.91
-118.582366	34.446912	2460.65
-118.582373	34.446924	2488.39
-118.582379	34.446936	2516.12
-118.582385	34.446948	2543.86
-118.582392	34.446959	2571.6
-118.582399	34.446971	2599.03
-118.582403	34.446979	2617.32
-118.582406	34.446983	2627.38
-118.582413	34.446999	2667.3
-118.582417	34.447021	2722.17
-118.582418	34.447032	2744.72
-118.582421	34.44706	2798.06
-118.582422	34.447069	2812.69
-118.582423	34.44708	2830.98
-118.582425	34.4471	2859.63
-118.582426	34.447105	2867.25
-118.582426	34.447109	2872.74
-118.582427	34.447111	2877.01
-118.582429	34.447116	2886.15
-118.58243	34.44712	2894.38
-118.582431	34.447121	2897.43
-118.582431	34.447122	2899.56
-118.582433	34.447122	2903.83
-118.582437	34.447125	2921.2
-118.582439	34.447126	2931.57
-118.582442	34.447128	2947.11
-118.582444	34.447129	2956.56
-118.582446	34.44713	2966.01
-118.582448	34.447132	2974.54
-118.58245	34.447134	2983.38
-118.582453	34.447138	2999.23
-118.582459	34.447153	3046.17
-118.582461	34.447157	3059.28
