ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,NAME,TYPE,DIAMETER,DATE,WALLTHICK,ADHESION,AREA,DEPTH,SMYS,N_RAMBERG,R_RAMBERG,SOIL,PHI,SHEARSTREN,INTERFACE,GWT,PRESSURE,OBJ_ID,SUB_SEGMENT_ID,n_crossings_with_segment,def_poly_index_crossed,crossing_algo_index,freeface_dist_m,freeface_height_m,lh_ratio,which_half,l_anchor,crossing_lon,crossing_lat,prob_crossing,theta_rake,psi_dip,beta_crossing,event_id,slip_dir,pgdef_m,sigma,sigma_mu,dist_type,amu,bmu,ls_cond
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,0,1,522163.7267079801,2.5,208865.49068319204,upper,84.3,-118.5022069758087,34.27965348151408,1,45,45,4.3,14.0,173.6,0.2073,0.6,0.25,lognormal,3.811848146537552,-2.437086452352679,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,14,109,522163.7267079801,2.5,208865.49068319204,upper,84.3,-118.5022069758087,34.27965348151408,1,45,45,4.3,1162.0,173.6,0.2549,0.6,0.25,lognormal,1.614441034518284,-1.850966153988375,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,13,102,522163.7267079801,2.5,208865.49068319204,upper,84.3,-118.5022069758087,34.27965348151408,1,45,45,4.3,1133.0,173.6,0.3173,0.6,0.25,lognormal,0.816940512754734,-1.481485098902557,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,7,56,522164.65000401577,2.5,208865.8600016063,upper,83.6,-118.5022070708095,34.27964258508457,1,45,45,3.3,1014.0,174.6,0.1664,0.6,0.25,lognormal,9.260500194703836,-3.391761918375975,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,1,8,522164.65000401577,2.5,208865.8600016063,upper,83.6,-118.5022070708095,34.27964258508457,1,45,45,3.3,185.0,174.6,0.1308,0.6,0.25,lognormal,8.654572440596608,-3.235031108812583,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,3,24,522164.65000401577,2.5,208865.8600016063,upper,83.6,-118.5022070708095,34.27964258508457,1,45,45,3.3,439.0,174.6,0.1493,0.6,0.25,lognormal,6.701321190306817,-2.974881767443999,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,8,63,522163.7267079801,2.5,208865.49068319204,upper,84.3,-118.5022069758087,34.27965348151408,1,45,45,4.3,1015.0,173.6,0.3188,0.6,0.25,lognormal,0.713901653991155,-1.444443570541806,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,5,40,522163.7267079801,2.5,208865.49068319204,upper,84.3,-118.5022069758087,34.27965348151408,1,45,45,4.3,717.0,173.6,0.2769,0.6,0.25,lognormal,1.746659653541436,-1.843672857417854,ground_slope
38,-118.50220586905677,34.27978042248732,-118.5022130323962,34.27895875846293,-118.5022094507,34.2793695905,0.091367,Granada Trunk Line,Water,1257,1956,6.5,0.7,25536,1.7,279000,8.0,50.0,Clay,,48.0,,7.5,1200,4,9,1,10,79,522163.7267079801,2.5,208865.49068319204,upper,84.3,-118.5022069758087,34.27965348151408,1,45,45,4.3,1130.0,173.6,0.2003,0.6,0.25,lognormal,3.216881739837401,-2.32434850449777,ground_slope
42,-118.50224082063222,34.28470451485083,-118.5022494175644,34.28388335052782,-118.5022451191,34.2842939327,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,3,1,4,35,521731.6822912046,2.5,208692.67291648182,upper,183.1,-118.50224087445754,34.28469937387227,1,45,45,11.0,654.0,167.0,0.257,0.6,0.25,lognormal,31.892652499519063,-4.007814524403239,ground_slope
42,-118.50224082063222,34.28470451485083,-118.5022494175644,34.28388335052782,-118.5022451191,34.2842939327,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,3,1,12,97,521731.6822912046,2.5,208692.67291648182,upper,183.1,-118.50224087445754,34.28469937387227,1,45,45,11.0,1132.0,167.0,0.2545,0.6,0.25,lognormal,3.014912666102872,-3.671088817898702,ground_slope
42,-118.50224082063222,34.28470451485083,-118.5022494175644,34.28388335052782,-118.5022451191,34.2842939327,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,3,1,9,74,521731.6822912046,2.5,208692.67291648182,upper,183.1,-118.50224087445754,34.28469937387227,1,45,45,12.0,1129.0,166.0,0.2529,0.6,0.25,lognormal,6.989528546862585,-3.313430678756472,ground_slope
42,-118.50224082063222,34.28470451485083,-118.5022494175644,34.28388335052782,-118.5022451191,34.2842939327,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,3,1,6,51,521731.6822912046,2.5,208692.67291648182,upper,183.1,-118.50224087445754,34.28469937387227,1,45,45,15.7,718.0,162.3,0.1695,0.6,0.25,lognormal,1.416201863015561,-2.613813801285005,ground_slope
42,-118.50224082063222,34.28470451485083,-118.5022494175644,34.28388335052782,-118.5022451191,34.2842939327,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,3,1,2,19,521731.6822912046,2.5,208692.67291648182,upper,183.1,-118.50224087445754,34.28469937387227,1,45,45,13.0,186.0,165.0,0.2503,0.6,0.25,lognormal,3.493880908688133,-3.165167934758962,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,0,0,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,14.0,173.6,0.2073,0.6,0.25,lognormal,3.811848146537552,-2.437086452352679,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,11,85,522160.25900897,2.5,208864.103603588,upper,83.3,-118.5022939067198,34.27963382965356,1,45,45,3.4,1131.0,174.6,0.1463,0.6,0.25,lognormal,8.525970461060455,-3.235170523312645,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,5,39,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,717.0,173.6,0.2769,0.6,0.25,lognormal,1.746659653541436,-1.843672857417854,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,1,7,522160.25900897,2.5,208864.103603588,upper,83.3,-118.5022939067198,34.27963382965356,1,45,45,3.4,185.0,174.6,0.1308,0.6,0.25,lognormal,8.654572440596608,-3.235031108812583,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,10,78,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,1130.0,173.6,0.2003,0.6,0.25,lognormal,3.216881739837401,-2.32434850449777,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,7,55,522160.25900897,2.5,208864.103603588,upper,83.3,-118.5022939067198,34.27963382965356,1,45,45,3.4,1014.0,174.6,0.1664,0.6,0.25,lognormal,9.260500194703836,-3.391761918375975,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,13,101,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,1133.0,173.6,0.3173,0.6,0.25,lognormal,0.816940512754734,-1.481485098902557,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,14,108,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,1162.0,173.6,0.2549,0.6,0.25,lognormal,1.614441034518284,-1.850966153988375,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,15,115,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,1238.0,173.6,0.2557,0.6,0.25,lognormal,1.590036326807657,-1.842818601530511,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,3,23,522160.25900897,2.5,208864.103603588,upper,83.3,-118.5022939067198,34.27963382965356,1,45,45,3.4,439.0,174.6,0.1493,0.6,0.25,lognormal,6.701321190306817,-2.974881767443999,ground_slope
48,-118.50229240222517,34.2797775289128,-118.50230099915731,34.27895636458979,-118.5022967007,34.2793669468,0.091313,Old Line 120,Gas Transmission,560,1930,7.1,0.7,12333,1.3,308000,8.0,50.0,Clay,,48.0,,7.5,1300,5,9,1,8,62,522158.3260161856,2.5,208863.33040647424,upper,84.5,-118.50229366759054,34.279656669893626,1,45,45,4.4,1015.0,173.6,0.3188,0.6,0.25,lognormal,0.713901653991155,-1.444443570541806,ground_slope
52,-118.50199757512227,34.28486666238795,-118.50200473655464,34.28413183992871,-118.5020011558,34.2844992512,0.081711,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,3,1,6,50,521749.1582544526,2.5,208699.66330178102,upper,29.5,-118.50199957032788,34.28466194660832,1,45,45,15.6,718.0,162.3,0.1695,0.6,0.25,lognormal,1.416201863015561,-2.613813801285005,ground_slope
52,-118.50199757512227,34.28486666238795,-118.50200473655464,34.28413183992871,-118.5020011558,34.2844992512,0.081711,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,3,1,9,73,521749.1582544526,2.5,208699.66330178102,upper,29.5,-118.50199957032788,34.28466194660832,1,45,45,11.9,1129.0,166.0,0.2529,0.6,0.25,lognormal,6.989528546862585,-3.313430678756472,ground_slope
52,-118.50199757512227,34.28486666238795,-118.50200473655464,34.28413183992871,-118.5020011558,34.2844992512,0.081711,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,3,1,12,96,521749.1582544526,2.5,208699.66330178102,upper,29.5,-118.50199957032788,34.28466194660832,1,45,45,10.9,1132.0,167.0,0.2545,0.6,0.25,lognormal,3.014912666102872,-3.671088817898702,ground_slope
52,-118.50199757512227,34.28486666238795,-118.50200473655464,34.28413183992871,-118.5020011558,34.2844992512,0.081711,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,3,1,2,18,521749.1582544526,2.5,208699.66330178102,upper,29.5,-118.50199957032788,34.28466194660832,1,45,45,12.9,186.0,165.0,0.2503,0.6,0.25,lognormal,3.493880908688133,-3.165167934758962,ground_slope
52,-118.50199757512227,34.28486666238795,-118.50200473655464,34.28413183992871,-118.5020011558,34.2844992512,0.081711,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,3,1,4,34,521749.1582544526,2.5,208699.66330178102,upper,29.5,-118.50199957032788,34.28466194660832,1,45,45,10.9,654.0,167.0,0.257,0.6,0.25,lognormal,31.892652499519063,-4.007814524403239,ground_slope
53,-118.50200473655464,34.28413183992871,-118.50102758752024,34.28412497397571,-118.501516162,34.284128407,0.089779,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,4,1,6,47,521818.00896452134,2.5,208727.20358580854,upper,18.5,-118.50160358858646,34.28412902220243,1,45,45,105.6,718.0,162.3,0.1695,0.6,0.25,lognormal,1.416201863015561,-2.613813801285005,ground_slope
53,-118.50200473655464,34.28413183992871,-118.50102758752024,34.28412497397571,-118.501516162,34.284128407,0.089779,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,4,1,12,93,521818.00896452134,2.5,208727.20358580854,upper,18.5,-118.50160358858646,34.28412902220243,1,45,45,100.9,1132.0,167.0,0.2545,0.6,0.25,lognormal,3.014912666102872,-3.671088817898702,ground_slope
53,-118.50200473655464,34.28413183992871,-118.50102758752024,34.28412497397571,-118.501516162,34.284128407,0.089779,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,4,1,4,31,521818.00896452134,2.5,208727.20358580854,upper,18.5,-118.50160358858646,34.28412902220243,1,45,45,100.9,654.0,167.0,0.257,0.6,0.25,lognormal,31.892652499519063,-4.007814524403239,ground_slope
53,-118.50200473655464,34.28413183992871,-118.50102758752024,34.28412497397571,-118.501516162,34.284128407,0.089779,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,4,1,2,15,521818.00896452134,2.5,208727.20358580854,upper,18.5,-118.50160358858646,34.28412902220243,1,45,45,102.9,186.0,165.0,0.2503,0.6,0.25,lognormal,3.493880908688133,-3.165167934758962,ground_slope
53,-118.50200473655464,34.28413183992871,-118.50102758752024,34.28412497397571,-118.501516162,34.284128407,0.089779,New Line 120,New Line 120,610,1994,9.5,0.7,12136,1.5,462000,16.8,10.7,Sand,39.0,,0.55,7.5,1300,6,4,1,9,70,521818.00896452134,2.5,208727.20358580854,upper,18.5,-118.50160358858646,34.28412902220243,1,45,45,101.9,1129.0,166.0,0.2529,0.6,0.25,lognormal,6.989528546862585,-3.313430678756472,ground_slope
62,-118.50193018569678,34.284693774440164,-118.50194363434528,34.283877747728454,-118.50193691,34.2842857611,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,3,1,12,94,521758.4183468253,2.5,208703.3673387301,upper,191.7,-118.50193172448688,34.28460040852199,1,45,45,11.2,1132.0,167.0,0.2545,0.6,0.25,lognormal,3.014912666102872,-3.671088817898702,ground_slope
62,-118.50193018569678,34.284693774440164,-118.50194363434528,34.283877747728454,-118.50193691,34.2842857611,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,3,1,6,48,521758.4183468253,2.5,208703.3673387301,upper,191.7,-118.50193172448688,34.28460040852199,1,45,45,15.9,718.0,162.3,0.1695,0.6,0.25,lognormal,1.416201863015561,-2.613813801285005,ground_slope
62,-118.50193018569678,34.284693774440164,-118.50194363434528,34.283877747728454,-118.50193691,34.2842857611,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,3,1,2,16,521758.4183468253,2.5,208703.3673387301,upper,191.7,-118.50193172448688,34.28460040852199,1,45,45,13.2,186.0,165.0,0.2503,0.6,0.25,lognormal,3.493880908688133,-3.165167934758962,ground_slope
62,-118.50193018569678,34.284693774440164,-118.50194363434528,34.283877747728454,-118.50193691,34.2842857611,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,3,1,9,71,521758.4183468253,2.5,208703.3673387301,upper,191.7,-118.50193172448688,34.28460040852199,1,45,45,12.2,1129.0,166.0,0.2529,0.6,0.25,lognormal,6.989528546862585,-3.313430678756472,ground_slope
62,-118.50193018569678,34.284693774440164,-118.50194363434528,34.283877747728454,-118.50193691,34.2842857611,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,3,1,4,32,521758.4183468253,2.5,208703.3673387301,upper,191.7,-118.50193172448688,34.28460040852199,1,45,45,11.2,654.0,167.0,0.257,0.6,0.25,lognormal,31.892652499519063,-4.007814524403239,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,15,119,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,1238.0,173.6,0.2557,0.6,0.25,lognormal,1.590036326807657,-1.842818601530511,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,14,112,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,1162.0,173.6,0.2549,0.6,0.25,lognormal,1.614441034518284,-1.850966153988375,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,5,43,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,717.0,173.6,0.2769,0.6,0.25,lognormal,1.746659653541436,-1.843672857417854,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,8,66,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,1015.0,173.6,0.3188,0.6,0.25,lognormal,0.713901653991155,-1.444443570541806,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,0,4,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,14.0,173.6,0.2073,0.6,0.25,lognormal,3.811848146537552,-2.437086452352679,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,3,27,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,3.6,439.0,174.6,0.1493,0.6,0.25,lognormal,6.701321190306817,-2.974881767443999,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,11,89,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,3.6,1131.0,174.6,0.1463,0.6,0.25,lognormal,8.525970461060455,-3.235170523312645,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,13,105,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,1133.0,173.6,0.3173,0.6,0.25,lognormal,0.816940512754734,-1.481485098902557,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,1,11,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,3.6,185.0,174.6,0.1308,0.6,0.25,lognormal,8.654572440596608,-3.235031108812583,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,10,82,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,4.6,1130.0,173.6,0.2003,0.6,0.25,lognormal,3.216881739837401,-2.32434850449777,ground_slope
68,-118.50201087758772,34.27979761416991,-118.5020243262362,34.278981587458205,-118.5020176019,34.2793896008,0.090746,Gas Distribution Line,Gas Distribution,168,1957,4.8,0.7,2461,1.3,324000,26.1,10.3,Clay,,48.0,,7.5,1340,7,9,1,7,59,522180.92920326366,2.5,208872.37168130546,upper,78.9,-118.50201437585827,34.27958535564567,1,45,45,3.6,1014.0,174.6,0.1664,0.6,0.25,lognormal,9.260500194703836,-3.391761918375975,ground_slope
72,-118.50209467070546,34.28471543604621,-118.5021002543714,34.28389555824752,-118.5020974625,34.2843054971,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,3,1,6,53,521740.78776352823,2.5,208696.31510541128,upper,184.6,-118.50209481669461,34.284694001643565,1,45,45,15.5,718.0,162.3,0.1695,0.6,0.25,lognormal,1.416201863015561,-2.613813801285005,ground_slope
72,-118.50209467070546,34.28471543604621,-118.5021002543714,34.28389555824752,-118.5020974625,34.2843054971,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,3,1,9,76,521740.78776352823,2.5,208696.31510541128,upper,184.6,-118.50209481669461,34.284694001643565,1,45,45,11.8,1129.0,166.0,0.2529,0.6,0.25,lognormal,6.989528546862585,-3.313430678756472,ground_slope
72,-118.50209467070546,34.28471543604621,-118.5021002543714,34.28389555824752,-118.5020974625,34.2843054971,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,3,1,12,99,521740.78776352823,2.5,208696.31510541128,upper,184.6,-118.50209481669461,34.284694001643565,1,45,45,10.8,1132.0,167.0,0.2545,0.6,0.25,lognormal,3.014912666102872,-3.671088817898702,ground_slope
72,-118.50209467070546,34.28471543604621,-118.5021002543714,34.28389555824752,-118.5020974625,34.2843054971,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,3,1,2,21,521740.78776352823,2.5,208696.31510541128,upper,184.6,-118.50209481669461,34.284694001643565,1,45,45,12.8,186.0,165.0,0.2503,0.6,0.25,lognormal,3.493880908688133,-3.165167934758962,ground_slope
72,-118.50209467070546,34.28471543604621,-118.5021002543714,34.28389555824752,-118.5020974625,34.2843054971,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,3,1,4,37,521740.78776352823,2.5,208696.31510541128,upper,184.6,-118.50209481669461,34.284694001643565,1,45,45,10.8,654.0,167.0,0.257,0.6,0.25,lognormal,31.892652499519063,-4.007814524403239,ground_slope
78,-118.50212817270112,34.27979616925408,-118.50213375636709,34.278976291455386,-118.5021309645,34.2793862304,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,9,1,10,80,522168.5742548651,2.5,208867.42970194604,upper,83.0,-118.50212916402161,34.279650619673546,1,45,45,4.2,1130.0,173.6,0.2003,0.6,0.25,lognormal,3.216881739837401,-2.32434850449777,ground_slope
78,-118.50212817270112,34.27979616925408,-118.50213375636709,34.278976291455386,-118.5021309645,34.2793862304,0.091168,Rinaldi Trunk Line,Water,1723,1978,9.5,0.7,11834,2.4,262000,8.0,50.0,Clay,,48.0,,7.5,600,8,9,1,14,110,522168.5742548651,2.5,208867.42970194604,upper,83.0,-118.50212916402161,34.279650619673546,1,45,45,4.2,1162.0,173.6,0.2549,0.6,0.25,lognormal,1.614441034518284,-1.850966153988375,ground_slope
