6386398.09	1986450.17	1166.00
6386398.06	1986450.20	1141.00
6386398.02	1986450.26	1116.00
6386397.99	1986450.33	1091.00
6386398.00	1986450.41	1066.00
6386398.03	1986450.48	1041.00
6386398.08	1986450.54	1016.00
6386398.14	1986450.58	991.00
6386398.22	1986450.60	966.00
6386398.30	1986450.60	941.00
6386398.39	1986450.60	916.00
6386398.48	1986450.60	891.00
6386398.57	1986450.61	866.00
6386398.66	1986450.61	841.00
6386398.76	1986450.62	816.00
6386398.86	1986450.62	791.00
6386398.97	1986450.63	766.00
6386399.08	1986450.64	741.00
6386399.18	1986450.66	716.00
6386399.29	1986450.68	691.00
6386399.39	1986450.72	666.00
6386399.49	1986450.77	641.00
6386399.59	1986450.82	616.00
6386399.69	1986450.88	591.00
6386399.78	1986450.95	566.00
6386399.86	1986451.04	541.00
6386399.93	1986451.15	516.00
6386399.99	1986451.28	491.00
6386400.03	1986451.44	466.00
6386400.05	1986451.61	441.00
6386400.03	1986451.79	416.00
6386399.98	1986451.98	391.00
6386399.90	1986452.17	366.00
6386399.79	1986452.37	341.00
6386399.67	1986452.59	316.00
6386399.55	1986452.82	291.00
6386399.43	1986453.07	266.00
6386399.31	1986453.34	241.00
6386399.18	1986453.62	216.00
6386399.05	1986453.92	191.00
6386398.92	1986454.24	166.00
6386398.79	1986454.57	141.00
6386398.65	1986454.90	116.00
6386398.52	1986455.24	91.00
6386398.39	1986455.58	66.00
6386398.25	1986455.92	41.00
6386398.12	1986456.26	16.00
6386397.98	1986456.61	-9.00
6386397.85	1986456.95	-34.00
6386397.72	1986457.30	-59.00
6386397.59	1986457.65	-84.00
6386397.46	1986457.98	-109.00
6386397.34	1986458.32	-134.00
6386397.22	1986458.65	-159.00
6386397.10	1986458.97	-184.00
6386396.98	1986459.29	-209.00
6386396.87	1986459.60	-234.00
6386396.76	1986459.93	-259.00
6386396.65	1986460.29	-284.00
6386396.54	1986460.68	-309.00
6386396.44	1986461.10	-334.00
6386396.33	1986461.54	-359.00
6386396.23	1986461.97	-384.00
6386396.12	1986462.39	-409.00
6386396.00	1986462.81	-434.00
6386395.88	1986463.23	-459.00
6386395.76	1986463.63	-484.00
6386395.64	1986464.03	-509.00
