SourceIndex,Longitude,Latitude,Depth
305471,-115.3,32.1,0.0
305472,-115.2,32.1,0.0
305473,-115.1,32.1,0.0
305474,-115.0,32.1,0.0
305475,-114.9,32.1,0.0
305476,-114.80000000000001,32.1,0.0
305477,-114.70000000000002,32.1,0.0
305478,-114.6,32.1,0.0
305479,-114.5,32.1,0.0
305480,-114.4,32.1,0.0
305481,-114.3,32.1,0.0
305482,-114.2,32.1,0.0
305483,-114.10000000000001,32.1,0.0
305484,-114.00000000000001,32.1,0.0
305485,-113.9,32.1,0.0
305486,-113.8,32.1,0.0
305487,-118.00000000000001,32.2,0.0
305488,-117.90000000000002,32.2,0.0
305489,-117.8,32.2,0.0
305490,-117.7,32.2,0.0
305491,-117.6,32.2,0.0
305492,-117.5,32.2,0.0
305493,-117.4,32.2,0.0
305494,-117.30000000000001,32.2,0.0
305495,-117.20000000000002,32.2,0.0
305496,-117.1,32.2,0.0
305497,-117.0,32.2,0.0
305498,-116.9,32.2,0.0
305499,-116.80000000000001,32.2,0.0
305500,-116.69999999999999,32.2,0.0
305501,-116.6,32.2,0.0
305502,-116.5,32.2,0.0
305503,-116.4,32.2,0.0
305504,-116.3,32.2,0.0
305505,-116.2,32.2,0.0
305506,-116.10000000000001,32.2,0.0
305507,-116.00000000000001,32.2,0.0
305508,-115.90000000000002,32.2,0.0
305509,-115.8,32.2,0.0
305510,-115.7,32.2,0.0
305511,-115.59999999999998,32.2,0.0
305512,-115.49999999999999,32.2,0.0
305513,-115.39999999999999,32.2,0.0
305514,-115.3,32.2,0.0
305515,-115.2,32.2,0.0
305516,-115.1,32.2,0.0
305517,-115.0,32.2,0.0
305518,-114.9,32.2,0.0
305519,-114.80000000000001,32.2,0.0
305520,-114.70000000000002,32.2,0.0
305521,-114.6,32.2,0.0
305522,-114.5,32.2,0.0
305523,-114.4,32.2,0.0
305524,-114.3,32.2,0.0
305525,-114.2,32.2,0.0
305526,-114.10000000000001,32.2,0.0
305527,-114.00000000000001,32.2,0.0
305528,-113.9,32.2,0.0
305529,-113.8,32.2,0.0
305530,-113.7,32.2,0.0
305531,-118.10000000000001,32.3,0.0
305532,-118.00000000000001,32.3,0.0
305533,-117.90000000000002,32.3,0.0
305534,-117.8,32.3,0.0
305535,-117.7,32.3,0.0
305536,-117.6,32.3,0.0
305537,-117.5,32.3,0.0
305538,-117.4,32.3,0.0
305539,-117.30000000000001,32.3,0.0
305540,-117.20000000000002,32.3,0.0
305541,-117.1,32.3,0.0
305542,-117.0,32.3,0.0
305543,-116.9,32.3,0.0
305544,-116.80000000000001,32.3,0.0
305545,-116.69999999999999,32.3,0.0
305546,-116.6,32.3,0.0
305547,-116.5,32.3,0.0
305548,-116.4,32.3,0.0
305549,-116.3,32.3,0.0
305550,-116.2,32.3,0.0
305551,-116.10000000000001,32.3,0.0
305552,-116.00000000000001,32.3,0.0
305553,-115.90000000000002,32.3,0.0
305554,-115.8,32.3,0.0
305555,-115.7,32.3,0.0
305556,-115.59999999999998,32.3,0.0
305557,-115.49999999999999,32.3,0.0
305558,-115.39999999999999,32.3,0.0
305559,-115.3,32.3,0.0
305560,-115.2,32.3,0.0
305561,-115.1,32.3,0.0
305562,-115.0,32.3,0.0
305563,-114.9,32.3,0.0
305564,-114.80000000000001,32.3,0.0
305565,-114.70000000000002,32.3,0.0
305566,-114.6,32.3,0.0
305567,-114.5,32.3,0.0
305568,-114.4,32.3,0.0
305569,-114.3,32.3,0.0
305570,-114.2,32.3,0.0
305571,-114.10000000000001,32.3,0.0
305572,-114.00000000000001,32.3,0.0
305573,-113.9,32.3,0.0
305574,-113.8,32.3,0.0
305575,-113.7,32.3,0.0
305576,-113.6,32.3,0.0
305577,-118.10000000000001,32.4,0.0
305578,-118.00000000000001,32.4,0.0
305579,-117.90000000000002,32.4,0.0
305580,-117.8,32.4,0.0
305581,-117.7,32.4,0.0
305582,-117.6,32.4,0.0
305583,-117.5,32.4,0.0
305584,-117.4,32.4,0.0
305585,-117.30000000000001,32.4,0.0
305586,-117.20000000000002,32.4,0.0
305587,-117.1,32.4,0.0
305588,-117.0,32.4,0.0
305589,-116.9,32.4,0.0
305590,-116.80000000000001,32.4,0.0
305591,-116.69999999999999,32.4,0.0
305592,-116.6,32.4,0.0
305593,-116.5,32.4,0.0
305594,-116.4,32.4,0.0
305595,-116.3,32.4,0.0
305596,-116.2,32.4,0.0
305597,-116.10000000000001,32.4,0.0
305598,-116.00000000000001,32.4,0.0
305599,-115.90000000000002,32.4,0.0
305600,-115.8,32.4,0.0
305601,-115.7,32.4,0.0
305602,-115.59999999999998,32.4,0.0
305603,-115.49999999999999,32.4,0.0
305604,-115.39999999999999,32.4,0.0
305605,-115.3,32.4,0.0
305606,-115.2,32.4,0.0
305607,-115.1,32.4,0.0
305608,-115.0,32.4,0.0
305609,-114.9,32.4,0.0
305610,-114.80000000000001,32.4,0.0
305611,-114.70000000000002,32.4,0.0
305612,-114.6,32.4,0.0
305613,-114.5,32.4,0.0
305614,-114.4,32.4,0.0
305615,-114.3,32.4,0.0
305616,-114.2,32.4,0.0
305617,-114.10000000000001,32.4,0.0
305618,-114.00000000000001,32.4,0.0
305619,-113.9,32.4,0.0
305620,-113.8,32.4,0.0
305621,-113.7,32.4,0.0
305622,-113.6,32.4,0.0
305623,-118.2,32.5,0.0
305624,-118.10000000000001,32.5,0.0
305625,-118.00000000000001,32.5,0.0
305626,-117.90000000000002,32.5,0.0
305627,-117.8,32.5,0.0
305628,-117.7,32.5,0.0
305629,-117.6,32.5,0.0
305630,-117.5,32.5,0.0
305631,-117.4,32.5,0.0
305632,-117.30000000000001,32.5,0.0
305633,-117.20000000000002,32.5,0.0
305634,-117.1,32.5,0.0
305635,-117.0,32.5,0.0
305636,-116.9,32.5,0.0
305637,-116.80000000000001,32.5,0.0
305638,-116.69999999999999,32.5,0.0
305639,-116.6,32.5,0.0
305640,-116.5,32.5,0.0
305641,-116.4,32.5,0.0
305642,-116.3,32.5,0.0
305643,-116.2,32.5,0.0
305644,-116.10000000000001,32.5,0.0
305645,-116.00000000000001,32.5,0.0
305646,-115.90000000000002,32.5,0.0
305647,-115.8,32.5,0.0
305648,-115.7,32.5,0.0
305649,-115.59999999999998,32.5,0.0
305650,-115.49999999999999,32.5,0.0
305651,-115.39999999999999,32.5,0.0
305652,-115.3,32.5,0.0
305653,-115.2,32.5,0.0
305654,-115.1,32.5,0.0
305655,-115.0,32.5,0.0
305656,-114.9,32.5,0.0
305657,-114.80000000000001,32.5,0.0
305658,-114.70000000000002,32.5,0.0
305659,-114.6,32.5,0.0
305660,-114.5,32.5,0.0
305661,-114.4,32.5,0.0
305662,-114.3,32.5,0.0
305663,-114.2,32.5,0.0
305664,-114.10000000000001,32.5,0.0
305665,-114.00000000000001,32.5,0.0
305666,-113.9,32.5,0.0
305667,-113.8,32.5,0.0
305668,-113.7,32.5,0.0
305669,-113.6,32.5,0.0
305670,-118.2,32.6,0.0
305671,-118.10000000000001,32.6,0.0
305672,-118.00000000000001,32.6,0.0
305673,-117.90000000000002,32.6,0.0
305674,-117.8,32.6,0.0
305675,-117.7,32.6,0.0
305676,-117.6,32.6,0.0
305677,-117.5,32.6,0.0
305678,-117.4,32.6,0.0
305679,-117.30000000000001,32.6,0.0
305680,-117.20000000000002,32.6,0.0
305681,-117.1,32.6,0.0
305682,-117.0,32.6,0.0
305683,-116.9,32.6,0.0
305684,-116.80000000000001,32.6,0.0
305685,-116.69999999999999,32.6,0.0
305686,-116.6,32.6,0.0
305687,-116.5,32.6,0.0
305688,-116.4,32.6,0.0
305689,-116.3,32.6,0.0
305690,-116.2,32.6,0.0
305691,-116.10000000000001,32.6,0.0
305692,-116.00000000000001,32.6,0.0
305693,-115.90000000000002,32.6,0.0
305694,-115.8,32.6,0.0
305695,-115.7,32.6,0.0
305696,-115.59999999999998,32.6,0.0
305697,-115.49999999999999,32.6,0.0
305698,-115.39999999999999,32.6,0.0
305699,-115.3,32.6,0.0
305700,-115.2,32.6,0.0
305701,-115.1,32.6,0.0
305702,-115.0,32.6,0.0
305703,-114.9,32.6,0.0
305704,-114.80000000000001,32.6,0.0
305705,-114.70000000000002,32.6,0.0
305706,-114.6,32.6,0.0
305707,-114.5,32.6,0.0
305708,-114.4,32.6,0.0
305709,-114.3,32.6,0.0
305710,-114.2,32.6,0.0
305711,-114.10000000000001,32.6,0.0
305712,-114.00000000000001,32.6,0.0
305713,-113.9,32.6,0.0
305714,-113.8,32.6,0.0
305715,-113.7,32.6,0.0
305716,-113.6,32.6,0.0
305717,-118.3,32.7,0.0
305718,-118.2,32.7,0.0
305719,-118.10000000000001,32.7,0.0
305720,-118.00000000000001,32.7,0.0
305721,-117.90000000000002,32.7,0.0
305722,-117.8,32.7,0.0
305723,-117.7,32.7,0.0
305724,-117.6,32.7,0.0
305725,-117.5,32.7,0.0
305726,-117.4,32.7,0.0
305727,-117.30000000000001,32.7,0.0
305728,-117.20000000000002,32.7,0.0
305729,-117.1,32.7,0.0
305730,-117.0,32.7,0.0
305731,-116.9,32.7,0.0
305732,-116.80000000000001,32.7,0.0
305733,-116.69999999999999,32.7,0.0
305734,-116.6,32.7,0.0
305735,-116.5,32.7,0.0
305736,-116.4,32.7,0.0
305737,-116.3,32.7,0.0
305738,-116.2,32.7,0.0
305739,-116.10000000000001,32.7,0.0
305740,-116.00000000000001,32.7,0.0
305741,-115.90000000000002,32.7,0.0
305742,-115.8,32.7,0.0
305743,-115.7,32.7,0.0
305744,-115.59999999999998,32.7,0.0
305745,-115.49999999999999,32.7,0.0
305746,-115.39999999999999,32.7,0.0
305747,-115.3,32.7,0.0
305748,-115.2,32.7,0.0
305749,-115.1,32.7,0.0
305750,-115.0,32.7,0.0
305751,-114.9,32.7,0.0
305752,-114.80000000000001,32.7,0.0
305753,-114.70000000000002,32.7,0.0
305754,-114.6,32.7,0.0
305755,-114.5,32.7,0.0
305756,-114.4,32.7,0.0
305757,-114.3,32.7,0.0
305758,-114.2,32.7,0.0
305759,-114.10000000000001,32.7,0.0
305760,-114.00000000000001,32.7,0.0
305761,-113.9,32.7,0.0
305762,-113.8,32.7,0.0
305763,-113.7,32.7,0.0
305764,-113.6,32.7,0.0
305765,-118.40000000000002,32.8,0.0
305766,-118.3,32.8,0.0
305767,-118.2,32.8,0.0
305768,-118.10000000000001,32.8,0.0
305769,-118.00000000000001,32.8,0.0
305770,-117.90000000000002,32.8,0.0
305771,-117.8,32.8,0.0
305772,-117.7,32.8,0.0
305773,-117.6,32.8,0.0
305774,-117.5,32.8,0.0
305775,-117.4,32.8,0.0
305776,-117.30000000000001,32.8,0.0
305777,-117.20000000000002,32.8,0.0
305778,-117.1,32.8,0.0
305779,-117.0,32.8,0.0
305780,-116.9,32.8,0.0
305781,-116.80000000000001,32.8,0.0
305782,-116.69999999999999,32.8,0.0
305783,-116.6,32.8,0.0
305784,-116.5,32.8,0.0
305785,-116.4,32.8,0.0
305786,-116.3,32.8,0.0
305787,-116.2,32.8,0.0
305788,-116.10000000000001,32.8,0.0
305789,-116.00000000000001,32.8,0.0
305790,-115.90000000000002,32.8,0.0
305791,-115.8,32.8,0.0
305792,-115.7,32.8,0.0
305793,-115.59999999999998,32.8,0.0
305794,-115.49999999999999,32.8,0.0
305795,-115.39999999999999,32.8,0.0
305796,-115.3,32.8,0.0
305797,-115.2,32.8,0.0
305798,-115.1,32.8,0.0
305799,-115.0,32.8,0.0
305800,-114.9,32.8,0.0
305801,-114.80000000000001,32.8,0.0
305802,-114.70000000000002,32.8,0.0
305803,-114.6,32.8,0.0
305804,-114.5,32.8,0.0
305805,-114.4,32.8,0.0
305806,-114.3,32.8,0.0
305807,-114.2,32.8,0.0
305808,-114.10000000000001,32.8,0.0
305809,-114.00000000000001,32.8,0.0
305810,-113.9,32.8,0.0
305811,-113.8,32.8,0.0
305812,-113.7,32.8,0.0
305813,-113.6,32.8,0.0
305814,-118.60000000000001,32.9,0.0
305815,-118.50000000000001,32.9,0.0
305816,-118.40000000000002,32.9,0.0
305817,-118.3,32.9,0.0
305818,-118.2,32.9,0.0
305819,-118.10000000000001,32.9,0.0
305820,-118.00000000000001,32.9,0.0
305821,-117.90000000000002,32.9,0.0
305822,-117.8,32.9,0.0
305823,-117.7,32.9,0.0
305824,-117.6,32.9,0.0
305825,-117.5,32.9,0.0
305826,-117.4,32.9,0.0
305827,-117.30000000000001,32.9,0.0
305828,-117.20000000000002,32.9,0.0
305829,-117.1,32.9,0.0
305830,-117.0,32.9,0.0
305831,-116.9,32.9,0.0
305832,-116.80000000000001,32.9,0.0
305833,-116.69999999999999,32.9,0.0
305834,-116.6,32.9,0.0
305835,-116.5,32.9,0.0
305836,-116.4,32.9,0.0
305837,-116.3,32.9,0.0
305838,-116.2,32.9,0.0
305839,-116.10000000000001,32.9,0.0
305840,-116.00000000000001,32.9,0.0
305841,-115.90000000000002,32.9,0.0
305842,-115.8,32.9,0.0
305843,-115.7,32.9,0.0
305844,-115.59999999999998,32.9,0.0
305845,-115.49999999999999,32.9,0.0
305846,-115.39999999999999,32.9,0.0
305847,-115.3,32.9,0.0
305848,-115.2,32.9,0.0
305849,-115.1,32.9,0.0
305850,-115.0,32.9,0.0
305851,-114.9,32.9,0.0
305852,-114.80000000000001,32.9,0.0
305853,-114.70000000000002,32.9,0.0
305854,-114.6,32.9,0.0
305855,-114.5,32.9,0.0
305856,-114.4,32.9,0.0
305857,-114.3,32.9,0.0
305858,-114.2,32.9,0.0
305859,-114.10000000000001,32.9,0.0
305860,-114.00000000000001,32.9,0.0
305861,-113.9,32.9,0.0
305862,-113.8,32.9,0.0
305863,-113.7,32.9,0.0
305864,-113.6,32.9,0.0
305865,-118.9,33.0,0.0
305866,-118.79999999999998,33.0,0.0
305867,-118.69999999999999,33.0,0.0
305868,-118.60000000000001,33.0,0.0
305869,-118.50000000000001,33.0,0.0
305870,-118.40000000000002,33.0,0.0
305871,-118.3,33.0,0.0
305872,-118.2,33.0,0.0
305873,-118.10000000000001,33.0,0.0
305874,-118.00000000000001,33.0,0.0
305875,-117.90000000000002,33.0,0.0
305876,-117.8,33.0,0.0
305877,-117.7,33.0,0.0
305878,-117.6,33.0,0.0
305879,-117.5,33.0,0.0
305880,-117.4,33.0,0.0
305881,-117.30000000000001,33.0,0.0
305882,-117.20000000000002,33.0,0.0
305883,-117.1,33.0,0.0
305884,-117.0,33.0,0.0
305885,-116.9,33.0,0.0
305886,-116.80000000000001,33.0,0.0
305887,-116.69999999999999,33.0,0.0
305888,-116.6,33.0,0.0
305889,-116.5,33.0,0.0
305890,-116.4,33.0,0.0
305891,-116.3,33.0,0.0
305892,-116.2,33.0,0.0
305893,-116.10000000000001,33.0,0.0
305894,-116.00000000000001,33.0,0.0
305895,-115.90000000000002,33.0,0.0
305896,-115.8,33.0,0.0
305897,-115.7,33.0,0.0
305898,-115.59999999999998,33.0,0.0
305899,-115.49999999999999,33.0,0.0
305900,-115.39999999999999,33.0,0.0
305901,-115.3,33.0,0.0
305902,-115.2,33.0,0.0
305903,-115.1,33.0,0.0
305904,-115.0,33.0,0.0
305905,-114.9,33.0,0.0
305906,-114.80000000000001,33.0,0.0
305907,-114.70000000000002,33.0,0.0
305908,-114.6,33.0,0.0
305909,-114.5,33.0,0.0
305910,-114.4,33.0,0.0
305911,-114.3,33.0,0.0
305912,-114.2,33.0,0.0
305913,-114.10000000000001,33.0,0.0
305914,-114.00000000000001,33.0,0.0
305915,-113.9,33.0,0.0
305916,-113.8,33.0,0.0
305917,-113.7,33.0,0.0
305918,-113.6,33.0,0.0
305919,-113.5,33.0,0.0
305920,-119.20000000000002,33.1,0.0
305921,-119.1,33.1,0.0
305922,-119.0,33.1,0.0
305923,-118.9,33.1,0.0
305924,-118.79999999999998,33.1,0.0
305925,-118.69999999999999,33.1,0.0
305926,-118.60000000000001,33.1,0.0
305927,-118.50000000000001,33.1,0.0
305928,-118.40000000000002,33.1,0.0
305929,-118.3,33.1,0.0
305930,-118.2,33.1,0.0
305931,-118.10000000000001,33.1,0.0
305932,-118.00000000000001,33.1,0.0
305933,-117.90000000000002,33.1,0.0
305934,-117.8,33.1,0.0
305935,-117.7,33.1,0.0
305936,-117.6,33.1,0.0
305937,-117.5,33.1,0.0
305938,-117.4,33.1,0.0
305939,-117.30000000000001,33.1,0.0
305940,-117.20000000000002,33.1,0.0
305941,-117.1,33.1,0.0
305942,-117.0,33.1,0.0
305943,-116.9,33.1,0.0
305944,-116.80000000000001,33.1,0.0
305945,-116.69999999999999,33.1,0.0
305946,-116.6,33.1,0.0
305947,-116.5,33.1,0.0
305948,-116.4,33.1,0.0
305949,-116.3,33.1,0.0
305950,-116.2,33.1,0.0
305951,-116.10000000000001,33.1,0.0
305952,-116.00000000000001,33.1,0.0
305953,-115.90000000000002,33.1,0.0
305954,-115.8,33.1,0.0
305955,-115.7,33.1,0.0
305956,-115.59999999999998,33.1,0.0
305957,-115.49999999999999,33.1,0.0
305958,-115.39999999999999,33.1,0.0
305959,-115.3,33.1,0.0
305960,-115.2,33.1,0.0
305961,-115.1,33.1,0.0
305962,-115.0,33.1,0.0
305963,-114.9,33.1,0.0
305964,-114.80000000000001,33.1,0.0
305965,-114.70000000000002,33.1,0.0
305966,-114.6,33.1,0.0
305967,-114.5,33.1,0.0
305968,-114.4,33.1,0.0
305969,-114.3,33.1,0.0
305970,-114.2,33.1,0.0
305971,-114.10000000000001,33.1,0.0
305972,-114.00000000000001,33.1,0.0
305973,-113.9,33.1,0.0
305974,-113.8,33.1,0.0
305975,-113.7,33.1,0.0
305976,-113.6,33.1,0.0
305977,-113.5,33.1,0.0
305978,-119.5,33.2,0.0
305979,-119.4,33.2,0.0
305980,-119.30000000000001,33.2,0.0
305981,-119.20000000000002,33.2,0.0
305982,-119.1,33.2,0.0
305983,-119.0,33.2,0.0
305984,-118.9,33.2,0.0
305985,-118.79999999999998,33.2,0.0
305986,-118.69999999999999,33.2,0.0
305987,-118.60000000000001,33.2,0.0
305988,-118.50000000000001,33.2,0.0
305989,-118.40000000000002,33.2,0.0
305990,-118.3,33.2,0.0
305991,-118.2,33.2,0.0
305992,-118.10000000000001,33.2,0.0
305993,-118.00000000000001,33.2,0.0
305994,-117.90000000000002,33.2,0.0
305995,-117.8,33.2,0.0
305996,-117.7,33.2,0.0
305997,-117.6,33.2,0.0
305998,-117.5,33.2,0.0
305999,-117.4,33.2,0.0
306000,-117.30000000000001,33.2,0.0
306001,-117.20000000000002,33.2,0.0
306002,-117.1,33.2,0.0
306003,-117.0,33.2,0.0
306004,-116.9,33.2,0.0
306005,-116.80000000000001,33.2,0.0
306006,-116.69999999999999,33.2,0.0
306007,-116.6,33.2,0.0
306008,-116.5,33.2,0.0
306009,-116.4,33.2,0.0
306010,-116.3,33.2,0.0
306011,-116.2,33.2,0.0
306012,-116.10000000000001,33.2,0.0
306013,-116.00000000000001,33.2,0.0
306014,-115.90000000000002,33.2,0.0
306015,-115.8,33.2,0.0
306016,-115.7,33.2,0.0
306017,-115.59999999999998,33.2,0.0
306018,-115.49999999999999,33.2,0.0
306019,-115.39999999999999,33.2,0.0
306020,-115.3,33.2,0.0
306021,-115.2,33.2,0.0
306022,-115.1,33.2,0.0
306023,-115.0,33.2,0.0
306024,-114.9,33.2,0.0
306025,-114.80000000000001,33.2,0.0
306026,-114.70000000000002,33.2,0.0
306027,-114.6,33.2,0.0
306028,-114.5,33.2,0.0
306029,-114.4,33.2,0.0
306030,-114.3,33.2,0.0
306031,-114.2,33.2,0.0
306032,-114.10000000000001,33.2,0.0
306033,-114.00000000000001,33.2,0.0
306034,-113.9,33.2,0.0
306035,-113.8,33.2,0.0
306036,-113.7,33.2,0.0
306037,-113.6,33.2,0.0
306038,-113.5,33.2,0.0
306039,-119.8,33.3,0.0
306040,-119.7,33.3,0.0
306041,-119.6,33.3,0.0
306042,-119.5,33.3,0.0
306043,-119.4,33.3,0.0
306044,-119.30000000000001,33.3,0.0
306045,-119.20000000000002,33.3,0.0
306046,-119.1,33.3,0.0
306047,-119.0,33.3,0.0
306048,-118.9,33.3,0.0
306049,-118.79999999999998,33.3,0.0
306050,-118.69999999999999,33.3,0.0
306051,-118.60000000000001,33.3,0.0
306052,-118.50000000000001,33.3,0.0
306053,-118.40000000000002,33.3,0.0
306054,-118.3,33.3,0.0
306055,-118.2,33.3,0.0
306056,-118.10000000000001,33.3,0.0
306057,-118.00000000000001,33.3,0.0
306058,-117.90000000000002,33.3,0.0
306059,-117.8,33.3,0.0
306060,-117.7,33.3,0.0
306061,-117.6,33.3,0.0
306062,-117.5,33.3,0.0
306063,-117.4,33.3,0.0
306064,-117.30000000000001,33.3,0.0
306065,-117.20000000000002,33.3,0.0
306066,-117.1,33.3,0.0
306067,-117.0,33.3,0.0
306068,-116.9,33.3,0.0
306069,-116.80000000000001,33.3,0.0
306070,-116.69999999999999,33.3,0.0
306071,-116.6,33.3,0.0
306072,-116.5,33.3,0.0
306073,-116.4,33.3,0.0
