ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,PIPE_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING
7876,-122.5441699,37.97470075,-122.5445519,37.97493313,-122.5443609,37.97481694,0.042294,1141,101.6,7876,1,565.7,307.3,155.0,152.3
7877,-122.5445519,37.97493313,-122.545163,37.97507018,-122.54485745,37.975001655,0.05569,1141,101.6,7877,1,614.8,285.5,155.0,130.5
7878,-122.545163,37.97507018,-122.5457741,37.97520723,-122.54546855,37.975138705,0.05569,1141,101.6,7878,1,670.5,285.5,180.0,105.5
7879,-122.5457741,37.97520723,-122.5467746,37.97544077,-122.54627435,37.975324,0.09146,1141,101.6,7879,1,744.2,286.2,168.0,118.2
7880,-122.5467746,37.97544077,-122.547436,37.97559222,-122.5471053,37.975516495,0.06037,1141,101.6,7880,1,820.3,285.9,121.0,164.9
7881,-122.547436,37.97559222,-122.5480974,37.97574367,-122.5477667,37.975667945,0.060369,1141,101.6,7881,1,880.8,285.9,121.0,164.9
7882,-122.5480974,37.97574367,-122.5487608,37.9758653,-122.5484291,37.975804485,0.0597,1141,101.6,7882,1,940.9,282.8,187.0,95.8
7883,-122.5487608,37.9758653,-122.5494241,37.97598694,-122.54909245,37.97592612,0.059692,1141,101.6,7883,1,1000.7,282.8,138.0,144.80000000000004
7884,-122.5494241,37.97598694,-122.5505022,37.97619024,-122.54996315,37.97608859,0.097163,1141,101.6,7884,1,1079.3,283.1,81.0,157.90000000000003
7885,-122.5505022,37.97619024,-122.5512259,37.97626772,-122.55086405,37.97622898,0.064016,1141,101.6,7885,1,1077.7,277.4,35.0,117.6
7886,-122.5512259,37.97626772,-122.5519496,37.97634521,-122.55158775,37.976306465,0.064016,1141,101.6,7886,1,1013.5,277.4,333.0,124.4
7887,-122.5519496,37.97634521,-122.5525425,37.97638975,-122.55224605,37.97636748,0.052204,1141,101.6,7887,1,955.3,275.1,333.0,122.10000000000004
7888,-122.5525425,37.97638975,-122.5532716,37.97644806,-122.55290705,37.976418905,0.064234,1141,101.6,7888,1,897.0,275.5,219.0,123.50000000000006
7889,-122.5532716,37.97644806,-122.5536701,37.97645388,-122.55347085,37.97645097,0.034935,1141,101.6,7889,1,847.3,270.8,170.0,100.80000000000004
7890,-122.5536701,37.97645388,-122.5540993,37.97638761,-122.5538847,37.976420745,0.038335,1141,101.6,7890,1,810.6,258.7,170.0,91.30000000000004
7891,-122.5540993,37.97638761,-122.5546687,37.9762755,-122.554384,37.976331555,0.051442,1141,101.6,7891,1,765.6,255.8,327.0,108.8
7892,-122.5546687,37.9762755,-122.5552381,37.97616339,-122.5549534,37.976219445,0.051442,1141,101.6,7892,1,714.1,255.8,327.0,108.8
7893,-122.5552381,37.97616339,-122.5561492,37.97616067,-122.55569365,37.97616203,0.07986,1141,101.6,7893,1,648.3,269.5,10.0,100.5
7894,-122.5561492,37.97616067,-122.5569088,37.97618379,-122.556529,37.97617223,0.06663,1141,101.6,7894,1,574.9,271.9,351.0,100.89999999999998
7895,-122.5569088,37.97618379,-122.5576684,37.9762069,-122.5572886,37.976195345,0.066629,1141,101.6,7895,1,508.1,271.9,17.0,105.10000000000002
7896,-122.5576684,37.9762069,-122.5582979,37.97622087,-122.55798315,37.976213885,0.055198,1141,101.6,7896,1,447.1,271.3,338.0,113.30000000000004
7897,-122.5582979,37.97622087,-122.5589275,37.97623485,-122.5586127,37.97622786,0.055207,1141,101.6,7897,1,391.8,271.3,336.0,115.3
7898,-122.5589275,37.97623485,-122.5596946,37.97625659,-122.55931105,37.97624572,0.067281,1141,101.6,7898,1,330.4,271.8,336.0,115.80000000000004
7899,-122.5596946,37.97625659,-122.5604617,37.97627834,-122.56007815,37.976267465,0.067281,1141,101.6,7899,1,263.0,271.8,191.0,99.19999999999996
7900,-122.5604617,37.97627834,-122.5610076,37.97627384,-122.56073465,37.97627609,0.047851,1141,101.6,7900,1,205.3,269.1,179.0,90.1
7901,-122.5610076,37.97627384,-122.5613404,37.97621199,-122.561174,37.976242915,0.02997,1141,101.6,7901,1,166.3,256.5,179.0,102.5
7902,-122.5613404,37.97621199,-122.5620724,37.97626542,-122.5617064,37.976238705,0.064435,1141,101.6,7902,1,119.1,275.0,219.0,124.00000000000004
7903,-122.5620724,37.97626542,-122.5626221,37.97646084,-122.56234725,37.97636313,0.052855,1141,101.6,7903,1,60.3,293.9,202.0,91.89999999999998
7904,-122.5626221,37.97646084,-122.5629875,37.9765578,-122.5628048,37.97650932,0.033794,1141,101.6,7904,1,16.9,288.3,206.0,97.69999999999996
7905,-122.5201067,37.96042235,-122.5199691,37.96004985,-122.5200379,37.9602361,0.043141,1142,101.6,7905,1,21.5,163.4,75.0,91.6
7906,-122.5199691,37.96004985,-122.5198887,37.95978927,-122.5199289,37.95991956,0.02982,1142,101.6,7906,1,57.9,166.0,75.0,91.0
7907,-122.5198887,37.95978927,-122.5198397,37.95954821,-122.5198642,37.95966874,0.027147,1142,101.6,7907,1,86.4,170.6,75.0,95.59999999999997
7908,-122.5198397,37.95954821,-122.5199266,37.95924377,-122.51988315,37.95939599,0.034699,1142,101.6,7908,1,117.2,192.4,74.0,118.40000000000002
7909,-122.5199266,37.95924377,-122.5201252,37.95891681,-122.5200259,37.95908029,0.040311,1142,101.6,7909,1,154.7,205.4,74.0,131.4
7910,-122.5201252,37.95891681,-122.5205855,37.95862067,-122.52035535,37.95876874,0.052085,1142,101.6,7910,1,200.8,230.6,37.0,166.39999999999998
7911,-122.5205855,37.95862067,-122.5210283,37.95826034,-122.5208069,37.958440505,0.055789,1142,101.6,7911,1,254.8,223.9,37.0,173.10000000000002
7912,-122.5210283,37.95826034,-122.5217092,37.95776085,-122.52136875,37.958010595,0.081538,1142,101.6,7912,1,285.4,226.9,115.0,111.9
7913,-122.5217092,37.95776085,-122.5223901,37.95726135,-122.52204965,37.9575111,0.081539,1142,101.6,7913,1,203.9,226.9,41.0,174.10000000000008
7914,-122.5223901,37.95726135,-122.523071,37.95676185,-122.52273055,37.9570116,0.081539,1142,101.6,7914,1,122.3,226.9,35.0,168.1000000000001
7915,-122.523071,37.95676185,-122.5237519,37.95626236,-122.52341145,37.956512105,0.081539,1142,101.6,7915,1,40.8,226.9,35.0,168.1000000000001
7916,-122.5237519,37.95626236,-122.5228902,37.95571962,-122.52332105,37.95599099,0.096695,1142,101.6,7916,1,48.4,128.2,51.0,102.8
7917,-122.5228902,37.95571962,-122.5222786,37.95531687,-122.5225844,37.955518245,0.069864,1142,101.6,7917,1,131.7,129.5,354.0,135.5
7918,-122.5222786,37.95531687,-122.5220717,37.95509526,-122.52217515,37.955206065,0.030599,1142,101.6,7918,1,181.9,143.2,354.0,149.20000000000002
7919,-122.5220717,37.95509526,-122.5219607,37.95498462,-122.5220162,37.95503994,0.015687,1142,101.6,7919,1,205.0,141.2,232.0,90.80000000000004
7920,-122.5219607,37.95498462,-122.5215286,37.95490493,-122.52174465,37.954944775,0.038908,1142,101.6,7920,1,232.4,102.8,162.0,120.8
7921,-122.5215286,37.95490493,-122.5208513,37.95467705,-122.52118995,37.95479099,0.064564,1142,101.6,7921,1,284.2,112.7,162.0,130.70000000000002
7922,-122.5208513,37.95467705,-122.5201564,37.95438096,-122.52050385,37.954529005,0.069254,1142,101.6,7922,1,351.2,118.0,187.0,110.99999999999996
7923,-122.5201564,37.95438096,-122.5195362,37.9540268,-122.5198463,37.95420388,0.06714,1142,101.6,7923,1,403.1,125.5,283.0,157.5
7924,-122.5195362,37.9540268,-122.5193151,37.95398705,-122.51942565,37.954006925,0.019883,1142,101.6,7924,1,359.5,102.5,13.0,90.5
7925,-122.5193151,37.95398705,-122.5189765,37.95394977,-122.5191458,37.95396841,0.029976,1142,101.6,7925,1,334.5,97.6,13.0,95.40000000000002
7926,-122.5189765,37.95394977,-122.5188774,37.95389133,-122.51892695,37.95392055,0.01085,1142,101.6,7926,1,314.1,126.4,13.0,113.4
7927,-122.5188774,37.95389133,-122.518644,37.9534887,-122.5187607,37.953690015,0.049226,1142,101.6,7927,1,284.1,155.0,196.0,139.0
7928,-122.518644,37.9534887,-122.5185238,37.95341052,-122.5185839,37.95344961,0.013662,1142,101.6,7928,1,252.7,129.1,308.0,178.9000000000006
7929,-122.5185238,37.95341052,-122.5180434,37.95341253,-122.5182836,37.953411525,0.042121,1142,101.6,7929,1,224.8,89.4,308.0,141.4
7930,-122.5180434,37.95341253,-122.5175488,37.95344711,-122.5177961,37.95342982,0.043536,1142,101.6,7930,1,181.8,84.7,358.0,93.3
7931,-122.5175488,37.95344711,-122.5173808,37.95346677,-122.5174648,37.95345694,0.014891,1142,101.6,7931,1,152.6,81.3,358.0,96.70000000000002
7932,-122.5173808,37.95346677,-122.5164015,37.95337836,-122.51689115,37.953422565,0.086424,1142,101.6,7932,1,101.8,96.2,30.0,113.8
7933,-122.5164015,37.95337836,-122.5159959,37.95332633,-122.5161987,37.953352345,0.03603,1142,101.6,7933,1,40.5,98.9,60.0,141.1
7934,-122.5159959,37.95332633,-122.5158627,37.95331702,-122.5159293,37.953321675,0.011725,1142,101.6,7934,1,16.5,94.7,60.0,145.3
7935,-122.5158627,37.95331702,-122.5157471,37.95334625,-122.5158049,37.953331635,0.010644,1142,101.6,7935,1,5.3,72.0,60.0,168.0
8000,-122.1647047,38.12114579,-122.1647826,38.12184398,-122.16474365,38.121494885,0.077934,1145,101.6,8000,1,38.9,354.4,293.0,118.60000000000004
8001,-122.1647826,38.12184398,-122.1648604,38.12254217,-122.1648215,38.122193075,0.077933,1145,101.6,8001,1,116.7,354.5,263.0,91.49999999999996
8002,-122.1648604,38.12254217,-122.1649774,38.12335624,-122.1649189,38.122949205,0.091097,1145,101.6,8002,1,201.0,353.0,263.0,90.00000000000006
8003,-122.1649774,38.12335624,-122.1650944,38.12417031,-122.1650359,38.123763275,0.091097,1145,101.6,8003,1,291.9,353.0,266.0,93.0
8004,-122.1650944,38.12417031,-122.165185,38.12472015,-122.1651397,38.12444523,0.061651,1145,101.6,8004,1,368.1,352.1,248.0,104.10000000000004
8005,-122.165185,38.12472015,-122.1652757,38.12526999,-122.16523035,38.12499507,0.061652,1145,101.6,8005,1,326.6,352.1,270.0,97.89999999999996
8006,-122.1652757,38.12526999,-122.1653362,38.12574685,-122.16530595,38.12550842,0.053288,1145,101.6,8006,1,269.3,353.8,270.0,96.19999999999996
8007,-122.1653362,38.12574685,-122.1654264,38.12612022,-122.1653813,38.125933535,0.04226,1145,101.6,8007,1,221.6,348.7,237.0,111.70000000000002
8008,-122.1654264,38.12612022,-122.1655335,38.12627271,-122.16547995,38.126196465,0.019372,1145,101.6,8008,1,190.9,330.5,237.0,93.5
8009,-122.1655335,38.12627271,-122.1656913,38.12656398,-122.1656124,38.126418345,0.035206,1145,101.6,8009,1,163.6,336.3,218.0,118.30000000000004
8010,-122.1656913,38.12656398,-122.1658984,38.12694261,-122.16579485,38.126753295,0.045834,1145,101.6,8010,1,123.1,336.1,218.0,118.10000000000004
8011,-122.1658984,38.12694261,-122.1657599,38.12763996,-122.16582915,38.127291285,0.078482,1145,101.6,8011,1,61.1,8.4,260.0,108.4
8012,-122.1657599,38.12763996,-122.165686,38.12782879,-122.16572295,38.127734375,0.021969,1145,101.6,8012,1,11.0,16.7,268.0,108.70000000000005
8013,-122.165686,38.12782879,-122.1663969,38.12835643,-122.16604145,38.12809261,0.085492,1145,101.6,8013,1,42.8,312.7,268.0,135.29999999999998
8014,-122.1663969,38.12835643,-122.1661847,38.12908819,-122.1662908,38.12872231,0.083458,1145,101.6,8014,1,41.7,12.4,85.0,107.4
8015,-122.1661847,38.12908819,-122.1664437,38.12948794,-122.1663142,38.129288065,0.04989,1145,101.6,8015,1,24.9,332.4,85.0,112.60000000000008
8016,-122.1664437,38.12948794,-122.1664218,38.1296979,-122.16643275,38.12959292,0.023425,1145,101.6,8016,1,61.5,4.2,92.0,92.20000000000002
8017,-122.1664218,38.1296979,-122.1662918,38.13004582,-122.1663568,38.12987186,0.040323,1145,101.6,8017,1,93.3,15.9,92.0,103.90000000000002
8018,-122.1662918,38.13004582,-122.166226,38.13019039,-122.1662589,38.130118105,0.017075,1145,101.6,8018,1,122.0,19.3,92.0,107.3
8019,-122.166226,38.13019039,-122.1662244,38.13029704,-122.1662252,38.130243715,0.01186,1145,101.6,8019,1,136.4,0.2,112.0,111.8
8020,-122.1662244,38.13029704,-122.1665079,38.13089487,-122.16636615,38.130595955,0.07095,1145,101.6,8020,1,127.9,339.0,112.0,133.00000000000006
8021,-122.1665079,38.13089487,-122.1665856,38.13148171,-122.16654675,38.13118829,0.065607,1145,101.6,8021,1,59.8,353.5,114.0,120.5
8022,-122.1665856,38.13148171,-122.1665646,38.13172474,-122.1665751,38.131603225,0.027086,1145,101.6,8022,1,13.5,3.4,258.0,105.40000000000003
8023,-122.1665646,38.13172474,-122.167215,38.13241891,-122.1668898,38.132071825,0.095886,1145,101.6,8023,1,47.9,323.0,228.0,95.0
8024,-122.167215,38.13241891,-122.167417,38.13262116,-122.167316,38.132520035,0.028599,1145,101.6,8024,1,110.1,321.2,79.0,117.80000000000004
8025,-122.167417,38.13262116,-122.1676236,38.13266155,-122.1675203,38.132641355,0.01862,1145,101.6,8025,1,133.7,283.4,79.0,155.60000000000005
8026,-122.1676236,38.13266155,-122.1684452,38.13314308,-122.1680344,38.132902315,0.089615,1145,101.6,8026,1,187.9,306.1,53.0,106.90000000000002
8027,-122.1684452,38.13314308,-122.1689555,38.13351256,-122.16870035,38.13332782,0.060663,1145,101.6,8027,1,263.1,312.0,69.0,117.00000000000004
8028,-122.1689555,38.13351256,-122.1690918,38.13370496,-122.16902365,38.13360876,0.024491,1145,101.6,8028,1,305.6,330.3,68.0,97.7
8029,-122.1690918,38.13370496,-122.1692408,38.1340111,-122.1691663,38.13385803,0.03645,1145,101.6,8029,1,336.1,338.5,68.0,90.5
8030,-122.1692408,38.1340111,-122.1692438,38.13411398,-122.1692423,38.13406254,0.011443,1145,101.6,8030,1,360.0,358.2,150.0,151.8
8031,-122.1692438,38.13411398,-122.1690337,38.13459571,-122.16913875,38.134354845,0.05663,1145,101.6,8031,1,393.9,18.5,150.0,131.5
8032,-122.1690337,38.13459571,-122.1689692,38.13478805,-122.16900145,38.13469188,0.022119,1145,101.6,8032,1,433.3,14.3,242.0,132.3
8033,-122.1689692,38.13478805,-122.1691614,38.13513385,-122.1690653,38.13496095,0.041965,1145,101.6,8033,1,465.2,335.8,242.0,93.8
8034,-122.1691614,38.13513385,-122.1693817,38.1354865,-122.16927155,38.135310175,0.043691,1145,101.6,8034,1,508.0,333.2,242.0,91.19999999999996
8035,-122.1693817,38.1354865,-122.1695911,38.1357842,-122.1694864,38.13563535,0.037831,1145,101.6,8035,1,548.7,330.4,242.0,91.60000000000004
8036,-122.1695911,38.1357842,-122.1697574,38.13620399,-122.16967425,38.135994095,0.048892,1145,101.6,8036,1,592.0,342.1,246.0,96.09999999999998
8037,-122.1697574,38.13620399,-122.1697791,38.13631022,-122.16976825,38.136257105,0.011964,1145,101.6,8037,1,579.2,350.3,246.0,104.30000000000004
8038,-122.1697791,38.13631022,-122.1697153,38.13652461,-122.1697472,38.136417415,0.024483,1145,101.6,8038,1,561.0,12.7,246.0,126.7
8039,-122.1697153,38.13652461,-122.1696925,38.13670149,-122.1697039,38.13661305,0.019769,1145,101.6,8039,1,538.9,5.3,242.0,123.29999999999998
8040,-122.1696925,38.13670149,-122.1697139,38.13679669,-122.1697032,38.13674909,0.01075,1145,101.6,8040,1,523.7,349.4,242.0,107.4
8041,-122.1697139,38.13679669,-122.1698811,38.13708779,-122.1697975,38.13694224,0.035519,1145,101.6,8041,1,500.6,335.1,242.0,93.10000000000008
8042,-122.1698811,38.13708779,-122.1699595,38.13721506,-122.1699203,38.137151425,0.015725,1145,101.6,8042,1,475.0,333.5,242.0,91.49999999999996
8043,-122.1699595,38.13721506,-122.1700739,38.13761741,-122.1700167,38.137416235,0.045844,1145,101.6,8043,1,444.3,346.8,259.0,92.19999999999996
8044,-122.1700739,38.13761741,-122.170313,38.13796972,-122.17019345,38.137793565,0.044407,1145,101.6,8044,1,399.2,331.3,259.0,107.69999999999996
8045,-122.170313,38.13796972,-122.170503,38.13824203,-122.170408,38.138105875,0.034539,1145,101.6,8045,1,359.8,330.6,63.0,92.40000000000002
8046,-122.170503,38.13824203,-122.1705189,38.13846968,-122.17051095,38.138355855,0.025352,1145,101.6,8046,1,329.9,356.3,63.0,113.3
8047,-122.1705189,38.13846968,-122.1705832,38.13875529,-122.17055105,38.138612485,0.032252,1145,101.6,8047,1,301.1,349.4,99.0,109.60000000000002
8048,-122.1705832,38.13875529,-122.1706859,38.13907329,-122.17063455,38.13891429,0.036483,1145,101.6,8048,1,266.8,345.2,99.0,113.80000000000004
8049,-122.1706859,38.13907329,-122.1707675,38.13947255,-122.1707267,38.13927292,0.044966,1145,101.6,8049,1,226.2,350.3,249.0,101.30000000000004
8050,-122.1707675,38.13947255,-122.1707511,38.13971182,-122.1707593,38.139592185,0.026644,1145,101.6,8050,1,190.5,2.6,249.0,113.60000000000004
8051,-122.1707511,38.13971182,-122.1706328,38.14013675,-122.17069195,38.139924285,0.048369,1145,101.6,8051,1,153.0,11.9,254.0,117.9
8052,-122.1706328,38.14013675,-122.1705778,38.14033259,-122.1706053,38.14023467,0.022301,1145,101.6,8052,1,117.8,12.0,254.0,118.0
8053,-122.1705778,38.14033259,-122.1706132,38.14058931,-122.1705955,38.14046095,0.028713,1145,101.6,8053,1,92.3,353.3,246.0,107.3
8054,-122.1706132,38.14058931,-122.1708492,38.14099682,-122.1707312,38.140793065,0.049792,1145,101.6,8054,1,53.1,334.9,246.0,91.10000000000004
8055,-122.1708492,38.14099682,-122.1710511,38.14119538,-122.17095015,38.1410961,0.028271,1145,101.6,8055,1,14.1,320.7,265.0,124.30000000000004
8056,-122.1710511,38.14119538,-122.1711724,38.14119319,-122.17111175,38.141194285,0.010611,1145,101.6,8056,1,5.3,268.2,88.0,179.80000000000203
8057,-122.1711724,38.14119319,-122.1715394,38.14177113,-122.1713559,38.14148216,0.071833,1145,101.6,8057,1,35.9,332.9,88.0,115.10000000000002
8058,-122.1715394,38.14177113,-122.1719437,38.14239865,-122.17174155,38.14208489,0.078224,1145,101.6,8058,1,110.8,332.5,88.0,115.5
8059,-122.1719437,38.14239865,-122.1723479,38.14302616,-122.1721458,38.142712405,0.078219,1145,101.6,8059,1,188.9,332.5,74.0,101.5
8060,-122.1723479,38.14302616,-122.1727522,38.14365367,-122.17255005,38.143339915,0.078223,1145,101.6,8060,1,267.1,332.5,218.0,114.50000000000006
8061,-122.1727522,38.14365367,-122.1727697,38.14436291,-122.17276095,38.14400829,0.078879,1145,101.6,8061,1,345.5,358.4,89.0,90.60000000000002
8062,-122.1727697,38.14436291,-122.1727872,38.14507216,-122.17277845,38.144717535,0.07888,1145,101.6,8062,1,424.2,358.4,219.0,139.39999999999998
8063,-122.1727872,38.14507216,-122.1728048,38.1457814,-122.172796,38.14542678,0.078879,1145,101.6,8063,1,502.9,358.4,249.0,109.40000000000002
8064,-122.1728048,38.1457814,-122.1734126,38.14636969,-122.1731087,38.146075545,0.084286,1145,101.6,8064,1,584.4,320.3,241.0,100.7
8065,-122.1734126,38.14636969,-122.1740204,38.14695799,-122.1737165,38.14666384,0.084287,1145,101.6,8065,1,611.3,320.3,169.0,151.30000000000004
8066,-122.1740204,38.14695799,-122.1746183,38.1475681,-122.17431935,38.147263045,0.085651,1145,101.6,8066,1,526.4,321.8,85.0,123.20000000000002
8067,-122.1746183,38.1475681,-122.1752162,38.14817821,-122.17491725,38.147873155,0.085651,1145,101.6,8067,1,440.8,321.8,81.0,119.20000000000002
8068,-122.1752162,38.14817821,-122.1759967,38.14870929,-122.17560645,38.14844375,0.090252,1145,101.6,8068,1,352.8,310.2,54.0,103.80000000000004
8069,-122.1759967,38.14870929,-122.1767772,38.14924036,-122.17638695,38.148974825,0.090251,1145,101.6,8069,1,262.6,310.2,81.0,130.80000000000004
8070,-122.1767772,38.14924036,-122.1771506,38.15001448,-122.1769639,38.14962742,0.092063,1145,101.6,8070,1,171.5,338.6,69.0,90.4
8071,-122.1771506,38.15001448,-122.1775239,38.15078861,-122.17733725,38.150401545,0.092061,1145,101.6,8071,1,79.5,338.6,97.0,118.40000000000002
8072,-122.1775239,38.15078861,-122.1777428,38.151037,-122.17763335,38.150912805,0.033604,1145,101.6,8072,1,16.8,324.7,58.0,93.3
8073,-122.2256046,38.13199451,-122.2260557,38.13152214,-122.22583015,38.131758325,0.065693,1146,101.6,8073,1,32.8,216.5,305.0,91.5
8074,-122.2260557,38.13152214,-122.2264039,38.13114059,-122.2262298,38.131331365,0.052226,1146,101.6,8074,1,78.3,215.3,18.0,162.70000000000002
8075,-122.2264039,38.13114059,-122.2267522,38.13075904,-122.22657805,38.130949815,0.052231,1146,101.6,8075,1,26.1,215.3,18.0,162.70000000000002
8076,-122.2267522,38.13075904,-122.2278086,38.13077414,-122.2272804,38.13076659,0.092415,1146,101.6,8076,1,46.3,270.6,266.0,175.39999999999998
8077,-122.2278086,38.13077414,-122.2288649,38.13078923,-122.22833675,38.130781685,0.092406,1146,101.6,8077,1,75.6,270.6,51.0,140.4
8078,-122.2288649,38.13078923,-122.2291983,38.13080716,-122.2290316,38.130798195,0.029229,1146,101.6,8078,1,14.6,273.4,62.0,148.60000000000008
8079,-122.2291983,38.13080716,-122.2292103,38.13011849,-122.2292043,38.130462825,0.076584,1146,101.6,8079,1,38.2,180.3,48.0,132.30000000000004
8080,-122.2292103,38.13011849,-122.2292222,38.12942981,-122.22921625,38.12977415,0.076585,1146,101.6,8080,1,114.6,180.3,128.0,127.69999999999996
8081,-122.2292222,38.12942981,-122.2292342,38.12874113,-122.2292282,38.12908547,0.076585,1146,101.6,8081,1,120.7,180.3,92.0,91.69999999999996
8082,-122.2292342,38.12874113,-122.2292461,38.12805246,-122.22924015,38.128396795,0.076584,1146,101.6,8082,1,44.2,180.3,126.0,125.7
8083,-122.2292461,38.12805246,-122.2292484,38.12799818,-122.22924725,38.12802532,0.006039,1146,101.6,8083,1,3.0,181.4,16.0,165.40000000000003
8084,-122.1562012,38.05393219,-122.1569499,38.05430011,-122.15657555,38.05411615,0.077273,1147,101.6,8084,1,38.7,301.3,132.0,169.30000000000007
8085,-122.1569499,38.05430011,-122.1577673,38.05468513,-122.1573586,38.05449262,0.083397,1147,101.6,8085,1,119.1,300.3,188.0,112.29999999999998
8086,-122.1577673,38.05468513,-122.1585847,38.05507016,-122.158176,38.054877645,0.083397,1147,101.6,8086,1,202.6,300.3,189.0,111.3
8087,-122.1585847,38.05507016,-122.1594021,38.05545518,-122.1589934,38.05526267,0.083397,1147,101.6,8087,1,286.0,300.3,220.0,99.7
8088,-122.1594021,38.05545518,-122.1603326,38.05585814,-122.15986735,38.05565666,0.09298,1147,101.6,8088,1,374.3,298.2,157.0,141.2
8089,-122.1603326,38.05585814,-122.1612632,38.05626109,-122.1607979,38.056059615,0.092986,1147,101.6,8089,1,467.4,298.2,175.0,123.2
8090,-122.1612632,38.05626109,-122.1621937,38.05666405,-122.16172845,38.05646257,0.092979,1147,101.6,8090,1,560.5,298.2,205.0,93.19999999999996
8091,-122.1621937,38.05666405,-122.1631243,38.05706701,-122.162659,38.05686553,0.092986,1147,101.6,8091,1,653.6,298.2,199.0,99.19999999999996
8092,-122.1631243,38.05706701,-122.1638351,38.05738838,-122.1634797,38.057227695,0.071763,1147,101.6,8092,1,736.0,299.2,225.0,105.79999999999998
8093,-122.1638351,38.05738838,-122.164546,38.05770976,-122.16419055,38.05754907,0.071771,1147,101.6,8093,1,807.9,299.2,261.0,141.79999999999998
8094,-122.164546,38.05770976,-122.1652569,38.05803114,-122.16490145,38.05787045,0.071771,1147,101.6,8094,1,879.7,299.2,190.0,109.2
8095,-122.1652569,38.05803114,-122.1661081,38.05849151,-122.1656825,38.058261325,0.090413,1147,101.6,8095,1,960.9,303.9,278.0,154.10000000000005
8096,-122.1661081,38.05849151,-122.1669593,38.05895188,-122.1665337,38.058721695,0.090413,1147,101.6,8096,1,1051.4,303.9,289.0,165.10000000000005
8097,-122.1669593,38.05895188,-122.1678106,38.05941224,-122.16738495,38.05918206,0.090419,1147,101.6,8097,1,1141.8,303.9,338.0,145.89999999999998
8098,-122.1678106,38.05941224,-122.168731,38.05993622,-122.1682708,38.05967423,0.099439,1147,101.6,8098,1,1236.8,305.2,216.0,90.80000000000004
8099,-122.168731,38.05993622,-122.1696514,38.06046019,-122.1691912,38.060198205,0.099438,1147,101.6,8099,1,1336.3,305.2,215.0,90.19999999999996
8100,-122.1696514,38.06046019,-122.1703491,38.06087023,-122.17000025,38.06066521,0.076224,1147,101.6,8100,1,1424.2,306.1,215.0,91.1
8101,-122.1703491,38.06087023,-122.1710468,38.06128027,-122.17069795,38.06107525,0.076224,1147,101.6,8101,1,1500.5,306.1,161.0,145.1
8102,-122.1710468,38.06128027,-122.1719177,38.0617848,-122.17148225,38.061532535,0.094662,1147,101.6,8102,1,1415.4,305.7,240.0,114.3
8103,-122.1719177,38.0617848,-122.1727886,38.06228932,-122.17235315,38.06203706,0.094661,1147,101.6,8103,1,1320.6,305.7,281.0,155.3
8104,-122.1727886,38.06228932,-122.1736595,38.06279385,-122.17322405,38.062541585,0.094661,1147,101.6,8104,1,1225.9,305.7,251.0,125.30000000000004
8105,-122.1736595,38.06279385,-122.1745338,38.06330223,-122.17409665,38.06304804,0.095154,1147,101.6,8105,1,1131.0,305.8,208.0,97.8
8106,-122.1745338,38.06330223,-122.1754082,38.06381061,-122.174971,38.06355642,0.095161,1147,101.6,8106,1,1035.7,305.8,206.0,99.80000000000004
8107,-122.1754082,38.06381061,-122.1762826,38.06431899,-122.1758454,38.0640648,0.095161,1147,101.6,8107,1,940.5,305.8,103.0,157.2
8108,-122.1762826,38.06431899,-122.1771325,38.06481469,-122.17670755,38.06456684,0.092597,1147,101.6,8108,1,846.6,305.9,111.0,165.10000000000005
8109,-122.1771325,38.06481469,-122.1779824,38.06531039,-122.17755745,38.06506254,0.092597,1147,101.6,8109,1,753.9,305.9,32.0,93.89999999999992
8110,-122.1779824,38.06531039,-122.1788323,38.06580608,-122.17840735,38.065558235,0.092596,1147,101.6,8110,1,661.3,305.9,216.0,90.10000000000004
8111,-122.1788323,38.06580608,-122.1796822,38.06630178,-122.17925725,38.06605393,0.092596,1147,101.6,8111,1,568.6,305.9,31.0,94.89999999999996
8112,-122.1796822,38.06630178,-122.1804122,38.06670265,-122.1800472,38.066502215,0.077916,1147,101.6,8112,1,483.3,304.3,22.0,102.3
8113,-122.1804122,38.06670265,-122.1811422,38.06710353,-122.1807772,38.06690309,0.077917,1147,101.6,8113,1,405.4,304.3,345.0,139.29999999999998
8114,-122.1811422,38.06710353,-122.1818721,38.06750441,-122.18150715,38.06730397,0.077909,1147,101.6,8114,1,327.4,304.3,284.0,159.70000000000002
8115,-122.1818721,38.06750441,-122.1825587,38.06817972,-122.1822154,38.067842065,0.096184,1147,101.6,8115,1,240.3,320.7,217.0,103.69999999999996
8116,-122.1825587,38.06817972,-122.1832453,38.06885503,-122.182902,38.068517375,0.096184,1147,101.6,8116,1,144.2,320.7,239.0,98.30000000000004
8117,-122.1832453,38.06885503,-122.1839319,38.06953035,-122.1835886,38.06919269,0.096184,1147,101.6,8117,1,48.1,320.7,228.0,92.69999999999996
8118,-122.1839319,38.06953035,-122.1835528,38.06991994,-122.18374235,38.069725145,0.054571,1147,101.6,8118,1,27.3,37.1,235.0,162.10000000000005
