ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,PIPE_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING
8119,-122.1835528,38.06991994,-122.1831737,38.07030952,-122.18336325,38.07011473,0.05457,1147,101.6,8119,1,27.3,37.1,235.0,162.10000000000005
8120,-122.1831737,38.07030952,-122.183751,38.07068671,-122.18346235,38.070498115,0.065673,1147,101.6,8120,1,32.9,309.1,150.0,159.10000000000002
8121,-122.183751,38.07068671,-122.1843284,38.0710639,-122.1840397,38.070875305,0.06568,1147,101.6,8121,1,98.6,309.1,150.0,159.10000000000002
8122,-122.1843284,38.0710639,-122.1849684,38.07149234,-122.1846484,38.07127812,0.073541,1147,101.6,8122,1,168.2,309.8,256.0,126.2
8123,-122.1849684,38.07149234,-122.1853675,38.07186647,-122.18516795,38.071679405,0.054325,1147,101.6,8123,1,232.1,319.4,232.0,92.60000000000004
8124,-122.1853675,38.07186647,-122.1857666,38.07224061,-122.18556705,38.07205354,0.054326,1147,101.6,8124,1,286.4,319.4,232.0,92.60000000000004
8125,-122.1857666,38.07224061,-122.1862948,38.07291415,-122.1860307,38.07257738,0.088017,1147,101.6,8125,1,357.5,327.7,224.0,103.69999999999996
8126,-122.1862948,38.07291415,-122.1868229,38.07358769,-122.18655885,38.07325092,0.088012,1147,101.6,8126,1,445.5,327.7,238.0,90.30000000000004
8127,-122.1868229,38.07358769,-122.187351,38.07426123,-122.18708695,38.07392446,0.088012,1147,101.6,8127,1,429.1,327.7,242.0,94.30000000000004
8128,-122.187351,38.07426123,-122.1878791,38.07493477,-122.18761505,38.074598,0.088012,1147,101.6,8128,1,341.2,327.7,229.0,98.7
8129,-122.1878791,38.07493477,-122.1884072,38.07560831,-122.18814315,38.07527154,0.088011,1147,101.6,8129,1,253.3,327.7,228.0,99.69999999999996
8130,-122.1884072,38.07560831,-122.1888615,38.07612453,-122.18863435,38.07586642,0.06983,1147,101.6,8130,1,174.4,324.7,219.0,105.7
8131,-122.1888615,38.07612453,-122.1893157,38.07664076,-122.1890886,38.076382645,0.069826,1147,101.6,8131,1,104.7,324.7,252.0,107.3
8132,-122.1893157,38.07664076,-122.18977,38.07715698,-122.18954285,38.07689887,0.069829,1147,101.6,8132,1,34.9,324.7,242.0,97.3
8712,-122.1245106,38.08107586,-122.125226,38.0810187,-122.1248683,38.08104728,0.062938,1173,101.6,8712,1,31.5,263.7,36.0,132.30000000000004
8713,-122.125226,38.0810187,-122.1259413,38.08096155,-122.12558365,38.080990125,0.062929,1173,101.6,8713,1,94.6,263.7,50.0,146.30000000000004
8714,-122.1259413,38.08096155,-122.1270129,38.08090151,-122.1264771,38.08093153,0.09403,1173,101.6,8714,1,173.2,265.4,50.0,144.60000000000005
8715,-122.1270129,38.08090151,-122.1280845,38.08084147,-122.1275487,38.08087149,0.09403,1173,101.6,8715,1,267.5,265.4,165.0,100.4
8716,-122.1280845,38.08084147,-122.128679,38.0808104,-122.12838175,38.080825935,0.052149,1173,101.6,8716,1,340.7,265.7,187.0,101.30000000000004
8717,-122.128679,38.0808104,-122.1292734,38.08077934,-122.1289762,38.08079487,0.05214,1173,101.6,8717,1,392.9,265.7,187.0,101.30000000000004
8718,-122.1292734,38.08077934,-122.1303183,38.08084987,-122.12979585,38.080814605,0.091792,1173,101.6,8718,1,465.1,274.3,141.0,133.3
8719,-122.1303183,38.08084987,-122.1309352,38.08099988,-122.13062675,38.080924875,0.056513,1173,101.6,8719,1,428.9,286.6,236.0,129.39999999999995
8720,-122.1309352,38.08099988,-122.1315522,38.08114989,-122.1312437,38.081074885,0.056521,1173,101.6,8720,1,372.3,286.6,236.0,129.39999999999995
8721,-122.1315522,38.08114989,-122.132302,38.08138658,-122.1319271,38.081268235,0.070707,1173,101.6,8721,1,308.5,291.2,257.0,145.8
8722,-122.132302,38.08138658,-122.1330519,38.08162326,-122.13267695,38.08150492,0.070715,1173,101.6,8722,1,237.7,291.2,269.0,157.8
8723,-122.1330519,38.08162326,-122.1338762,38.08188258,-122.13346405,38.08175292,0.077696,1173,101.6,8723,1,163.4,291.2,269.0,157.8
8724,-122.1338762,38.08188258,-122.1345308,38.08198055,-122.1342035,38.081931565,0.05832,1173,101.6,8724,1,95.3,280.2,152.0,128.2
8725,-122.1345308,38.08198055,-122.1351327,38.0820589,-122.13483175,38.082019725,0.053397,1173,101.6,8725,1,39.3,278.8,184.0,94.80000000000004
8726,-122.1351327,38.0820589,-122.1352709,38.08202905,-122.1352018,38.082043975,0.012543,1173,101.6,8726,1,6.3,254.2,184.0,109.79999999999995
8727,-122.1352709,38.08202905,-122.1349723,38.08131182,-122.1351216,38.081670435,0.083925,1173,101.6,8727,1,41.9,161.3,156.0,174.70000000000007
8728,-122.1349723,38.08131182,-122.1346737,38.08059459,-122.134823,38.080953205,0.083925,1173,101.6,8728,1,41.9,161.3,150.0,168.70000000000005
8729,-122.1346737,38.08059459,-122.1340113,38.08037691,-122.1343425,38.08048575,0.062827,1173,101.6,8729,1,31.5,112.0,230.0,118.0
8730,-122.1340113,38.08037691,-122.133349,38.08015924,-122.13368015,38.080268075,0.062819,1173,101.6,8730,1,94.4,112.0,225.0,113.0
8731,-122.133349,38.08015924,-122.1325171,38.07993771,-122.13293305,38.080048475,0.076868,1173,101.6,8731,1,115.5,108.1,225.0,116.9
8732,-122.1325171,38.07993771,-122.1316851,38.07971618,-122.1321011,38.079826945,0.076876,1173,101.6,8732,1,38.5,108.1,218.0,109.89999999999998
8733,-122.1316851,38.07971618,-122.1315208,38.0794383,-122.13160295,38.07957724,0.034081,1173,101.6,8733,1,17.0,154.4,218.0,116.40000000000003
8734,-122.1315208,38.0794383,-122.1311043,38.07874941,-122.13131255,38.079093855,0.084834,1173,101.6,8734,1,76.4,153.9,239.0,94.9
8735,-122.1311043,38.07874941,-122.1306877,38.07806051,-122.130896,38.07840496,0.084838,1173,101.6,8735,1,161.1,153.9,229.0,104.90000000000002
8736,-122.1306877,38.07806051,-122.1302712,38.07737162,-122.13047945,38.077716065,0.084834,1173,101.6,8736,1,245.8,153.9,244.0,90.1
8737,-122.1302712,38.07737162,-122.1298855,38.07674609,-122.13007835,38.077058855,0.077316,1173,101.6,8737,1,326.8,153.5,233.0,100.5
8738,-122.1298855,38.07674609,-122.1294998,38.07612057,-122.12969265,38.07643333,0.077315,1173,101.6,8738,1,392.7,153.5,247.0,93.5
8739,-122.1294998,38.07612057,-122.1291141,38.07549504,-122.12930695,38.075807805,0.077316,1173,101.6,8739,1,315.5,153.5,273.0,119.50000000000004
8740,-122.1291141,38.07549504,-122.1290972,38.0752077,-122.12910565,38.07535137,0.031985,1173,101.6,8740,1,260.9,176.8,262.0,94.79999999999998
8741,-122.1290972,38.0752077,-122.1286959,38.07454364,-122.12889655,38.07487567,0.08177,1173,101.6,8741,1,204.2,153.9,210.0,123.89999999999998
8742,-122.1286959,38.07454364,-122.1282946,38.07387958,-122.12849525,38.07421161,0.08177,1173,101.6,8742,1,122.5,153.9,236.0,97.90000000000002
8743,-122.1282946,38.07387958,-122.1278934,38.07321552,-122.128094,38.07354755,0.081766,1173,101.6,8743,1,40.8,153.9,260.0,106.10000000000002
8744,-122.1278934,38.07321552,-122.1284615,38.0730274,-122.12817745,38.07312146,0.053949,1173,101.6,8744,1,27.0,246.7,234.0,167.29999999999998
8745,-122.1284615,38.0730274,-122.1290297,38.07283928,-122.1287456,38.07293334,0.053957,1173,101.6,8745,1,81.0,246.7,234.0,167.29999999999998
8746,-122.1290297,38.07283928,-122.129951,38.07254218,-122.12949035,38.07269073,0.087151,1173,101.6,8746,1,137.3,247.3,289.0,138.30000000000007
8747,-122.129951,38.07254218,-122.1301206,38.07239535,-122.1300358,38.072468765,0.022067,1173,101.6,8747,1,82.6,221.9,314.0,92.09999999999997
8748,-122.1301206,38.07239535,-122.130628,38.0722083,-122.1303743,38.072301825,0.049045,1173,101.6,8748,1,47.1,244.5,314.0,110.50000000000004
8749,-122.130628,38.0722083,-122.1308602,38.07212201,-122.1307441,38.072165155,0.022477,1173,101.6,8749,1,11.3,244.3,215.0,150.7
8750,-122.1308602,38.07212201,-122.1308608,38.0718412,-122.1308605,38.071981605,0.031225,1173,101.6,8750,1,15.6,179.6,215.0,144.6
8751,-122.1308608,38.0718412,-122.1307743,38.07154825,-122.13081755,38.071694725,0.033443,1173,101.6,8751,1,47.8,166.3,215.0,131.30000000000004
8752,-122.1307743,38.07154825,-122.1305165,38.07103917,-122.1306454,38.07129371,0.06094,1173,101.6,8752,1,95.0,157.6,215.0,122.6
8753,-122.1305165,38.07103917,-122.1303831,38.07063062,-122.1304498,38.070834895,0.046906,1173,101.6,8753,1,148.8,165.0,240.0,105.0
8754,-122.1303831,38.07063062,-122.1298865,38.0699751,-122.1301348,38.07030286,0.084869,1173,101.6,8754,1,214.6,148.5,232.0,96.49999999999996
8755,-122.1298865,38.0699751,-122.1295399,38.06954977,-122.1297132,38.069762435,0.05619,1173,101.6,8755,1,153.9,146.7,206.0,120.7
8756,-122.1295399,38.06954977,-122.1291932,38.06912445,-122.12936655,38.06933711,0.056194,1173,101.6,8756,1,97.7,146.7,220.0,106.69999999999996
8757,-122.1291932,38.06912445,-122.1288241,38.06867213,-122.12900865,38.06889829,0.05978,1173,101.6,8757,1,39.8,146.6,232.0,94.59999999999997
8758,-122.1288241,38.06867213,-122.1288128,38.0685833,-122.12881845,38.068627715,0.009927,1173,101.6,8758,1,5.0,173.7,236.0,117.70000000000005
8759,-122.1288128,38.0685833,-122.1290695,38.06844178,-122.12894115,38.06851254,0.027434,1173,101.6,8759,1,13.7,234.6,236.0,178.59999999999994
8760,-122.1290695,38.06844178,-122.1291578,38.06818682,-122.12911365,38.0683143,0.029385,1173,101.6,8760,1,14.7,194.8,268.0,106.80000000000004
9981,-121.9673386,37.51615524,-121.9674377,37.51634216,-121.96738815,37.5162487,0.022548,1200,101.6,9981,1,11.3,336.5,50.0,106.49999999999996
9982,-121.7328776,37.70464426,-121.7330226,37.70456669,-121.7329501,37.704605475,0.015399,1201,101.6,9982,1,7.7,235.3,198.0,142.7
9983,-121.7330226,37.70456669,-121.7330548,37.70460144,-121.7330387,37.704584065,0.004791,1201,101.6,9983,1,2.4,322.9,198.0,124.9
9984,-121.7330548,37.70460144,-121.7332611,37.70451355,-121.73315795,37.704557495,0.020613,1201,101.6,9984,1,10.3,241.0,198.0,137.0
9985,-121.7330758,37.67964413,-121.7330551,37.67964554,-121.73306545,37.679644835,0.001828,1202,101.6,9985,1,0.9,84.3,1.0,96.7
9986,-121.7330551,37.67964554,-121.7330551,37.6798172,-121.7330551,37.67973137,0.019088,1202,101.6,9986,1,9.5,359.2,1.0,178.20000000000007
9987,-121.7330551,37.6798172,-121.7324371,37.67981339,-121.7327461,37.679815295,0.054388,1202,101.6,9987,1,27.3,89.7,306.0,143.70000000000002
10676,-122.1586685,37.67960358,-122.1586304,37.67963028,-122.15864945,37.67961693,0.004478,1204,101.6,10676,1,2.2,48.1,1.0,132.9
10677,-122.1586304,37.67963028,-122.1583633,37.67934418,-122.15849685,37.67948723,0.039555,1204,101.6,10677,1,19.8,142.9,1.0,141.90000000000003
10678,-122.1520615,37.67246246,-122.152092,37.6724472,-122.15207675,37.67245483,0.003176,1205,101.6,10678,1,1.6,237.3,113.0,124.3
10679,-122.152092,37.6724472,-122.1521606,37.67250824,-122.1521263,37.67247772,0.009084,1205,101.6,10679,1,4.5,317.7,113.0,155.30000000000004
10680,-122.1521606,37.67250824,-122.1523437,37.67241669,-122.15225215,37.672462465,0.019061,1205,101.6,10680,1,9.5,237.3,113.0,124.3
10681,-122.1523437,37.67241669,-122.1523056,37.67237091,-122.15232465,37.6723938,0.006096,1205,101.6,10681,1,3.0,146.0,113.0,147.0
10682,-122.1523056,37.67237091,-122.1523666,37.67234039,-122.1523361,37.67235565,0.006351,1205,101.6,10682,1,3.2,237.3,113.0,124.3
10683,-122.0164261,37.5403595,-122.0164117,37.54038457,-122.0164189,37.540372035,0.003063,1206,101.6,10683,1,1.5,24.0,197.0,173.00000000000003
10684,-122.0164117,37.54038457,-122.0163956,37.54037857,-122.01640365,37.54038157,0.001568,1206,101.6,10684,1,0.8,114.5,197.0,97.5
10685,-122.0163956,37.54037857,-122.0162735,37.54053879,-122.01633455,37.54045868,0.020816,1206,101.6,10685,1,10.4,30.7,197.0,166.30000000000004
10686,-122.0162735,37.54053879,-122.0163239,37.54056085,-122.0162987,37.54054982,0.005076,1206,101.6,10686,1,2.5,298.2,197.0,101.2
10687,-122.0163239,37.54056085,-122.0161121,37.54084433,-122.016218,37.54070259,0.036638,1206,101.6,10687,1,18.3,30.2,197.0,166.8
10688,-122.0246297,37.54464449,-122.0248591,37.54435535,-122.0247444,37.54449992,0.037983,1207,101.6,10688,1,19.0,211.7,175.0,143.3
10689,-122.0248591,37.54435535,-122.0254277,37.5436865,-122.0251434,37.544020925,0.08969,1207,101.6,10689,1,82.8,213.5,95.0,118.5
10690,-122.0254277,37.5436865,-122.0257446,37.5432888,-122.02558615,37.54348765,0.052309,1207,101.6,10690,1,153.7,211.8,297.0,94.8
10691,-122.0257446,37.5432888,-122.0260614,37.5428911,-122.025903,37.54308995,0.052304,1207,101.6,10691,1,111.2,211.8,297.0,94.8
10692,-122.0260614,37.5428911,-122.0263678,37.54250881,-122.0262146,37.542699955,0.050366,1207,101.6,10692,1,59.9,212.0,297.0,95.0
10693,-122.0263678,37.54250881,-122.0265759,37.54224288,-122.02647185,37.542375845,0.0348,1207,101.6,10693,1,17.4,211.3,282.0,109.30000000000004
10694,-122.0265759,37.54224288,-122.0267258,37.5423317,-122.02665085,37.54228729,0.016499,1207,101.6,10694,1,8.3,306.1,282.0,155.89999999999998
10695,-122.0267258,37.5423317,-122.0267487,37.54232407,-122.02673725,37.542327885,0.00219,1207,101.6,10695,1,1.1,246.7,282.0,144.70000000000005
10696,-122.0267487,37.54232407,-122.0269089,37.54241943,-122.0268288,37.54237175,0.017662,1207,101.6,10696,1,8.8,306.2,282.0,155.79999999999998
10697,-122.0269089,37.54241943,-122.0269241,37.54240799,-122.0269165,37.54241371,0.001848,1207,101.6,10697,1,0.9,226.0,282.0,124.00000000000004
10698,-121.9858627,37.52466202,-121.9857712,37.52476883,-121.98581695,37.524715425,0.014359,1208,101.6,10698,1,7.2,33.7,241.0,152.70000000000002
10699,-121.9857712,37.52476883,-121.9857178,37.52474213,-121.9857445,37.52475548,0.005567,1208,101.6,10699,1,2.8,121.5,241.0,119.50000000000004
10700,-121.9857178,37.52474213,-121.9856415,37.52483368,-121.98567965,37.524787905,0.012203,1208,101.6,10700,1,6.1,33.0,241.0,152.0
10701,-121.9320638,37.5448424,-121.9319611,37.54478073,-121.93201245,37.544811565,0.011358,1209,101.6,10701,1,5.7,126.4,276.0,149.6
10702,-121.9319611,37.54478073,-121.9317997,37.54494067,-121.9318804,37.5448607,0.022777,1209,101.6,10702,1,11.4,38.1,276.0,122.10000000000004
10703,-121.9317997,37.54494067,-121.9315094,37.54476483,-121.93165455,37.54485275,0.032208,1209,101.6,10703,1,16.1,126.6,242.0,115.4
10708,-122.1988678,37.42228699,-122.199089,37.42239761,-122.1989784,37.4223423,0.023084,1213,101.6,10708,1,11.6,301.6,36.0,94.4
10709,-122.1610413,37.41034698,-122.1610336,37.41035461,-122.16103745,37.410350795,0.001087,1214,101.6,10709,1,0.5,38.3,48.0,170.30000000000004
10710,-122.1610336,37.41035461,-122.1609802,37.4103241,-122.1610069,37.410339355,0.00581,1214,101.6,10710,1,2.9,125.1,27.0,98.09999999999998
10711,-122.1609802,37.4103241,-122.1606219,37.41072092,-122.16080105,37.41052251,0.054299,1214,101.6,10711,1,27.1,35.3,48.0,167.30000000000004
10712,-122.1606219,37.41072092,-122.1603079,37.41109588,-122.1604649,37.4109084,0.050075,1214,101.6,10712,1,75.0,33.2,19.0,165.79999999999998
10713,-122.1603079,37.41109588,-122.1599939,37.41147084,-122.1601509,37.41128336,0.050075,1214,101.6,10713,1,25.0,33.2,34.0,179.2000000000001
10714,-122.0984573,37.41294098,-122.0984421,37.41276932,-122.0984497,37.41285515,0.019135,1215,101.6,10714,1,9.5,175.4,71.0,104.40000000000002
10715,-122.0984421,37.41276932,-122.0987015,37.41255569,-122.0985718,37.412662505,0.033002,1215,101.6,10715,1,16.5,223.5,71.0,152.50000000000003
10716,-122.0987015,37.41255569,-122.0987396,37.41253281,-122.09872055,37.41254425,0.004219,1215,101.6,10716,1,2.1,232.5,71.0,161.5
10717,-122.0987396,37.41253281,-122.0986404,37.41241837,-122.09869,37.41247559,0.01545,1215,101.6,10717,1,7.7,144.8,71.0,106.2
10718,-122.0111237,37.40624619,-122.0110321,37.40600586,-122.0110779,37.406126025,0.027921,1216,101.6,10718,1,13.9,162.5,345.0,177.50000000000006
10719,-122.3116379,37.5683403,-122.3119888,37.56809616,-122.31181335,37.56821823,0.041151,1217,101.6,10719,1,20.6,228.4,68.0,160.4
10720,-122.1575165,37.46985626,-122.1577225,37.46944046,-122.1576195,37.46964836,0.049681,1218,101.6,10720,1,24.8,201.0,31.0,170.00000000000003
10721,-122.1577225,37.46944046,-122.1578598,37.46944046,-122.15779115,37.46944046,0.012117,1218,101.6,10721,1,6.1,269.5,59.0,149.49999999999997
10722,-122.1578598,37.46944046,-122.1578674,37.46941757,-122.1578636,37.469429015,0.002632,1218,101.6,10722,1,1.3,194.3,59.0,135.30000000000004
10723,-122.1578674,37.46941757,-122.1577225,37.46942139,-122.15779495,37.46941948,0.012795,1218,101.6,10723,1,6.4,87.6,59.0,151.40000000000003
10724,-122.1471593,37.46318731,-122.1471558,37.46320343,-122.14715755,37.46319537,0.001819,1219,101.6,10724,1,0.9,9.3,107.0,97.7
10725,-122.1471558,37.46320343,-122.1472146,37.46321872,-122.1471852,37.463211075,0.005461,1219,101.6,10725,1,2.7,287.5,107.0,179.50000000000014
10726,-122.1472146,37.46321872,-122.1471939,37.46337509,-122.14720425,37.463296905,0.017483,1219,101.6,10726,1,8.7,5.5,107.0,101.5
10727,-122.1284409,37.46095276,-122.1284409,37.46092606,-122.1284409,37.46093941,0.002969,1220,101.6,10727,1,1.5,179.5,36.0,143.49999999999997
10728,-122.1284409,37.46092606,-122.1287689,37.46091843,-122.1286049,37.460922245,0.028963,1220,101.6,10728,1,14.5,267.8,36.0,128.20000000000002
10729,-122.3127441,37.56037521,-122.3127136,37.5603981,-122.31272885,37.560386655,0.003702,1221,101.6,10729,1,1.9,46.3,136.0,90.29999999999998
10730,-122.2651785,37.49141849,-122.2652359,37.49147415,-122.2652072,37.49144632,0.007997,1222,101.6,10730,1,4.0,320.1,90.0,129.89999999999998
10731,-122.2652359,37.49147415,-122.2656097,37.49122238,-122.2654228,37.491348265,0.043259,1222,101.6,10731,1,21.6,229.3,65.0,164.3
10732,-122.2656097,37.49122238,-122.2657152,37.49130267,-122.26566245,37.491262525,0.012897,1222,101.6,10732,1,6.4,313.2,75.0,121.80000000000004
10733,-122.2657152,37.49130267,-122.2655869,37.49136734,-122.26565105,37.491335005,0.013411,1222,101.6,10733,1,6.7,57.2,75.0,162.2
10734,-122.2655869,37.49136734,-122.2656631,37.49145889,-122.265625,37.491413115,0.012199,1222,101.6,10734,1,6.1,326.0,82.0,116.0
10735,-122.2832794,37.47691345,-122.283287,37.4769516,-122.2832832,37.476932525,0.004295,1223,101.6,10735,1,2.1,350.5,186.0,164.50000000000006
10736,-122.283287,37.4769516,-122.2834244,37.47693253,-122.2833557,37.476942065,0.012309,1223,101.6,10736,1,6.2,259.7,186.0,106.3
11996,-121.708313,37.19988632,-121.7086792,37.19958496,-121.7084961,37.19973564,0.046636,1268,101.6,11996,1,23.3,223.4,261.0,142.40000000000003
12122,-122.1483698,37.42219035,-122.1478543,37.42278226,-122.14811205,37.422486305,0.080027,1271,101.6,12122,1,40.0,34.3,356.0,141.70000000000005
12123,-122.1478543,37.42278226,-122.1473389,37.42337418,-122.1475966,37.42307822,0.080022,1271,101.6,12123,1,40.0,34.3,82.0,132.3
12124,-122.1473389,37.42337418,-122.1466624,37.42301814,-122.14700065,37.42319616,0.071667,1271,101.6,12124,1,35.9,122.9,82.0,139.09999999999997
12125,-122.1466624,37.42301814,-122.1459859,37.4226621,-122.14632415,37.42284012,0.071668,1271,101.6,12125,1,107.6,122.9,309.0,173.90000000000006
12126,-122.1459859,37.4226621,-122.1453094,37.42230606,-122.14564765,37.42248408,0.071668,1271,101.6,12126,1,35.9,122.9,117.0,174.10000000000002
12127,-122.1453094,37.42230606,-122.1451874,37.42247391,-122.1452484,37.422389985,0.02155,1271,101.6,12127,1,10.8,29.6,117.0,92.6
12128,-122.1451874,37.42247391,-122.1445414,37.42213186,-122.1448644,37.422302885,0.068564,1271,101.6,12128,1,34.3,123.1,108.0,164.9
12129,-122.1445414,37.42213186,-122.1438955,37.42178981,-122.14421845,37.421960835,0.068557,1271,101.6,12129,1,102.9,123.1,108.0,164.9
12130,-122.1438955,37.42178981,-122.1432495,37.42144775,-122.1435725,37.42161878,0.068565,1271,101.6,12130,1,34.3,123.1,89.0,145.9
12131,-122.0782471,37.42850113,-122.0782547,37.42857742,-122.0782509,37.428539275,0.00851,1272,101.6,12131,1,4.2,354.9,104.0,109.1
12132,-122.0782547,37.42857742,-122.0786514,37.42858887,-122.07845305,37.428583145,0.035052,1272,101.6,12132,1,17.6,271.5,104.0,167.50000000000003
12133,-122.0167739,37.41724261,-122.0167847,37.41722107,-122.0167793,37.41723184,0.002578,1273,101.6,12133,1,1.3,201.2,189.0,167.79999999999995
12134,-122.0167847,37.41722107,-122.0167007,37.417202,-122.0167427,37.417211535,0.007716,1273,101.6,12134,1,3.9,105.3,189.0,96.3
12135,-121.9575641,37.41951034,-121.9575653,37.41976929,-121.9575647,37.419639815,0.028794,1274,101.6,12135,1,14.4,359.2,48.0,131.19999999999993
12136,-121.9575653,37.41976929,-121.9577713,37.41976547,-121.9576683,37.41976738,0.018197,1274,101.6,12136,1,9.1,268.0,50.0,142.00000000000006
12137,-121.852829,37.37802887,-121.8531494,37.37779236,-121.8529892,37.377910615,0.038641,1275,101.6,12137,1,19.3,226.5,193.0,146.5
12138,-121.8531494,37.37779236,-121.853096,37.37772369,-121.8531227,37.377758025,0.008976,1275,101.6,12138,1,4.5,147.5,193.0,134.5
12139,-121.853096,37.37772369,-121.8537114,37.37721761,-121.8534037,37.37747065,0.078254,1275,101.6,12139,1,39.1,223.4,251.0,152.4
12140,-121.8537114,37.37721761,-121.8543269,37.37671153,-121.85401915,37.37696457,0.07826,1275,101.6,12140,1,117.4,223.4,251.0,152.4
12141,-121.8543269,37.37671153,-121.8549423,37.37620544,-121.8546346,37.376458485,0.078255,1275,101.6,12141,1,39.1,223.4,285.0,118.4
12142,-121.8549423,37.37620544,-121.854744,37.37601471,-121.85484315,37.376110075,0.02751,1275,101.6,12142,1,13.8,139.6,157.0,162.60000000000002
12143,-121.854744,37.37601471,-121.8548737,37.37592697,-121.85480885,37.37597084,0.015051,1275,101.6,12143,1,7.5,229.0,157.0,108.0
12144,-121.8548737,37.37592697,-121.8548961,37.37591399,-121.8548849,37.37592048,0.00245,1275,101.6,12144,1,1.2,233.3,157.0,103.7
12145,-121.8294525,37.34936142,-121.8292389,37.34950256,-121.8293457,37.34943199,0.024552,1276,101.6,12145,1,12.3,49.7,318.0,91.7
12146,-121.8175888,37.33759308,-121.8175278,37.33761597,-121.8175583,37.337604525,0.005963,1277,101.6,12146,1,3.0,64.1,270.0,154.1
12147,-121.8175278,37.33761597,-121.8174057,37.33767319,-121.81746675,37.33764458,0.01253,1277,101.6,12147,1,12.2,58.9,270.0,148.90000000000003
12148,-121.8174057,37.33767319,-121.8170542,37.3378501,-121.81722995,37.337761645,0.036778,1277,101.6,12148,1,36.9,57.1,269.0,148.1
12149,-121.8170542,37.3378501,-121.8163318,37.33808428,-121.816693,37.33796719,0.06897,1277,101.6,12149,1,89.9,67.2,330.0,97.20000000000005
12150,-121.8163318,37.33808428,-121.8156095,37.33831846,-121.81597065,37.33820137,0.068962,1277,101.6,12150,1,158.9,67.2,131.0,116.2
12151,-121.8156095,37.33831846,-121.8148871,37.33855264,-121.8152483,37.33843555,0.06897,1277,101.6,12151,1,228.0,67.2,316.0,111.20000000000005
12152,-121.8148871,37.33855264,-121.8139015,37.33886711,-121.8143943,37.338709875,0.093889,1277,101.6,12152,1,309.6,67.5,177.0,109.5
12153,-121.8139015,37.33886711,-121.8129158,37.33918158,-121.81340865,37.339024345,0.093896,1277,101.6,12153,1,403.6,67.5,323.0,104.5
12154,-121.8129158,37.33918158,-121.8119816,37.33949222,-121.8124487,37.3393369,0.089521,1277,101.6,12154,1,495.4,66.7,272.0,154.69999999999996
12155,-121.8119816,37.33949222,-121.8110473,37.33980287,-121.81151445,37.339647545,0.08953,1277,101.6,12155,1,555.8,66.7,235.0,168.29999999999995
12156,-121.8110473,37.33980287,-121.8101131,37.34011351,-121.8105802,37.33995819,0.089521,1277,101.6,12156,1,466.1,66.7,121.0,125.7
12157,-121.8101131,37.34011351,-121.8091953,37.34040574,-121.8096542,37.340259625,0.087403,1277,101.6,12157,1,377.5,67.5,244.0,176.49999999999997
12158,-121.8091953,37.34040574,-121.8082775,37.34069796,-121.8087364,37.34055185,0.087403,1277,101.6,12158,1,290.0,67.5,136.0,111.5
12159,-121.8082775,37.34069796,-121.8074337,37.34096384,-121.8078556,37.3408309,0.080241,1277,101.6,12159,1,206.0,67.7,136.0,111.7
12160,-121.8074337,37.34096384,-121.80659,37.34122972,-121.80701185,37.34109678,0.080232,1277,101.6,12160,1,125.7,67.7,180.0,112.29999999999998
12161,-121.80659,37.34122972,-121.8060771,37.34139479,-121.80633355,37.341312255,0.048917,1277,101.6,12161,1,61.0,67.3,234.0,166.70000000000002
12162,-121.8060771,37.34139479,-121.8057108,37.34154554,-121.80589395,37.341470165,0.036464,1277,101.6,12162,1,18.3,62.0,234.0,172.0
12163,-121.8057108,37.34154554,-121.8060543,37.34192246,-121.80588255,37.341734,0.051756,1277,101.6,12163,1,25.9,323.2,212.0,111.2
12164,-121.8060543,37.34192246,-121.8063977,37.34229939,-121.806226,37.342110925,0.051752,1277,101.6,12164,1,77.6,323.2,212.0,111.2
12165,-121.8063977,37.34229939,-121.8069367,37.34290224,-121.8066672,37.342600815,0.082243,1277,101.6,12165,1,41.1,323.8,174.0,149.8
12166,-121.8051453,37.3119812,-121.8050659,37.3119924,-121.8051056,37.3119868,0.007132,1278,101.6,12166,1,3.6,79.3,278.0,161.3
12167,-121.8050659,37.3119924,-121.8041272,37.3121364,-121.80459655,37.3120644,0.084547,1278,101.6,12167,1,49.5,78.4,284.0,154.40000000000003
12168,-121.8041272,37.3121364,-121.8031885,37.3122804,-121.80365785,37.3122084,0.084547,1278,101.6,12168,1,134.2,78.4,282.0,156.40000000000006
12169,-121.8031885,37.3122804,-121.8022499,37.31242439,-121.8027192,37.312352395,0.084538,1278,101.6,12169,1,218.9,78.4,11.0,112.6
12170,-121.8022499,37.31242439,-121.8013112,37.31256839,-121.80178055,37.31249639,0.084547,1278,101.6,12170,1,303.6,78.4,291.0,147.40000000000006
12171,-121.8013112,37.31256839,-121.8003725,37.31271238,-121.80084185,37.312640385,0.084546,1278,101.6,12171,1,388.3,78.4,292.0,146.40000000000003
