site_id,lon,lat,vs30,z1p0,z2p5,vs30_source
49,-121.45,37.85,228.2,0.612,3.513333496,0.0
50,-121.55,37.85,228.2,0.608,3.513333496,0.0
51,-121.6,37.8,386.6,0.346666687,3.513333496,0.0
52,-120.05,36.85,386.6,0.0,8.05,0.0
53,-120.05,36.7,386.6,0.0,7.7,0.0
54,-120.05,36.65,386.6,0.0,6.75,0.0
55,-119.6,36.7,386.6,0.0,7.1,0.0
56,-121.8,37.35,351.9,0.333333313,2.745918213,0.0
57,-119.35,35.55,228.2,0.0,7.35,0.0
58,-117.5,34.9,710.1,0.0,0.95,0.0
59,-117.45,34.75,293.5,0.0,1.4,0.0
60,-117.45,34.7,386.6,0.0,1.3,0.0
61,-122.1,39.1,228.2,0.526,3.51,0.0
62,-121.15,37.4,293.5,0.0,4.35,0.0
63,-121.85,39.1,228.2,0.608,2.704,0.0
64,-121.95,39.05,228.2,0.608,3.513333496,0.0
65,-121.65,39.05,293.5,0.506666687,1.407577637,0.0
66,-121.35,39.1,710.1,0.0,0.0,0.0
67,-121.35,39.1,710.1,0.0,0.0,0.0
68,-121.15,39.2,710.1,0.008886419,0.015554567,0.0
69,-121.2,38.8,710.1,0.008886419,0.015554567,0.0
70,-121.85,38.75,386.6,0.626,3.513333496,0.0
71,-121.8,38.7,386.6,0.626,3.513333496,0.0
72,-122.4,40.55,386.6,0.0,0.874666687,0.0
73,-122.4,40.6,386.6,386.6,386.6,0.0
74,-122.15,39.6,228.2,0.56,3.506666504,0.0
75,-121.8,39.4,228.2,0.333333313,1.726928101,0.0
76,-121.7,39.15,228.2,0.5065,1.507341797,0.0
77,-122.65,38.45,351.9,0.462626282,0.855,0.0
78,-122.6,38.45,444.0,0.593333313,2.54653833,0.0
79,-122.45,38.25,293.5,0.608,1.514586426,0.0
80,-122.8,38.5,293.5,0.596,1.335474365,0.0
81,-122.7,38.4,293.5,0.592,1.057042236,0.0
82,-122.2,38.1,386.6,0.056610168,0.86,0.0
83,-121.5,38.55,228.2,0.608888916,2.704,0.0
84,-121.55,38.65,228.2,0.608,2.803606445,0.0
85,-121.45,38.55,386.6,0.608,2.205611572,0.0
86,-121.35,38.55,386.6,0.601428589,1.307804932,0.0
87,-121.8,38.5,228.2,0.606,3.513333496,0.0
88,-121.35,38.15,386.6,0.608,2.803606445,0.0
89,-122.05,38.0,293.5,0.601111084,3.513333496,0.0
90,-122.05,37.9,386.6,0.592,3.32,0.0
91,-121.95,37.75,293.5,0.59,3.304,0.0
92,-121.95,37.75,293.5,0.59,3.304,0.0
93,-120.95,37.7,386.6,0.0,2.5,0.0
94,-120.95,37.65,386.6,0.0,2.75,0.0
95,-121.0,37.1,228.2,0.0,3.95,0.0
96,-120.95,37.1,228.2,0.0,4.15,0.0
97,-120.95,37.15,228.2,0.0,3.85,0.0
98,-120.45,36.7,228.2,0.0,4.35,0.0
99,-120.4,36.7,228.2,0.0,5.2,0.0
100,-120.35,36.75,228.2,0.0,3.45,0.0
101,-119.75,36.65,228.2,0.0,7.25,0.0
102,-120.35,36.2,386.6,0.0,7.6,0.0
103,-121.6,37.15,571.6,0.0,1.65,0.0
104,-122.0,36.95,252.5199681,0.0,0.9,0.0
105,-121.7,36.75,386.6,0.0,1.4,0.0
106,-119.65,35.35,444.0,0.0,6.35,0.0
107,-119.6,35.3,351.9,0.0,6.3,0.0
108,-119.6,35.2,444.0,0.0,5.6,0.0
109,-119.35,35.1,293.5,0.0,5.55,0.0
110,-120.5,34.9,386.6,0.0,1.85,0.0
111,-116.5,34.1,351.9,0.0,1.35,0.0
112,-118.4,34.25,293.5,0.35,2.25,0.0
113,-116.5,33.85,293.5,0.75,0.75,0.0
114,-117.0,32.85,386.6,0.0,0.0,0.0
115,-117.0,32.8,468.4,0.0,0.0,0.0
116,-117.0,32.8,468.4,0.0,0.0,0.0
117,-117.15,32.75,386.6,0.0,0.0,0.0
118,-117.15,32.8,468.4,0.0,0.0,0.0
119,-117.15,32.8,468.4,0.0,0.0,0.0
120,-116.55,34.0,710.1,0.15,1.85,0.0
121,-116.55,33.9,293.5,0.8,1.5,0.0
122,-117.95,34.65,293.5,0.0,0.65,0.0
123,-120.3,40.4,518.9,518.9,518.9,0.0
124,-120.3,40.4,518.9,518.9,518.9,0.0
125,-120.3,40.4,518.9,518.9,518.9,0.0
126,-120.35,40.4,518.9,518.9,518.9,0.0
127,-119.65,35.3,385.1,0.0,6.15,0.0
128,-118.9,35.4,386.6,0.0,2.75,0.0
129,-119.05,35.5,444.0,0.0,5.0,0.0
130,-121.95,39.1,228.2,0.608,3.513333496,0.0
131,-121.75,38.65,228.2,0.608,3.513333496,0.0
132,-121.75,38.6,386.6,0.608,3.513333496,0.0
133,-121.75,38.55,228.2,0.606666687,3.513333496,0.0
134,-121.8,38.35,228.2,0.608,3.513333496,0.0
135,-121.65,38.65,228.2,0.608,3.513333496,0.0
136,-121.3,38.65,386.6,0.45,0.750338135,0.0
137,-121.25,38.65,386.6,0.355428589,0.451735535,0.0
138,-121.05,38.65,710.1,0.048886417,0.055554565,0.0
139,-121.15,38.7,710.1,0.008886419,0.015554567,0.0
140,-121.1,38.65,710.1,0.0,0.0,0.0
141,-121.1,38.65,710.1,0.0,0.0,0.0
142,-121.15,38.65,468.4,0.0,0.0,0.0
143,-124.1,40.85,184.4923544,0.019138344,0.885,0.0
144,-124.1,40.9,228.2,0.019047165,0.904,0.0
145,-122.15,39.8,228.2,0.576,3.301132324,0.0
146,-121.7,39.55,228.2,0.356571411,0.949189209,0.0
147,-121.7,39.35,228.2,0.331666687,1.327804932,0.0
148,-121.65,39.25,228.2,0.337647064,1.028571411,0.0
149,-121.6,39.15,228.2,0.411891907,0.90930481,0.0
150,-121.7,39.7,468.4,0.361666687,0.770196045,0.0
151,-121.65,39.75,468.4,0.360079681,0.37203186,0.0
152,-121.7,39.5,228.2,0.33,1.028439331,0.0
153,-121.6,39.5,518.9,0.340314972,0.352125977,0.0
154,-121.55,39.1,386.6,0.411578949,0.809949707,0.0
155,-121.5,39.05,386.6,0.317714294,0.710521301,0.0
156,-121.55,38.6,293.5,0.608,3.002758545,0.0
157,-121.6,38.55,228.2,0.61,3.513333496,0.0
158,-121.5,38.55,228.2,0.608888916,2.704,0.0
159,-121.5,38.4,386.6,0.61,3.400952393,0.0
160,-121.45,38.4,386.6,0.608,2.704,0.0
161,-122.0,38.35,293.5,0.333333313,1.413555664,0.0
162,-121.75,38.2,468.4,0.58,3.513333496,0.0
163,-121.9,38.1,176.1,0.608,3.513333496,0.0
164,-121.95,38.05,176.1,0.592,3.513333496,0.0
165,-121.95,38.05,176.1,0.592,3.513333496,0.0
166,-121.8,38.1,468.4,0.604,3.42,0.0
167,-121.7,38.15,176.1,0.608,3.513333496,0.0
168,-121.9,38.15,468.4,0.608,3.513333496,0.0
169,-121.3,38.05,386.6,0.608,2.803606445,0.0
170,-121.25,37.95,386.6,0.608,3.102301025,0.0
171,-121.2,38.0,386.6,0.606666687,2.404962402,0.0
172,-121.65,38.0,228.2,0.592,3.513333496,0.0
173,-122.15,37.85,468.4,0.59,3.16,0.0
174,-121.9,37.7,293.5,0.586666687,3.308,0.0
175,-122.0,37.4,228.2,0.443092773,0.8575,0.0
176,-121.1,37.6,386.6,0.0,4.05,0.0
177,-121.0,37.6,386.6,0.0,3.45,0.0
178,-120.85,37.55,386.6,0.0,2.3,0.0
179,-120.65,37.35,386.6,0.0,2.15,0.0
180,-120.15,37.05,386.6,0.0,1.4,0.0
181,-120.1,37.0,386.6,0.0,1.4,0.0
182,-120.05,36.95,386.6,0.0,6.75,0.0
183,-119.95,36.85,386.6,0.0,7.95,0.0
184,-120.8,37.4,386.6,0.0,2.4,0.0
185,-119.8,36.75,386.6,0.0,6.95,0.0
186,-119.9,36.55,228.2,0.0,7.35,0.0
187,-119.85,36.6,228.2,0.0,7.35,0.0
188,-119.75,36.65,228.2,0.0,7.25,0.0
189,-121.85,37.3,228.2,0.0,1.9,0.0
190,-122.1,37.35,444.0,0.595,1.633846191,0.0
191,-122.05,37.4,293.5,0.600177002,0.8725,0.0
192,-122.0,37.25,444.0,0.593333313,0.938405762,0.0
193,-122.0,37.25,444.0,0.593333313,0.938405762,0.0
194,-122.05,37.05,468.4,0.0,1.0,0.0
195,-122.0,37.0,468.4,0.0,0.9,0.0
196,-121.45,36.5,228.2,0.0,0.95,0.0
197,-121.3,36.4,228.2,0.0,0.85,0.0
198,-121.3,36.35,228.2,0.0,0.85,0.0
199,-121.25,36.3,386.6,0.0,0.85,0.0
200,-121.1,36.15,386.6,0.0,0.75,0.0
201,-121.1,36.15,386.6,0.0,0.75,0.0
202,-121.0,36.1,293.5,0.0,0.0,0.0
203,-121.0,36.05,385.1,0.0,0.0,0.0
204,-120.75,35.3,733.4,0.0,0.0,0.0
205,-120.6,35.15,385.1,0.0,1.6,0.0
206,-120.55,35.05,351.9,0.0,2.9,0.0
207,-120.5,35.05,351.9,0.0,3.8,0.0
208,-120.05,35.85,385.1,0.0,7.35,0.0
209,-120.1,35.8,293.5,0.0,6.95,0.0
210,-120.15,35.8,502.5,0.0,6.75,0.0
211,-120.25,35.75,571.6,0.0,5.05,0.0
212,-120.35,35.7,444.0,0.0,3.35,0.0
213,-120.35,35.7,444.0,0.0,3.35,0.0
214,-120.4,35.65,386.6,0.0,0.1,0.0
215,-120.55,35.5,444.0,0.0,0.0,0.0
216,-120.7,35.25,571.6,0.0,0.0,0.0
217,-120.7,35.2,385.1,0.0,0.0,0.0
218,-120.55,35.1,444.0,0.0,2.4,0.0
219,-119.75,35.5,293.5,0.0,8.5,0.0
220,-119.7,35.5,293.5,0.0,8.15,0.0
221,-119.5,35.2,444.0,0.0,5.3,0.0
222,-119.4,35.45,228.2,0.0,7.6,0.0
223,-119.45,35.4,228.2,0.0,7.6,0.0
224,-118.95,35.55,444.0,0.0,0.0,0.0
225,-119.0,35.5,444.0,0.0,3.55,0.0
226,-119.2,35.35,228.2,0.0,5.85,0.0
227,-119.2,35.35,228.2,0.0,5.85,0.0
228,-119.1,35.25,228.2,0.0,6.0,0.0
229,-119.15,34.2,228.2,0.55,3.2,0.0
230,-117.25,34.8,293.5,0.0,1.6,0.0
231,-117.05,33.9,468.4,0.0,1.75,0.0
232,-117.0,33.85,468.4,0.0,1.6,0.0
233,-116.95,33.8,293.5,0.0,1.45,0.0
234,-117.45,33.75,518.9,0.0,0.0,0.0
235,-117.05,32.75,386.6,0.0,0.0,0.0
236,-117.0,32.75,710.1,0.0,0.0,0.0
237,-119.65,35.75,228.2,0.0,7.15,0.0
238,-119.5,35.85,228.2,0.0,8.05,0.0
239,-119.4,35.85,228.2,0.0,8.05,0.0
240,-120.45,34.85,386.6,0.0,2.1,0.0
241,-118.6,35.1,293.5,0.0,0.0,0.0
242,-118.75,35.05,468.4,0.0,0.0,0.0
243,-118.8,35.0,386.6,0.0,0.9,0.0
244,-118.25,33.9,293.5,0.6,3.5,0.0
245,-118.2,33.9,228.2,0.85,5.1,0.0
246,-118.15,33.9,228.2,0.9,5.3,0.0
247,-121.55,37.95,176.1,0.592,3.513333496,0.0
248,-122.25,40.45,228.2,228.2,228.2,0.0
249,-124.2,40.75,351.9,0.019047165,0.904,0.0
250,-122.35,40.6,386.6,386.6,386.6,0.0
251,-121.95,39.75,386.6,0.642,2.305185303,0.0
252,-121.85,39.7,386.6,0.56,1.846577148,0.0
253,-121.85,39.15,228.2,0.608,2.504615234,0.0
254,-122.55,38.55,518.9,0.6,1.554393921,0.0
255,-122.3,38.25,176.1,0.019607651,0.8575,0.0
256,-121.45,38.45,386.6,0.608,2.504615234,0.0
257,-121.75,38.0,307.6,0.604,3.513333496,0.0
258,-121.05,38.2,386.6,0.545,0.750384583,0.0
259,-121.05,38.2,386.6,0.545,0.750384583,0.0
260,-121.05,38.25,385.1,0.563902466,0.670783386,0.0
261,-121.05,38.25,385.1,0.563902466,0.670783386,0.0
262,-120.8,38.35,710.1,0.008886419,0.015554567,0.0
263,-121.5,37.75,293.5,0.604,3.513333496,0.0
264,-121.4,37.75,228.2,0.604,3.513333496,0.0
265,-121.7,38.0,228.2,0.608,3.513333496,0.0
266,-121.75,38.0,307.6,0.604,3.513333496,0.0
267,-121.75,37.95,293.5,0.592,3.506666504,0.0
268,-121.95,37.95,351.9,0.34,0.89,0.0
269,-122.25,38.0,468.4,0.604,3.316,0.0
270,-120.95,37.6,386.6,0.0,3.0,0.0
271,-120.9,37.55,386.6,0.0,2.7,0.0
272,-120.25,36.25,386.6,0.0,7.65,0.0
273,-120.3,36.25,385.1,0.0,7.35,0.0
274,-121.85,36.95,386.6,0.0,1.0,0.0
275,-121.8,36.95,386.6,0.0,1.05,0.0
276,-121.8,36.95,386.6,0.0,1.05,0.0
277,-121.0,36.35,385.1,0.0,0.0,0.0
278,-119.25,36.05,228.2,0.0,0.0,0.0
279,-119.2,36.05,228.2,0.0,0.0,0.0
280,-120.1,35.95,351.9,0.0,7.4,0.0
281,-120.1,35.9,385.1,0.0,7.3,0.0
282,-120.45,35.6,444.0,0.0,0.55,0.0
283,-120.6,35.5,444.0,0.0,0.0,0.0
284,-117.6,35.25,710.1,0.0,0.0,0.0
285,-117.55,35.5,351.9,0.0,0.0,0.0
286,-117.55,35.5,351.9,0.0,0.0,0.0
287,-117.5,35.6,351.9,0.0,0.0,0.0
288,-116.85,34.75,386.6,0.0,0.0,0.0
289,-116.85,34.7,351.9,0.0,0.0,0.0
290,-116.85,34.7,351.9,0.0,0.0,0.0
291,-116.85,34.45,293.5,0.0,0.0,0.0
292,-116.85,34.45,293.5,0.0,0.0,0.0
293,-116.85,34.35,710.1,0.0,0.8,0.0
294,-119.7,35.4,293.5,0.0,6.7,0.0
295,-119.4,36.3,228.2,0.0,6.8,0.0
296,-119.35,36.15,228.2,0.0,6.05,0.0
297,-119.35,36.1,228.2,0.0,6.1,0.0
298,-119.35,36.1,228.2,0.0,6.1,0.0
299,-119.3,36.1,228.2,0.0,5.05,0.0
300,-119.3,35.9,228.2,0.0,6.9,0.0
301,-119.3,35.9,228.2,0.0,6.9,0.0
302,-119.3,35.65,228.2,0.0,7.7,0.0
303,-119.25,35.45,228.2,0.0,6.4,0.0
304,-119.1,35.3,228.2,0.0,5.9,0.0
305,-119.3,35.25,228.2,0.0,6.15,0.0
306,-120.15,34.45,180.0,0.0,5.1,0.0
307,-120.2,34.5,468.4,0.0,2.3,0.0
308,-120.1,34.45,334.2674257,0.0,5.0,0.0
309,-120.0,34.45,423.8700431,0.0,3.55,0.0
310,-117.65,34.05,293.5,0.2,0.5,0.0
311,-118.15,34.6,293.5,0.0,0.0,0.0
312,-115.5,33.2,228.2,0.3,2.25,0.0
313,-115.5,33.0,228.2,0.7,3.1,0.0
314,-115.55,32.85,228.2,0.4,3.1,0.0
315,-115.55,32.8,228.2,0.4,2.95,0.0
316,-115.45,32.7,228.2,0.35,2.7,0.0
317,-115.5,33.5,518.9,0.05,1.4,0.0
318,-115.5,33.15,228.2,0.4,3.45,0.0
319,-115.55,32.9,293.5,0.45,3.3,0.0
320,-118.15,34.0,386.6,0.6,3.2,0.0
321,-117.95,33.65,351.9,0.35,3.8,0.0
322,-117.0,32.8,468.4,0.0,0.0,0.0
323,-116.95,32.65,468.4,0.0,0.0,0.0
324,-116.95,32.6,351.9,0.0,0.0,0.0
325,-117.15,32.75,386.6,0.0,0.0,0.0
326,-120.65,35.35,571.6,0.0,0.0,0.0
327,-115.5,33.65,386.6,0.0,1.4,0.0
328,-115.5,33.6,710.1,0.0,1.5,0.0
329,-115.5,33.55,293.5,0.05,1.5,0.0
330,-115.45,33.45,710.1,0.05,0.05,0.0
331,-115.45,33.4,710.1,0.05,0.05,0.0
332,-118.1,33.75,225.6,0.65,3.05,0.0
333,-118.1,33.75,225.6,0.65,3.05,0.0
334,-121.75,39.05,228.2,0.601904785,2.205611572,0.0
335,-121.75,39.05,228.2,0.601904785,2.205611572,0.0
336,-118.25,34.0,228.2,0.7,5.05,0.0
337,-119.45,35.15,351.9,0.0,5.05,0.0
338,-119.4,35.1,351.9,0.0,5.2,0.0
339,-124.2,40.75,351.9,0.019047165,0.904,0.0
340,-121.35,38.7,386.6,0.45,0.849795898,0.0
341,-121.25,38.6,386.6,0.450526306,0.551379333,0.0
342,-123.25,39.35,733.4,0.0,0.885333313,0.0
343,-123.2,39.2,351.9,0.01886739,0.901333313,0.0
344,-123.2,39.2,351.9,0.01886739,0.901333313,0.0
345,-123.2,39.15,293.5,0.0,0.88875,0.0
346,-123.1,38.9,571.6,0.019417192,0.855,0.0
347,-122.85,38.65,444.0,0.132835815,0.8575,0.0
348,-122.85,38.6,293.5,0.019704288,0.8675,0.0
349,-124.0,40.5,444.0,0.038517834,0.83625,0.0
350,-123.8,40.55,733.4,0.01886739,0.901333313,0.0
351,-123.65,40.5,733.4,0.058432457,0.856,0.0
352,-123.45,40.4,733.4,0.0,0.885333313,0.0
353,-123.35,40.35,733.4,0.0,0.87125,0.0
354,-123.3,40.35,733.4,0.058432457,0.855,0.0
355,-123.15,40.4,710.1,0.0,0.888,0.0
356,-122.75,40.3,502.5,0.331666687,1.23472522,0.0
357,-122.7,40.3,502.5,0.348333313,2.405054932,0.0
358,-122.7,40.3,502.5,0.348333313,2.405054932,0.0
359,-122.65,40.3,502.5,0.35,3.206666504,0.0
360,-122.6,40.3,468.4,0.298333344,3.213333496,0.0
361,-122.15,39.95,468.4,0.468717957,2.604126953,0.0
362,-122.15,39.8,228.2,0.576,3.301132324,0.0
363,-121.95,39.75,386.6,0.642,2.305185303,0.0
364,-121.65,39.15,228.2,0.411891907,1.208023926,0.0
365,-122.5,38.25,444.0,0.608,1.514586426,0.0
366,-122.55,38.0,733.4,0.019511957,0.885,0.0
367,-122.55,37.9,733.4,0.019704288,0.868571411,0.0
368,-122.25,38.2,468.4,0.171267609,0.8825,0.0
369,-122.2,38.05,502.5,0.592,3.201882324,0.0
370,-122.25,38.05,351.9,0.608,3.404,0.0
371,-121.55,38.6,293.5,0.608,3.002758545,0.0
372,-121.5,38.65,228.2,0.60238092,2.305294189,0.0
373,-121.5,38.6,293.5,0.608,2.504615234,0.0
374,-121.5,38.55,228.2,0.608888916,2.704,0.0
375,-121.8,38.2,386.6,0.58,3.51,0.0
376,-120.95,38.15,468.4,0.381751831,0.392700745,0.0
377,-120.95,38.15,468.4,0.381751831,0.392700745,0.0
378,-120.95,38.15,468.4,0.381751831,0.392700745,0.0
379,-120.9,38.15,468.4,0.103221474,0.113288589,0.0
380,-120.85,38.2,468.4,0.008886419,0.015554567,0.0
381,-120.8,38.2,710.1,0.028886417,0.035554565,0.0
382,-120.7,38.2,710.1,0.0,0.0,0.0
383,-121.35,38.15,386.6,0.608,2.803606445,0.0
384,-121.7,37.95,228.2,0.604,3.513333496,0.0
385,-121.7,37.95,228.2,0.604,3.513333496,0.0
386,-122.05,38.05,176.1,0.608,3.513333496,0.0
387,-122.1,38.0,468.4,0.604,2.805600098,0.0
388,-122.1,38.0,468.4,0.604,2.805600098,0.0
389,-122.2,38.0,385.1,0.586666687,3.413333496,0.0
390,-122.25,38.0,468.4,0.604,3.316,0.0
391,-122.35,38.0,468.4,0.604,3.405,0.0
392,-122.35,38.0,468.4,0.604,3.405,0.0
393,-122.1,37.9,468.4,0.593333313,3.304,0.0
394,-121.15,37.75,307.6,0.606,3.513333496,0.0
395,-121.2,37.75,386.6,0.608,3.513333496,0.0
396,-121.1,37.7,386.6,0.0,3.4,0.0
397,-121.05,37.65,386.6,0.0,3.45,0.0
398,-121.0,37.7,386.6,0.0,2.8,0.0
399,-120.85,37.5,386.6,0.0,2.4,0.0
400,-120.1,36.95,386.6,0.0,5.85,0.0
401,-120.1,36.95,386.6,0.0,5.85,0.0
402,-119.95,36.85,386.6,0.0,7.95,0.0
403,-120.1,36.55,228.2,0.0,6.5,0.0
404,-119.5,36.5,386.6,0.0,6.95,0.0
405,-120.25,36.2,444.0,0.0,7.75,0.0
406,-120.3,36.15,228.2,0.0,7.65,0.0
407,-120.05,35.85,385.1,0.0,7.35,0.0
408,-120.0,35.8,385.1,0.0,7.35,0.0
409,-121.85,37.35,228.2,0.58,3.201951172,0.0
410,-121.45,36.85,293.5,0.0,2.15,0.0
411,-121.6,36.8,710.1,0.0,1.05,0.0
412,-121.65,36.7,386.6,0.0,1.5,0.0
413,-121.65,36.7,386.6,0.0,1.5,0.0
414,-119.65,36.35,228.2,0.0,7.5,0.0
415,-119.45,36.35,228.2,0.0,7.25,0.0
416,-119.4,36.35,228.2,0.0,6.85,0.0
417,-119.4,36.35,228.2,0.0,6.85,0.0
418,-119.75,35.55,293.5,0.0,8.75,0.0
419,-119.45,35.2,351.9,0.0,5.55,0.0
420,-119.45,35.15,351.9,0.0,5.05,0.0
421,-119.5,35.15,386.6,0.0,4.65,0.0
422,-119.1,35.4,386.6,0.0,5.6,0.0
423,-119.05,35.4,386.6,0.0,5.5,0.0
424,-119.15,34.2,228.2,0.55,3.2,0.0
425,-119.2,34.2,228.2,0.55,4.05,0.0
426,-119.2,34.2,228.2,0.55,4.05,0.0
427,-119.2,34.15,228.2,0.65,3.55,0.0
428,-119.15,34.3,351.9,0.8,7.3,0.0
429,-119.0,34.35,468.4,0.35,3.4,0.0
430,-118.8,34.4,293.5,0.85,5.7,0.0
431,-118.8,34.4,293.5,0.85,5.7,0.0
432,-117.5,34.1,293.5,0.2,0.45,0.0
433,-117.3,34.1,293.5,0.3,1.1,0.0
434,-117.25,34.1,293.5,0.2,0.5,0.0
435,-117.7,34.0,293.5,0.2,1.2,0.0
436,-117.9,33.65,386.6,0.35,3.6,0.0
437,-117.35,34.55,386.6,0.0,1.55,0.0
438,-119.8,36.35,228.2,0.0,7.1,0.0
439,-119.0,35.55,444.0,0.0,0.0,0.0
440,-119.05,35.5,444.0,0.0,5.0,0.0
441,-121.45,39.0,228.2,0.337714264,0.630990967,0.0
442,-121.4,38.65,386.6,0.5065,1.407577637,0.0
443,-121.8,39.3,228.2,0.337647064,1.926394531,0.0
444,-121.85,39.1,228.2,0.608,2.704,0.0
445,-121.9,39.05,228.2,0.608,3.400952393,0.0
446,-121.9,39.05,228.2,0.608,3.400952393,0.0
447,-121.9,39.05,228.2,0.608,3.400952393,0.0
448,-122.7,38.4,293.5,0.592,1.057042236,0.0
449,-122.7,38.35,228.2,0.596,1.633846191,0.0
450,-121.95,38.25,386.6,0.563428589,3.513333496,0.0
451,-121.95,38.25,386.6,0.563428589,3.513333496,0.0
452,-121.95,38.25,386.6,0.563428589,3.513333496,0.0
453,-122.0,38.25,386.6,0.333333313,3.513333496,0.0
454,-121.95,38.25,386.6,0.563428589,3.513333496,0.0
455,-121.95,38.25,386.6,0.563428589,3.513333496,0.0
456,-122.05,38.25,228.2,0.333333313,3.513333496,0.0
457,-122.2,38.2,468.4,0.019607651,0.8725,0.0
458,-122.65,38.25,468.4,0.0,0.871428589,0.0
459,-121.6,38.55,228.2,0.61,3.513333496,0.0
460,-121.45,38.45,386.6,0.608,2.504615234,0.0
461,-121.45,38.35,386.6,0.608888916,3.002758545,0.0
462,-121.3,38.0,386.6,0.608,3.102301025,0.0
463,-121.25,37.8,386.6,0.608,3.513333496,0.0
464,-121.25,37.7,228.2,0.608,3.513333496,0.0
465,-121.45,38.15,386.6,0.61,3.513333496,0.0
466,-121.55,38.15,176.1,0.59,3.513333496,0.0
467,-121.55,38.15,176.1,0.59,3.513333496,0.0
468,-121.25,38.2,386.6,0.606,1.507341797,0.0
469,-121.85,37.7,228.2,0.6,3.305,0.0
470,-119.65,36.6,293.5,0.0,7.55,0.0
471,-120.7,36.0,385.1,0.0,4.45,0.0
472,-119.7,35.55,293.5,0.0,8.45,0.0
473,-119.4,35.55,228.2,0.0,7.45,0.0
474,-119.55,35.25,444.0,0.0,6.05,0.0
475,-118.95,35.45,351.9,0.0,3.6,0.0
476,-118.95,35.45,351.9,0.0,3.6,0.0
477,-119.0,35.45,444.0,0.0,4.85,0.0
478,-119.2,35.4,228.2,0.0,5.85,0.0
479,-119.05,35.1,293.5,0.0,6.1,0.0
480,-118.85,34.9,710.1,0.0,0.0,0.0
481,-118.85,34.85,710.1,0.0,0.0,0.0
482,-118.8,34.85,351.9,0.0,0.0,0.0
483,-118.8,34.8,710.1,0.0,0.0,0.0
484,-118.8,34.8,710.1,0.0,0.0,0.0
485,-118.7,34.65,468.4,0.35,0.35,0.0
486,-119.35,35.15,444.0,0.0,5.75,0.0
487,-119.4,35.15,444.0,0.0,5.4,0.0
488,-120.45,34.8,444.0,0.0,2.15,0.0
489,-120.35,34.65,385.1,0.0,2.4,0.0
490,-120.25,34.5,468.4,0.0,1.45,0.0
491,-119.7,34.45,386.6,0.0,4.8,0.0
492,-119.6,34.45,468.4,0.0,4.75,0.0
493,-119.5,34.4,293.5,0.0,5.35,0.0
494,-119.45,34.4,351.9,0.35,6.7,0.0
