6385090.68	1985499.85	1166.00
6385087.26	1985499.54	772.02
6385085.77	1985499.98	594.02
6385082.19	1985503.53	312.00
6385080.52	1985505.30	166.09
6385075.74	1985507.61	-36.84
6385071.65	1985509.85	-214.78
6385066.05	1985511.86	-409.69
6385061.08	1985514.15	-588.61
6385055.95	1985516.52	-804.53
6385049.39	1985517.18	-993.42
6385044.22	1985517.61	-1125.32
6385038.17	1985518.43	-1300.21
6385029.42	1985519.62	-1525.04
6385022.91	1985520.51	-1739.94
6385018.41	1985521.04	-1912.88
6385015.17	1985521.42	-2099.85
6385015.44	1985516.74	-2314.80
6385017.75	1985508.26	-2538.63
6385020.06	1985499.79	-2721.41
6385018.96	1985490.48	-2900.17
6385023.92	1985478.94	-3139.84
6385028.20	1985469.45	-3356.59
6385031.47	1985462.51	-3532.42
6385034.93	1985457.96	-3719.34
6385039.18	1985455.23	-3912.27
6385045.80	1985454.44	-4103.15
6385054.81	1985438.99	-4318.41
6385060.16	1985429.03	-4491.04
6385063.54	1985418.14	-4691.72
6385064.25	1985415.53	-4753.66
6385064.34	1985414.58	-4797.65
6385064.77	1985414.54	-4817.64
6385065.84	1985414.22	-4849.62
6385067.21	1985413.86	-4876.59
6385074.87	1985425.32	-5062.08
6385079.51	1985432.54	-5134.57
6385084.62	1985441.85	-5207.80
6385094.89	1985461.38	-5305.34
6385103.08	1985476.94	-5363.75
6385107.22	1985485.15	-5393.36
6385116.28	1985502.38	-5453.27
6385135.24	1985538.40	-5576.73
6385153.46	1985573.05	-5695.45
6385179.94	1985623.37	-5870.44
6385190.94	1985643.41	-5941.87
6385216.67	1985692.32	-6122.61
6385233.94	1985728.14	-6254.76
6385254.00	1985775.98	-6427.12
6385273.40	1985827.18	-6609.06
6385295.35	1985891.82	-6825.55
6385310.82	1985946.68	-6998.40
6385324.36	1986002.04	-7171.24
6385331.66	1986031.85	-7264.31
6385344.98	1986086.30	-7434.31
6385357.91	1986143.42	-7611.90
6385371.10	1986201.73	-7788.03
6385383.70	1986262.29	-7967.68
6385410.48	1986391.07	-8349.67
