Id,Elevation,obj_id,depth_m,geometry,crossing_exist,faults_crossed
0,-8500.0,1,2946.1968,"POLYGON ((-118.60889201932774 34.45219658158205, -118.58942367283878 34.45178696076758, -118.58592502724824 34.45137929786671, -118.58408063256198 34.45111274797089, -118.5825214535488 34.450830517742304, -118.58082917388812 34.45048556838996, -118.57938408114425 34.45009357876023, -118.57811011780417 34.44968590759363, -118.57676009695136 34.44909007692474, -118.57636079500894 34.448760800257936, -118.57599952182298 34.4483688025334, -118.57596149306652 34.448023843014084, -118.5759424786883 34.447537761273445, -118.57624670873969 34.446894874626686, -118.57676009695133 34.446408786316155, -118.5772924995412 34.446032457939594, -118.57809110342603 34.445640447411115, -118.58314892802966 34.443601963008916, -118.59461459808988 34.44559340602407, -118.59737168293024 34.44752208117021, -118.59837944497535 34.44810224303, -118.59993862398845 34.448713760628145, -118.60733521711188 34.45126954213024, -118.6082859360224 34.451551770875255, -118.60845706542625 34.45180264007017, -118.60897045363797 34.45200647073619, -118.60889201932774 34.45219658158205))",True,[2]
