ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,OBJ_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING,section_crossed,which_half,l_anchor,crossing_lon,crossing_lat,prob_crossing,beta_crossing,psi_dip,theta_rake
15667,-121.4442895,39.06208749,-121.4436879,39.06270531,-121.4439887,39.0623964,0.086124,1509,152.4,15667,1,1272.8,36.2,263.0,133.2,,,1272.8,-121.4439887,39.0623964,0.25,135,15,45
15668,-121.4436879,39.06270531,-121.4431614,39.06325319,-121.44342465,39.06297925,0.076011,1509,152.4,15668,1,1191.7,35.9,249.0,146.90000000000003,,,1191.7,-121.44342465,39.06297925,0.25,135,15,45
15669,-121.4431614,39.06325319,-121.442635,39.06380107,-121.4428982,39.06352713,0.076006,1509,152.4,15669,1,1115.8,35.9,257.0,138.90000000000003,,,1115.8,-121.4428982,39.06352713,0.25,135,15,45
15670,-121.442635,39.06380107,-121.4421955,39.06425625,-121.44241525,39.06402866,0.063258,1509,152.4,15670,1,1046.1,36.0,136.0,100.0,,,1046.1,-121.44241525000001,39.06402865999999,0.25,135,15,45
15671,-121.4421955,39.06425625,-121.4417559,39.06471144,-121.4419757,39.064483845,0.063264,1509,152.4,15671,1,982.9,36.0,307.0,90.99999999999996,,,982.9,-121.44197570000001,39.06448384500001,0.25,135,15,45
15672,-121.4417559,39.06471144,-121.4412729,39.06521356,-121.4415144,39.0649625,0.069687,1509,152.4,15672,1,916.5,35.9,127.0,91.1,,,916.5,-121.4415144,39.06496249999999,0.25,135,15,45
15673,-121.4412729,39.06521356,-121.44079,39.06571568,-121.44103145,39.06546462,0.069681,1509,152.4,15673,1,846.8,35.9,135.0,99.1,,,846.8,-121.44103145,39.06546461999999,0.25,135,15,45
15674,-121.44079,39.06571568,-121.4404044,39.06611308,-121.4405972,39.06591438,0.055325,1509,152.4,15674,1,784.3,36.1,68.0,148.1,,,784.3,-121.4405972,39.065914379999995,0.25,135,15,45
15675,-121.4404044,39.06611308,-121.4400188,39.06651048,-121.4402116,39.06631178,0.055325,1509,152.4,15675,1,729.0,36.1,133.0,96.9,,,729.0,-121.44021160000001,39.066311779999985,0.25,135,15,45
15676,-121.4400188,39.06651048,-121.4396229,39.06692942,-121.43982085,39.06671995,0.057778,1509,152.4,15676,1,672.5,35.4,298.0,97.40000000000002,,,672.5,-121.43982085000002,39.06671994999999,0.25,135,15,45
15677,-121.4396229,39.06692942,-121.4392271,39.06734837,-121.439425,39.067138895,0.057774,1509,152.4,15677,1,614.7,35.4,298.0,97.40000000000002,,,614.7,-121.439425,39.06713889499999,0.25,135,15,45
15678,-121.4392271,39.06734837,-121.4387366,39.06786247,-121.43898185,39.06760542,0.071141,1509,152.4,15678,1,550.3,35.7,32.0,176.29999999999993,,,550.3,-121.43898185,39.06760542,0.25,135,15,45
15679,-121.4387366,39.06786247,-121.4382462,39.06837657,-121.4384914,39.06811952,0.071136,1509,152.4,15679,1,479.2,35.7,85.0,130.7,,,479.2,-121.4384914,39.06811952,0.25,135,15,45
15680,-121.4382462,39.06837657,-121.4377269,39.06890411,-121.43798655,39.06864034,0.07383,1509,152.4,15680,1,406.7,36.5,131.0,94.50000000000004,,,406.7,-121.43798655000002,39.06864034,0.25,135,15,45
15681,-121.4377269,39.06890411,-121.4372076,39.06943164,-121.43746725,39.069167875,0.073829,1509,152.4,15681,1,332.9,36.5,193.0,156.5,,,332.9,-121.43746725000001,39.069167875000005,0.25,135,15,45
15682,-121.4372076,39.06943164,-121.4365466,39.07007036,-121.4368771,39.069751,0.091107,1509,152.4,15682,1,250.4,37.9,56.0,161.9,,,250.4,-121.43687709999999,39.06975099999999,0.25,135,15,45
15683,-121.4365466,39.07007036,-121.4361522,39.0704869,-121.4363494,39.07027863,0.057485,1509,152.4,15683,1,176.2,35.4,139.0,103.6,,,176.2,-121.43634940000001,39.07027862999999,0.25,135,15,45
15684,-121.4361522,39.0704869,-121.4357578,39.07090343,-121.435955,39.070695165,0.057484,1509,152.4,15684,1,118.7,35.4,307.0,91.59999999999998,,,118.7,-121.435955,39.070695165,0.25,135,15,45
15685,-121.4357578,39.07090343,-121.4351058,39.07153489,-121.4354318,39.07121916,0.08999,1509,152.4,15685,1,45.0,37.8,302.0,95.8,,,45.0,-121.43543180000002,39.07121915999999,0.25,135,15,45
16809,-122.377818,40.56992737,-122.3783576,40.57017986,-122.3780878,40.570053615,0.053531,1523,152.4,16809,1,26.8,301.1,94.0,152.9,,,26.8,-122.3780878,40.570053615,0.25,135,15,45
16810,-122.3783576,40.57017986,-122.3788971,40.57043236,-122.37862735,40.57030611,0.053524,1523,152.4,16810,1,80.4,301.1,94.0,152.9,,,80.4,-122.37862735,40.57030611,0.25,135,15,45
16811,-122.3788971,40.57043236,-122.3791233,40.57055397,-122.3790102,40.570493165,0.023407,1523,152.4,16811,1,118.9,304.8,94.0,149.20000000000002,,,118.9,-122.3790102,40.570493164999995,0.25,135,15,45
16812,-122.3791233,40.57055397,-122.3792647,40.57063833,-122.379194,40.57059615,0.015187,1523,152.4,16812,1,138.2,307.6,79.0,131.4,,,138.2,-122.37919399999998,40.57059615,0.25,135,15,45
16813,-122.3792647,40.57063833,-122.3793346,40.57071785,-122.37929965,40.57067809,0.010632,1523,152.4,16813,1,151.1,325.8,79.0,113.19999999999996,,,151.1,-122.37929964999998,40.570678089999994,0.25,135,15,45
16814,-122.3793346,40.57071785,-122.3794255,40.57087781,-122.37938005,40.57079783,0.019373,1523,152.4,16814,1,166.1,336.2,79.0,102.8,,,166.1,-122.37938004999998,40.57079783,0.25,135,15,45
16815,-122.3794255,40.57087781,-122.3801776,40.57124434,-122.37980155,40.571061075,0.075475,1523,152.4,16815,1,213.6,302.2,91.0,148.80000000000007,,,213.6,-122.37980154999998,40.571061074999996,0.25,135,15,45
16816,-122.3801776,40.57124434,-122.3809247,40.57152,-122.38055115,40.57138217,0.070153,1523,152.4,16816,1,286.5,295.4,104.0,168.6000000000001,,,286.5,-122.38055115,40.57138217,0.25,135,15,45
16817,-122.3809247,40.57152,-122.3816718,40.57179567,-122.38129825,40.571657835,0.070153,1523,152.4,16817,1,356.7,295.4,110.0,174.60000000000014,,,356.7,-122.38129825000001,40.571657835,0.25,135,15,45
16818,-122.3816718,40.57179567,-122.3823394,40.57204097,-122.3820056,40.57191832,0.062638,1523,152.4,16818,1,423.2,295.3,107.0,171.70000000000005,,,423.2,-122.3820056,40.57191832000001,0.25,135,15,45
16819,-122.3823394,40.57204097,-122.383007,40.57228628,-122.3826732,40.572163625,0.062638,1523,152.4,16819,1,485.9,295.3,110.0,174.70000000000007,,,485.9,-122.3826732,40.572163625,0.25,135,15,45
16820,-122.383007,40.57228628,-122.3837145,40.57253703,-122.38336075,40.572411655,0.065942,1523,152.4,16820,1,482.9,294.5,110.0,175.50000000000009,,,482.9,-122.38336075000001,40.572411655,0.25,135,15,45
16821,-122.3837145,40.57253703,-122.3844328,40.57280313,-122.38407365,40.57267008,0.0675,1523,152.4,16821,1,416.1,295.5,104.0,168.50000000000003,,,416.1,-122.38407365,40.572670079999995,0.25,135,15,45
16822,-122.3844328,40.57280313,-122.3851511,40.57306922,-122.38479195,40.572936175,0.067499,1523,152.4,16822,1,348.5,295.5,110.0,174.50000000000003,,,348.5,-122.38479195,40.57293617500001,0.25,135,15,45
16823,-122.3851511,40.57306922,-122.3860799,40.57341599,-122.3856155,40.573242605,0.087412,1523,152.4,16823,1,271.0,295.7,108.0,172.30000000000007,,,271.0,-122.3856155,40.573242605,0.25,135,15,45
16824,-122.3860799,40.57341599,-122.3870088,40.57376277,-122.38654435,40.57358938,0.087419,1523,152.4,16824,1,183.4,295.7,108.0,172.30000000000007,,,183.4,-122.38654434999998,40.573589379999994,0.25,135,15,45
16825,-122.3870088,40.57376277,-122.387923,40.5740966,-122.3874659,40.573929685,0.085673,1523,152.4,16825,1,96.8,295.2,104.0,168.79999999999998,,,96.8,-122.38746590000001,40.573929685,0.25,135,15,45
16826,-122.387923,40.5740966,-122.3885006,40.57430007,-122.3882118,40.574198335,0.053775,1523,152.4,16826,1,26.9,294.4,103.0,168.6000000000001,,,26.9,-122.38821180000001,40.574198335000005,0.25,135,15,45
16827,-122.3885006,40.57430007,-122.3887806,40.57419674,-122.3886406,40.574248405,0.026292,1523,152.4,16827,1,13.2,243.8,89.0,154.79999999999998,,,13.2,-122.3886406,40.57424840499999,0.25,135,15,45
16828,-122.3887806,40.57419674,-122.3893587,40.57441652,-122.38906965,40.57430663,0.054601,1523,152.4,16828,1,27.3,296.1,89.0,152.9,,,27.3,-122.38906965,40.57430663,0.25,135,15,45
16829,-122.3893587,40.57441652,-122.3899368,40.5746363,-122.38964775,40.57452641,0.0546,1523,152.4,16829,1,27.3,296.1,84.0,147.9,,,27.3,-122.38964775000001,40.57452640999998,0.25,135,15,45
16830,-122.3899368,40.5746363,-122.3900322,40.5752393,-122.3899845,40.5749378,0.067533,1523,152.4,16830,1,33.7,352.7,84.0,91.30000000000004,,,33.7,-122.3899845,40.5749378,0.25,135,15,45
16831,-122.3900322,40.5752393,-122.3901276,40.5758423,-122.3900799,40.5755408,0.067533,1523,152.4,16831,1,101.1,352.7,60.0,112.7,,,101.1,-122.3900799,40.5755408,0.25,135,15,45
16832,-122.3901276,40.5758423,-122.3902551,40.57664906,-122.39019135,40.57624568,0.090352,1523,152.4,16832,1,179.9,352.7,70.0,102.7,,,179.9,-122.39019135000001,40.57624567999999,0.25,135,15,45
16833,-122.3902551,40.57664906,-122.3903544,40.57713891,-122.39030475,40.576893985,0.055111,1523,152.4,16833,1,252.6,350.8,101.0,110.2,,,252.6,-122.39030475000001,40.576893985,0.25,135,15,45
16834,-122.3903544,40.57713891,-122.3904537,40.57762876,-122.39040405,40.577383835,0.055111,1523,152.4,16834,1,231.1,350.8,92.0,101.2,,,231.1,-122.39040405000001,40.577383835000006,0.25,135,15,45
16835,-122.3904537,40.57762876,-122.3905481,40.57822733,-122.3905009,40.577928045,0.067034,1523,152.4,16835,1,170.2,352.7,73.0,99.7,,,170.2,-122.39050090000002,40.577928045,0.25,135,15,45
16836,-122.3905481,40.57822733,-122.3905563,40.57826233,-122.3905522,40.57824483,0.003953,1523,152.4,16836,1,134.7,349.5,73.0,96.49999999999996,,,134.7,-122.39055220000002,40.57824483,0.25,135,15,45
16837,-122.3905563,40.57826233,-122.3907318,40.57839966,-122.39064405,40.578330995,0.021281,1523,152.4,16837,1,122.1,315.3,73.0,117.70000000000005,,,122.1,-122.39064404999999,40.578330995,0.25,135,15,45
16838,-122.3907318,40.57839966,-122.3911148,40.57918333,-122.3909233,40.578791495,0.09295,1523,152.4,16838,1,65.1,339.2,73.0,93.80000000000004,,,65.1,-122.3909233,40.578791495,0.25,135,15,45
16839,-122.3911148,40.57918333,-122.3911839,40.57934269,-122.39114935,40.57926301,0.018656,1523,152.4,16839,1,9.3,341.3,65.0,96.30000000000004,,,9.3,-122.39114935,40.57926301,0.25,135,15,45
16840,-122.3911839,40.57934269,-122.3914411,40.57931077,-122.3913125,40.57932673,0.022009,1523,152.4,16840,1,11.0,260.4,65.0,164.60000000000002,,,11.0,-122.39131250000001,40.57932672999999,0.25,135,15,45
16841,-122.3914411,40.57931077,-122.3916519,40.57976384,-122.3915465,40.579537305,0.053432,1523,152.4,16841,1,26.7,340.1,65.0,95.1,,,26.7,-122.39154650000002,40.57953730500001,0.25,135,15,45
16842,-122.3916519,40.57976384,-122.3915527,40.57978596,-122.3916023,40.5797749,0.008731,1523,152.4,16842,1,4.4,73.3,113.0,140.3,,,4.4,-122.39160230000002,40.5797749,0.25,135,15,45
26169,-121.508316,36.97846222,-121.5082261,36.97835889,-121.50827105,36.978410555,0.013992,1720,152.4,26169,1,7.0,144.2,44.0,100.2,,,7.0,-121.50827105,36.978410555,0.25,135,15,45
32368,-119.6393735,35.31056353,-119.6389232,35.31032967,-119.63914835,35.3104466,0.048433,1823,177.8,32368,1,24.3,120.4,359.0,121.40000000000006,,,24.3,-119.63914835,35.31044659999999,0.25,135,15,45
32369,-119.6389232,35.31032967,-119.6381385,35.3099143,-119.63853085,35.310121985,0.084871,1823,177.8,32369,1,91.0,120.9,6.0,114.9,,,91.0,-119.63853085000001,35.310121985,0.25,135,15,45
32370,-119.6381385,35.3099143,-119.6373538,35.30949894,-119.63774615,35.30970662,0.084871,1823,177.8,32370,1,176.0,120.9,26.0,94.90000000000002,,,176.0,-119.63774615,35.309706619999986,0.25,135,15,45
32371,-119.6373538,35.30949894,-119.6365691,35.30908357,-119.63696145,35.309291255,0.084872,1823,177.8,32371,1,261.0,120.9,357.0,123.90000000000003,,,261.0,-119.63696145,35.309291255,0.25,135,15,45
32372,-119.6365691,35.30908357,-119.6357543,35.30867107,-119.6361617,35.30887732,0.087007,1823,177.8,32372,1,347.1,119.8,3.0,116.8,,,347.1,-119.6361617,35.30887732,0.25,135,15,45
32373,-119.6357543,35.30867107,-119.6349396,35.30825857,-119.63534695,35.30846482,0.087,1823,177.8,32373,1,434.3,119.8,17.0,102.8,,,434.3,-119.63534695000001,35.308464820000005,0.25,135,15,45
32374,-119.6349396,35.30825857,-119.6341248,35.30784607,-119.6345322,35.30805232,0.087008,1823,177.8,32374,1,521.4,119.8,26.0,93.8,,,521.4,-119.6345322,35.30805232000001,0.25,135,15,45
32375,-119.6341248,35.30784607,-119.6335602,35.30757904,-119.6338425,35.307712555,0.059215,1823,177.8,32375,1,594.7,118.0,26.0,92.0,,,594.7,-119.6338425,35.307712554999995,0.25,135,15,45
32376,-119.6335602,35.30757904,-119.6332042,35.30743367,-119.6333822,35.307506355,0.036123,1823,177.8,32376,1,642.5,114.5,39.0,104.5,,,642.5,-119.6333822,35.30750635499999,0.25,135,15,45
32377,-119.6332042,35.30743367,-119.6328266,35.30729944,-119.6330154,35.307366555,0.037374,1823,177.8,32377,1,679.3,111.5,2.0,109.5,,,679.3,-119.63301540000002,35.307366554999994,0.25,135,15,45
32378,-119.6328266,35.30729944,-119.6320045,35.30708652,-119.63241555,35.30719298,0.078266,1823,177.8,32378,1,717.1,105.6,2.0,103.6,,,717.1,-119.63241555,35.30719298000001,0.25,135,15,45
32379,-119.6320045,35.30708652,-119.6311823,35.30687359,-119.6315934,35.306980055,0.078275,1823,177.8,32379,1,638.6,105.6,12.0,93.6,,,638.6,-119.6315934,35.30698005499999,0.25,135,15,45
32380,-119.6311823,35.30687359,-119.6303254,35.30674514,-119.63075385,35.306809365,0.079058,1823,177.8,32380,1,559.7,98.4,9.0,90.6,,,559.7,-119.63075384999999,35.306809365,0.25,135,15,45
32381,-119.6303254,35.30674514,-119.6294685,35.30661669,-119.62989695,35.306680915,0.079058,1823,177.8,32381,1,480.4,98.4,41.0,122.6,,,480.4,-119.62989695000002,35.306680915,0.25,135,15,45
32382,-119.6294685,35.30661669,-119.6286115,35.30648823,-119.62904,35.30655246,0.079068,1823,177.8,32382,1,401.2,98.4,332.0,126.40000000000002,,,401.2,-119.62904,35.306552460000006,0.25,135,15,45
32383,-119.6286115,35.30648823,-119.6277546,35.30635978,-119.62818305,35.306424005,0.079059,1823,177.8,32383,1,321.9,98.4,357.0,101.40000000000003,,,321.9,-119.62818305,35.30642400499998,0.25,135,15,45
32384,-119.6277546,35.30635978,-119.6267398,35.30619908,-119.6272472,35.30627943,0.093804,1823,177.8,32384,1,235.2,99.0,25.0,106.0,,,235.2,-119.62724719999999,35.30627943,0.25,135,15,45
32385,-119.6267398,35.30619908,-119.6257249,35.30603838,-119.62623235,35.30611873,0.093813,1823,177.8,32385,1,141.1,99.0,343.0,116.0,,,141.1,-119.62623235,35.306118729999994,0.25,135,15,45
32386,-119.6257249,35.30603838,-119.6247101,35.30587769,-119.6252175,35.305958035,0.093804,1823,177.8,32386,1,47.0,99.0,353.0,106.00000000000004,,,47.0,-119.62521749999999,35.30595803500001,0.25,135,15,45
32387,-119.6247101,35.30587769,-119.6247063,35.30636787,-119.6247082,35.30612278,0.054507,1823,177.8,32387,1,27.2,358.4,18.0,160.4,,,27.2,-119.6247082,35.306122779999995,0.25,135,15,45
32388,-119.6247063,35.30636787,-119.6247025,35.30685806,-119.6247044,35.306612965,0.054508,1823,177.8,32388,1,65.7,358.4,4.0,174.4,,,65.7,-119.6247044,35.30661296499999,0.25,135,15,45
32389,-119.6247025,35.30685806,-119.6248932,35.30716705,-119.62479785,35.307012555,0.03847,1823,177.8,32389,1,19.2,331.2,358.0,153.2,,,19.2,-119.62479785000001,35.30701255499999,0.25,135,15,45
32390,-119.6248932,35.30716705,-119.6248398,35.30718613,-119.6248665,35.30717659,0.00529,1823,177.8,32390,1,2.7,64.5,358.0,113.5,,,2.7,-119.62486650000001,35.307176590000005,0.25,135,15,45
32391,-119.6248398,35.30718613,-119.6247945,35.30711065,-119.62481715,35.30714839,0.009346,1823,177.8,32391,1,4.7,151.9,358.0,153.9,,,4.7,-119.62481715,35.30714839,0.25,135,15,45
33343,-121.3213959,38.810009,-121.3222733,38.81000646,-121.3218346,38.81000773,0.076024,1848,203.2,33343,1,38.1,268.7,139.0,129.69999999999996,,,38.1,-121.3218346,38.810007729999995,0.25,135,15,45
33344,-121.3222733,38.81000646,-121.3231506,38.81000392,-121.32271195,38.81000519,0.076015,1848,203.2,33344,1,114.3,268.7,116.0,152.7,,,114.3,-121.32271195,38.81000518999999,0.25,135,15,45
33345,-121.3231506,38.81000392,-121.324028,38.81000137,-121.3235893,38.810002645,0.076024,1848,203.2,33345,1,38.1,268.7,142.0,126.69999999999996,,,38.1,-121.3235893,38.81000264499999,0.25,135,15,45
33346,-121.324028,38.81000137,-121.3236313,38.81033897,-121.32382965,38.81017017,0.050899,1848,203.2,33346,1,25.5,41.5,190.0,148.50000000000003,,,25.5,-121.32382965,38.810170169999985,0.25,135,15,45
33347,-121.3236313,38.81033897,-121.3232346,38.81067657,-121.32343295,38.81050777,0.050899,1848,203.2,33347,1,25.5,41.5,128.0,93.5,,,25.5,-121.32343295,38.810507769999994,0.25,135,15,45
33348,-121.3232346,38.81067657,-121.3233304,38.81073264,-121.3232825,38.810704605,0.010381,1848,203.2,33348,1,5.2,305.7,162.0,143.69999999999996,,,5.2,-121.3232825,38.810704605,0.25,135,15,45
37440,-122.0383606,39.50907135,-122.0383377,39.50907898,-122.03834915,39.509075165,0.00214,1890,203.2,37440,1,1.1,66.1,108.0,138.1,,,1.1,-122.03834915,39.509075165,0.25,135,15,45
37441,-122.0383377,39.50907898,-122.0382004,39.50880432,-122.03826905,39.50894165,0.032734,1890,203.2,37441,1,16.3,158.2,108.0,129.8,,,16.3,-122.03826905,39.508941650000004,0.25,135,15,45
37442,-122.0382004,39.50880432,-122.0378799,39.50873184,-122.03804015,39.50876808,0.028653,1890,203.2,37442,1,14.3,105.7,108.0,177.7,,,14.3,-122.03804015,39.508768079999996,0.25,135,15,45
37443,-122.0378799,39.50873184,-122.03685,39.508358,-122.03736495,39.50854492,0.097646,1890,203.2,37443,1,77.6,114.5,297.0,177.5000000000002,,,77.6,-122.03736495000001,39.50854492,0.25,135,15,45
37444,-122.03685,39.508358,-122.036302,39.50767225,-122.036576,39.508015125,0.08958,1890,203.2,37444,1,171.2,147.6,323.0,175.40000000000006,,,171.2,-122.03657599999998,39.50801512499999,0.25,135,15,45
37445,-122.036302,39.50767225,-122.0358924,39.50715282,-122.0360972,39.507412535,0.067608,1890,203.2,37445,1,249.8,148.0,298.0,149.99999999999997,,,249.8,-122.0360972,39.50741253499999,0.25,135,15,45
37446,-122.0358924,39.50715282,-122.0358522,39.50710124,-122.0358723,39.50712703,0.006693,1890,203.2,37446,1,286.9,148.3,311.0,162.69999999999996,,,286.9,-122.0358723,39.50712702999999,0.25,135,15,45
37447,-122.0358522,39.50710124,-122.0358276,39.50708008,-122.0358399,39.50709066,0.003161,1890,203.2,37447,1,291.8,137.4,311.0,173.6,,,291.8,-122.03583990000001,39.50709066,0.25,135,15,45
37448,-122.0358276,39.50708008,-122.0352256,39.50632536,-122.0355266,39.50670272,0.09854,1890,203.2,37448,1,342.6,147.7,311.0,163.3,,,342.6,-122.0355266,39.50670272,0.25,135,15,45
37449,-122.0352256,39.50632536,-122.0346235,39.50557065,-122.03492455,39.505948005,0.098544,1890,203.2,37449,1,441.1,147.7,256.0,108.30000000000004,,,441.1,-122.03492455000001,39.505948005,0.25,135,15,45
37450,-122.0346235,39.50557065,-122.0343323,39.50520706,-122.0344779,39.505388855,0.047526,1890,203.2,37450,1,514.1,147.6,256.0,108.4,,,514.1,-122.03447789999998,39.50538885499999,0.25,135,15,45
37451,-122.0343323,39.50520706,-122.0337244,39.50444053,-122.03402835,39.504823795,0.099925,1890,203.2,37451,1,587.8,147.8,208.0,119.8,,,587.8,-122.03402835000001,39.50482379500001,0.25,135,15,45
37452,-122.0337244,39.50444053,-122.0331165,39.50367399,-122.03342045,39.50405726,0.099926,1890,203.2,37452,1,640.8,147.8,150.0,177.8000000000001,,,640.8,-122.03342045,39.504057259999996,0.25,135,15,45
37453,-122.0331165,39.50367399,-122.032613,39.50304275,-122.03286475,39.50335837,0.082419,1890,203.2,37453,1,549.7,147.7,138.0,170.30000000000004,,,549.7,-122.03286475,39.50335836999999,0.25,135,15,45
37454,-122.032613,39.50304275,-122.0321095,39.50241151,-122.03236125,39.50272713,0.082419,1890,203.2,37454,1,467.4,147.7,262.0,114.30000000000008,,,467.4,-122.03236124999998,39.50272713,0.25,135,15,45
37455,-122.0321095,39.50241151,-122.031606,39.50178027,-122.03185775,39.50209589,0.082419,1890,203.2,37455,1,385.0,147.7,195.0,132.7,,,385.0,-122.03185774999999,39.50209589000001,0.25,135,15,45
37456,-122.031606,39.50178027,-122.0311025,39.50114903,-122.03135425,39.50146465,0.082419,1890,203.2,37456,1,302.7,147.7,226.0,101.7,,,302.7,-122.03135424999999,39.50146464999999,0.25,135,15,45
37457,-122.0311025,39.50114903,-122.0306428,39.50057267,-122.03087265,39.50086085,0.075253,1890,203.2,37457,1,223.9,147.7,321.0,173.29999999999998,,,223.9,-122.03087265000002,39.50086085,0.25,135,15,45
37458,-122.0306428,39.50057267,-122.0301831,39.49999631,-122.03041295,39.50028449,0.075253,1890,203.2,37458,1,148.7,147.7,267.0,119.3,,,148.7,-122.03041295,39.500284490000006,0.25,135,15,45
37459,-122.0301831,39.49999631,-122.0297233,39.49941995,-122.0299532,39.49970813,0.075258,1890,203.2,37459,1,73.5,147.7,271.0,123.3,,,73.5,-122.02995320000001,39.49970813000001,0.25,135,15,45
37460,-122.0297233,39.49941995,-122.0295258,39.49917221,-122.02962455,39.49929608,0.032342,1890,203.2,37460,1,19.7,147.7,162.0,165.69999999999996,,,19.7,-122.02962455,39.49929608,0.25,135,15,45
37461,-122.0295258,39.49917221,-122.0295029,39.49914551,-122.02951435,39.49915886,0.00356,1890,203.2,37461,1,1.8,145.8,137.0,171.20000000000002,,,1.8,-122.02951435,39.49915886000001,0.25,135,15,45
37462,-122.0295029,39.49914551,-122.0295105,39.49913025,-122.0295067,39.49913788,0.001818,1890,203.2,37462,1,0.9,200.5,137.0,116.50000000000004,,,0.9,-122.02950670000001,39.49913787999999,0.25,135,15,45
38690,-121.8505589,39.18867918,-121.8504148,39.18786236,-121.85048685,39.18827077,0.091671,1916,203.2,38690,1,45.8,171.5,246.0,105.5,,,45.8,-121.85048685,39.18827077,0.25,135,15,45
38691,-121.8504148,39.18786236,-121.8502707,39.18704555,-121.85034275,39.187453955,0.09167,1916,203.2,38691,1,137.3,171.5,322.0,150.49999999999994,,,137.3,-121.85034275,39.18745395500001,0.25,135,15,45
38692,-121.8502707,39.18704555,-121.8501342,39.18624513,-121.85020245,39.18664534,0.089777,1916,203.2,38692,1,227.8,171.7,340.0,168.30000000000004,,,227.8,-121.85020245,39.18664533999999,0.25,135,15,45
38693,-121.8501342,39.18624513,-121.8499977,39.18544471,-121.85006595,39.18584492,0.089777,1916,203.2,38693,1,184.7,171.7,351.0,179.30000000000044,,,184.7,-121.85006595000002,39.18584492000001,0.25,135,15,45
38694,-121.8499977,39.18544471,-121.8498611,39.18464429,-121.8499294,39.1850445,0.089778,1916,203.2,38694,1,95.1,171.7,6.0,165.7,,,95.1,-121.8499294,39.185044500000004,0.25,135,15,45
38695,-121.8498611,39.18464429,-121.8497928,39.18419427,-121.84982695,39.18441928,0.050385,1916,203.2,38695,1,25.1,172.5,4.0,168.5,,,25.1,-121.84982695000001,39.18441927999999,0.25,135,15,45
46685,-120.2476501,37.1089325,-120.2476273,37.1089325,-120.2476387,37.1089325,0.002022,2010,203.2,46685,1,1.0,88.3,270.0,178.29999999999993,,,1.0,-120.24763870000001,37.108932499999995,0.25,135,15,45
46686,-120.2476273,37.1089325,-120.2476299,37.10835556,-120.2476286,37.10864403,0.064153,2010,203.2,46686,1,32.0,178.5,271.0,92.5,,,32.0,-120.2476286,37.10864403000001,0.25,135,15,45
46687,-120.2476299,37.10835556,-120.2476326,37.10777862,-120.24763125,37.10806709,0.064153,2010,203.2,46687,1,96.1,178.6,271.0,92.4,,,96.1,-120.24763125,37.10806708999999,0.25,135,15,45
46688,-120.2476326,37.10777862,-120.2476358,37.10710021,-120.2476342,37.107439415,0.075436,2010,203.2,46688,1,165.8,178.6,277.0,98.40000000000003,,,165.8,-120.24763420000001,37.10743941500001,0.25,135,15,45
46689,-120.2476358,37.10710021,-120.2476389,37.1064218,-120.24763735,37.106761005,0.075436,2010,203.2,46689,1,138.4,178.5,279.0,100.5,,,138.4,-120.24763735000002,37.106761004999996,0.25,135,15,45
46690,-120.2476389,37.1064218,-120.2476421,37.1057434,-120.2476405,37.1060826,0.075435,2010,203.2,46690,1,63.1,178.6,278.0,99.40000000000002,,,63.1,-120.2476405,37.1060826,0.25,135,15,45
46691,-120.2476421,37.1057434,-120.2476425,37.10551453,-120.2476423,37.105628965,0.025449,2010,203.2,46691,1,12.7,178.4,278.0,99.6,,,12.7,-120.24764230000001,37.105628965,0.25,135,15,45
46692,-120.2476425,37.10551453,-120.246721,37.10551199,-120.24718175,37.10551326,0.08172,2010,203.2,46692,1,41.0,88.5,279.0,169.50000000000003,,,41.0,-120.24718175000001,37.10551326,0.25,135,15,45
46693,-120.246721,37.10551199,-120.2457994,37.10550944,-120.2462602,37.105510715,0.081729,2010,203.2,46693,1,122.9,88.5,279.0,169.50000000000003,,,122.9,-120.2462602,37.105510715,0.25,135,15,45
46694,-120.2457994,37.10550944,-120.2448779,37.1055069,-120.24533865,37.10550817,0.08172,2010,203.2,46694,1,204.9,88.5,282.0,166.50000000000009,,,204.9,-120.24533865,37.10550817,0.25,135,15,45
46695,-120.2448779,37.1055069,-120.2439365,37.10550789,-120.2444072,37.105507395,0.083484,2010,203.2,46695,1,287.7,88.3,281.0,167.30000000000004,,,287.7,-120.2444072,37.105507395,0.25,135,15,45
46696,-120.2439365,37.10550789,-120.2429952,37.10550887,-120.24346585,37.10550838,0.083475,2010,203.2,46696,1,371.4,88.3,283.0,165.3,,,371.4,-120.24346585000002,37.105508379999996,0.25,135,15,45
46697,-120.2429952,37.10550887,-120.2420538,37.10550985,-120.2425245,37.10550936,0.083484,2010,203.2,46697,1,455.1,88.3,276.0,172.3,,,455.1,-120.2425245,37.105509360000006,0.25,135,15,45
46698,-120.2420538,37.10550985,-120.2411124,37.10551084,-120.2415831,37.105510345,0.083484,2010,203.2,46698,1,430.6,88.3,269.0,179.29999999999995,,,430.6,-120.2415831,37.105510345,0.25,135,15,45
