d_pipe_mean,d_pipe_sigma,d_pipe_low,d_pipe_high,d_pipe_dist_type,soil_type,soil_density,t_pipe_mean,t_pipe_sigma,t_pipe_low,t_pipe_high,t_pipe_dist_type,sigma_y_mean,sigma_y_sigma,sigma_y_low,sigma_y_high,sigma_y_dist_type,n_param_mean,n_param_sigma,n_param_low,n_param_high,n_param_dist_type,r_param_mean,r_param_sigma,r_param_low,r_param_high,r_param_dist_type,alpha_backfill_mean,alpha_backfill_sigma,alpha_backfill_low,alpha_backfill_high,alpha_backfill_dist_type,s_u_backfill_mean,s_u_backfill_sigma,s_u_backfill_low,s_u_backfill_high,s_u_backfill_dist_type,gamma_backfill_mean,gamma_backfill_sigma,gamma_backfill_low,gamma_backfill_high,gamma_backfill_dist_type,h_pipe_mean,h_pipe_sigma,h_pipe_low,h_pipe_high,h_pipe_dist_type,phi_backfill_mean,phi_backfill_sigma,phi_backfill_low,phi_backfill_high,phi_backfill_dist_type,delta_backfill_mean,delta_backfill_sigma,delta_backfill_low,delta_backfill_high,delta_backfill_dist_type,op_press_mean,op_press_sigma,op_press_low,op_press_high,op_press_dist_type,l_anchor_mean,l_anchor_sigma,l_anchor_low,l_anchor_high,l_anchor_dist_type,beta_crossing_mean,beta_crossing_sigma,beta_crossing_low,beta_crossing_high,beta_crossing_dist_type,psi_dip_mean,psi_dip_sigma,psi_dip_low,psi_dip_high,psi_dip_dist_type,def_length_mean,def_length_sigma,def_length_low,def_length_high,def_length_dist_type,vs30_mean,vs30_sigma,vs30_low,vs30_high,vs30_dist_type,gw_depth_mean,gw_depth_sigma,gw_depth_low,gw_depth_high,gw_depth_dist_type,dist_river_mean,dist_river_sigma,dist_river_low,dist_river_high,dist_river_dist_type,dist_coast_mean,dist_coast_sigma,dist_coast_low,dist_coast_high,dist_coast_dist_type,dist_water_mean,dist_water_sigma,dist_water_low,dist_water_high,dist_water_dist_type,precip_mean,precip_sigma,precip_low,precip_high,precip_dist_type,steel_grade,level_to_run,GeologicUnit_Witter2006,GeologicUnit_BedrossianEtal2012
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,4.069026754237811,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,1.8660243,0.47238072707743883,-inf,inf,lognormal,-0.87083673,0.14916638004195087,-inf,49.12916,lognormal,0.046608593,0.14916638004195087,-inf,50.046608,lognormal,-3.4222786,0.14916638004195087,-inf,46.57772,lognormal,6.6687365,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qf
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.267200548541362,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,2.5745409,0.47238072707743883,-inf,inf,lognormal,0.06362777,0.14916638004195087,-inf,50.06363,lognormal,2.6589599,0.14916638004195087,-inf,52.65896,lognormal,0.2503239,0.14916638004195087,-inf,50.250324,lognormal,6.453625,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.279111917456852,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,2.4130576,0.47238072707743883,-inf,inf,lognormal,-0.41531494,0.14916638004195087,-inf,49.584686,lognormal,2.7099805,0.14916638004195087,-inf,52.70998,lognormal,-0.12998511,0.14916638004195087,-inf,49.870014,lognormal,6.4928455,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.325433653511077,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,1.0807712,0.47238072707743883,-inf,inf,lognormal,-0.592809,0.14916638004195087,-inf,49.407192,lognormal,2.9123714,0.14916638004195087,-inf,52.912373,lognormal,-1.4953024,0.14916638004195087,-inf,48.504696,lognormal,6.3961205,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qoa
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,5.640132447579745,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.953509,0.293560379208524,-inf,inf,lognormal,2.0666306,0.47238072707743883,-inf,inf,lognormal,0.4197432,0.14916638004195087,-inf,50.419743,lognormal,0.91612524,0.14916638004195087,-inf,50.916126,lognormal,0.43632177,0.14916638004195087,-inf,50.43632,lognormal,6.453786,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qls
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,3.427514689979529,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.151575,0.293560379208524,-inf,inf,lognormal,1.7275124,0.47238072707743883,-inf,inf,lognormal,-0.9464744,0.14916638004195087,-inf,49.053524,lognormal,4.169376,0.14916638004195087,2.6861508,54.169376,lognormal,-1.8698384,0.14916638004195087,-inf,48.13016,lognormal,6.4928455,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Tss
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,3.7471483622379123,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.9847813,0.293560379208524,-inf,inf,lognormal,3.7392898,0.47238072707743883,-inf,inf,lognormal,1.2725534,0.14916638004195087,-inf,51.272552,lognormal,4.035377,0.14916638004195087,1.8816372,54.035378,lognormal,1.1923414,0.14916638004195087,-inf,51.19234,lognormal,6.602045,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Tsh
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,7.577685008365898,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.863347,0.293560379208524,-inf,inf,lognormal,2.9937959,0.47238072707743883,-inf,inf,lognormal,-0.9446893,0.14916638004195087,-inf,49.05531,lognormal,3.8922334,0.14916638004195087,-inf,53.892235,lognormal,-1.7265315,0.14916638004195087,-inf,48.273468,lognormal,6.412803,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qya
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,4.867534450455582,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,1.14254,0.47238072707743883,-inf,inf,lognormal,-0.24937782,0.14916638004195087,-inf,49.75062,lognormal,3.7919536,0.14916638004195087,-inf,53.791954,lognormal,-1.2865783,0.14916638004195087,-inf,48.71342,lognormal,6.325792,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qya
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,3.763522997109702,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,0.24634127,0.47238072707743883,-inf,inf,lognormal,-0.39330655,0.14916638004195087,-inf,49.606693,lognormal,3.6345122,0.14916638004195087,-inf,53.634514,lognormal,0.08990574,0.14916638004195087,-inf,50.089905,lognormal,6.453625,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qya
558.8,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,3.775057150354989,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.863347,0.293560379208524,-inf,inf,lognormal,3.7311687,0.47238072707743883,-inf,inf,lognormal,-0.5327257,0.14916638004195087,-inf,49.467274,lognormal,3.306032,0.14916638004195087,-inf,53.30603,lognormal,-1.6530821,0.14916638004195087,-inf,48.346916,lognormal,6.4928455,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,Qyf
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.912643313054913,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,-1.9483484,0.47238072707743883,-inf,inf,lognormal,-0.62990844,0.14916638004195087,-inf,49.37009,lognormal,2.5002248,0.14916638004195087,-inf,52.500225,lognormal,-1.7990578,0.14916638004195087,-inf,48.200943,lognormal,6.8983107,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,Qof,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.298949246855942,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.251673,0.293560379208524,-inf,inf,lognormal,3.1539397,0.47238072707743883,-inf,inf,lognormal,-0.4678357,0.14916638004195087,-inf,49.532166,lognormal,2.7103267,0.14916638004195087,-inf,52.710327,lognormal,-0.4378744,0.14916638004195087,-inf,49.562126,lognormal,7.107005,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,br,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.587825458980236,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.6818776,0.293560379208524,-inf,inf,lognormal,-0.3443799,0.47238072707743883,-inf,inf,lognormal,-0.4077024,0.14916638004195087,-inf,49.592297,lognormal,2.1844263,0.14916638004195087,-inf,52.184425,lognormal,-1.3616343,0.14916638004195087,-inf,48.638367,lognormal,6.6359468,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,Qf,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,5.483966713434666,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.2195954,0.293560379208524,-inf,inf,lognormal,3.1115038,0.47238072707743883,-inf,inf,lognormal,0.81848353,0.14916638004195087,-inf,50.818485,lognormal,1.8397086,0.14916638004195087,-inf,51.83971,lognormal,0.8872232,0.14916638004195087,-inf,50.887222,lognormal,6.76111,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,br,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.142037405587356,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.863347,0.293560379208524,-inf,inf,lognormal,2.5486772,0.47238072707743883,-inf,inf,lognormal,-3.1627045,0.14916638004195087,-inf,46.837296,lognormal,1.8129417,0.14916638004195087,-inf,51.812943,lognormal,-1.3502008,0.14916638004195087,-inf,48.6498,lognormal,6.790097,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,Qha,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.684611727667927,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,2.3755176,0.47238072707743883,-inf,inf,lognormal,1.1111807,0.14916638004195087,-inf,51.11118,lognormal,1.1661761,0.14916638004195087,-inf,51.166176,lognormal,1.1579438,0.14916638004195087,-inf,51.157944,lognormal,6.700485,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,Qpf,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.803949110256548,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,0.39132208,0.47238072707743883,-inf,inf,lognormal,0.32784557,0.14916638004195087,-inf,50.327847,lognormal,3.9159157,0.14916638004195087,-1.6346791,53.915916,lognormal,0.20962428,0.14916638004195087,-inf,50.209625,lognormal,6.5669537,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.02707297457535,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,6.103189,0.293560379208524,-inf,inf,lognormal,-1.0210923,0.47238072707743883,-inf,inf,lognormal,1.4797976,0.14916638004195087,-inf,51.479797,lognormal,3.8639073,0.14916638004195087,-inf,53.863907,lognormal,1.4504751,0.14916638004195087,-inf,51.450474,lognormal,6.5305862,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.30755184406493,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,5.4187636,0.293560379208524,-inf,inf,lognormal,1.9177221,0.47238072707743883,-inf,inf,lognormal,1.608505,0.14916638004195087,-inf,51.608505,lognormal,-0.7331345,0.14916638004195087,-inf,49.266865,lognormal,-2.0626686,0.14916638004195087,-inf,47.937332,lognormal,6.723694,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,Qds,
609.6,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,0.4294213816262289,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.08981854528859166,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.14916638004195087,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.14916638004195087,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.0997513451195927,0.0,9.532423871145296,lognormal,6.381477550657225,0.38525317015992666,0.0,inf,lognormal,90,20.0,90.0,360.0,normal,75,10.0,15.0,90.0,normal,4.605170185988092,0.7702771223902047,2.302585092994046,5.991464547107982,lognormal,,0.293560379208524,-inf,inf,lognormal,-0.062770955,0.47238072707743883,-inf,inf,lognormal,1.2886549,0.14916638004195087,-inf,51.288654,lognormal,-0.9937948,0.14916638004195087,-inf,49.006207,lognormal,-2.8388772,0.14916638004195087,-inf,47.16112,lognormal,6.76111,0.38525317015992666,-inf,7.824046010856292,lognormal,"""NA""",1,afem,
