SectionID,SectionName,SectionTrace
88,"San Diego Trough north alt1, Subsection 6","[[-117.54354, 32.59413, 0.0], [-117.56499, 32.62662, 0.0]]"
609,"San Diego Trough north alt1, Subsection 5","[[-117.52211, 32.56164, 0.0], [-117.54354, 32.59413, 0.0]]"
2461,"San Diego Trough north alt1, Subsection 4","[[-117.49935, 32.52981, 0.0], [-117.5178, 32.5551, 0.0], [-117.52211, 32.56164, 0.0]]"
1914,"San Gabriel (Extension), Subsection 1","[[-117.70518, 34.23836, 0.0], [-117.743, 34.2434, 0.0], [-117.78939, 34.24787, 0.0]]"
592,"San Gabriel (Extension), Subsection 0","[[-117.631, 34.2629, 0.0], [-117.68, 34.235, 0.0], [-117.70518, 34.23836, 0.0]]"
2361,"Cucamonga, Subsection 2","[[-117.59341, 34.16506, 0.0], [-117.6331, 34.16292, 0.0], [-117.66266, 34.14843, 0.0], [-117.66746, 34.1469, 0.0]]"
976,"Cucamonga, Subsection 1","[[-117.5169, 34.16816, 0.0], [-117.52048, 34.16828, 0.0], [-117.55824, 34.17095, 0.0], [-117.56877, 34.17179, 0.0], [-117.57733, 34.16593, 0.0], [-117.59341, 34.16506, 0.0]]"
1713,"Cucamonga, Subsection 0","[[-117.44146, 34.18038, 0.0], [-117.45407, 34.17341, 0.0], [-117.47722, 34.16699, 0.0], [-117.4954, 34.16741, 0.0], [-117.5169, 34.16816, 0.0]]"
1331,"San Jacinto (San Bernardino), Subsection 0","[[-117.50032, 34.26298, 0.0], [-117.43668, 34.22226, 0.0]]"
320,"San Jacinto (San Bernardino), Subsection 1","[[-117.43668, 34.22226, 0.0], [-117.389, 34.1917, 0.0], [-117.37883, 34.17734, 0.0]]"
1223,"San Jacinto (San Bernardino), Subsection 2","[[-117.37883, 34.17734, 0.0], [-117.33819, 34.11994, 0.0]]"
2234,"San Jacinto (San Bernardino), Subsection 3","[[-117.33819, 34.11994, 0.0], [-117.325, 34.1013, 0.0], [-117.28951, 34.06733, 0.0]]"
2263,"San Jacinto (San Bernardino), Subsection 4","[[-117.28951, 34.06733, 0.0], [-117.237, 34.017, 0.0]]"
550,"San Jacinto (San Jacinto Valley) rev, Subsection 0","[[-117.237, 34.017, 0.0], [-117.222, 34.0067, 0.0], [-117.18733, 33.97999, 0.0]]"
314,"San Jacinto (San Jacinto Valley) rev, Subsection 1","[[-117.18733, 33.97999, 0.0], [-117.13843, 33.94227, 0.0]]"
1330,"San Jacinto (San Jacinto Valley) rev, Subsection 2","[[-117.13843, 33.94227, 0.0], [-117.08958, 33.90453, 0.0]]"
1251,"San Jacinto (Stepovers Combined), Subsection 0","[[-117.08958, 33.90453, 0.0], [-117.04569, 33.86253, 0.0]]"
297,"San Jacinto (Stepovers Combined), Subsection 1","[[-117.04569, 33.86253, 0.0], [-117.00185, 33.82051, 0.0]]"
543,"San Jacinto (Stepovers Combined), Subsection 2","[[-117.00185, 33.82051, 0.0], [-116.95805, 33.77848, 0.0]]"
2518,"San Jacinto (Stepovers Combined), Subsection 3","[[-116.95805, 33.77848, 0.0], [-116.9143, 33.73643, 0.0]]"
726,"San Jacinto (Anza) rev, Subsection 0","[[-116.9143, 33.73643, 0.0], [-116.8457, 33.69723, 0.0]]"
2342,"San Jacinto (Anza) rev, Subsection 1","[[-116.8457, 33.69723, 0.0], [-116.84472, 33.69667, 0.0], [-116.77916, 33.65569, 0.0]]"
1204,"San Jacinto (Anza) rev, Subsection 2","[[-116.77916, 33.65569, 0.0], [-116.71272, 33.61407, 0.0]]"
1945,"San Jacinto (Anza) rev, Subsection 3","[[-116.71272, 33.61407, 0.0], [-116.64634, 33.57242, 0.0]]"
1737,"San Jacinto (Anza) rev, Subsection 4","[[-116.64634, 33.57242, 0.0], [-116.58003, 33.53073, 0.0]]"
2034,"San Jacinto (Anza) rev, Subsection 5","[[-116.58003, 33.53073, 0.0], [-116.549, 33.5112, 0.0], [-116.5133, 33.48955, 0.0]]"
582,"San Jacinto (Clark) rev, Subsection 0","[[-116.5133, 33.48955, 0.0], [-116.44522, 33.44829, 0.0]]"
31,"San Jacinto (Clark) rev, Subsection 1","[[-116.44522, 33.44829, 0.0], [-116.393, 33.4166, 0.0], [-116.37523, 33.40982, 0.0]]"
2247,"San Jacinto (Clark) rev, Subsection 2","[[-116.37523, 33.40982, 0.0], [-116.339, 33.396, 0.0], [-116.29718, 33.38395, 0.0]]"
821,"San Jacinto (Clark) rev, Subsection 3","[[-116.29718, 33.38395, 0.0], [-116.297, 33.3839, 0.0], [-116.23614, 33.33572, 0.0]]"
1459,"San Jacinto (Clark) rev, Subsection 4","[[-116.23614, 33.33572, 0.0], [-116.21, 33.315, 0.0], [-116.16819, 33.29536, 0.0]]"
2481,"San Jacinto (Clark) rev, Subsection 5","[[-116.16819, 33.29536, 0.0], [-116.147, 33.2854, 0.0], [-116.099, 33.2558, 0.0]]"
2516,"Elysian Park (Lower CFM), Subsection 5","[[-118.21154, 34.00569, 10.0], [-118.2687, 34.03017, 10.0]]"
2417,"Elysian Park (Lower CFM), Subsection 4","[[-118.15441, 33.98118, 10.0], [-118.21154, 34.00569, 10.0]]"
746,"Elysian Park (Lower CFM), Subsection 3","[[-118.10061, 33.9524, 10.0], [-118.12595, 33.96896, 10.0], [-118.15441, 33.98118, 10.0]]"
2244,"Puente Hills, Subsection 2","[[-118.05819, 33.93488, 5.0], [-118.1435, 33.95408, 5.0], [-118.14922, 33.95797, 5.0]]"
2227,"Puente Hills, Subsection 1","[[-117.963, 33.92942, 5.0], [-118.04325, 33.93151, 5.0], [-118.05819, 33.93488, 5.0]]"
1641,"Puente Hills, Subsection 0","[[-117.86728, 33.92685, 5.0], [-117.963, 33.92942, 5.0]]"
2179,"Whittier alt 1, Subsection 5","[[-117.87411, 33.93627, 0.0], [-117.93314, 33.95378, 0.0]]"
414,"Whittier alt 1, Subsection 4","[[-117.81622, 33.91641, 0.0], [-117.852, 33.9297, 0.0], [-117.87411, 33.93627, 0.0]]"
2124,"Whittier alt 1, Subsection 3","[[-117.76032, 33.893, 0.0], [-117.792, 33.9074, 0.0], [-117.81622, 33.91641, 0.0]]"
2495,"Whittier alt 1, Subsection 2","[[-117.70441, 33.86985, 0.0], [-117.717, 33.8733, 0.0], [-117.76032, 33.893, 0.0]]"
207,"Whittier alt 1, Subsection 1","[[-117.64494, 33.85355, 0.0], [-117.70441, 33.86985, 0.0]]"
1262,"Whittier alt 1, Subsection 0","[[-117.59, 33.8289, 0.0], [-117.636, 33.8511, 0.0], [-117.64494, 33.85355, 0.0]]"
1632,"Elsinore (Glen Ivy) rev, Subsection 0","[[-117.59, 33.8289, 0.0], [-117.548, 33.8129, 0.0], [-117.5309, 33.79922, 0.0]]"
1646,"Elsinore (Glen Ivy) rev, Subsection 1","[[-117.5309, 33.79922, 0.0], [-117.48055, 33.75891, 0.0]]"
679,"Elsinore (Glen Ivy) rev, Subsection 2","[[-117.48055, 33.75891, 0.0], [-117.46332, 33.7451, 0.0], [-117.44568, 33.73183, 0.0], [-117.4279, 33.72083, 0.0]]"
798,"Elsinore (Glen Ivy) rev, Subsection 3","[[-117.4279, 33.72083, 0.0], [-117.42415, 33.71851, 0.0], [-117.40265, 33.70453, 0.0], [-117.3727, 33.68522, 0.0]]"
1612,"Elsinore (Stepovers Combined), Subsection 0","[[-117.3727, 33.68522, 0.0], [-117.32683, 33.64842, 0.0]]"
1652,"Elsinore (Stepovers Combined), Subsection 1","[[-117.32683, 33.64842, 0.0], [-117.28099, 33.6116, 0.0]]"
1098,"Elsinore (Temecula) rev, Subsection 0","[[-117.28099, 33.6116, 0.0], [-117.22548, 33.57343, 0.0]]"
2492,"Elsinore (Temecula) rev, Subsection 1","[[-117.22548, 33.57343, 0.0], [-117.20449, 33.55897, 0.0], [-117.17461, 33.53124, 0.0]]"
331,"Elsinore (Temecula) rev, Subsection 2","[[-117.17461, 33.53124, 0.0], [-117.17214, 33.52894, 0.0], [-117.14172, 33.49754, 0.0], [-117.1278, 33.48581, 0.0]]"
1721,"Elsinore (Temecula) rev, Subsection 3","[[-117.1278, 33.48581, 0.0], [-117.07725, 33.44317, 0.0]]"
2257,"Elsinore (Temecula) rev, Subsection 4","[[-117.07725, 33.44317, 0.0], [-117.05333, 33.42297, 0.0], [-117.03405, 33.39583, 0.0]]"
2410,"Elsinore (Temecula) rev, Subsection 5","[[-117.03405, 33.39583, 0.0], [-117.03091, 33.3914, 0.0], [-117.01518, 33.37031, 0.0], [-117.00819, 33.34091, 0.0]]"
2009,"Elsinore (Julian), Subsection 7","[[-116.91372, 33.31323, 0.0], [-116.952, 33.332, 0.0], [-117.0082, 33.3409, 0.0]]"
1477,"Elsinore (Julian), Subsection 6","[[-116.82733, 33.26878, 0.0], [-116.844, 33.279, 0.0], [-116.91372, 33.31323, 0.0]]"
2256,"Elsinore (Julian), Subsection 5","[[-116.74547, 33.21864, 0.0], [-116.791, 33.2465, 0.0], [-116.82733, 33.26878, 0.0]]"
223,"Elsinore (Julian), Subsection 4","[[-116.67121, 33.16108, 0.0], [-116.69025, 33.17807, 0.0], [-116.72922, 33.20868, 0.0], [-116.74547, 33.21864, 0.0]]"
1503,"Elsinore (Julian), Subsection 3","[[-116.59821, 33.1025, 0.0], [-116.628, 33.1225, 0.0], [-116.67121, 33.16108, 0.0]]"
1155,"Elsinore (Julian), Subsection 2","[[-116.51922, 33.04938, 0.0], [-116.59821, 33.1025, 0.0]]"
675,"Elsinore (Julian), Subsection 1","[[-116.43787, 32.99901, 0.0], [-116.46023, 33.01088, 0.0], [-116.51916, 33.04934, 0.0], [-116.51922, 33.04938, 0.0]]"
1208,"Elsinore (Julian), Subsection 0","[[-116.35568, 32.94965, 0.0], [-116.40701, 32.98262, 0.0], [-116.43787, 32.99901, 0.0]]"
900,"Elsinore (Coyote Mountains), Subsection 5","[[-116.28051, 32.9406, 0.0], [-116.33667, 32.97477, 0.0]]"
176,"Elsinore (Coyote Mountains), Subsection 4","[[-116.23631, 32.89663, 0.0], [-116.26444, 32.93081, 0.0], [-116.28051, 32.9406, 0.0]]"
1099,"Elsinore (Coyote Mountains), Subsection 3","[[-116.19224, 32.85176, 0.0], [-116.23022, 32.88921, 0.0], [-116.23631, 32.89663, 0.0]]"
1381,"Elsinore (Coyote Mountains), Subsection 2","[[-116.13336, 32.82454, 0.0], [-116.178, 32.8377, 0.0], [-116.19224, 32.85176, 0.0]]"
2484,"Elsinore (Coyote Mountains), Subsection 1","[[-116.06907, 32.80302, 0.0], [-116.099, 32.8144, 0.0], [-116.13336, 32.82454, 0.0]]"
2404,"Sierra Nevada  (No Extension), Subsection 0","[[-117.99, 36.2193, 0.0], [-118.03435, 36.28645, 0.0]]"
1054,"Sierra Nevada  (No Extension), Subsection 1","[[-118.03435, 36.28645, 0.0], [-118.03889, 36.29331, 0.0], [-118.03034, 36.35179, 0.0], [-118.03056, 36.3612, 0.0]]"
1389,"Owens Valley, Subsection 0","[[-117.96535, 36.30771, 0.0], [-117.98082, 36.36358, 0.0]]"
2329,"Owens Valley, Subsection 1","[[-117.98082, 36.36358, 0.0], [-117.99631, 36.41945, 0.0]]"
1705,"Owens Valley, Subsection 2","[[-117.99631, 36.41945, 0.0], [-118.01183, 36.47532, 0.0]]"
2452,"Owens Valley, Subsection 3","[[-118.01183, 36.47532, 0.0], [-118.02, 36.5047, 0.0], [-118.03224, 36.52999, 0.0]]"
2025,"Owens Valley, Subsection 4","[[-118.03224, 36.52999, 0.0], [-118.043, 36.5522, 0.0], [-118.05347, 36.58453, 0.0]]"
1206,"Independence rev 2011, Subsection 0","[[-118.092, 36.5015, 0.0], [-118.168, 36.5586, 0.0], [-118.16855, 36.55924, 0.0]]"
1648,"Independence rev 2011, Subsection 1","[[-118.16855, 36.55924, 0.0], [-118.224, 36.6239, 0.0], [-118.22546, 36.62965, 0.0]]"
1579,"Independence rev 2011, Subsection 2","[[-118.22546, 36.62965, 0.0], [-118.234, 36.6634, 0.0], [-118.26162, 36.70816, 0.0]]"
2503,"Independence rev 2011, Subsection 3","[[-118.26162, 36.70816, 0.0], [-118.302, 36.7735, 0.0], [-118.30562, 36.78459, 0.0]]"
575,"Independence rev 2011, Subsection 4","[[-118.30562, 36.78459, 0.0], [-118.32, 36.8287, 0.0], [-118.30831, 36.86635, 0.0]]"
528,"Independence rev 2011, Subsection 5","[[-118.30831, 36.86635, 0.0], [-118.304, 36.8802, 0.0], [-118.3269, 36.94787, 0.0]]"
2187,"Independence rev 2011, Subsection 6","[[-118.3269, 36.94787, 0.0], [-118.33651, 36.97624, 0.0], [-118.34528, 37.00376, 0.0], [-118.36069, 37.02733, 0.0]]"
352,"Independence rev 2011, Subsection 7","[[-118.36069, 37.02733, 0.0], [-118.36655, 37.03629, 0.0], [-118.40533, 37.07131, 0.0], [-118.40408, 37.09883, 0.0]]"
1767,"Monte Vista - Shannon 2011 CFM, Subsection 2","[[-122.17729, 37.39668, 0.0], [-122.10892, 37.35666, 0.0]]"
1052,"Monte Vista - Shannon 2011 CFM, Subsection 1","[[-122.24573, 37.43666, 0.0], [-122.17729, 37.39668, 0.0]]"
2035,"Calaveras (Central) 2011 CFM, Subsection 5","[[-121.67125, 37.25526, 0.0], [-121.68551, 37.30027, 0.0], [-121.68592, 37.3007, 0.0]]"
519,"Calaveras (Central) 2011 CFM, Subsection 6","[[-121.68592, 37.3007, 0.0], [-121.7216, 37.33811, 0.0]]"
1727,"Calaveras (Central) 2011 CFM, Subsection 7","[[-121.7216, 37.33811, 0.0], [-121.75732, 37.37551, 0.0]]"
620,"Calaveras (Central) 2011 CFM, Subsection 8","[[-121.75732, 37.37551, 0.0], [-121.77087, 37.3897, 0.0], [-121.78828, 37.41535, 0.0]]"
1444,"San Jacinto (Lytle Creek connector), Subsection 0","[[-117.50122, 34.2466, 0.0], [-117.45153, 34.191, 0.0]]"
855,"San Jacinto (Lytle Creek connector), Subsection 1","[[-117.45153, 34.191, 0.0], [-117.44196, 34.18028, 0.0], [-117.38969, 34.14502, 0.0]]"
261,"San Jacinto (Lytle Creek connector), Subsection 2","[[-117.38969, 34.14502, 0.0], [-117.325, 34.1013, 0.0]]"
417,"San Jacinto (Coyote Creek), Subsection 0","[[-116.543, 33.4688, 0.0], [-116.48267, 33.4288, 0.0]]"
301,"San Jacinto (Coyote Creek), Subsection 1","[[-116.48267, 33.4288, 0.0], [-116.47, 33.4204, 0.0], [-116.42703, 33.38444, 0.0]]"
1472,"San Jacinto (Coyote Creek), Subsection 2","[[-116.42703, 33.38444, 0.0], [-116.37268, 33.33891, 0.0]]"
2585,"San Jacinto (Coyote Creek), Subsection 3","[[-116.37268, 33.33891, 0.0], [-116.3184, 33.29334, 0.0]]"
166,"San Jacinto (Coyote Creek), Subsection 4","[[-116.3184, 33.29334, 0.0], [-116.283, 33.2636, 0.0], [-116.26288, 33.24891, 0.0]]"
835,"Gravel Hills-Harper Lk, Subsection 3","[[-117.04678, 34.96996, 0.0], [-117.0919, 35.00184, 0.0]]"
2591,"Gravel Hills-Harper Lk, Subsection 2","[[-117.0047, 34.93574, 0.0], [-117.01707, 34.94894, 0.0], [-117.04678, 34.96996, 0.0]]"
1943,"Gravel Hills-Harper Lk, Subsection 1","[[-116.96846, 34.89702, 0.0], [-117.0047, 34.93574, 0.0]]"
1687,"Gravel Hills-Harper Lk, Subsection 0","[[-116.91851, 34.87243, 0.0], [-116.96001, 34.88799, 0.0], [-116.96846, 34.89702, 0.0]]"
453,"Camp Rock 2011, Subsection 5","[[-116.87419, 34.81373, 0.0], [-116.884, 34.8312, 0.0], [-116.917, 34.8715, 0.0]]"
1594,"Camp Rock 2011, Subsection 4","[[-116.82399, 34.76249, 0.0], [-116.857, 34.7831, 0.0], [-116.87419, 34.81373, 0.0]]"
2131,"Camp Rock 2011, Subsection 3","[[-116.76098, 34.71877, 0.0], [-116.808, 34.7525, 0.0], [-116.82399, 34.76249, 0.0]]"
183,"Camp Rock 2011, Subsection 2","[[-116.70187, 34.67162, 0.0], [-116.734, 34.6994, 0.0], [-116.76098, 34.71877, 0.0]]"
913,"Camp Rock 2011, Subsection 1","[[-116.64166, 34.62551, 0.0], [-116.674, 34.6475, 0.0], [-116.70187, 34.67162, 0.0]]"
636,"Emerson-Copper Mtn 2011, Subsection 10","[[-116.63015, 34.60217, 0.0], [-116.65136, 34.61485, 0.0], [-116.674, 34.6475, 0.0]]"
38,"Emerson-Copper Mtn 2011, Subsection 9","[[-116.57256, 34.56695, 0.0], [-116.57395, 34.56855, 0.0], [-116.63015, 34.60217, 0.0]]"
1413,"Emerson-Copper Mtn 2011, Subsection 8","[[-116.53092, 34.51874, 0.0], [-116.53987, 34.52941, 0.0], [-116.57256, 34.56695, 0.0]]"
757,"Emerson-Copper Mtn 2011, Subsection 7","[[-116.4828, 34.47506, 0.0], [-116.49483, 34.4864, 0.0], [-116.52253, 34.50872, 0.0], [-116.53092, 34.51874, 0.0]]"
2350,"Emerson-Copper Mtn 2011, Subsection 6","[[-116.42409, 34.44138, 0.0], [-116.43914, 34.45042, 0.0], [-116.47881, 34.4713, 0.0], [-116.4828, 34.47506, 0.0]]"
1686,"Emerson-Copper Mtn 2011, Subsection 5","[[-116.37341, 34.39979, 0.0], [-116.37919, 34.40653, 0.0], [-116.41784, 34.43763, 0.0], [-116.42409, 34.44138, 0.0]]"
1416,"Emerson-Copper Mtn 2011, Subsection 4","[[-116.33207, 34.35145, 0.0], [-116.35028, 34.3728, 0.0], [-116.37341, 34.39979, 0.0]]"
1009,"Emerson-Copper Mtn 2011, Subsection 3","[[-116.3007, 34.29877, 0.0], [-116.30418, 34.30812, 0.0], [-116.31681, 34.33355, 0.0], [-116.33207, 34.35145, 0.0]]"
1825,"Emerson-Copper Mtn 2011, Subsection 2","[[-116.27431, 34.24476, 0.0], [-116.28379, 34.25329, 0.0], [-116.3007, 34.29877, 0.0]]"
229,"Emerson-Copper Mtn 2011, Subsection 1","[[-116.23001, 34.19833, 0.0], [-116.2421, 34.21128, 0.0], [-116.26675, 34.23795, 0.0], [-116.27431, 34.24476, 0.0]]"
685,"Emerson-Copper Mtn 2011, Subsection 0","[[-116.17928, 34.15781, 0.0], [-116.20527, 34.1718, 0.0], [-116.23001, 34.19833, 0.0]]"
2416,"Pinto Mtn, Subsection 6","[[-116.24866, 34.14651, 0.0], [-116.22863, 34.14756, 0.0], [-116.16666, 34.14357, 0.0]]"
2310,"Pinto Mtn, Subsection 5","[[-116.33042, 34.1396, 0.0], [-116.28314, 34.14471, 0.0], [-116.24866, 34.14651, 0.0]]"
1763,"Sierra Madre, Subsection 3","[[-117.98357, 34.16075, 0.0], [-117.985, 34.1611, 0.0], [-118.003, 34.1752, 0.0], [-118.06516, 34.17577, 0.0]]"
53,"Sierra Madre, Subsection 2","[[-117.89709, 34.14785, 0.0], [-117.94, 34.1501, 0.0], [-117.98357, 34.16075, 0.0]]"
1688,"Sierra Madre, Subsection 1","[[-117.82258, 34.13518, 0.0], [-117.86, 34.1587, 0.0], [-117.881, 34.147, 0.0], [-117.89709, 34.14785, 0.0]]"
45,"Sierra Madre, Subsection 0","[[-117.74, 34.1231, 0.0], [-117.755, 34.1219, 0.0], [-117.769, 34.1317, 0.0], [-117.807, 34.1305, 0.0], [-117.818, 34.1323, 0.0], [-117.82258, 34.13518, 0.0]]"
2455,"Cucamonga, Subsection 3","[[-117.66746, 34.1469, 0.0], [-117.7414, 34.12329, 0.0]]"
974,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 1","[[-121.35723, 36.78867, 0.0], [-121.35454, 36.78515, 0.0], [-121.30511, 36.74632, 0.0]]"
1969,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 0","[[-121.3961, 36.83948, 0.0], [-121.35723, 36.78867, 0.0]]"
554,"Calaveras (So) 2011 CFM, Subsection 0","[[-121.39613, 36.83948, 0.0], [-121.41374, 36.87652, 0.0]]"
2378,"San Luis Range - Pecho 2011 CFM, Subsection 4","[[-120.84625, 35.16419, 0.0], [-120.89162, 35.19147, 0.0]]"
2534,"San Luis Range - Pecho 2011 CFM, Subsection 3","[[-120.80063, 35.13723, 0.0], [-120.80622, 35.14009, 0.0], [-120.84625, 35.16419, 0.0]]"
1270,"San Luis Range 2011 CFM, Subsection 6","[[-120.45519, 35.01175, 0.0], [-120.5042, 35.06229, 0.0]]"
420,"San Luis Range 2011 CFM, Subsection 7","[[-120.5042, 35.06229, 0.0], [-120.51462, 35.07302, 0.0], [-120.56069, 35.10712, 0.0]]"
2053,"San Luis Range 2011 CFM, Subsection 8","[[-120.56069, 35.10712, 0.0], [-120.56678, 35.11163, 0.0], [-120.63009, 35.13734, 0.0]]"
272,"San Luis Range 2011 CFM, Subsection 9","[[-120.63009, 35.13734, 0.0], [-120.64047, 35.14155, 0.0], [-120.70105, 35.16561, 0.0]]"
50,"San Luis Range 2011 CFM, Subsection 10","[[-120.70105, 35.16561, 0.0], [-120.77209, 35.19377, 0.0]]"
931,"Shoreline, Subsection 1","[[-120.78663, 35.16724, 0.0], [-120.799, 35.177, 0.0], [-120.83769, 35.19558, 0.0]]"
2073,"Shoreline, Subsection 2","[[-120.83769, 35.19558, 0.0], [-120.874, 35.213, 0.0], [-120.88929, 35.22352, 0.0]]"
2449,"Shoreline, Subsection 3","[[-120.88929, 35.22352, 0.0], [-120.906, 35.235, 0.0], [-120.937, 35.256, 0.0]]"
2170,"San Jacinto (Coyote Creek), Subsection 5","[[-116.26288, 33.24891, 0.0], [-116.205, 33.2066, 0.0]]"
1829,"San Gabriel, Subsection 8","[[-118.81578, 34.66189, 0.0], [-118.816, 34.6621, 0.0], [-118.875, 34.714, 0.0]]"
2136,"San Gabriel, Subsection 7","[[-118.75767, 34.60905, 0.0], [-118.772, 34.6203, 0.0], [-118.81578, 34.66189, 0.0]]"
758,"San Gabriel, Subsection 6","[[-118.69506, 34.55977, 0.0], [-118.696, 34.5606, 0.0], [-118.75767, 34.60905, 0.0]]"
1522,"San Gabriel, Subsection 5","[[-118.63655, 34.50721, 0.0], [-118.644, 34.5142, 0.0], [-118.69506, 34.55977, 0.0]]"
2532,"San Gabriel, Subsection 4","[[-118.57945, 34.45363, 0.0], [-118.63655, 34.50721, 0.0]]"
2122,"San Gabriel, Subsection 3","[[-118.51308, 34.40862, 0.0], [-118.561, 34.4363, 0.0], [-118.57945, 34.45363, 0.0]]"
1483,"San Gabriel, Subsection 2","[[-118.43761, 34.37431, 0.0], [-118.489, 34.3947, 0.0], [-118.51308, 34.40862, 0.0]]"
1580,"San Gabriel, Subsection 1","[[-118.3571, 34.34852, 0.0], [-118.428, 34.3705, 0.0], [-118.43761, 34.37431, 0.0]]"
2400,"Brawley (Seismic Zone) alt 1, Subsection 4","[[-115.68745, 33.20009, 0.0], [-115.66502, 33.1496, 0.0]]"
983,"Brawley (Seismic Zone) alt 1, Subsection 5","[[-115.66502, 33.1496, 0.0], [-115.64261, 33.0991, 0.0]]"
1557,"Brawley (Seismic Zone) alt 1, Subsection 6","[[-115.64261, 33.0991, 0.0], [-115.62022, 33.04861, 0.0]]"
1108,"Brawley (Seismic Zone) alt 1, Subsection 7","[[-115.62022, 33.04861, 0.0], [-115.59786, 32.9981, 0.0]]"
1046,"Brawley (Seismic Zone) alt 1, Subsection 8","[[-115.59786, 32.9981, 0.0], [-115.57553, 32.9476, 0.0]]"
1492,"Brawley (Seismic Zone) alt 1, Subsection 9","[[-115.57553, 32.9476, 0.0], [-115.55323, 32.89708, 0.0]]"
2092,"Imperial, Subsection 11","[[-115.53602, 32.88087, 0.0], [-115.55254, 32.92551, 0.0]]"
1960,"Imperial, Subsection 10","[[-115.50489, 32.84215, 0.0], [-115.53586, 32.88044, 0.0], [-115.53602, 32.88087, 0.0]]"
626,"Green Valley 2011 CFM, Subsection 6","[[-122.10659, 38.09712, 0.0], [-122.089, 38.04365, 0.0]]"
36,"Green Valley 2011 CFM, Subsection 5","[[-122.13038, 38.14902, 0.0], [-122.11043, 38.10879, 0.0], [-122.10659, 38.09712, 0.0]]"
1789,"Green Valley 2011 CFM, Subsection 4","[[-122.15011, 38.20202, 0.0], [-122.13282, 38.15394, 0.0], [-122.13038, 38.14902, 0.0]]"
2330,"Green Valley 2011 CFM, Subsection 3","[[-122.1688, 38.25526, 0.0], [-122.16127, 38.23303, 0.0], [-122.15011, 38.20202, 0.0]]"
2367,"Green Valley 2011 CFM, Subsection 2","[[-122.18688, 38.30865, 0.0], [-122.1688, 38.25526, 0.0]]"
846,"Green Valley 2011 CFM, Subsection 1","[[-122.205, 38.36202, 0.0], [-122.18688, 38.30865, 0.0]]"
26,"Green Valley 2011 CFM, Subsection 0","[[-122.22314, 38.4154, 0.0], [-122.205, 38.36202, 0.0]]"
413,"Hunting Creek - Berryessa 2011 CFM, Subsection 0","[[-122.22314, 38.4154, 0.0], [-122.24482, 38.45643, 0.0]]"
1424,"Hunting Creek - Berryessa 2011 CFM, Subsection 1","[[-122.24482, 38.45643, 0.0], [-122.2501, 38.46641, 0.0], [-122.24634, 38.49989, 0.0]]"
1909,"Hunting Creek - Berryessa 2011 CFM, Subsection 2","[[-122.24634, 38.49989, 0.0], [-122.24137, 38.54413, 0.0]]"
2382,"Hunting Creek - Berryessa 2011 CFM, Subsection 3","[[-122.24137, 38.54413, 0.0], [-122.24012, 38.55527, 0.0], [-122.2638, 38.58286, 0.0]]"
1884,"Hunting Creek - Berryessa 2011 CFM, Subsection 4","[[-122.2638, 38.58286, 0.0], [-122.29548, 38.61972, 0.0]]"
492,"Hunting Creek - Berryessa 2011 CFM, Subsection 5","[[-122.29548, 38.61972, 0.0], [-122.29863, 38.62339, 0.0], [-122.33536, 38.65125, 0.0]]"
1348,"Hunting Creek - Berryessa 2011 CFM, Subsection 6","[[-122.33536, 38.65125, 0.0], [-122.3441, 38.65787, 0.0], [-122.37342, 38.68421, 0.0]]"
2203,"Hunting Creek - Bartlett Springs connector 2011, Subsection 0","[[-122.36415, 38.68143, 0.0], [-122.37495, 38.72953, 0.0]]"
1928,"Hunting Creek - Bartlett Springs connector 2011, Subsection 1","[[-122.37495, 38.72953, 0.0], [-122.38576, 38.77763, 0.0]]"
2153,"Hunting Creek - Bartlett Springs connector 2011, Subsection 2","[[-122.38576, 38.77763, 0.0], [-122.38694, 38.78288, 0.0], [-122.38471, 38.82635, 0.0]]"
1768,"Hunting Creek - Bartlett Springs connector 2011, Subsection 3","[[-122.38471, 38.82635, 0.0], [-122.38422, 38.83594, 0.0], [-122.40113, 38.8729, 0.0]]"
2533,"San Gabriel (Extension), Subsection 6","[[-118.12547, 34.2622, 0.0], [-118.136, 34.2647, 0.0], [-118.20537, 34.2862, 0.0]]"
1762,"San Gabriel (Extension), Subsection 7","[[-118.20537, 34.2862, 0.0], [-118.207, 34.2867, 0.0], [-118.255, 34.3009, 0.0], [-118.28003, 34.31781, 0.0]]"
922,"San Gabriel, Subsection 0","[[-118.28003, 34.31781, 0.0], [-118.301, 34.3311, 0.0], [-118.3571, 34.34852, 0.0]]"
1755,"Northridge Hills, Subsection 0","[[-118.45388, 34.22872, 0.0], [-118.51446, 34.2484, 0.0], [-118.56512, 34.25968, 0.0], [-118.58093, 34.26703, 0.0]]"
915,"Northridge Hills, Subsection 1","[[-118.58093, 34.26703, 0.0], [-118.6555, 34.30166, 0.0], [-118.70571, 34.3008, 0.0]]"
344,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 8","[[-119.56852, 34.4369, 0.0], [-119.5271, 34.43275, 0.0]]"
623,"Santa Ynez (East), Subsection 7","[[-119.1212, 34.53932, 0.0], [-119.04827, 34.5526, 0.0]]"
2000,"Santa Ynez (East), Subsection 6","[[-119.19481, 34.53048, 0.0], [-119.164, 34.5315, 0.0], [-119.1212, 34.53932, 0.0]]"
