SectionID,SectionName,SectionTrace
2228,"Coyote Canyon, Subsection 2","[[-116.69019, 35.32174, 0.0], [-116.63184, 35.31696, 0.0]]"
988,"Hat Creek-McArthur-Mayfield, Subsection 6","[[-121.48022, 41.18942, 0.0], [-121.45486, 41.14579, 0.0]]"
117,"Baker, Subsection 1","[[-115.95292, 34.97149, 0.0], [-115.98544, 35.0211, 0.0]]"
128,"North Frontal  (East), Subsection 2","[[-116.62118, 34.33307, 0.0], [-116.58857, 34.32105, 0.0], [-116.53925, 34.31929, 0.0], [-116.52517, 34.31049, 0.0]]"
2561,"Helendale-So Lockhart, Subsection 13","[[-117.39542, 34.88333, 0.0], [-117.418, 34.9156, 0.0], [-117.42894, 34.93325, 0.0]]"
1275,"Helendale-So Lockhart, Subsection 14","[[-117.42894, 34.93325, 0.0], [-117.46048, 34.98405, 0.0]]"
569,"Helendale-So Lockhart, Subsection 15","[[-117.46048, 34.98405, 0.0], [-117.49205, 35.03485, 0.0]]"
994,"Helendale-So Lockhart, Subsection 16","[[-117.49205, 35.03485, 0.0], [-117.497, 35.0428, 0.0], [-117.54273, 35.07296, 0.0]]"
1095,"Helendale-So Lockhart, Subsection 17","[[-117.54273, 35.07296, 0.0], [-117.597, 35.1087, 0.0]]"
1145,"Cerro Prieto, Subsection 0","[[-115.61214, 32.65079, 0.0], [-115.5568, 32.60787, 0.0]]"
555,"Cerro Prieto, Subsection 1","[[-115.5568, 32.60787, 0.0], [-115.50151, 32.56493, 0.0]]"
61,"Cerro Prieto, Subsection 2","[[-115.50151, 32.56493, 0.0], [-115.44627, 32.52196, 0.0]]"
1212,"Cerro Prieto, Subsection 3","[[-115.44627, 32.52196, 0.0], [-115.39109, 32.47896, 0.0]]"
1317,"Cleghorn Pass, Subsection 0","[[-115.85938, 34.2534, 0.0], [-115.88274, 34.29437, 0.0]]"
2237,"Cleghorn Pass, Subsection 1","[[-115.88274, 34.29437, 0.0], [-115.90117, 34.32668, 0.0], [-115.90861, 34.33402, 0.0]]"
946,"Cleghorn Pass, Subsection 2","[[-115.90861, 34.33402, 0.0], [-115.94384, 34.36875, 0.0]]"
759,"Cleghorn Pass, Subsection 3","[[-115.94384, 34.36875, 0.0], [-115.95714, 34.38185, 0.0], [-115.96722, 34.40879, 0.0]]"
2121,"Polaris 2011 CFM, Subsection 2","[[-120.18405, 39.39552, 0.0], [-120.14412, 39.3471, 0.0], [-120.14034, 39.34122, 0.0]]"
398,"Polaris 2011 CFM, Subsection 3","[[-120.14034, 39.34122, 0.0], [-120.10358, 39.2839, 0.0]]"
1473,"West Tahoe, Subsection 6","[[-120.0925, 39.19013, 0.0], [-120.1049, 39.21034, 0.0], [-120.10895, 39.23432, 0.0], [-120.12031, 39.26209, 0.0]]"
1724,"West Tahoe, Subsection 5","[[-120.10188, 39.11614, 0.0], [-120.08786, 39.18257, 0.0], [-120.0925, 39.19013, 0.0]]"
251,"West Tahoe, Subsection 4","[[-120.09541, 39.04126, 0.0], [-120.10571, 39.09801, 0.0], [-120.10188, 39.11614, 0.0]]"
458,"West Tahoe, Subsection 3","[[-120.07468, 38.96758, 0.0], [-120.08786, 38.99956, 0.0], [-120.09541, 39.04126, 0.0]]"
1971,"Pinto Mtn, Subsection 2","[[-116.56308, 34.08239, 0.0], [-116.55858, 34.08298, 0.0], [-116.4872, 34.10823, 0.0]]"
499,"Pinto Mtn, Subsection 1","[[-116.64472, 34.07895, 0.0], [-116.63834, 34.08013, 0.0], [-116.59128, 34.0787, 0.0], [-116.56308, 34.08239, 0.0]]"
1423,"Pinto Mtn, Subsection 0","[[-116.72039, 34.05496, 0.0], [-116.70146, 34.06018, 0.0], [-116.67965, 34.07253, 0.0], [-116.64472, 34.07895, 0.0]]"
371,"Hunting Creek - Berryessa 2011 CFM, Subsection 8","[[-122.41077, 38.71772, 0.0], [-122.44815, 38.75121, 0.0]]"
177,"Honey Lake 2011 CFM, Subsection 13","[[-120.55614, 40.29979, 0.0], [-120.6086, 40.31176, 0.0]]"
1107,"Honey Lake 2011 CFM, Subsection 14","[[-120.6086, 40.31176, 0.0], [-120.66108, 40.32371, 0.0]]"
894,"Rose Canyon, Subsection 2","[[-117.1504, 32.60136, 0.0], [-117.15052, 32.60327, 0.0], [-117.16081, 32.63396, 0.0]]"
830,"Rose Canyon, Subsection 3","[[-117.16081, 32.63396, 0.0], [-117.16544, 32.64777, 0.0], [-117.16439, 32.6672, 0.0]]"
1874,"Big Pine (West), Subsection 1","[[-119.49263, 34.67069, 0.0], [-119.51861, 34.67289, 0.0], [-119.55822, 34.66955, 0.0]]"
1840,"Big Pine (West), Subsection 0","[[-119.42705, 34.66513, 0.0], [-119.49263, 34.67069, 0.0]]"
375,"Eureka Peak, Subsection 2","[[-116.36817, 34.0703, 0.0], [-116.39458, 34.12245, 0.0]]"
907,"Eureka Peak, Subsection 1","[[-116.34965, 34.01654, 0.0], [-116.35315, 34.02392, 0.0], [-116.35514, 34.04454, 0.0], [-116.36817, 34.0703, 0.0]]"
472,"Eureka Peak, Subsection 0","[[-116.3421, 33.96074, 0.0], [-116.34317, 33.99466, 0.0], [-116.3465, 34.00991, 0.0], [-116.34965, 34.01654, 0.0]]"
1674,"Joshua Tree (Seismicity), Subsection 1","[[-116.31489, 34.03423, 0.0], [-116.31815, 34.02492, 0.0], [-116.31995, 33.98682, 0.0], [-116.31838, 33.98247, 0.0]]"
190,"Joshua Tree (Seismicity), Subsection 2","[[-116.31838, 33.98247, 0.0], [-116.30025, 33.93231, 0.0]]"
2456,"Chino alt 1, Subsection 2","[[-117.69631, 33.95417, 0.0], [-117.662, 33.92089, 0.0]]"
903,"Hector Mine, Subsection 3","[[-116.26744, 34.5533, 0.0], [-116.25713, 34.49116, 0.0]]"
1535,"Hector Mine, Subsection 2","[[-116.31183, 34.60306, 0.0], [-116.26863, 34.56044, 0.0], [-116.26744, 34.5533, 0.0]]"
1791,"Hector Mine, Subsection 1","[[-116.35336, 34.65564, 0.0], [-116.31316, 34.60437, 0.0], [-116.31183, 34.60306, 0.0]]"
70,"Hector Mine, Subsection 0","[[-116.37674, 34.71515, 0.0], [-116.35644, 34.65956, 0.0], [-116.35336, 34.65564, 0.0]]"
1830,"Palos Verdes, Subsection 2","[[-117.94685, 33.32165, 0.0], [-117.986, 33.3546, 0.0], [-117.99547, 33.3659, 0.0]]"
547,"Palos Verdes, Subsection 3","[[-117.99547, 33.3659, 0.0], [-118.03685, 33.41523, 0.0]]"
1141,"Palos Verdes, Subsection 4","[[-118.03685, 33.41523, 0.0], [-118.06, 33.4428, 0.0], [-118.07258, 33.4672, 0.0]]"
1243,"Palos Verdes, Subsection 5","[[-118.07258, 33.4672, 0.0], [-118.08, 33.4816, 0.0], [-118.10441, 33.52123, 0.0]]"
1322,"Palos Verdes, Subsection 6","[[-118.10441, 33.52123, 0.0], [-118.119, 33.5449, 0.0], [-118.13931, 33.57394, 0.0]]"
1588,"Palos Verdes, Subsection 7","[[-118.13931, 33.57394, 0.0], [-118.146, 33.5835, 0.0], [-118.17878, 33.62439, 0.0]]"
936,"Palos Verdes, Subsection 8","[[-118.17878, 33.62439, 0.0], [-118.21898, 33.67446, 0.0]]"
247,"West Tahoe, Subsection 2","[[-120.06019, 38.89276, 0.0], [-120.07408, 38.96611, 0.0], [-120.07468, 38.96758, 0.0]]"
568,"West Tahoe, Subsection 1","[[-120.0258, 38.8222, 0.0], [-120.05867, 38.88471, 0.0], [-120.06019, 38.89276, 0.0]]"
1450,"Gillem - Big Crack 2011 CFM, Subsection 1","[[-121.57735, 41.70313, 0.0], [-121.56401, 41.72962, 0.0], [-121.5651, 41.74696, 0.0]]"
1915,"Gillem - Big Crack 2011 CFM, Subsection 2","[[-121.5651, 41.74696, 0.0], [-121.56709, 41.77859, 0.0], [-121.56561, 41.79255, 0.0]]"
1569,"Gillem - Big Crack 2011 CFM, Subsection 3","[[-121.56561, 41.79255, 0.0], [-121.56079, 41.83807, 0.0]]"
1280,"Gillem - Big Crack 2011 CFM, Subsection 4","[[-121.56079, 41.83807, 0.0], [-121.55749, 41.86925, 0.0], [-121.55901, 41.8836, 0.0]]"
1577,"Gillem - Big Crack 2011 CFM, Subsection 5","[[-121.55901, 41.8836, 0.0], [-121.56384, 41.92912, 0.0]]"
706,"Gillem - Big Crack 2011 CFM, Subsection 6","[[-121.56384, 41.92912, 0.0], [-121.56868, 41.97464, 0.0]]"
319,"Baker, Subsection 0","[[-115.92044, 34.92186, 0.0], [-115.95292, 34.97149, 0.0]]"
1528,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13","[[-124.47014, 41.90469, 0.0], [-124.51038, 41.9464, 0.0], [-124.5598, 41.97566, 0.0]]"
2151,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14","[[-124.5598, 41.97566, 0.0], [-124.59484, 41.99637, 0.0], [-124.64267, 42.05084, 0.0]]"
74,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15","[[-124.64267, 42.05084, 0.0], [-124.64301, 42.05122, 0.0], [-124.67847, 42.14403, 0.0], [-124.67886, 42.14539, 0.0]]"
2519,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16","[[-124.67886, 42.14539, 0.0], [-124.70647, 42.24155, 0.0]]"
841,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17","[[-124.70647, 42.24155, 0.0], [-124.70946, 42.25195, 0.0], [-124.74921, 42.33455, 0.0]]"
1166,"Coronado Bank alt1, Subsection 30","[[-116.86253, 31.92222, 0.0], [-116.84, 31.89, 0.0]]"
2373,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 0","[[-119.89769, 34.42981, 0.0], [-119.86875, 34.42478, 0.0], [-119.85678, 34.42649, 0.0]]"
1837,"South Klamath Lake East, Subsection 1","[[-121.83921, 42.42756, 0.0], [-121.80821, 42.37812, 0.0]]"
234,"South Klamath Lake East, Subsection 2","[[-121.80821, 42.37812, 0.0], [-121.786, 42.34266, 0.0], [-121.77579, 42.32922, 0.0]]"
646,"South Klamath Lake East, Subsection 3","[[-121.77579, 42.32922, 0.0], [-121.74036, 42.28249, 0.0], [-121.73997, 42.28162, 0.0]]"
1328,"South Klamath Lake West, Subsection 4","[[-121.82504, 42.20231, 0.0], [-121.82249, 42.25536, 0.0]]"
1929,"South Klamath Lake West, Subsection 3","[[-121.82758, 42.14925, 0.0], [-121.82504, 42.20231, 0.0]]"
1856,"Hat Creek-McArthur-Mayfield, Subsection 7","[[-121.45486, 41.14579, 0.0], [-121.43314, 41.10837, 0.0], [-121.4334, 41.10159, 0.0]]"
1048,"Hat Creek-McArthur-Mayfield, Subsection 8","[[-121.4334, 41.10159, 0.0], [-121.43523, 41.05398, 0.0]]"
2272,"Hat Creek-McArthur-Mayfield, Subsection 9","[[-121.43523, 41.05398, 0.0], [-121.43705, 41.00638, 0.0]]"
1456,"Hat Creek-McArthur-Mayfield, Subsection 10","[[-121.43705, 41.00638, 0.0], [-121.43888, 40.95878, 0.0]]"
1325,"Rose Canyon, Subsection 1","[[-117.14832, 32.56761, 0.0], [-117.1504, 32.60136, 0.0]]"
1365,"Tin Mountain, Subsection 0","[[-117.45132, 37.02513, 0.0], [-117.46832, 36.96049, 0.0]]"
1057,"Tin Mountain, Subsection 1","[[-117.46832, 36.96049, 0.0], [-117.47617, 36.93062, 0.0], [-117.4841, 36.89566, 0.0]]"
399,"Tin Mountain, Subsection 2","[[-117.4841, 36.89566, 0.0], [-117.48989, 36.87013, 0.0], [-117.4869, 36.83009, 0.0]]"
2086,"Ortigalita (South), Subsection 0","[[-121.1429, 37.1081, 0.0], [-121.13982, 37.06154, 0.0]]"
723,"Ortigalita (North), Subsection 2","[[-121.11487, 37.07684, 0.0], [-121.1274, 37.0909, 0.0], [-121.14271, 37.11563, 0.0]]"
2573,"Ortigalita (North), Subsection 3","[[-121.14271, 37.11563, 0.0], [-121.1606, 37.1445, 0.0], [-121.17237, 37.15295, 0.0]]"
1853,"Ortigalita (North), Subsection 4","[[-121.17237, 37.15295, 0.0], [-121.21419, 37.18294, 0.0]]"
960,"Towne Pass, Subsection 3","[[-117.2419, 36.43116, 0.0], [-117.25182, 36.42547, 0.0], [-117.26948, 36.39168, 0.0], [-117.26747, 36.36787, 0.0]]"
21,"Towne Pass, Subsection 2","[[-117.20898, 36.49506, 0.0], [-117.20933, 36.4888, 0.0], [-117.23674, 36.43412, 0.0], [-117.2419, 36.43116, 0.0]]"
2472,"Pine Mtn, Subsection 5","[[-119.3309, 34.62176, 0.0], [-119.33573, 34.62293, 0.0], [-119.37002, 34.64962, 0.0], [-119.42705, 34.66513, 0.0]]"
686,"Pine Mtn, Subsection 4","[[-119.22289, 34.59667, 0.0], [-119.25761, 34.6039, 0.0], [-119.3309, 34.62176, 0.0]]"
2103,"Pine Mtn, Subsection 3","[[-119.11368, 34.57721, 0.0], [-119.1284, 34.57692, 0.0], [-119.22289, 34.59667, 0.0]]"
1445,"Pine Mtn, Subsection 2","[[-119.0015, 34.57932, 0.0], [-119.11368, 34.57721, 0.0]]"
783,"San Clemente, Subsection 0","[[-117.38254, 31.99493, 0.0], [-117.41949, 32.01944, 0.0]]"
1420,"San Clemente, Subsection 1","[[-117.41949, 32.01944, 0.0], [-117.44862, 32.03876, 0.0], [-117.45738, 32.04274, 0.0]]"
1846,"San Clemente, Subsection 2","[[-117.45738, 32.04274, 0.0], [-117.49874, 32.06155, 0.0]]"
1195,"Greenville (So) 2011 CFM, Subsection 0","[[-121.46941, 37.2544, 0.0], [-121.47442, 37.29765, 0.0]]"
349,"Calico-Hidalgo, Subsection 17","[[-116.87306, 34.96251, 0.0], [-116.9293, 34.99944, 0.0]]"
1357,"Calico-Hidalgo, Subsection 16","[[-116.81324, 34.93054, 0.0], [-116.837, 34.9388, 0.0], [-116.87306, 34.96251, 0.0]]"
851,"Manix-Afton Hills, Subsection 0","[[-116.75702, 34.92618, 0.0], [-116.68854, 34.94391, 0.0]]"
2581,"Manix-Afton Hills, Subsection 1","[[-116.68854, 34.94391, 0.0], [-116.62003, 34.9616, 0.0]]"
1749,"Manix-Afton Hills, Subsection 2","[[-116.62003, 34.9616, 0.0], [-116.55149, 34.97925, 0.0]]"
445,"Manix-Afton Hills, Subsection 3","[[-116.55149, 34.97925, 0.0], [-116.54464, 34.98101, 0.0], [-116.48261, 34.99605, 0.0]]"
2162,"Manix-Afton Hills, Subsection 4","[[-116.48261, 34.99605, 0.0], [-116.41368, 35.01272, 0.0]]"
307,"Manix-Afton Hills, Subsection 5","[[-116.41368, 35.01272, 0.0], [-116.36524, 35.02441, 0.0], [-116.34453, 35.02881, 0.0]]"
189,"Manix-Afton Hills, Subsection 6","[[-116.34453, 35.02881, 0.0], [-116.29915, 35.03844, 0.0], [-116.27636, 35.02999, 0.0]]"
860,"South Klamath Lake West, Subsection 5","[[-121.82249, 42.25536, 0.0], [-121.8223, 42.25936, 0.0], [-121.86391, 42.29759, 0.0]]"
2008,"South Klamath Lake West, Subsection 6","[[-121.86391, 42.29759, 0.0], [-121.89333, 42.32458, 0.0], [-121.90366, 42.34134, 0.0]]"
1822,"South Klamath Lake West, Subsection 7","[[-121.90366, 42.34134, 0.0], [-121.93347, 42.38964, 0.0]]"
140,"Battle Creek 2011 CFM, Subsection 2","[[-122.40427, 40.31533, 0.0], [-122.39473, 40.31957, 0.0], [-122.32905, 40.34599, 0.0], [-122.30005, 40.35577, 0.0]]"
102,"Battle Creek 2011 CFM, Subsection 3","[[-122.30005, 40.35577, 0.0], [-122.20173, 40.38887, 0.0], [-122.19253, 40.39091, 0.0]]"
2197,"Gravel Hills-Harper Lk, Subsection 7","[[-117.22746, 35.09739, 0.0], [-117.27272, 35.1292, 0.0]]"
2188,"Gravel Hills-Harper Lk, Subsection 8","[[-117.27272, 35.1292, 0.0], [-117.31801, 35.161, 0.0]]"
2282,"Gravel Hills-Harper Lk, Subsection 9","[[-117.31801, 35.161, 0.0], [-117.33739, 35.17459, 0.0], [-117.36334, 35.19278, 0.0]]"
1861,"Gravel Hills-Harper Lk, Subsection 10","[[-117.36334, 35.19278, 0.0], [-117.4087, 35.22454, 0.0]]"
868,"Gravel Hills-Harper Lk, Subsection 11","[[-117.4087, 35.22454, 0.0], [-117.4541, 35.25629, 0.0]]"
2099,"Trinidad (alt1), Subsection 6","[[-124.3246, 41.2572, 0.0], [-124.343, 41.297, 0.0], [-124.36162, 41.35257, 0.0]]"
2022,"Trinidad (alt1), Subsection 7","[[-124.36162, 41.35257, 0.0], [-124.394, 41.449, 0.0]]"
6,"Round Valley, Subsection 0","[[-118.59922, 37.24244, 0.0], [-118.61618, 37.25132, 0.0], [-118.63513, 37.26467, 0.0], [-118.64111, 37.27861, 0.0], [-118.63971, 37.29248, 0.0]]"
191,"San Diego Trough north alt1, Subsection 0","[[-117.4148, 32.3996, 0.0], [-117.43403, 32.43304, 0.0]]"
1793,"Ludlow, Subsection 9","[[-116.02533, 34.57995, 0.0], [-115.9855, 34.54295, 0.0]]"
2380,"Ludlow, Subsection 8","[[-116.06519, 34.61693, 0.0], [-116.02533, 34.57995, 0.0]]"
2155,"Ludlow, Subsection 7","[[-116.10509, 34.6539, 0.0], [-116.06519, 34.61693, 0.0]]"
659,"Ludlow, Subsection 6","[[-116.14503, 34.69086, 0.0], [-116.10509, 34.6539, 0.0]]"
616,"Ludlow, Subsection 5","[[-116.17083, 34.73425, 0.0], [-116.16055, 34.70521, 0.0], [-116.14503, 34.69086, 0.0]]"
488,"Ludlow, Subsection 4","[[-116.18765, 34.78172, 0.0], [-116.17083, 34.73425, 0.0]]"
390,"Ludlow, Subsection 3","[[-116.21646, 34.82482, 0.0], [-116.21665, 34.82371, 0.0], [-116.18825, 34.78341, 0.0], [-116.18765, 34.78172, 0.0]]"
1925,"Ludlow, Subsection 2","[[-116.20808, 34.87378, 0.0], [-116.21646, 34.82482, 0.0]]"
745,"Monterey Bay-Tularcitos, Subsection 2","[[-121.62606, 36.42216, 0.0], [-121.6489, 36.43872, 0.0], [-121.6883, 36.45267, 0.0]]"
1024,"Monterey Bay-Tularcitos, Subsection 1","[[-121.56712, 36.38703, 0.0], [-121.59573, 36.40017, 0.0], [-121.62606, 36.42216, 0.0]]"
1448,"Earthquake Valley, Subsection 2","[[-116.47624, 33.10109, 0.0], [-116.41229, 33.07177, 0.0]]"
1891,"Earthquake Valley (So Extension), Subsection 0","[[-116.41229, 33.07177, 0.0], [-116.384, 33.0588, 0.0], [-116.36747, 33.05327, 0.0]]"
2064,"Earthquake Valley (So Extension), Subsection 1","[[-116.36747, 33.05327, 0.0], [-116.321, 33.0377, 0.0]]"
82,"Swain Ravine - Spenceville, Subsection 13","[[-121.43485, 39.4099, 0.0], [-121.4491, 39.4708, 0.0]]"
1361,"Swain Ravine - Spenceville, Subsection 14","[[-121.4491, 39.4708, 0.0], [-121.46338, 39.53171, 0.0]]"
287,"Little Lake, Subsection 3","[[-117.75892, 35.74744, 0.0], [-117.79616, 35.79484, 0.0]]"
1415,"Bear River fault zone, Subsection 0","[[-124.12133, 40.34101, 0.0], [-124.15816, 40.38036, 0.0]]"
2129,"Garberville - Briceland 2011 CFM, Subsection 4","[[-124.05257, 40.2655, 0.0], [-124.06922, 40.29361, 0.0], [-124.12122, 40.36002, 0.0]]"
310,"Garberville - Briceland 2011 CFM, Subsection 3","[[-123.97093, 40.17747, 0.0], [-124.04452, 40.25189, 0.0], [-124.05257, 40.2655, 0.0]]"
1476,"Garberville - Briceland 2011 CFM, Subsection 2","[[-123.87308, 40.09965, 0.0], [-123.95011, 40.15637, 0.0], [-123.97093, 40.17747, 0.0]]"
2058,"Garberville - Briceland 2011 CFM, Subsection 1","[[-123.74727, 40.05441, 0.0], [-123.76128, 40.06264, 0.0], [-123.85564, 40.08679, 0.0], [-123.87308, 40.09965, 0.0]]"
1061,"Garberville - Briceland 2011 CFM, Subsection 0","[[-123.63528, 39.98846, 0.0], [-123.74727, 40.05441, 0.0]]"
1071,"McLean Lake, Subsection 2","[[-116.84792, 35.47925, 0.0], [-116.78922, 35.48338, 0.0]]"
982,"McLean Lake, Subsection 3","[[-116.78922, 35.48338, 0.0], [-116.73051, 35.48748, 0.0]]"
951,"Likely 2011 CFM, Subsection 18","[[-120.88871, 41.44184, 0.0], [-120.91378, 41.46082, 0.0], [-120.92656, 41.47137, 0.0]]"
591,"Anaheim, Subsection 2","[[-118.02691, 33.84352, 3.8], [-118.06527, 33.87827, 3.8]]"
2297,"Anaheim, Subsection 1","[[-117.98618, 33.81071, 3.8], [-118.02666, 33.84329, 3.8], [-118.02691, 33.84352, 3.8]]"
962,"North Frontal  (West), Subsection 0","[[-117.26906, 34.31693, 0.0], [-117.242, 34.343, 0.0], [-117.228, 34.367, 0.0], [-117.21, 34.371, 0.0], [-117.20707, 34.38214, 0.0]]"
2017,"North Frontal  (West), Subsection 1","[[-117.20707, 34.38214, 0.0], [-117.20113, 34.40468, 0.0], [-117.16715, 34.43865, 0.0], [-117.14451, 34.44431, 0.0], [-117.14314, 34.4442, 0.0]]"
2273,"North Frontal  (West), Subsection 2","[[-117.14314, 34.4442, 0.0], [-117.1077, 34.44148, 0.0], [-117.05958, 34.42167, 0.0], [-117.04463, 34.41494, 0.0]]"
1395,"North Frontal  (West), Subsection 3","[[-117.04463, 34.41494, 0.0], [-117.00297, 34.39619, 0.0], [-116.98882, 34.38204, 0.0], [-116.95483, 34.37071, 0.0]]"
1741,"North Frontal  (West), Subsection 4","[[-116.95483, 34.37071, 0.0], [-116.93785, 34.36505, 0.0], [-116.85011, 34.37072, 0.0]]"
1912,"Lenwood-Lockhart-Old Woman Springs, Subsection 3","[[-116.72845, 34.50408, 0.0], [-116.76615, 34.55163, 0.0]]"
303,"Lenwood-Lockhart-Old Woman Springs, Subsection 2","[[-116.69257, 34.45577, 0.0], [-116.696, 34.4631, 0.0], [-116.72845, 34.50408, 0.0]]"
2340,"Lenwood-Lockhart-Old Woman Springs, Subsection 1","[[-116.66777, 34.40279, 0.0], [-116.69257, 34.45577, 0.0]]"
2278,"Lenwood-Lockhart-Old Woman Springs, Subsection 0","[[-116.643, 34.3498, 0.0], [-116.66777, 34.40279, 0.0]]"
1105,"Great Valley 07 (Orestimba), Subsection 8","[[-121.31311, 37.53092, 7.0], [-121.28682, 37.50545, 7.0]]"
292,"Great Valley 07 (Orestimba), Subsection 9","[[-121.28682, 37.50545, 7.0], [-121.26055, 37.47998, 7.0]]"
551,"Great Valley 07 (Orestimba), Subsection 10","[[-121.26055, 37.47998, 7.0], [-121.23429, 37.4545, 7.0]]"
1948,"Great Valley 07 (Orestimba), Subsection 11","[[-121.23429, 37.4545, 7.0], [-121.20805, 37.42902, 7.0]]"
1205,"Great Valley 07 (Orestimba), Subsection 12","[[-121.20805, 37.42902, 7.0], [-121.18183, 37.40353, 7.0]]"
228,"Great Valley 07 (Orestimba), Subsection 13","[[-121.18183, 37.40353, 7.0], [-121.15563, 37.37804, 7.0]]"
1624,"Great Valley 07 (Orestimba), Subsection 14","[[-121.15563, 37.37804, 7.0], [-121.12945, 37.35254, 7.0]]"
1249,"Great Valley 07 (Orestimba), Subsection 15","[[-121.12945, 37.35254, 7.0], [-121.10328, 37.32703, 7.0]]"
1894,"Blue Cut, Subsection 12","[[-115.47533, 33.93614, 0.0], [-115.40944, 33.94089, 0.0]]"
1266,"Hat Creek-McArthur-Mayfield, Subsection 15","[[-121.4053, 40.77036, 0.0], [-121.39545, 40.72332, 0.0]]"
516,"Hat Creek-McArthur-Mayfield, Subsection 16","[[-121.39545, 40.72332, 0.0], [-121.38561, 40.67629, 0.0]]"
473,"Hat Creek-McArthur-Mayfield, Subsection 17","[[-121.38561, 40.67629, 0.0], [-121.37579, 40.62925, 0.0]]"
532,"Hat Creek-McArthur-Mayfield, Subsection 18","[[-121.37579, 40.62925, 0.0], [-121.37316, 40.61666, 0.0], [-121.33839, 40.59387, 0.0]]"
2117,"Hat Creek-McArthur-Mayfield, Subsection 19","[[-121.33839, 40.59387, 0.0], [-121.29094, 40.56274, 0.0]]"
346,"Surprise Valley 2011 CFM, Subsection 14","[[-120.1732, 41.81103, 0.0], [-120.16788, 41.85971, 0.0]]"
677,"Surprise Valley 2011 CFM, Subsection 15","[[-120.16788, 41.85971, 0.0], [-120.16256, 41.90839, 0.0]]"
980,"So Sierra Nevada, Subsection 0","[[-118.023, 35.2943, 0.0], [-118.04, 35.347, 0.0], [-118.04322, 35.3702, 0.0]]"
1198,"So Sierra Nevada, Subsection 1","[[-118.04322, 35.3702, 0.0], [-118.051, 35.4261, 0.0], [-118.04776, 35.44753, 0.0]]"
2476,"So Sierra Nevada, Subsection 2","[[-118.04776, 35.44753, 0.0], [-118.03606, 35.52479, 0.0]]"
1605,"So Sierra Nevada, Subsection 3","[[-118.03606, 35.52479, 0.0], [-118.034, 35.5384, 0.0], [-118.004, 35.568, 0.0], [-117.97618, 35.58031, 0.0]]"
542,"Lost Hills, Subsection 0","[[-119.92196, 35.80238, 4.2], [-119.87797, 35.75586, 4.2]]"
428,"Lost Hills, Subsection 1","[[-119.87797, 35.75586, 4.2], [-119.86698, 35.74423, 4.2], [-119.83403, 35.70931, 4.2]]"
1578,"Lost Hills, Subsection 2","[[-119.83403, 35.70931, 4.2], [-119.81209, 35.68604, 4.2], [-119.79015, 35.66275, 4.2]]"
1200,"White Wolf, Subsection 1","[[-118.94485, 35.06535, 0.0], [-118.88263, 35.10306, 0.0]]"
1863,"White Wolf, Subsection 2","[[-118.88263, 35.10306, 0.0], [-118.82036, 35.14074, 0.0]]"
202,"Davis Creek, Subsection 5","[[-120.31728, 41.66622, 0.0], [-120.30027, 41.62299, 0.0]]"
1539,"Yorba Linda, Subsection 2","[[-117.77571, 33.90678, 0.0], [-117.71922, 33.9309, 0.0]]"
2065,"Panamint Valley, Subsection 2","[[-117.02313, 35.67413, 0.0], [-117.05161, 35.68278, 0.0], [-117.08207, 35.70509, 0.0]]"
1509,"Little Lake, Subsection 1","[[-117.68459, 35.6526, 0.0], [-117.72173, 35.70002, 0.0]]"
1642,"Little Lake, Subsection 2","[[-117.72173, 35.70002, 0.0], [-117.75892, 35.74744, 0.0]]"
220,"Gravel Hills-Harper Lk, Subsection 5","[[-117.13705, 35.03371, 0.0], [-117.18224, 35.06555, 0.0]]"
435,"Gravel Hills-Harper Lk, Subsection 6","[[-117.18224, 35.06555, 0.0], [-117.22746, 35.09739, 0.0]]"
2199,"Chino alt 1, Subsection 1","[[-117.7227, 33.99169, 0.0], [-117.708, 33.9655, 0.0], [-117.69631, 33.95417, 0.0]]"
647,"Kern Canyon (North Kern) 2011, Subsection 6","[[-118.41623, 36.59166, 0.0], [-118.427, 36.658, 0.0]]"
2003,"Tank Canyon, Subsection 4","[[-117.24261, 35.76316, 0.0], [-117.2363, 35.75511, 0.0], [-117.22935, 35.74856, 0.0], [-117.22459, 35.7219, 0.0]]"
1417,"Tank Canyon, Subsection 5","[[-117.22459, 35.7219, 0.0], [-117.21721, 35.6805, 0.0], [-117.21962, 35.67786, 0.0]]"
150,"Tank Canyon, Subsection 6","[[-117.21962, 35.67786, 0.0], [-117.25269, 35.64161, 0.0]]"
876,"Cady, Subsection 0","[[-116.65687, 34.9317, 0.0], [-116.59169, 34.91069, 0.0]]"
2080,"Cady, Subsection 1","[[-116.59169, 34.91069, 0.0], [-116.57564, 34.90551, 0.0], [-116.5234, 34.89938, 0.0]]"
2454,"Cady, Subsection 2","[[-116.5234, 34.89938, 0.0], [-116.47274, 34.89341, 0.0], [-116.45396, 34.89451, 0.0]]"
2007,"Cady, Subsection 3","[[-116.45396, 34.89451, 0.0], [-116.38412, 34.89858, 0.0]]"
