CPT_FileName,UTM_x,UTM_y,Longitude,Latitude,Mean GWT,utm_x,utm_y,gw_depth_m,slope_deg
ALC063.csv,560358,4188034,-122.314043,37.83959178,3,560356.4983800687,4188239.2845498286,3,1.877616047859192
ALC064.csv,561419,4187765,-122.3020086,37.83709652,3,561417.4721858506,4187970.278366173,3,0.8264840245246887
ALC065.csv,561795,4187823,-122.2977309,37.83759385,3,561793.464220912,4188028.279251193,3,1.416117548942566
ALC072.csv,561915,4188571,-122.2963032,37.84432718,3,561913.4616300389,4188776.295601656,3,0.3779849112033844
