event_id,magnitude,annual_rate,dip,rake,dip_dir,z_tor,z_bor,fault_trace
477.0,7.15,0.000281,90.0,0.3,62.4,0.0,10.6,"[[-122.223, 38.415, 0.0], [-122.245, 38.456, 0.0], [-122.25, 38.466, 0.0], [-122.246, 38.5, 0.0], [-122.241, 38.544, 0.0], [-122.24, 38.555, 0.0], [-122.264, 38.583, 0.0], [-122.295, 38.62, 0.0], [-122.299, 38.623, 0.0], [-122.335, 38.651, 0.0], [-122.344, 38.658, 0.0], [-122.373, 38.684, 0.0], [-122.411, 38.718, 0.0]]"
536.0,6.3,0.000402,90.0,29.9,321.0,0.0,15.0,"[[-121.684, 37.691, 0.0], [-121.749, 37.649, 0.0]]"
575.0,7.05,2.47e-05,39.0,36.7,38.7,0.0,14.0,"[[-121.923, 37.976, 0.0], [-121.984, 38.0, 0.0], [-122.012, 38.034, 0.0], [-122.036, 38.065, 0.0]]"
650.0,6.15,0.00042,90.0,4.2,224.3,0.0,5.1,"[[-122.043, 37.633, 0.0], [-122.022, 37.62, 0.0], [-122.001, 37.607, 0.0], [-121.981, 37.595, 0.0], [-121.98, 37.594, 0.0], [-121.962, 37.579, 0.0], [-121.944, 37.563, 0.0], [-121.926, 37.548, 0.0], [-121.908, 37.533, 0.0], [-121.89, 37.517, 0.0], [-121.878, 37.507, 0.0], [-121.872, 37.502, 0.0], [-121.853, 37.487, 0.0], [-121.835, 37.472, 0.0]]"
651.0,6.65,0.000384,90.0,4.2,224.3,0.0,5.1,"[[-122.043, 37.633, 0.0], [-122.022, 37.62, 0.0], [-122.001, 37.607, 0.0], [-121.981, 37.595, 0.0], [-121.98, 37.594, 0.0], [-121.962, 37.579, 0.0], [-121.944, 37.563, 0.0], [-121.926, 37.548, 0.0], [-121.908, 37.533, 0.0], [-121.89, 37.517, 0.0], [-121.878, 37.507, 0.0], [-121.872, 37.502, 0.0], [-121.853, 37.487, 0.0], [-121.835, 37.472, 0.0]]"
666.0,6.55,0.000997,61.0,73.9,212.2,0.0,14.2,"[[-122.314, 37.477, 0.0], [-122.246, 37.437, 0.0], [-122.177, 37.397, 0.0]]"
667.0,6.55,0.000997,61.0,73.9,212.2,0.0,14.2,"[[-122.177, 37.397, 0.0], [-122.109, 37.357, 0.0], [-122.103, 37.353, 0.0], [-122.07, 37.313, 0.0], [-122.057, 37.305, 0.0], [-122.01, 37.275, 0.0], [-121.99, 37.263, 0.0]]"
668.0,6.55,0.000997,61.0,73.9,212.2,0.0,14.2,"[[-121.99, 37.263, 0.0], [-121.955, 37.243, 0.0], [-121.919, 37.227, 0.0], [-121.894, 37.216, 0.0], [-121.838, 37.207, 0.0]]"
669.0,7.05,0.000195,61.0,73.9,212.2,0.0,14.2,"[[-122.314, 37.477, 0.0], [-122.246, 37.437, 0.0], [-122.177, 37.397, 0.0], [-122.109, 37.357, 0.0], [-122.103, 37.353, 0.0], [-122.07, 37.313, 0.0], [-122.057, 37.305, 0.0], [-122.01, 37.275, 0.0], [-121.99, 37.263, 0.0], [-121.955, 37.243, 0.0], [-121.919, 37.227, 0.0], [-121.894, 37.216, 0.0], [-121.838, 37.207, 0.0]]"
680.0,6.35,0.000121,38.0,36.2,40.8,8.0,16.0,"[[-121.823, 37.73, 8.0], [-121.877, 37.767, 8.0], [-121.931, 37.804, 8.0], [-121.985, 37.84, 8.0]]"
681.0,6.85,0.000612,38.0,36.2,40.8,8.0,16.0,"[[-121.823, 37.73, 8.0], [-121.877, 37.767, 8.0], [-121.931, 37.804, 8.0], [-121.985, 37.84, 8.0]]"
682.0,6.95,0.000345,40.0,35.3,47.8,1.0,13.5,"[[-121.908, 37.773, 1.0], [-121.966, 37.802, 1.0], [-121.988, 37.827, 1.0]]"
683.0,6.45,0.000602,40.0,59.2,24.0,1.0,13.5,"[[-121.785, 37.724, 1.0], [-121.844, 37.745, 1.0]]"
745.0,6.15,0.00258,90.0,6.0,55.7,0.0,11.0,"[[-121.127, 37.091, 0.0], [-121.143, 37.116, 0.0], [-121.161, 37.145, 0.0], [-121.172, 37.153, 0.0], [-121.214, 37.183, 0.0], [-121.221, 37.188, 0.0]]"
746.0,6.15,0.00258,90.0,6.0,55.7,0.0,11.0,"[[-121.221, 37.188, 0.0], [-121.246, 37.219, 0.0], [-121.271, 37.25, 0.0], [-121.276, 37.258, 0.0]]"
747.0,6.65,0.00108,90.0,6.0,55.7,0.0,11.0,"[[-121.05, 37.004, 0.0], [-121.082, 37.04, 0.0], [-121.115, 37.077, 0.0], [-121.127, 37.091, 0.0], [-121.143, 37.116, 0.0], [-121.161, 37.145, 0.0], [-121.172, 37.153, 0.0], [-121.214, 37.183, 0.0], [-121.221, 37.188, 0.0], [-121.246, 37.219, 0.0], [-121.271, 37.25, 0.0], [-121.276, 37.258, 0.0]]"
748.0,7.05,0.000292,90.0,6.0,55.7,0.0,11.0,"[[-121.05, 37.004, 0.0], [-121.082, 37.04, 0.0], [-121.115, 37.077, 0.0], [-121.127, 37.091, 0.0], [-121.143, 37.116, 0.0], [-121.161, 37.145, 0.0], [-121.172, 37.153, 0.0], [-121.214, 37.183, 0.0], [-121.221, 37.188, 0.0], [-121.246, 37.219, 0.0], [-121.271, 37.25, 0.0], [-121.276, 37.258, 0.0]]"
