ID,LON,LAT,vs30,z1p0,z2p5,vs30source,vs30_ref,z1p0_ref,z2p5_ref
233,-117.0,33.85,468.4,0.0,1.6,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
234,-116.95,33.8,293.5,0.0,1.45,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
235,-117.45,33.75,518.9,0.0,0.0,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
236,-117.05,32.75,386.6,0.0,0.0,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
237,-117.0,32.75,710.1,0.0,0.0,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
238,-119.65,35.75,228.2,0.0,7.15,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
239,-119.5,35.85,228.2,0.0,8.05,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
240,-119.4,35.85,228.2,0.0,8.05,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
241,-120.45,34.85,386.6,0.0,2.1,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
242,-118.6,35.1,293.5,0.0,0.0,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
243,-118.75,35.05,468.4,0.0,0.0,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
244,-118.8,35.0,386.6,0.0,0.9,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
245,-118.25,33.9,293.5,0.6,3.5,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
246,-118.2,33.9,228.2,0.85,5.1,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
247,-118.15,33.9,228.2,0.9,5.3,Inferred,CGS/Wills VS30 Map (2015),SCEC Community Velocity Model ,SCEC Community Velocity Model 
248,-121.55,37.95,176.1,0.592,3.513333496,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
249,-122.25,40.45,228.2,228.2,228.2,Inferred,CGS/Wills VS30 Map (2015),CGS/Wills VS30 Map (2015),CGS/Wills VS30 Map (2015)
250,-124.2,40.75,351.9,0.019047165,0.904,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
251,-122.35,40.6,386.6,386.6,386.6,Inferred,CGS/Wills VS30 Map (2015),CGS/Wills VS30 Map (2015),CGS/Wills VS30 Map (2015)
252,-121.95,39.75,386.6,0.642,2.305185303,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
253,-121.85,39.7,386.6,0.56,1.846577148,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
254,-121.85,39.15,228.2,0.608,2.504615234,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
255,-122.55,38.55,518.9,0.6,1.554393921,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
256,-122.3,38.25,176.1,0.019607651,0.8575,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
257,-121.45,38.45,386.6,0.608,2.504615234,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
258,-121.75,38.0,307.6,0.604,3.513333496,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
259,-121.05,38.2,386.6,0.545,0.750384583,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
260,-121.05,38.2,386.6,0.545,0.750384583,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
261,-121.05,38.25,385.1,0.563902466,0.670783386,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
262,-121.05,38.25,385.1,0.563902466,0.670783386,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
263,-120.8,38.35,710.1,0.008886419,0.015554567,Inferred,CGS/Wills VS30 Map (2015),USGS Bay Area Velocity Model R,USGS Bay Area Velocity Model R
