SegmentID,SegmentName,SegmentTrace
2276,"Anacapa-Dume alt 1, Subsection 3","[[-119.01796, 33.96926, 0.0], [-119.02, 33.9698, 0.0], [-119.12822, 33.97414, 0.0]]"
778,"Anacapa-Dume alt 1, Subsection 4","[[-119.12822, 33.97414, 0.0], [-119.145, 33.9748, 0.0], [-119.228, 33.9388, 0.0]]"
566,"Santa Cruz Island, Subsection 10","[[-119.32806, 33.97944, 0.0], [-119.26, 33.9828, 0.0]]"
2332,"Santa Cruz Island, Subsection 9","[[-119.39611, 33.98104, 0.0], [-119.347, 33.9785, 0.0], [-119.32806, 33.97944, 0.0]]"
842,"Santa Cruz Island, Subsection 8","[[-119.46417, 33.98452, 0.0], [-119.39611, 33.98104, 0.0]]"
1130,"Santa Cruz Island, Subsection 7","[[-119.53225, 33.98686, 0.0], [-119.515, 33.9871, 0.0], [-119.46417, 33.98452, 0.0]]"
2621,"Santa Cruz Island, Subsection 6","[[-119.60043, 33.98587, 0.0], [-119.53225, 33.98686, 0.0]]"
772,"Santa Cruz Island, Subsection 5","[[-119.66747, 33.99509, 0.0], [-119.612, 33.9857, 0.0], [-119.60043, 33.98587, 0.0]]"
2517,"Santa Cruz Island, Subsection 4","[[-119.73422, 34.00666, 0.0], [-119.725, 34.0048, 0.0], [-119.66747, 33.99509, 0.0]]"
283,"Santa Cruz Island, Subsection 3","[[-119.8007, 34.01927, 0.0], [-119.778, 34.0155, 0.0], [-119.73422, 34.00666, 0.0]]"
1631,"Santa Cruz Island, Subsection 2","[[-119.86759, 34.03034, 0.0], [-119.8007, 34.01927, 0.0]]"
603,"Santa Cruz Island, Subsection 1","[[-119.93097, 34.05103, 0.0], [-119.874, 34.0314, 0.0], [-119.86759, 34.03034, 0.0]]"
1015,"Sierra Madre, Subsection 3","[[-117.98357, 34.16075, 0.0], [-117.985, 34.1611, 0.0], [-118.003, 34.1752, 0.0], [-118.06516, 34.17577, 0.0]]"
1436,"Raymond, Subsection 0","[[-117.99006, 34.16296, 0.0], [-118.00254, 34.16088, 0.0], [-118.01495, 34.15555, 0.0], [-118.02924, 34.15072, 0.0], [-118.04934, 34.14087, 0.0], [-118.05745, 34.13914, 0.0], [-118.06426, 34.13634, 0.0]]"
326,"Raymond, Subsection 1","[[-118.06426, 34.13634, 0.0], [-118.08055, 34.12964, 0.0], [-118.11513, 34.12288, 0.0], [-118.12312, 34.1213, 0.0], [-118.12895, 34.11832, 0.0], [-118.14162, 34.11878, 0.0]]"
1888,"Raymond, Subsection 2","[[-118.14162, 34.11878, 0.0], [-118.223, 34.1217, 0.0]]"
1209,"Santa Monica alt 1, Subsection 0","[[-118.41177, 34.06908, 0.0], [-118.45583, 34.04205, 0.0], [-118.47492, 34.0356, 0.0], [-118.47725, 34.03413, 0.0]]"
1465,"Santa Monica alt 1, Subsection 1","[[-118.47725, 34.03413, 0.0], [-118.4813, 34.03156, 0.0], [-118.52473, 34.03043, 0.0], [-118.55442, 34.03243, 0.0]]"
2889,"Malibu Coast alt 1, Subsection 0","[[-118.525, 34.0287, 0.0], [-118.56578, 34.03244, 0.0]]"
2297,"Malibu Coast alt 1, Subsection 1","[[-118.56578, 34.03244, 0.0], [-118.60656, 34.03617, 0.0]]"
1695,"Malibu Coast alt 1, Subsection 2","[[-118.60656, 34.03617, 0.0], [-118.62, 34.0374, 0.0], [-118.6475, 34.03823, 0.0]]"
1021,"Malibu Coast alt 1, Subsection 3","[[-118.6475, 34.03823, 0.0], [-118.68, 34.0392, 0.0], [-118.68838, 34.03797, 0.0]]"
2880,"Malibu Coast alt 1, Subsection 4","[[-118.68838, 34.03797, 0.0], [-118.727, 34.0323, 0.0], [-118.72881, 34.03232, 0.0]]"
548,"Malibu Coast alt 1, Subsection 5","[[-118.72881, 34.03232, 0.0], [-118.76983, 34.03273, 0.0]]"
2003,"Malibu Coast alt 1, Subsection 6","[[-118.76983, 34.03273, 0.0], [-118.798, 34.033, 0.0], [-118.81077, 34.03427, 0.0]]"
2546,"Malibu Coast alt 1, Subsection 7","[[-118.81077, 34.03427, 0.0], [-118.85151, 34.03833, 0.0]]"
1364,"Malibu Coast alt 1, Subsection 8","[[-118.85151, 34.03833, 0.0], [-118.89225, 34.04237, 0.0]]"
2739,"Malibu Coast alt 1, Subsection 9","[[-118.89225, 34.04237, 0.0], [-118.933, 34.0464, 0.0]]"
1481,"Malibu Coast (Extension) alt 1, Subsection 3","[[-119.05779, 34.05731, 0.0], [-119.08612, 34.05937, 0.0], [-119.09939, 34.06034, 0.0]]"
2421,"Sierra Madre (San Fernando), Subsection 1","[[-118.36359, 34.28026, 0.0], [-118.411, 34.29, 0.0], [-118.41531, 34.3018, 0.0], [-118.42151, 34.3003, 0.0]]"
2727,"Sierra Madre (San Fernando), Subsection 2","[[-118.42151, 34.3003, 0.0], [-118.4889, 34.284, 0.0]]"
1928,"Northridge Hills, Subsection 0","[[-118.45388, 34.22872, 0.0], [-118.51446, 34.2484, 0.0], [-118.56512, 34.25968, 0.0], [-118.58093, 34.26703, 0.0]]"
2391,"Northridge Hills, Subsection 1","[[-118.58093, 34.26703, 0.0], [-118.6555, 34.30166, 0.0], [-118.70571, 34.3008, 0.0]]"
2109,"Holser alt 1, Subsection 1","[[-118.6709, 34.4498, 0.0], [-118.64267, 34.44868, 0.0], [-118.59091, 34.43167, 0.0]]"
2779,"Holser alt 1, Subsection 0","[[-118.75333, 34.43862, 0.0], [-118.73447, 34.43862, 0.0], [-118.6741, 34.44993, 0.0], [-118.6709, 34.4498, 0.0]]"
2834,"Oak Ridge (Onshore), Subsection 4","[[-118.82598, 34.3842, 1.0], [-118.81043, 34.38502, 1.0], [-118.77422, 34.40132, 1.0], [-118.7227, 34.39777, 1.0]]"
1953,"Oak Ridge (Onshore), Subsection 3","[[-118.93236, 34.36927, 1.0], [-118.88049, 34.38133, 1.0], [-118.82598, 34.3842, 1.0]]"
2645,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 14","[[-119.32162, 34.42614, 0.0], [-119.28778, 34.42981, 0.0], [-119.28048, 34.43153, 0.0]]"
2356,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 13","[[-119.36303, 34.4219, 0.0], [-119.34562, 34.42353, 0.0], [-119.32162, 34.42614, 0.0]]"
2180,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 12","[[-119.40448, 34.41801, 0.0], [-119.36303, 34.4219, 0.0]]"
989,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 11","[[-119.44521, 34.42076, 0.0], [-119.4261, 34.41598, 0.0], [-119.40448, 34.41801, 0.0]]"
2826,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 10","[[-119.48566, 34.42868, 0.0], [-119.47137, 34.4273, 0.0], [-119.44521, 34.42076, 0.0]]"
836,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 9","[[-119.5271, 34.43275, 0.0], [-119.51036, 34.43107, 0.0], [-119.48566, 34.42868, 0.0]]"
1995,"Hosgri, Subsection 27","[[-121.68598, 36.10226, 0.0], [-121.727, 36.1462, 0.0]]"
2184,"Hosgri, Subsection 26","[[-121.645, 36.0583, 0.0], [-121.68598, 36.10226, 0.0]]"
1389,"Hosgri, Subsection 25","[[-121.60407, 36.01433, 0.0], [-121.645, 36.0583, 0.0]]"
1842,"Hosgri, Subsection 24","[[-121.56318, 35.97035, 0.0], [-121.60407, 36.01433, 0.0]]"
65,"Hosgri, Subsection 23","[[-121.51778, 35.9294, 0.0], [-121.561, 35.968, 0.0], [-121.56318, 35.97035, 0.0]]"
1780,"Hosgri, Subsection 22","[[-121.48051, 35.88398, 0.0], [-121.494, 35.8946, 0.0], [-121.517, 35.9287, 0.0], [-121.51778, 35.9294, 0.0]]"
2437,"Hosgri, Subsection 21","[[-121.43149, 35.8459, 0.0], [-121.453, 35.8623, 0.0], [-121.48051, 35.88398, 0.0]]"
465,"Hosgri, Subsection 20","[[-121.38347, 35.80701, 0.0], [-121.418, 35.8356, 0.0], [-121.43149, 35.8459, 0.0]]"
2823,"Hosgri, Subsection 19","[[-121.32981, 35.77395, 0.0], [-121.365, 35.7917, 0.0], [-121.38347, 35.80701, 0.0]]"
828,"Hosgri, Subsection 18","[[-121.27947, 35.73743, 0.0], [-121.286, 35.7437, 0.0], [-121.319, 35.7685, 0.0], [-121.32981, 35.77395, 0.0]]"
2503,"Hosgri, Subsection 17","[[-121.2359, 35.69527, 0.0], [-121.241, 35.7005, 0.0], [-121.27947, 35.73743, 0.0]]"
1062,"Hosgri, Subsection 16","[[-121.19387, 35.65211, 0.0], [-121.194, 35.6523, 0.0], [-121.2359, 35.69527, 0.0]]"
608,"Hosgri, Subsection 15","[[-121.15946, 35.60471, 0.0], [-121.19387, 35.65211, 0.0]]"
1657,"Hosgri, Subsection 14","[[-121.12714, 35.55636, 0.0], [-121.158, 35.6027, 0.0], [-121.15946, 35.60471, 0.0]]"
1096,"Hosgri, Subsection 13","[[-121.09496, 35.50796, 0.0], [-121.12714, 35.55636, 0.0]]"
2568,"San Diego Trough south, Subsection 10","[[-117.20823, 32.13207, 0.0], [-117.18716, 32.09972, 0.0]]"
537,"San Diego Trough south, Subsection 11","[[-117.18716, 32.09972, 0.0], [-117.16675, 32.06836, 0.0], [-117.1658, 32.06756, 0.0]]"
1261,"San Diego Trough south, Subsection 12","[[-117.1658, 32.06756, 0.0], [-117.13481, 32.04158, 0.0]]"
1952,"San Diego Trough south, Subsection 13","[[-117.13481, 32.04158, 0.0], [-117.11048, 32.02117, 0.0], [-117.10581, 32.01429, 0.0]]"
2191,"San Diego Trough south, Subsection 14","[[-117.10581, 32.01429, 0.0], [-117.08406, 31.98228, 0.0]]"
2268,"San Diego Trough south, Subsection 15","[[-117.08406, 31.98228, 0.0], [-117.08301, 31.98074, 0.0], [-117.06818, 31.9479, 0.0]]"
716,"San Juan, Subsection 10","[[-120.08517, 35.28408, 0.0], [-120.08205, 35.28247, 0.0], [-120.043, 35.23915, 0.0]]"
73,"San Juan, Subsection 11","[[-120.043, 35.23915, 0.0], [-120.00181, 35.19339, 0.0]]"
366,"San Juan, Subsection 12","[[-120.00181, 35.19339, 0.0], [-119.96066, 35.14761, 0.0]]"
2134,"Morales (West), Subsection 3","[[-119.87253, 35.11334, 0.0], [-119.9204, 35.16329, 0.0]]"
726,"Morales (West), Subsection 2","[[-119.8312, 35.06, 0.0], [-119.84877, 35.08852, 0.0], [-119.87253, 35.11334, 0.0]]"
1338,"Malibu Coast (Extension) alt 1, Subsection 4","[[-119.09939, 34.06034, 0.0], [-119.141, 34.06334, 0.0]]"
1617,"Puente Hills, Subsection 2","[[-118.05819, 33.93488, 5.0], [-118.1435, 33.95408, 5.0], [-118.14922, 33.95797, 5.0]]"
156,"Santa Cruz Catalina Ridge alt2, Subsection 17","[[-119.12002, 33.73575, 0.0], [-119.13301, 33.74569, 0.0], [-119.16627, 33.76655, 0.0]]"
514,"Santa Cruz Catalina Ridge alt2, Subsection 18","[[-119.16627, 33.76655, 0.0], [-119.20251, 33.78925, 0.0], [-119.21319, 33.79672, 0.0]]"
2487,"Santa Cruz Catalina Ridge alt2, Subsection 19","[[-119.21319, 33.79672, 0.0], [-119.25862, 33.82847, 0.0]]"
1630,"Santa Cruz Catalina Ridge alt2, Subsection 20","[[-119.25862, 33.82847, 0.0], [-119.27787, 33.84192, 0.0], [-119.30587, 33.85827, 0.0]]"
1172,"Santa Cruz Catalina Ridge alt2, Subsection 21","[[-119.30587, 33.85827, 0.0], [-119.35449, 33.88661, 0.0]]"
2764,"Santa Cruz Catalina Ridge alt2, Subsection 22","[[-119.35449, 33.88661, 0.0], [-119.36249, 33.89128, 0.0], [-119.39929, 33.91893, 0.0]]"
482,"Santa Cruz Catalina Ridge alt2, Subsection 23","[[-119.39929, 33.91893, 0.0], [-119.44337, 33.95202, 0.0]]"
182,"Santa Cruz Catalina Ridge alt2, Subsection 24","[[-119.44337, 33.95202, 0.0], [-119.48748, 33.9851, 0.0]]"
310,"Del Valle, Subsection 1","[[-118.704, 34.42842, 0.0], [-118.6856, 34.42777, 0.0], [-118.66318, 34.40944, 0.0]]"
1191,"Del Valle, Subsection 0","[[-118.75395, 34.43016, 0.0], [-118.704, 34.42842, 0.0]]"
1809,"San Cayetano, Subsection 0","[[-118.762, 34.4361, 0.0], [-118.831, 34.4047, 0.0], [-118.865, 34.4021, 0.0], [-118.86658, 34.4026, 0.0]]"
2119,"San Cayetano, Subsection 1","[[-118.86658, 34.4026, 0.0], [-118.91304, 34.41725, 0.0], [-118.92385, 34.42704, 0.0], [-118.92791, 34.44946, 0.0], [-118.94363, 34.44841, 0.0], [-118.94766, 34.44521, 0.0]]"
69,"San Cayetano, Subsection 2","[[-118.94766, 34.44521, 0.0], [-118.97685, 34.4221, 0.0], [-119.00752, 34.42178, 0.0], [-119.03671, 34.42294, 0.0], [-119.05023, 34.42678, 0.0]]"
1906,"San Cayetano, Subsection 3","[[-119.05023, 34.42678, 0.0], [-119.08182, 34.43573, 0.0], [-119.10376, 34.43289, 0.0], [-119.15906, 34.44997, 0.0]]"
2432,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 17","[[-119.20049, 34.45092, 0.0], [-119.16579, 34.47005, 0.0]]"
1114,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 16","[[-119.24035, 34.44098, 0.0], [-119.20226, 34.44994, 0.0], [-119.20049, 34.45092, 0.0]]"
483,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 15","[[-119.28048, 34.43153, 0.0], [-119.24035, 34.44098, 0.0]]"
1053,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 8","[[-119.56852, 34.4369, 0.0], [-119.5271, 34.43275, 0.0]]"
1174,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 7","[[-119.60995, 34.44103, 0.0], [-119.56852, 34.4369, 0.0]]"
2550,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 6","[[-119.65133, 34.44556, 0.0], [-119.61095, 34.44113, 0.0], [-119.60995, 34.44103, 0.0]]"
1061,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 5","[[-119.6927, 34.44976, 0.0], [-119.69144, 34.44994, 0.0], [-119.65133, 34.44556, 0.0]]"
925,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 4","[[-119.73379, 34.44374, 0.0], [-119.6927, 34.44976, 0.0]]"
536,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 3","[[-119.77443, 34.43602, 0.0], [-119.75055, 34.44113, 0.0], [-119.743, 34.44239, 0.0], [-119.73379, 34.44374, 0.0]]"
1218,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 2","[[-119.81566, 34.43237, 0.0], [-119.80713, 34.43359, 0.0], [-119.78575, 34.43359, 0.0], [-119.77443, 34.43602, 0.0]]"
2554,"Los Alamos 2011 CFM, Subsection 2","[[-120.16017, 34.69501, 0.0], [-120.13519, 34.67907, 0.0], [-120.08999, 34.63919, 0.0]]"
2715,"Los Alamos 2011 CFM, Subsection 1","[[-120.24357, 34.73467, 0.0], [-120.20994, 34.72672, 0.0], [-120.16017, 34.69501, 0.0]]"
289,"Los Alamos 2011 CFM, Subsection 0","[[-120.33777, 34.75688, 0.0], [-120.24357, 34.73467, 0.0]]"
429,"Hosgri, Subsection 12","[[-121.06623, 35.45815, 0.0], [-121.091, 35.502, 0.0], [-121.09496, 35.50796, 0.0]]"
487,"Hosgri, Subsection 11","[[-121.03742, 35.40841, 0.0], [-121.046, 35.4214, 0.0], [-121.064, 35.4542, 0.0], [-121.06623, 35.45815, 0.0]]"
1717,"Hosgri, Subsection 10","[[-121.00545, 35.35993, 0.0], [-121.03742, 35.40841, 0.0]]"
324,"Hosgri, Subsection 9","[[-120.9705, 35.31296, 0.0], [-120.97277, 35.31748, 0.0], [-121.002, 35.3547, 0.0], [-121.00545, 35.35993, 0.0]]"
54,"Hosgri, Subsection 8","[[-120.94495, 35.26202, 0.0], [-120.9705, 35.31296, 0.0]]"
759,"Hosgri, Subsection 7","[[-120.91943, 35.21109, 0.0], [-120.94495, 35.26202, 0.0]]"
928,"Shoreline, Subsection 3","[[-120.88929, 35.22352, 0.0], [-120.906, 35.235, 0.0], [-120.937, 35.256, 0.0]]"
2754,"Shoreline, Subsection 2","[[-120.83769, 35.19558, 0.0], [-120.874, 35.213, 0.0], [-120.88929, 35.22352, 0.0]]"
2021,"Almanor 2011 CFM, Subsection 2","[[-121.23798, 40.40306, 0.0], [-121.23453, 40.38504, 0.0], [-121.21706, 40.36246, 0.0]]"
2558,"Almanor 2011 CFM, Subsection 3","[[-121.21706, 40.36246, 0.0], [-121.18748, 40.32419, 0.0]]"
2585,"Almanor 2011 CFM, Subsection 4","[[-121.18748, 40.32419, 0.0], [-121.15994, 40.28852, 0.0], [-121.15953, 40.28551, 0.0]]"
1287,"Almanor 2011 CFM, Subsection 5","[[-121.15953, 40.28551, 0.0], [-121.15368, 40.24237, 0.0], [-121.15311, 40.24142, 0.0]]"
1166,"Keddie Ridge 2011 CFM, Subsection 6","[[-121.06814, 40.24604, 0.0], [-121.10734, 40.27137, 0.0]]"
2745,"Keddie Ridge 2011 CFM, Subsection 5","[[-121.02818, 40.22154, 0.0], [-121.03523, 40.22474, 0.0], [-121.06814, 40.24604, 0.0]]"
2650,"Keddie Ridge 2011 CFM, Subsection 4","[[-120.98406, 40.2015, 0.0], [-121.02818, 40.22154, 0.0]]"
595,"Keddie Ridge 2011 CFM, Subsection 3","[[-120.93997, 40.18145, 0.0], [-120.98406, 40.2015, 0.0]]"
417,"Keddie Ridge 2011 CFM, Subsection 2","[[-120.90084, 40.15754, 0.0], [-120.90872, 40.16722, 0.0], [-120.93997, 40.18145, 0.0]]"
2719,"Keddie Ridge 2011 CFM, Subsection 1","[[-120.87375, 40.12426, 0.0], [-120.90084, 40.15754, 0.0]]"
2366,"Keddie Ridge 2011 CFM, Subsection 0","[[-120.84669, 40.09097, 0.0], [-120.87375, 40.12426, 0.0]]"
133,"West Napa 2011 CFM, Subsection 2","[[-122.4098, 38.41033, 0.0], [-122.38096, 38.37192, 0.0], [-122.37223, 38.36267, 0.0]]"
254,"West Napa 2011 CFM, Subsection 1","[[-122.44614, 38.45864, 0.0], [-122.4098, 38.41033, 0.0]]"
1298,"West Napa 2011 CFM, Subsection 0","[[-122.48252, 38.50695, 0.0], [-122.44614, 38.45864, 0.0]]"
1937,"Greenville (No) 2011 CFM, Subsection 0","[[-121.54175, 37.50736, 0.0], [-121.57984, 37.56482, 0.0]]"
1284,"Greenville (No) 2011 CFM, Subsection 1","[[-121.57984, 37.56482, 0.0], [-121.61777, 37.62192, 0.0], [-121.61806, 37.62223, 0.0]]"
1584,"Greenville (No) 2011 CFM, Subsection 2","[[-121.61806, 37.62223, 0.0], [-121.6632, 37.67132, 0.0], [-121.66637, 37.67468, 0.0]]"
2810,"Greenville (No) 2011 CFM, Subsection 3","[[-121.66637, 37.67468, 0.0], [-121.71544, 37.7267, 0.0]]"
268,"Greenville (No) 2011 CFM, Subsection 4","[[-121.71544, 37.7267, 0.0], [-121.76459, 37.7787, 0.0]]"
2774,"Greenville (No) 2011 CFM, Subsection 5","[[-121.76459, 37.7787, 0.0], [-121.77345, 37.78807, 0.0], [-121.80174, 37.82729, 0.0], [-121.80987, 37.83218, 0.0]]"
931,"Mount Diablo Thrust, Subsection 0","[[-121.8229, 37.7301, 8.0], [-121.87679, 37.76689, 8.0]]"
878,"Mount Diablo Thrust, Subsection 1","[[-121.87679, 37.76689, 8.0], [-121.93074, 37.80365, 8.0]]"
739,"Mount Diablo Thrust, Subsection 2","[[-121.93074, 37.80365, 8.0], [-121.98474, 37.84039, 8.0]]"
2041,"Mount Diablo Thrust, Subsection 3","[[-121.98474, 37.84039, 8.0], [-122.0388, 37.8771, 8.0]]"
2384,"Concord 2011 CFM, Subsection 2","[[-122.01767, 37.94996, 0.0], [-122.01334, 37.94444, 0.0], [-121.99009, 37.89992, 0.0]]"
2884,"Concord 2011 CFM, Subsection 1","[[-122.05418, 37.9964, 0.0], [-122.01767, 37.94996, 0.0]]"
2306,"Concord 2011 CFM, Subsection 0","[[-122.089, 38.04365, 0.0], [-122.05575, 37.9984, 0.0], [-122.05418, 37.9964, 0.0]]"
1771,"Green Valley 2011 CFM, Subsection 6","[[-122.10659, 38.09712, 0.0], [-122.089, 38.04365, 0.0]]"
1167,"Green Valley 2011 CFM, Subsection 5","[[-122.13038, 38.14902, 0.0], [-122.11043, 38.10879, 0.0], [-122.10659, 38.09712, 0.0]]"
428,"Holser alt 2, Subsection 1","[[-118.66123, 34.44794, 0.0], [-118.56936, 34.43365, 0.0]]"
834,"Holser alt 2, Subsection 0","[[-118.75333, 34.43862, 0.0], [-118.6741, 34.44993, 0.0], [-118.66123, 34.44794, 0.0]]"
2410,"Mendocino, Subsection 12","[[-124.97839, 40.38393, 0.0], [-125.03678, 40.38638, 0.0]]"
705,"Mendocino, Subsection 13","[[-125.03678, 40.38638, 0.0], [-125.09517, 40.38879, 0.0]]"
265,"Mendocino, Subsection 14","[[-125.09517, 40.38879, 0.0], [-125.15356, 40.39117, 0.0]]"
528,"Mendocino, Subsection 15","[[-125.15356, 40.39117, 0.0], [-125.21196, 40.39353, 0.0]]"
1939,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 3","[[-122.15398, 38.00804, 0.0], [-122.14587, 37.99222, 0.0], [-122.13867, 37.95575, 0.0]]"
1425,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 2","[[-122.17964, 38.05809, 0.0], [-122.15398, 38.00804, 0.0]]"
917,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 1","[[-122.20692, 38.10751, 0.0], [-122.20071, 38.09911, 0.0], [-122.17964, 38.05809, 0.0]]"
328,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 0","[[-122.24144, 38.15416, 0.0], [-122.20692, 38.10751, 0.0]]"
2406,"Reliz 2011 CFM, Subsection 3","[[-122.067, 36.89151, 0.0], [-122.02499, 36.84512, 0.0]]"
2274,"Reliz 2011 CFM, Subsection 4","[[-122.02499, 36.84512, 0.0], [-122.0218, 36.8416, 0.0], [-121.99073, 36.80062, 0.0], [-121.98629, 36.7971, 0.0]]"
959,"Reliz 2011 CFM, Subsection 5","[[-121.98629, 36.7971, 0.0], [-121.93546, 36.75681, 0.0]]"
2420,"Reliz 2011 CFM, Subsection 6","[[-121.93546, 36.75681, 0.0], [-121.89617, 36.72562, 0.0], [-121.88134, 36.72042, 0.0]]"
400,"Reliz 2011 CFM, Subsection 7","[[-121.88134, 36.72042, 0.0], [-121.81588, 36.69745, 0.0]]"
87,"Reliz 2011 CFM, Subsection 8","[[-121.81588, 36.69745, 0.0], [-121.81252, 36.69627, 0.0], [-121.76346, 36.67446, 0.0], [-121.75295, 36.67038, 0.0]]"
1619,"Reliz 2011 CFM, Subsection 9","[[-121.75295, 36.67038, 0.0], [-121.69318, 36.64715, 0.0], [-121.69016, 36.64396, 0.0]]"
912,"Reliz 2011 CFM, Subsection 10","[[-121.69016, 36.64396, 0.0], [-121.64697, 36.59836, 0.0]]"
1705,"Reliz 2011 CFM, Subsection 11","[[-121.64697, 36.59836, 0.0], [-121.63099, 36.58147, 0.0], [-121.58912, 36.56839, 0.0]]"
1432,"Reliz 2011 CFM, Subsection 12","[[-121.58912, 36.56839, 0.0], [-121.5717, 36.56294, 0.0], [-121.54285, 36.52759, 0.0]]"
496,"Reliz 2011 CFM, Subsection 13","[[-121.54285, 36.52759, 0.0], [-121.50869, 36.4857, 0.0], [-121.50332, 36.47994, 0.0]]"
662,"Reliz 2011 CFM, Subsection 14","[[-121.50332, 36.47994, 0.0], [-121.46363, 36.43736, 0.0], [-121.4599, 36.43461, 0.0]]"
810,"Reliz 2011 CFM, Subsection 15","[[-121.4599, 36.43461, 0.0], [-121.40744, 36.39589, 0.0]]"
1831,"Reliz 2011 CFM, Subsection 16","[[-121.40744, 36.39589, 0.0], [-121.35785, 36.35922, 0.0], [-121.35626, 36.35642, 0.0]]"
702,"San Diego Trough south, Subsection 5","[[-117.33628, 32.28036, 0.0], [-117.32925, 32.26362, 0.0], [-117.31556, 32.24833, 0.0]]"
2249,"San Diego Trough south, Subsection 4","[[-117.35091, 32.31518, 0.0], [-117.33628, 32.28036, 0.0]]"
2890,"San Diego Trough south, Subsection 3","[[-117.37007, 32.34837, 0.0], [-117.35208, 32.31796, 0.0], [-117.35091, 32.31518, 0.0]]"
2049,"San Diego Trough south, Subsection 2","[[-117.38964, 32.38141, 0.0], [-117.37007, 32.34837, 0.0]]"
1169,"San Diego Trough south, Subsection 1","[[-117.40923, 32.41445, 0.0], [-117.38964, 32.38141, 0.0]]"
2841,"San Diego Trough south, Subsection 0","[[-117.42882, 32.44749, 0.0], [-117.40923, 32.41445, 0.0]]"
1461,"San Diego Trough north alt1, Subsection 1","[[-117.43403, 32.43304, 0.0], [-117.45327, 32.46648, 0.0]]"
561,"San Diego Trough north alt1, Subsection 2","[[-117.45327, 32.46648, 0.0], [-117.4576, 32.474, 0.0], [-117.47597, 32.49829, 0.0]]"
1037,"San Diego Trough north alt1, Subsection 3","[[-117.47597, 32.49829, 0.0], [-117.4868, 32.5126, 0.0], [-117.49935, 32.52981, 0.0]]"
1226,"San Diego Trough north alt1, Subsection 4","[[-117.49935, 32.52981, 0.0], [-117.5178, 32.5551, 0.0], [-117.52211, 32.56164, 0.0]]"
2441,"San Diego Trough north alt1, Subsection 5","[[-117.52211, 32.56164, 0.0], [-117.54354, 32.59413, 0.0]]"
142,"San Diego Trough north alt1, Subsection 6","[[-117.54354, 32.59413, 0.0], [-117.56499, 32.62662, 0.0]]"
634,"San Diego Trough north alt1, Subsection 7","[[-117.56499, 32.62662, 0.0], [-117.5665, 32.6289, 0.0], [-117.5797, 32.6528, 0.0], [-117.58408, 32.66013, 0.0]]"
2203,"San Diego Trough north alt1, Subsection 8","[[-117.58408, 32.66013, 0.0], [-117.5962, 32.6804, 0.0], [-117.60433, 32.69316, 0.0]]"
1028,"San Diego Trough north alt1, Subsection 9","[[-117.60433, 32.69316, 0.0], [-117.62521, 32.72592, 0.0]]"
531,"Malibu Coast (Extension) alt 1, Subsection 5","[[-119.141, 34.06334, 0.0], [-119.17801, 34.06601, 0.0], [-119.18261, 34.06634, 0.0]]"
2038,"Malibu Coast (Extension) alt 1, Subsection 6","[[-119.18261, 34.06634, 0.0], [-119.22423, 34.06932, 0.0]]"
2282,"Malibu Coast (Extension) alt 1, Subsection 7","[[-119.22423, 34.06932, 0.0], [-119.23928, 34.07039, 0.0], [-119.26591, 34.06929, 0.0]]"
2850,"Malibu Coast (Extension) alt 1, Subsection 8","[[-119.26591, 34.06929, 0.0], [-119.30762, 34.06754, 0.0]]"
1521,"Santa Cruz Catalina Ridge alt1, Subsection 6","[[-118.82755, 33.51514, 0.0], [-118.84738, 33.52639, 0.0], [-118.85527, 33.55437, 0.0]]"
2288,"Santa Cruz Catalina Ridge alt1, Subsection 7","[[-118.85527, 33.55437, 0.0], [-118.85735, 33.56176, 0.0], [-118.89773, 33.58545, 0.0]]"
830,"Santa Cruz Catalina Ridge alt1, Subsection 8","[[-118.89773, 33.58545, 0.0], [-118.94558, 33.6135, 0.0]]"
1347,"Santa Cruz Catalina Ridge alt1, Subsection 9","[[-118.94558, 33.6135, 0.0], [-118.99347, 33.64152, 0.0]]"
2409,"Santa Cruz Catalina Ridge alt1, Subsection 10","[[-118.99347, 33.64152, 0.0], [-119.00881, 33.6505, 0.0], [-119.03678, 33.67406, 0.0]]"
1001,"Santa Cruz Catalina Ridge alt1, Subsection 11","[[-119.03678, 33.67406, 0.0], [-119.04837, 33.68382, 0.0], [-119.08061, 33.70632, 0.0]]"
