SegmentID,SegmentName,SegmentTrace
1207,"Death Valley (No), Subsection 9","[[-117.3016, 36.92971, 0.0], [-117.32351, 36.9574, 0.0], [-117.34298, 36.97676, 0.0]]"
2257,"Death Valley (No), Subsection 8","[[-117.26204, 36.88157, 0.0], [-117.2979, 36.92502, 0.0], [-117.3016, 36.92971, 0.0]]"
256,"Death Valley (No), Subsection 7","[[-117.22241, 36.83349, 0.0], [-117.26204, 36.88157, 0.0]]"
1135,"Death Valley (No), Subsection 6","[[-117.18283, 36.78539, 0.0], [-117.22241, 36.83349, 0.0]]"
2498,"Death Valley (No), Subsection 5","[[-117.13913, 36.73991, 0.0], [-117.16017, 36.75781, 0.0], [-117.18283, 36.78539, 0.0]]"
1949,"Death Valley (No), Subsection 4","[[-117.08989, 36.69797, 0.0], [-117.13913, 36.73991, 0.0]]"
1626,"Death Valley (No), Subsection 3","[[-117.03762, 36.65846, 0.0], [-117.08961, 36.69773, 0.0], [-117.08989, 36.69797, 0.0]]"
1187,"Death Valley (No), Subsection 2","[[-116.98538, 36.61895, 0.0], [-117.03762, 36.65846, 0.0]]"
2599,"Death Valley (No), Subsection 1","[[-116.93321, 36.57942, 0.0], [-116.98538, 36.61895, 0.0]]"
2204,"Death Valley (No), Subsection 0","[[-116.88108, 36.53986, 0.0], [-116.93321, 36.57942, 0.0]]"
2419,"Death Valley (Black Mtns Frontal), Subsection 0","[[-116.88108, 36.53986, 0.0], [-116.8634, 36.47822, 0.0]]"
624,"Death Valley (Black Mtns Frontal), Subsection 1","[[-116.8634, 36.47822, 0.0], [-116.84797, 36.42435, 0.0], [-116.84255, 36.41766, 0.0]]"
433,"Death Valley (Black Mtns Frontal), Subsection 2","[[-116.84255, 36.41766, 0.0], [-116.79968, 36.36464, 0.0]]"
617,"Death Valley (Black Mtns Frontal), Subsection 3","[[-116.79968, 36.36464, 0.0], [-116.79481, 36.35862, 0.0], [-116.78998, 36.3398, 0.0], [-116.7729, 36.30561, 0.0]]"
763,"Death Valley (Black Mtns Frontal), Subsection 4","[[-116.7729, 36.30561, 0.0], [-116.77017, 36.30015, 0.0], [-116.76097, 36.26197, 0.0], [-116.76098, 36.24349, 0.0]]"
2304,"Death Valley (Black Mtns Frontal), Subsection 5","[[-116.76098, 36.24349, 0.0], [-116.761, 36.18023, 0.0]]"
977,"Death Valley (Black Mtns Frontal), Subsection 6","[[-116.761, 36.18023, 0.0], [-116.76102, 36.14441, 0.0], [-116.74383, 36.12074, 0.0]]"
1796,"Death Valley (Black Mtns Frontal), Subsection 7","[[-116.74383, 36.12074, 0.0], [-116.72456, 36.09419, 0.0], [-116.74647, 36.06695, 0.0]]"
409,"Death Valley (Black Mtns Frontal), Subsection 8","[[-116.74647, 36.06695, 0.0], [-116.76102, 36.04886, 0.0], [-116.73675, 36.01208, 0.0]]"
560,"Death Valley (Black Mtns Frontal), Subsection 9","[[-116.73675, 36.01208, 0.0], [-116.72304, 35.99129, 0.0], [-116.71044, 35.95293, 0.0]]"
503,"Death Valley (Black Mtns Frontal), Subsection 10","[[-116.71044, 35.95293, 0.0], [-116.69038, 35.89179, 0.0]]"
1014,"Death Valley (So), Subsection 6","[[-116.64039, 35.85638, 0.0], [-116.664, 35.8748, 0.0], [-116.69038, 35.89179, 0.0]]"
135,"Death Valley (So), Subsection 5","[[-116.59754, 35.81546, 0.0], [-116.62127, 35.84145, 0.0], [-116.64039, 35.85638, 0.0]]"
260,"Death Valley (So), Subsection 4","[[-116.55806, 35.77215, 0.0], [-116.59754, 35.81546, 0.0]]"
2514,"Death Valley (So), Subsection 3","[[-116.51862, 35.72883, 0.0], [-116.55806, 35.77215, 0.0]]"
1060,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 8","[[-121.01804, 36.47366, 0.0], [-120.97386, 36.42583, 0.0]]"
753,"Reliz 2011 CFM, Subsection 19","[[-121.29321, 36.25419, 0.0], [-121.24901, 36.20935, 0.0]]"
2696,"Santa Rosa Island, Subsection 13","[[-120.47086, 34.00375, 0.0], [-120.511, 34.0199, 0.0]]"
1957,"Paradise, Subsection 0","[[-116.77996, 34.92533, 0.0], [-116.78504, 34.98004, 0.0]]"
2756,"San Luis Range - Oceano 2011 CFM, Subsection 0","[[-120.49158, 34.99137, 0.0], [-120.54288, 35.03837, 0.0]]"
311,"San Diego Trough north alt2, Subsection 15","[[-117.72909, 32.87433, 0.0], [-117.7503, 32.90591, 0.0]]"
2261,"San Diego Trough north alt2, Subsection 14","[[-117.70789, 32.84274, 0.0], [-117.72909, 32.87433, 0.0]]"
1536,"San Diego Trough north alt2, Subsection 13","[[-117.68602, 32.81149, 0.0], [-117.69833, 32.8285, 0.0], [-117.70789, 32.84274, 0.0]]"
2679,"San Diego Trough north alt2, Subsection 12","[[-117.6636, 32.78051, 0.0], [-117.68602, 32.81149, 0.0]]"
2725,"San Diego Trough north alt2, Subsection 11","[[-117.64121, 32.74952, 0.0], [-117.6636, 32.78051, 0.0]]"
8,"San Diego Trough north alt2, Subsection 10","[[-117.62136, 32.71742, 0.0], [-117.62991, 32.73388, 0.0], [-117.64121, 32.74952, 0.0]]"
67,"San Diego Trough north alt2, Subsection 9","[[-117.6041, 32.6842, 0.0], [-117.62136, 32.71742, 0.0]]"
1263,"San Diego Trough north alt2, Subsection 8","[[-117.58154, 32.65332, 0.0], [-117.60352, 32.68308, 0.0], [-117.6041, 32.6842, 0.0]]"
2635,"San Diego Trough north alt2, Subsection 7","[[-117.55882, 32.62252, 0.0], [-117.58154, 32.65332, 0.0]]"
1503,"San Diego Trough north alt2, Subsection 6","[[-117.53659, 32.59147, 0.0], [-117.5437, 32.60201, 0.0], [-117.55882, 32.62252, 0.0]]"
2043,"San Diego Trough north alt2, Subsection 5","[[-117.51533, 32.55994, 0.0], [-117.53659, 32.59147, 0.0]]"
1558,"San Diego Trough north alt2, Subsection 4","[[-117.49408, 32.52841, 0.0], [-117.51533, 32.55994, 0.0]]"
1525,"San Diego Trough north alt2, Subsection 3","[[-117.47285, 32.49688, 0.0], [-117.49408, 32.52841, 0.0]]"
690,"San Diego Trough north alt2, Subsection 2","[[-117.45306, 32.4647, 0.0], [-117.46612, 32.48687, 0.0], [-117.47285, 32.49688, 0.0]]"
1337,"Santa Cruz Catalina Ridge alt2, Subsection 16","[[-119.07576, 33.70294, 0.0], [-119.09158, 33.71398, 0.0], [-119.12002, 33.73575, 0.0]]"
1252,"Santa Cruz Catalina Ridge alt2, Subsection 15","[[-119.03184, 33.6699, 0.0], [-119.04837, 33.68382, 0.0], [-119.07576, 33.70294, 0.0]]"
898,"Santa Cruz Catalina Ridge alt2, Subsection 14","[[-118.98714, 33.63782, 0.0], [-119.00881, 33.6505, 0.0], [-119.03184, 33.6699, 0.0]]"
1208,"Santa Cruz Catalina Ridge alt2, Subsection 13","[[-118.93868, 33.60945, 0.0], [-118.98714, 33.63782, 0.0]]"
1222,"Santa Cruz Catalina Ridge alt2, Subsection 12","[[-118.89026, 33.58107, 0.0], [-118.93868, 33.60945, 0.0]]"
245,"Santa Cruz Catalina Ridge alt2, Subsection 11","[[-118.85302, 33.54639, 0.0], [-118.85735, 33.56176, 0.0], [-118.89026, 33.58107, 0.0]]"
1227,"Santa Cruz Catalina Ridge alt2, Subsection 10","[[-118.81885, 33.5102, 0.0], [-118.84738, 33.52639, 0.0], [-118.85302, 33.54639, 0.0]]"
122,"Santa Cruz Catalina Ridge alt2, Subsection 9","[[-118.77975, 33.47461, 0.0], [-118.79701, 33.49779, 0.0], [-118.81885, 33.5102, 0.0]]"
2108,"Santa Cruz Catalina Ridge alt2, Subsection 8","[[-118.74859, 33.4327, 0.0], [-118.77975, 33.47461, 0.0]]"
2253,"Santa Cruz Catalina Ridge alt2, Subsection 7","[[-118.70859, 33.39755, 0.0], [-118.73451, 33.41374, 0.0], [-118.74859, 33.4327, 0.0]]"
2439,"Santa Cruz Catalina Ridge alt2, Subsection 6","[[-118.66132, 33.36799, 0.0], [-118.70859, 33.39755, 0.0]]"
741,"Santa Cruz Catalina Ridge alt2, Subsection 5","[[-118.61097, 33.34246, 0.0], [-118.64507, 33.35782, 0.0], [-118.66132, 33.36799, 0.0]]"
1381,"Little Salmon (Onshore), Subsection 0","[[-123.99, 40.534, 0.0], [-124.10399, 40.584, 0.0], [-124.10644, 40.58606, 0.0]]"
1008,"Little Salmon (Onshore), Subsection 1","[[-124.10644, 40.58606, 0.0], [-124.178, 40.646, 0.0], [-124.18729, 40.66671, 0.0]]"
227,"Table Bluff, Subsection 0","[[-124.17977, 40.64778, 0.0], [-124.26178, 40.68648, 0.0]]"
639,"Table Bluff, Subsection 1","[[-124.26178, 40.68648, 0.0], [-124.282, 40.696, 0.0], [-124.35482, 40.69679, 0.0]]"
498,"Table Bluff, Subsection 2","[[-124.35482, 40.69679, 0.0], [-124.45144, 40.69777, 0.0]]"
529,"Table Bluff, Subsection 3","[[-124.45144, 40.69777, 0.0], [-124.47499, 40.698, 0.0], [-124.53089, 40.73371, 0.0]]"
2347,"Table Bluff, Subsection 4","[[-124.53089, 40.73371, 0.0], [-124.60489, 40.78088, 0.0]]"
544,"McKinleyville (alt1), Subsection 1","[[-123.94244, 40.81782, 0.0], [-123.99852, 40.85803, 0.0], [-124.0202, 40.87918, 0.0]]"
1670,"McKinleyville (alt1), Subsection 2","[[-124.0202, 40.87918, 0.0], [-124.05131, 40.90951, 0.0], [-124.08191, 40.95025, 0.0]]"
2064,"Puente Hills (LA), Subsection 0","[[-118.12595, 33.96896, 2.1], [-118.20062, 33.95792, 2.1], [-118.23626, 33.97777, 2.1]]"
766,"Puente Hills (LA), Subsection 1","[[-118.23626, 33.97777, 2.1], [-118.33496, 34.03264, 2.1]]"
1056,"Verdugo, Subsection 1","[[-118.20428, 34.15192, 0.0], [-118.22854, 34.15508, 0.0], [-118.27606, 34.18724, 0.0]]"
1349,"Verdugo, Subsection 0","[[-118.12975, 34.1187, 0.0], [-118.18648, 34.1496, 0.0], [-118.20428, 34.15192, 0.0]]"
613,"Newport-Inglewood alt 2, Subsection 1","[[-117.9744, 33.65699, 0.0], [-117.99491, 33.678, 0.0], [-118.03264, 33.69543, 0.0], [-118.03481, 33.69745, 0.0]]"
855,"Newport-Inglewood alt 2, Subsection 0","[[-117.92467, 33.60599, 0.0], [-117.9744, 33.65699, 0.0]]"
1761,"Green Valley 2011 CFM, Subsection 4","[[-122.15011, 38.20202, 0.0], [-122.13282, 38.15394, 0.0], [-122.13038, 38.14902, 0.0]]"
807,"Green Valley 2011 CFM, Subsection 3","[[-122.1688, 38.25526, 0.0], [-122.16127, 38.23303, 0.0], [-122.15011, 38.20202, 0.0]]"
645,"Green Valley 2011 CFM, Subsection 2","[[-122.18688, 38.30865, 0.0], [-122.1688, 38.25526, 0.0]]"
1235,"Green Valley 2011 CFM, Subsection 1","[[-122.205, 38.36202, 0.0], [-122.18688, 38.30865, 0.0]]"
347,"Green Valley 2011 CFM, Subsection 0","[[-122.22314, 38.4154, 0.0], [-122.205, 38.36202, 0.0]]"
2820,"Hunting Creek - Berryessa 2011 CFM, Subsection 0","[[-122.22314, 38.4154, 0.0], [-122.24482, 38.45643, 0.0]]"
2436,"Hunting Creek - Berryessa 2011 CFM, Subsection 1","[[-122.24482, 38.45643, 0.0], [-122.2501, 38.46641, 0.0], [-122.24634, 38.49989, 0.0]]"
286,"Hunting Creek - Berryessa 2011 CFM, Subsection 2","[[-122.24634, 38.49989, 0.0], [-122.24137, 38.54413, 0.0]]"
2095,"Hunting Creek - Berryessa 2011 CFM, Subsection 3","[[-122.24137, 38.54413, 0.0], [-122.24012, 38.55527, 0.0], [-122.2638, 38.58286, 0.0]]"
162,"Hunting Creek - Berryessa 2011 CFM, Subsection 4","[[-122.2638, 38.58286, 0.0], [-122.29548, 38.61972, 0.0]]"
1225,"Hunting Creek - Berryessa 2011 CFM, Subsection 5","[[-122.29548, 38.61972, 0.0], [-122.29863, 38.62339, 0.0], [-122.33536, 38.65125, 0.0]]"
1490,"Hunting Creek - Berryessa 2011 CFM, Subsection 6","[[-122.33536, 38.65125, 0.0], [-122.3441, 38.65787, 0.0], [-122.37342, 38.68421, 0.0]]"
2700,"Hunting Creek - Berryessa 2011 CFM, Subsection 7","[[-122.37342, 38.68421, 0.0], [-122.41077, 38.71772, 0.0]]"
549,"Hunting Creek - Berryessa 2011 CFM, Subsection 8","[[-122.41077, 38.71772, 0.0], [-122.44815, 38.75121, 0.0]]"
335,"Point Reyes 2011 CFM, Subsection 11","[[-123.26227, 38.26626, 0.0], [-123.27758, 38.31156, 0.0]]"
812,"Redondo Canyon alt 2, Subsection 1","[[-118.59114, 33.80715, 0.5], [-118.54363, 33.79576, 0.5], [-118.52644, 33.79705, 0.5]]"
2198,"Redondo Canyon alt 2, Subsection 0","[[-118.65547, 33.82184, 0.5], [-118.60054, 33.8094, 0.5], [-118.59114, 33.80715, 0.5]]"
2566,"Santa Monica Bay, Subsection 0","[[-118.78546, 33.76722, 2.3], [-118.85099, 33.82038, 2.3]]"
736,"Santa Monica Bay, Subsection 1","[[-118.85099, 33.82038, 2.3], [-118.91659, 33.8735, 2.3]]"
2188,"Santa Ynez (East), Subsection 8","[[-119.04827, 34.5526, 0.0], [-118.97532, 34.56584, 0.0]]"
2443,"Santa Ynez (East), Subsection 9","[[-118.97532, 34.56584, 0.0], [-118.954, 34.5697, 0.0], [-118.904, 34.5839, 0.0]]"
1463,"Mendocino, Subsection 35","[[-126.3227, 40.41262, 0.0], [-126.3812, 40.41218, 0.0]]"
986,"Clayton, Subsection 0","[[-121.96186, 37.97647, 0.0], [-121.91815, 37.94121, 0.0]]"
2830,"Clayton, Subsection 1","[[-121.91815, 37.94121, 0.0], [-121.8848, 37.91427, 0.0], [-121.87762, 37.90408, 0.0]]"
149,"Clayton, Subsection 2","[[-121.87762, 37.90408, 0.0], [-121.84729, 37.86098, 0.0]]"
1375,"Mount Diablo Thrust South, Subsection 1","[[-121.84416, 37.74478, 1.0], [-121.90313, 37.76546, 1.0]]"
750,"Mount Diablo Thrust South, Subsection 0","[[-121.78523, 37.72407, 1.0], [-121.84416, 37.74478, 1.0]]"
329,"Sargent 2011 CFM, Subsection 9","[[-121.46932, 36.89319, 0.0], [-121.41184, 36.8707, 0.0]]"
1249,"Sargent 2011 CFM, Subsection 8","[[-121.52609, 36.9166, 0.0], [-121.52101, 36.91338, 0.0], [-121.46932, 36.89319, 0.0]]"
2564,"Kern Canyon (Lake Isabella) 2011, Subsection 0","[[-118.5315, 35.462, 0.0], [-118.5316, 35.4828, 0.0], [-118.51932, 35.52449, 0.0]]"
50,"Kern Canyon (Lake Isabella) 2011, Subsection 1","[[-118.51932, 35.52449, 0.0], [-118.50106, 35.58641, 0.0]]"
1731,"Kern Canyon (Lake Isabella) 2011, Subsection 2","[[-118.50106, 35.58641, 0.0], [-118.5008, 35.5873, 0.0], [-118.47198, 35.64552, 0.0]]"
1859,"Kern Canyon (Lake Isabella) 2011, Subsection 3","[[-118.47198, 35.64552, 0.0], [-118.44269, 35.70458, 0.0]]"
1246,"Kern Canyon (Lake Isabella) 2011, Subsection 4","[[-118.44269, 35.70458, 0.0], [-118.4321, 35.7259, 0.0], [-118.4201, 35.7654, 0.0]]"
331,"Lake Isabella (Seismicity), Subsection 3","[[-118.38146, 35.67224, 0.0], [-118.36047, 35.73795, 0.0]]"
407,"Lake Isabella (Seismicity), Subsection 4","[[-118.36047, 35.73795, 0.0], [-118.33944, 35.80365, 0.0]]"
611,"Kern Canyon (South Kern) 2011, Subsection 0","[[-118.4019, 35.7667, 0.0], [-118.42733, 35.83588, 0.0]]"
1327,"Kern Canyon (South Kern) 2011, Subsection 1","[[-118.42733, 35.83588, 0.0], [-118.4505, 35.8988, 0.0], [-118.45159, 35.90527, 0.0]]"
808,"Kern Canyon (South Kern) 2011, Subsection 2","[[-118.45159, 35.90527, 0.0], [-118.4615, 35.9641, 0.0], [-118.45982, 35.97684, 0.0]]"
297,"Kern Canyon (South Kern) 2011, Subsection 3","[[-118.45982, 35.97684, 0.0], [-118.45031, 36.04862, 0.0]]"
2891,"Kern Canyon (South Kern) 2011, Subsection 4","[[-118.45031, 36.04862, 0.0], [-118.44079, 36.1204, 0.0]]"
1531,"Kern Canyon (South Kern) 2011, Subsection 5","[[-118.44079, 36.1204, 0.0], [-118.4394, 36.1309, 0.0], [-118.4255, 36.1915, 0.0]]"
543,"Kern Canyon (North Kern) 2011, Subsection 0","[[-118.4255, 36.1915, 0.0], [-118.4154, 36.2579, 0.0]]"
2793,"Kern Canyon (North Kern) 2011, Subsection 1","[[-118.4154, 36.2579, 0.0], [-118.4119, 36.2809, 0.0], [-118.41302, 36.32462, 0.0]]"
434,"Hunting Creek - Bartlett Springs connector 2011, Subsection 0","[[-122.36415, 38.68143, 0.0], [-122.37495, 38.72953, 0.0]]"
320,"Goose Lake 2011 CFM, Subsection 7","[[-120.29082, 41.98693, 0.0], [-120.2905, 41.9851, 0.0], [-120.30705, 41.9454, 0.0]]"
2072,"Goose Lake 2011 CFM, Subsection 6","[[-120.29843, 42.02997, 0.0], [-120.29082, 41.98693, 0.0]]"
1799,"Goose Lake 2011 CFM, Subsection 5","[[-120.30616, 42.07299, 0.0], [-120.30598, 42.07263, 0.0], [-120.29843, 42.02997, 0.0]]"
794,"Puente Hills, Subsection 3","[[-118.14922, 33.95797, 5.0], [-118.22337, 34.00831, 5.0]]"
788,"Puente Hills, Subsection 4","[[-118.22337, 34.00831, 5.0], [-118.29761, 34.05861, 5.0]]"
2537,"Mission Hills 2011, Subsection 1","[[-118.48609, 34.27754, 0.0], [-118.55724, 34.27385, 0.0]]"
129,"Mission Hills 2011, Subsection 0","[[-118.42055, 34.26115, 0.0], [-118.45844, 34.27896, 0.0], [-118.48609, 34.27754, 0.0]]"
1118,"Mount Diablo Thrust North CFM, Subsection 1","[[-121.98806, 37.8269, 1.0], [-122.04979, 37.89604, 1.0]]"
728,"Mount Diablo Thrust North CFM, Subsection 0","[[-121.9081, 37.77295, 1.0], [-121.96558, 37.80168, 1.0], [-121.98806, 37.8269, 1.0]]"
1865,"Thirty Mile Bank, Subsection 3","[[-117.78122, 32.75346, 0.3], [-117.81635, 32.79207, 0.3], [-117.84693, 32.82757, 0.3]]"
599,"Thirty Mile Bank, Subsection 2","[[-117.72511, 32.67404, 0.3], [-117.7403, 32.69746, 0.3], [-117.77902, 32.75104, 0.3], [-117.78122, 32.75346, 0.3]]"
2594,"Thirty Mile Bank, Subsection 1","[[-117.68521, 32.58814, 0.3], [-117.69572, 32.61594, 0.3], [-117.71574, 32.65958, 0.3], [-117.72511, 32.67404, 0.3]]"
520,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 1","[[-119.85678, 34.42649, 0.0], [-119.81566, 34.43237, 0.0]]"
2479,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 0","[[-119.89769, 34.42981, 0.0], [-119.86875, 34.42478, 0.0], [-119.85678, 34.42649, 0.0]]"
563,"North Channel, Subsection 12","[[-119.88322, 34.34937, 1.1], [-119.90947, 34.35373, 1.1], [-119.91558, 34.36288, 1.1]]"
708,"North Channel, Subsection 13","[[-119.91558, 34.36288, 1.1], [-119.93463, 34.39139, 1.1]]"
2423,"So Sierra Nevada, Subsection 6","[[-117.87344, 35.69617, 0.0], [-117.89598, 35.75828, 0.0], [-117.89716, 35.77134, 0.0]]"
111,"So Sierra Nevada, Subsection 7","[[-117.89716, 35.77134, 0.0], [-117.90422, 35.84897, 0.0]]"
1504,"Owens Valley, Subsection 0","[[-117.96535, 36.30771, 0.0], [-117.98082, 36.36358, 0.0]]"
1074,"Owens Valley, Subsection 1","[[-117.98082, 36.36358, 0.0], [-117.99631, 36.41945, 0.0]]"
1766,"Owens Valley, Subsection 2","[[-117.99631, 36.41945, 0.0], [-118.01183, 36.47532, 0.0]]"
1515,"Owens Valley, Subsection 3","[[-118.01183, 36.47532, 0.0], [-118.02, 36.5047, 0.0], [-118.03224, 36.52999, 0.0]]"
2413,"Owens Valley, Subsection 4","[[-118.03224, 36.52999, 0.0], [-118.043, 36.5522, 0.0], [-118.05347, 36.58453, 0.0]]"
1544,"Owens Valley, Subsection 5","[[-118.05347, 36.58453, 0.0], [-118.07, 36.6355, 0.0], [-118.071, 36.64001, 0.0]]"
1115,"Quien Sabe 2011 CFM, Subsection 0","[[-121.37575, 36.93768, 0.0], [-121.34218, 36.90104, 0.0]]"
2325,"Quien Sabe 2011 CFM, Subsection 1","[[-121.34218, 36.90104, 0.0], [-121.33534, 36.89357, 0.0], [-121.30692, 36.86544, 0.0]]"
1380,"Quien Sabe 2011 CFM, Subsection 2","[[-121.30692, 36.86544, 0.0], [-121.29735, 36.85596, 0.0], [-121.27369, 36.82865, 0.0]]"
612,"Quien Sabe 2011 CFM, Subsection 3","[[-121.27369, 36.82865, 0.0], [-121.25795, 36.81047, 0.0], [-121.24077, 36.79166, 0.0]]"
44,"Quien Sabe 2011 CFM, Subsection 4","[[-121.24077, 36.79166, 0.0], [-121.2073, 36.75499, 0.0]]"
1900,"San Gabriel, Subsection 0","[[-118.28003, 34.31781, 0.0], [-118.301, 34.3311, 0.0], [-118.3571, 34.34852, 0.0]]"
651,"Santa Susana alt 2, Subsection 0","[[-118.34647, 34.31416, 0.0], [-118.40267, 34.32968, 0.0], [-118.41069, 34.32957, 0.0]]"
756,"San Gabriel (Extension), Subsection 7","[[-118.20537, 34.2862, 0.0], [-118.207, 34.2867, 0.0], [-118.255, 34.3009, 0.0], [-118.28003, 34.31781, 0.0]]"
1193,"San Gabriel (Extension), Subsection 6","[[-118.12547, 34.2622, 0.0], [-118.136, 34.2647, 0.0], [-118.20537, 34.2862, 0.0]]"
2316,"Mission Creek, Subsection 3","[[-116.81893, 34.04639, 0.0], [-116.83646, 34.04584, 0.0], [-116.89946, 34.02551, 0.0]]"
1390,"Mission Creek, Subsection 2","[[-116.734, 34.04763, 0.0], [-116.7397, 34.04883, 0.0], [-116.81893, 34.04639, 0.0]]"
1803,"Pinto Mtn, Subsection 10","[[-115.92665, 34.10404, 0.0], [-115.84548, 34.09336, 0.0]]"
148,"Pinto Mtn, Subsection 9","[[-116.00482, 34.12358, 0.0], [-115.95894, 34.10814, 0.0], [-115.94344, 34.10624, 0.0], [-115.92665, 34.10404, 0.0]]"
1951,"Pinto Mtn, Subsection 8","[[-116.08468, 34.13825, 0.0], [-116.08173, 34.13806, 0.0], [-116.05362, 34.13046, 0.0], [-116.01115, 34.12571, 0.0], [-116.00482, 34.12358, 0.0]]"
2465,"Pinto Mtn, Subsection 7","[[-116.16666, 34.14357, 0.0], [-116.08468, 34.13825, 0.0]]"
1100,"Pinto Mtn, Subsection 6","[[-116.24866, 34.14651, 0.0], [-116.22863, 34.14756, 0.0], [-116.16666, 34.14357, 0.0]]"
90,"Pinto Mtn, Subsection 5","[[-116.33042, 34.1396, 0.0], [-116.28314, 34.14471, 0.0], [-116.24866, 34.14651, 0.0]]"
2446,"Pinto Mtn, Subsection 4","[[-116.41194, 34.13074, 0.0], [-116.33042, 34.1396, 0.0]]"
575,"Pinto Mtn, Subsection 3","[[-116.4872, 34.10823, 0.0], [-116.47939, 34.11099, 0.0], [-116.4593, 34.12429, 0.0], [-116.41455, 34.13046, 0.0], [-116.41194, 34.13074, 0.0]]"
958,"Pinto Mtn, Subsection 2","[[-116.56308, 34.08239, 0.0], [-116.55858, 34.08298, 0.0], [-116.4872, 34.10823, 0.0]]"
1470,"Pinto Mtn, Subsection 1","[[-116.64472, 34.07895, 0.0], [-116.63834, 34.08013, 0.0], [-116.59128, 34.0787, 0.0], [-116.56308, 34.08239, 0.0]]"
744,"Pinto Mtn, Subsection 0","[[-116.72039, 34.05496, 0.0], [-116.70146, 34.06018, 0.0], [-116.67965, 34.07253, 0.0], [-116.64472, 34.07895, 0.0]]"
1560,"Coronado Bank alt1, Subsection 24","[[-116.99801, 32.11548, 0.0], [-116.97539, 32.08328, 0.0]]"
2295,"Coronado Bank alt1, Subsection 25","[[-116.97539, 32.08328, 0.0], [-116.95279, 32.05108, 0.0]]"
469,"Coronado Bank alt1, Subsection 26","[[-116.95279, 32.05108, 0.0], [-116.9302, 32.01887, 0.0]]"
2469,"Coronado Bank alt1, Subsection 27","[[-116.9302, 32.01887, 0.0], [-116.90763, 31.98666, 0.0]]"
2427,"Coronado Bank alt1, Subsection 28","[[-116.90763, 31.98666, 0.0], [-116.88507, 31.95444, 0.0]]"
781,"Coronado Bank alt1, Subsection 29","[[-116.88507, 31.95444, 0.0], [-116.86253, 31.92222, 0.0]]"
1887,"Newport-Inglewood alt 2, Subsection 6","[[-118.2561, 33.8818, 0.0], [-118.28109, 33.91318, 0.0], [-118.30455, 33.93341, 0.0]]"
348,"Newport-Inglewood alt 2, Subsection 7","[[-118.30455, 33.93341, 0.0], [-118.3315, 33.95663, 0.0], [-118.35108, 33.98588, 0.0]]"
126,"Newport-Inglewood alt 2, Subsection 8","[[-118.35108, 33.98588, 0.0], [-118.38955, 34.04331, 0.0]]"
2353,"San Pedro Escarpment, Subsection 0","[[-118.46721, 33.7364, 1.0], [-118.51419, 33.7683, 1.0], [-118.59055, 33.79516, 1.0]]"
1736,"San Pedro Escarpment, Subsection 1","[[-118.59055, 33.79516, 1.0], [-118.60331, 33.79964, 1.0], [-118.66368, 33.84934, 1.0], [-118.68807, 33.88057, 1.0]]"
379,"Cleghorn Lake, Subsection 0","[[-115.7345, 34.18407, 0.0], [-115.7732, 34.22187, 0.0], [-115.77413, 34.22372, 0.0]]"
1754,"Cleghorn Lake, Subsection 1","[[-115.77413, 34.22372, 0.0], [-115.79812, 34.27128, 0.0]]"
350,"Cleghorn Lake, Subsection 2","[[-115.79812, 34.27128, 0.0], [-115.82039, 34.31538, 0.0], [-115.82187, 34.31892, 0.0]]"
226,"Cleghorn Lake, Subsection 3","[[-115.82187, 34.31892, 0.0], [-115.84229, 34.36762, 0.0]]"
2488,"Cleghorn Lake, Subsection 4","[[-115.84229, 34.36762, 0.0], [-115.84502, 34.37413, 0.0], [-115.87576, 34.41086, 0.0]]"
1143,"Ludlow, Subsection 12","[[-115.90594, 34.46892, 0.0], [-115.86622, 34.43188, 0.0]]"
1365,"Ludlow, Subsection 11","[[-115.9457, 34.50594, 0.0], [-115.90594, 34.46892, 0.0]]"
2013,"Ludlow, Subsection 10","[[-115.9855, 34.54295, 0.0], [-115.9457, 34.50594, 0.0]]"
246,"Ludlow, Subsection 9","[[-116.02533, 34.57995, 0.0], [-115.9855, 34.54295, 0.0]]"
1391,"Ludlow, Subsection 8","[[-116.06519, 34.61693, 0.0], [-116.02533, 34.57995, 0.0]]"
371,"Ludlow, Subsection 7","[[-116.10509, 34.6539, 0.0], [-116.06519, 34.61693, 0.0]]"
2512,"Ludlow, Subsection 6","[[-116.14503, 34.69086, 0.0], [-116.10509, 34.6539, 0.0]]"
2863,"Ludlow, Subsection 5","[[-116.17083, 34.73425, 0.0], [-116.16055, 34.70521, 0.0], [-116.14503, 34.69086, 0.0]]"
1914,"Ludlow, Subsection 4","[[-116.18765, 34.78172, 0.0], [-116.17083, 34.73425, 0.0]]"
588,"Ludlow, Subsection 3","[[-116.21646, 34.82482, 0.0], [-116.21665, 34.82371, 0.0], [-116.18825, 34.78341, 0.0], [-116.18765, 34.78172, 0.0]]"
336,"Ludlow, Subsection 2","[[-116.20808, 34.87378, 0.0], [-116.21646, 34.82482, 0.0]]"
485,"Morales (West), Subsection 1","[[-119.78551, 35.01019, 0.0], [-119.81238, 35.02942, 0.0], [-119.8312, 35.06, 0.0]]"
1576,"Morales (West), Subsection 0","[[-119.72165, 34.97482, 0.0], [-119.7629, 34.994, 0.0], [-119.78551, 35.01019, 0.0]]"
