d_pipe_mean,d_pipe_sigma,d_pipe_low,d_pipe_high,d_pipe_dist_type,soil_type,soil_density,t_pipe_mean,t_pipe_sigma,t_pipe_low,t_pipe_high,t_pipe_dist_type,sigma_y_mean,sigma_y_sigma,sigma_y_low,sigma_y_high,sigma_y_dist_type,n_param_mean,n_param_sigma,n_param_low,n_param_high,n_param_dist_type,r_param_mean,r_param_sigma,r_param_low,r_param_high,r_param_dist_type,alpha_backfill_mean,alpha_backfill_sigma,alpha_backfill_low,alpha_backfill_high,alpha_backfill_dist_type,s_u_backfill_mean,s_u_backfill_sigma,s_u_backfill_low,s_u_backfill_high,s_u_backfill_dist_type,gamma_backfill_mean,gamma_backfill_sigma,gamma_backfill_low,gamma_backfill_high,gamma_backfill_dist_type,h_pipe_mean,h_pipe_sigma,h_pipe_low,h_pipe_high,h_pipe_dist_type,phi_backfill_mean,phi_backfill_sigma,phi_backfill_low,phi_backfill_high,phi_backfill_dist_type,delta_backfill_mean,delta_backfill_sigma,delta_backfill_low,delta_backfill_high,delta_backfill_dist_type,op_press_mean,op_press_sigma,op_press_low,op_press_high,op_press_dist_type,l_anchor_mean,l_anchor_sigma,l_anchor_low,l_anchor_high,l_anchor_dist_type,beta_crossing_mean,beta_crossing_sigma,beta_crossing_low,beta_crossing_high,beta_crossing_dist_type,psi_dip_mean,psi_dip_sigma,psi_dip_low,psi_dip_high,psi_dip_dist_type,phi_soil_mean,phi_soil_sigma,phi_soil_low,phi_soil_high,phi_soil_dist_type,coh_soil_mean,coh_soil_sigma,coh_soil_low,coh_soil_high,coh_soil_dist_type,gamma_soil_mean,gamma_soil_sigma,gamma_soil_low,gamma_soil_high,gamma_soil_dist_type,t_slope_mean,t_slope_sigma,t_slope_low,t_slope_high,t_slope_dist_type,slope_mean,slope_sigma,slope_low,slope_high,slope_dist_type,steel_grade,level_to_run,GeologicUnit_WillsEtal2015,wills_geo_unit_desc
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.48432984549698,2.1817969661040526,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.6683832,-0.08140069,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.847762324670395,2.9770263784747497,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-2.0042322,-0.097786814,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,8.503317365880589,2.861130212797842,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.7533565,-0.08554655,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,4.960043507980195,1.668916932868623,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-8.187094,-0.39944965,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,7.32323672236579,2.4640658392810177,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-2.8483942,-0.13897362,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,2.2925347571405443,0.7713742972669481,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.15025607,0.0073310183,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.835141961092188,1.2904187934085531,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.9727405,0.09625033,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.348535082708654,1.7996335619260049,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.2839573,-0.013854324,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,7.225117505535328,2.4310514469385502,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.36267757,0.0176951,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,4.546481189639412,1.5297646946342456,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,2.6462946,0.12911315,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.033805387597507,2.0302079941020574,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.529736,0.07463607,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,6.312097719699449,2.123845637518931,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.4914213,0.07276669,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,7.061077043925787,2.3758563859244117,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.25394666,-0.0123900995,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,7.192783833968354,2.420172064148235,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.64919823,-0.03167449,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.946990057006152,2.0009970456449744,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.4312671,0.06983176,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.8022081394209395,1.279337476770344,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.8401903,0.040993024,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.40452517175483,1.1455281991735666,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-1.2626032,-0.061602615,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,3.775057150354989,1.2702019227528454,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,-0.71820015,-0.035041105,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,7.082380629141621,2.383024450890034,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.5685458,0.07652961,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.382198850528739,1.8109604851775258,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,0.1439618,0.00702392,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,5.694741730004052,1.9161224868746187,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.6922542,0.08256536,-inf,inf,lognormal,"""NA""",1,water,water
152.4,0.0,-inf,inf,normal,clay,soft,10.2,4.08,2.5,20.3,normal,359000.0,53850.0,240000.0,600000.0,normal,10.0,3.0,16.0,,normal,8.5,1.5,11.5,,normal,0.75,0.14,0.5,1.0,normal,3.6888794541139363,1.3706531692212907,2.995732273553991,4.787491742782046,lognormal,2.9444389791664403,0.2537449679469199,2.772588722239781,3.068052935133617,lognormal,0.1823215567939546,0.025481614914385893,-0.5108256237659907,1.791759469228055,lognormal,3.6375861597263857,0.5083961072403537,3.4011973816621555,3.8066624897703196,lognormal,0.75,0.14,0.5,1.0,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,4.740574822994295,1.5950718135631008,0.0,inf,lognormal,135,20.0,90.0,360.0,normal,15,10.0,15.0,90.0,normal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,9.21024036697585,0.0,9.21024036697585,9.21024036697585,lognormal,2.833213344056216,0.191691385696821,2.772588722239781,3.068052935133617,lognormal,0.6931471805599453,0.09687559630692275,0.0,1.791759469228055,lognormal,1.4620614,0.07133421,-inf,inf,lognormal,"""NA""",1,water,water
