ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,OBJ_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING
86931,-123.2068767,39.19166452,-123.2068747,39.19146856,-123.2068757,39.19156654,0.02179,2290,304.8,86931,1,24.2,179.7,176.0,176.30000000000013
86960,-123.2098288,39.18028692,-123.2099413,39.17970154,-123.20988505,39.17999423,0.06581,2290,304.8,86960,1,232.8,188.6,147.0,138.40000000000003
87014,-123.2025461,39.15623027,-123.2024628,39.15551308,-123.20250445,39.155871675,0.080071,2290,304.8,87014,1,51.1,175.0,69.0,105.99999999999999
87469,-123.0962325,38.91604658,-123.0965093,38.91530025,-123.0963709,38.915673415,0.086374,2290,304.8,87469,1,215.6,196.2,11.0,174.79999999999998
88025,-122.8689264,38.64959761,-122.8685957,38.64879875,-122.86876105,38.64919818,0.093356,2290,304.8,88025,1,1251.7,161.9,274.0,112.1
88183,-122.8451851,38.58397939,-122.8449836,38.58353797,-122.84508435,38.58375868,0.052115,2290,304.8,88183,1,717.9,160.2,216.0,124.19999999999999
89758,-123.986756,40.51217228,-123.9863443,40.51193874,-123.98655015,40.51205551,0.043425,2296,304.8,89758,1,198.6,127.3,221.0,93.70000000000002
90083,-123.8020782,40.55821609,-123.8020172,40.55884933,-123.8020477,40.55853271,0.070601,2296,304.8,90083,1,176.2,4.7,26.0,158.7
90387,-123.6440881,40.50756269,-123.6431508,40.50718426,-123.64361945,40.507373475,0.089723,2296,304.8,90387,1,2980.9,118.3,294.0,175.70000000000007
90719,-123.4455011,40.41664661,-123.445331,40.41610099,-123.44541605,40.4163738,0.062356,2297,304.8,90719,1,4492.6,166.9,209.0,137.90000000000003
90881,-123.3665993,40.35128313,-123.3655657,40.35117613,-123.3660825,40.35122963,0.088392,2297,304.8,90881,1,3402.2,97.9,8.0,90.10000000000001
91021,-123.310452,40.36492282,-123.3104162,40.36515761,-123.3104341,40.365040215,0.026283,2298,304.8,91021,1,38.3,6.9,245.0,121.90000000000005
91260,-123.1421358,40.39989525,-123.1415522,40.3991663,-123.141844,40.399530775,0.094933,2299,304.8,91260,1,862.6,148.6,13.0,135.60000000000002
91818,-122.772975,40.30237788,-122.7727331,40.30224029,-122.77285405,40.302309085,0.025591,2299,304.8,91818,1,1349.3,126.5,80.0,133.5
91907,-122.702106,40.29822456,-122.7009749,40.29828737,-122.70154045,40.298255965,0.096179,2299,304.8,91907,1,2052.2,85.7,251.0,165.3
91944,-122.6775786,40.29140265,-122.6771108,40.29155099,-122.6773447,40.29147682,0.042969,2299,304.8,91944,1,276.8,67.3,354.0,106.7
92007,-122.6470082,40.28657378,-122.6465087,40.28628179,-122.64675845,40.286427785,0.053378,2299,304.8,92007,1,724.2,127.1,350.0,137.10000000000008
92062,-122.6178132,40.27910836,-122.6175371,40.279431,-122.61767515,40.27926968,0.042845,2299,304.8,92062,1,272.8,33.0,330.0,116.99999999999997
92889,-122.1566761,39.96259772,-122.1564566,39.96177353,-122.15656635,39.962185625,0.093536,2303,304.8,92889,1,1041.9,167.9,125.0,137.09999999999997
93104,-122.1343183,39.81629526,-122.1339766,39.81556711,-122.13414745,39.815931185,0.086066,2303,304.8,93104,1,2098.1,159.6,34.0,125.6
93376,-121.9519962,39.74283475,-121.9513671,39.74245946,-121.95168165,39.742647105,0.068078,2303,304.8,93376,1,1917.9,127.0,246.0,119.0
94092,-121.6678357,39.1272273,-121.6670625,39.12722879,-121.6674491,39.127228045,0.066696,2312,304.8,94092,1,2050.1,89.0,85.0,176.00000000000006
94497,-122.5121643,38.25176276,-122.5129627,38.25162758,-122.5125635,38.25169517,0.071319,2315,304.8,94497,1,878.1,257.6,49.0,151.40000000000003
94651,-122.5379715,37.99309158,-122.5384369,37.99309921,-122.5382042,37.993095395,0.040792,2318,304.8,94651,1,20.4,270.9,344.0,106.90000000000002
94927,-122.5256563,37.90466648,-122.5256928,37.90460779,-122.52567455,37.904637135,0.007269,2318,304.8,94927,1,3.6,205.9,103.0,102.9
94971,-122.2473678,38.19578126,-122.2469568,38.19562096,-122.2471623,38.19570111,0.040096,2319,304.8,94971,1,20.1,115.8,305.0,170.8000000000001
95313,-122.2236135,38.06942802,-122.2240503,38.06874061,-122.2238319,38.069084315,0.085467,2320,304.8,95313,1,156.1,206.2,244.0,142.2
95379,-122.225441,38.05440903,-122.2255127,38.05428246,-122.22547685,38.054345745,0.015411,2322,304.8,95379,1,20.1,203.7,9.0,165.30000000000007
95466,-121.5491521,38.60086481,-121.5487967,38.60130683,-121.5489744,38.60108582,0.058048,2324,304.8,95466,1,242.9,31.3,28.0,176.70000000000007
95512,-121.4984278,38.63109805,-121.4989895,38.63173196,-121.49870865,38.631415005,0.085727,2326,304.8,95512,1,169.0,324.3,235.0,90.69999999999996
95672,-121.5055504,38.57658768,-121.505806,38.57600403,-121.5056782,38.576295855,0.068597,2327,304.8,95672,1,130.7,198.0,113.0,94.99999999999997
95682,-121.5082397,38.57329941,-121.5082016,38.57326508,-121.50822065,38.573282245,0.005054,2327,304.8,95682,1,2.5,138.0,289.0,151.0
95933,-121.7788253,38.21612217,-121.7782068,38.21551156,-121.77851605,38.215816865,0.086774,2332,304.8,95933,1,450.8,140.6,358.0,142.59999999999997
96575,-120.9506908,38.16286422,-120.9498142,38.16285864,-120.9502525,38.16286143,0.076642,2339,304.8,96575,1,1658.1,89.2,348.0,101.20000000000003
96578,-120.9480035,38.16286398,-120.9470693,38.16287489,-120.9475364,38.162869435,0.081684,2339,304.8,96578,1,1420.1,87.9,218.0,130.09999999999994
96602,-120.9262537,38.1630949,-120.9252424,38.16309961,-120.92574805,38.163097255,0.088417,2339,304.8,96602,1,485.5,88.4,350.0,98.40000000000006
96609,-120.9192515,38.16315113,-120.9182788,38.16316748,-120.91876515,38.163159305,0.08506,2339,304.8,96609,1,1097.6,87.5,208.0,120.50000000000004
96687,-120.8540049,38.17839455,-120.8536622,38.17827163,-120.85383355,38.17833309,0.032926,2339,304.8,96687,1,16.5,113.1,151.0,142.1
96769,-120.7784548,38.19470384,-120.7775165,38.19512406,-120.77798565,38.19491395,0.094377,2339,304.8,96769,1,1826.1,59.1,331.0,91.9
96895,-120.6842971,38.18407361,-120.6838807,38.18360143,-120.6840889,38.18383752,0.063885,2339,304.8,96895,1,866.1,143.7,223.0,100.7
96935,-121.375393,38.15884282,-121.3744518,38.15917977,-121.3749224,38.159011295,0.090419,2340,304.8,96935,1,588.7,64.6,316.0,108.60000000000001
97365,-121.7196808,37.95526123,-121.7200012,37.95524979,-121.719841,37.95525551,0.02812,2343,304.8,97365,1,14.1,266.6,68.0,161.40000000000003
97366,-121.7200012,37.95524979,-121.720089,37.95471764,-121.7200451,37.954983715,0.059671,2343,304.8,97366,1,29.8,186.7,79.0,107.69999999999999
97608,-122.0331345,38.03388977,-122.0332226,38.03307102,-122.03317855,38.033480395,0.091367,2344,304.8,97608,1,276.1,184.3,275.0,90.69999999999997
97738,-122.1112004,38.00211584,-122.1118423,38.00176287,-122.11152135,38.001939355,0.068584,2344,304.8,97738,1,173.5,234.7,314.0,100.7
97753,-122.1229363,38.00119487,-122.1239319,38.00119019,-122.1234341,38.00119253,0.087237,2344,304.8,97753,1,914.6,269.1,158.0,111.10000000000001
97888,-122.2222672,38.00794601,-122.2231483,38.00812531,-122.22270775,38.00803566,0.079729,2344,304.8,97888,1,39.9,283.9,217.0,113.1
97904,-122.2328276,38.01260997,-122.233493,38.01294699,-122.2331603,38.01277848,0.069301,2344,304.8,97904,1,379.2,302.2,189.0,113.19999999999997
98171,-122.3488998,37.98429871,-122.3491364,37.98420334,-122.3490181,37.984251025,0.02329,2346,304.8,98171,1,307.0,242.6,259.0,163.60000000000002
98172,-122.3491364,37.98420334,-122.3491974,37.98418808,-122.3491669,37.98419571,0.005609,2346,304.8,98172,1,292.5,252.1,259.0,173.1
98310,-122.0977868,37.88545517,-122.0975596,37.88524924,-122.0976732,37.885352205,0.030363,2348,304.8,98310,1,36.9,138.3,61.0,102.7
98648,-121.1591337,37.73954126,-121.1581972,37.73954503,-121.15866545,37.739543145,0.08235,2351,304.8,98648,1,904.0,88.6,226.0,137.40000000000003
98782,-121.1896413,37.73948715,-121.1889178,37.7394909,-121.18927955,37.739489025,0.063621,2352,304.8,98782,1,1792.9,88.5,292.0,156.5
98911,-121.1175772,37.71577163,-121.1170763,37.71548724,-121.11732675,37.715629435,0.054233,2352,304.8,98911,1,807.8,124.4,177.0,127.4
99475,-121.0426938,37.67457309,-121.0422441,37.67420331,-121.04246895,37.6743882,0.057071,2354,304.8,99475,1,838.9,134.8,224.0,90.8
99656,-120.9760733,37.69181604,-120.9760777,37.69113281,-120.9760755,37.691474425,0.075973,2356,304.8,99656,1,924.5,179.1,163.0,163.89999999999998
99854,-120.8579704,37.48647365,-120.8579708,37.48592023,-120.8579706,37.48619694,0.061538,2358,304.8,99854,1,30.7,178.7,275.0,96.30000000000001
100813,-120.0862897,36.95377031,-120.086291,36.95324662,-120.08629035,36.953508465,0.058232,2362,304.8,100813,1,87.2,178.4,197.0,161.4
100829,-120.077781,36.94799567,-120.0770724,36.94760543,-120.0774267,36.94780055,0.076473,2362,304.8,100829,1,364.0,122.7,284.0,161.29999999999998
101084,-119.9380204,36.84648515,-119.9374606,36.84619914,-119.9377405,36.846342145,0.059099,2362,304.8,101084,1,361.4,120.6,150.0,150.59999999999997
101534,-120.0761397,36.56461958,-120.0765423,36.56394342,-120.076341,36.5642815,0.083341,2363,304.8,101534,1,3680.2,203.9,146.0,122.10000000000002
101693,-119.5081846,36.51774867,-119.5090529,36.51776135,-119.50861875,36.51775501,0.077608,2364,304.8,101693,1,164.6,269.0,63.0,154.0
102022,-120.2600892,36.19497377,-120.2592496,36.19498209,-120.2596694,36.19497793,0.075348,2365,304.8,102022,1,1983.3,87.7,90.0,177.70000000000013
102436,-120.3068954,36.1369647,-120.306293,36.13659135,-120.3065942,36.136778025,0.06819,2366,304.8,102436,1,2139.4,125.8,356.0,129.79999999999995
102879,-120.0426964,35.86781381,-120.0424804,35.86705538,-120.0425884,35.867434595,0.08655,2366,304.8,102879,1,40899.7,165.2,60.0,105.19999999999999
102985,-119.9962788,35.80421416,-119.995703,35.80352586,-119.9959909,35.80387001,0.092488,2366,304.8,102985,1,34897.7,144.0,7.0,137.0
103518,-121.8626727,37.32713241,-121.8634547,37.32676785,-121.8630637,37.32695013,0.080152,2368,304.8,103518,1,1052.1,239.0,334.0,95.00000000000004
104170,-121.4570259,36.84231416,-121.4572168,36.84204472,-121.45712135,36.84217944,0.034441,2373,304.8,104170,1,47.0,208.7,245.0,143.70000000000002
104379,-121.5875608,36.77761931,-121.5878871,36.77708997,-121.58772395,36.77735464,0.065643,2373,304.8,104379,1,3069.7,205.5,265.0,120.50000000000001
104606,-121.6496853,36.67752455,-121.6495306,36.676836,-121.64960795,36.677180275,0.077796,2374,304.8,104606,1,116.4,168.9,41.0,127.9
105109,-121.6336348,36.69516551,-121.6330622,36.69493027,-121.6333485,36.69504789,0.057364,2380,304.8,105109,1,480.5,116.2,211.0,94.80000000000001
105598,-119.6368942,36.32628123,-119.6368713,36.32699203,-119.63688275,36.32663663,0.079064,2382,304.8,105598,1,39.5,359.5,332.0,152.5
105799,-119.4472316,36.32722876,-119.4462266,36.32721887,-119.4467291,36.327223815,0.090038,2382,304.8,105799,1,2726.1,88.6,209.0,120.40000000000002
105872,-119.3945794,36.32779907,-119.3945885,36.32858469,-119.39458395,36.32819188,0.087361,2382,304.8,105872,1,43.6,357.3,335.0,157.69999999999993
105892,-119.3946532,36.33932915,-119.394661,36.34009111,-119.3946571,36.33971013,0.084729,2382,304.8,105892,1,1038.2,357.4,141.0,143.60000000000005
106172,-119.7265365,35.57205921,-119.7254639,35.57205963,-119.7260002,35.57205942,0.09701,2383,304.8,106172,1,48.6,88.1,49.0,140.9
106225,-119.4639053,35.17910004,-119.4643641,35.17911539,-119.4641347,35.179107715,0.041733,2384,304.8,106225,1,20.9,270.3,79.0,168.7
106252,-119.4741507,35.17403471,-119.4745714,35.17366533,-119.47436105,35.17385002,0.056117,2384,304.8,106252,1,97.1,221.0,20.0,158.99999999999997
106301,-119.4817661,35.12567767,-119.4817769,35.12533753,-119.4817715,35.1255076,0.037835,2385,304.8,106301,1,829.7,179.5,293.0,113.50000000000001
106724,-119.0923075,35.42104395,-119.0923157,35.42015783,-119.0923116,35.42060089,0.098535,2386,304.8,106724,1,711.9,178.2,242.0,116.19999999999999
106765,-119.0549038,35.41965485,-119.0542526,35.41965485,-119.0545782,35.41965485,0.059009,2387,304.8,106765,1,191.2,87.7,186.0,98.29999999999998
107661,-119.1553066,34.19691415,-119.1562942,34.19691497,-119.1558004,34.19691456,0.09083,2394,304.8,107661,1,878.9,267.9,184.0,96.10000000000001
107767,-119.1945659,34.21791696,-119.194574,34.21719718,-119.19456995,34.21755707,0.080039,2395,304.8,107767,1,2063.5,178.4,120.0,121.6
107841,-119.177475,34.1828804,-119.1774768,34.18236142,-119.1774759,34.18262091,0.057708,2395,304.8,107841,1,1661.6,178.0,208.0,150.00000000000003
107861,-119.1776393,34.1678294,-119.1776456,34.16706332,-119.17764245,34.16744636,0.085186,2395,304.8,107861,1,1409.9,178.2,258.0,100.20000000000003
107955,-119.1498787,34.30177958,-119.1490248,34.30228691,-119.14945175,34.302033245,0.096615,2396,304.8,107955,1,905.4,52.2,140.0,92.2
108129,-119.0181792,34.37137584,-119.0175401,34.37176821,-119.01785965,34.371572025,0.073103,2396,304.8,108129,1,5222.6,51.2,163.0,111.8
108409,-118.8157121,34.40059342,-118.8147372,34.40059128,-118.81522465,34.40059235,0.089445,2396,304.8,108409,1,472.9,87.8,295.0,152.79999999999998
108412,-118.8128829,34.40058954,-118.8120034,34.40058995,-118.81244315,34.400589745,0.080692,2396,304.8,108412,1,216.8,87.6,236.0,148.4
108788,-117.4765121,34.09195245,-117.4756213,34.09195729,-117.4760667,34.09195487,0.082031,2398,304.8,108788,1,374.9,86.5,211.0,124.49999999999999
108998,-117.28479,34.09217453,-117.2838542,34.0921669,-117.2843221,34.092170715,0.086177,2398,304.8,108998,1,216.6,87.4,217.0,129.59999999999997
109034,-117.2597961,34.08670351,-117.2598038,34.08598942,-117.25979995,34.086346465,0.079406,2398,304.8,109034,1,206.8,177.3,183.0,174.30000000000004
109503,-117.6847303,34.01911567,-117.6837279,34.01911795,-117.6842291,34.01911681,0.092386,2401,304.8,109503,1,3137.3,86.9,179.0,92.10000000000001
110032,-117.881616,33.6663428,-117.8810985,33.66597951,-117.88135725,33.666161155,0.062654,2406,304.8,110032,1,94.2,127.2,98.0,150.8
110593,-117.330211,34.53798348,-117.3302142,34.53869365,-117.3302126,34.538338565,0.078968,2421,304.8,110593,1,39.5,356.6,47.0,129.6
111029,-119.807724,36.34312241,-119.807724,36.34262466,-119.807724,36.342873535,0.055347,2452,304.8,111029,1,32.3,178.1,293.0,114.89999999999998
111332,-118.9976444,35.53192291,-118.9969968,35.53124395,-118.9973206,35.53158343,0.095571,2459,330.2,111332,1,47.8,139.7,288.0,148.30000000000004
111462,-119.0371399,35.52283859,-119.0371336,35.52207212,-119.03713675,35.522455355,0.085229,2466,330.2,111462,1,204.7,177.3,68.0,109.30000000000001
111995,-121.4439693,39.02222741,-121.4431832,39.02175823,-121.44357625,39.02199282,0.085636,2472,406.4,111995,1,1901.5,126.4,216.0,90.4
112407,-121.4053617,38.63823588,-121.4054489,38.63816071,-121.4054053,38.638198295,0.011279,2475,406.4,112407,1,5.6,221.3,317.0,95.70000000000003
113181,-121.775667,39.32481064,-121.7748148,39.32426578,-121.7752409,39.32453821,0.0951,2487,406.4,113181,1,3590.3,128.7,274.0,145.3
113903,-121.8445313,39.10661536,-121.8454772,39.10664052,-121.84500425,39.10662794,0.081664,2493,406.4,113903,1,241.8,271.2,235.0,143.8
114001,-121.8912527,39.05987822,-121.891598,39.05911232,-121.89142535,39.05949527,0.090232,2493,406.4,114001,1,3382.4,198.7,-1.0,135.0
114023,-121.8987491,39.04331241,-121.8990811,39.04257964,-121.8989151,39.042946025,0.086378,2493,406.4,114023,1,1434.7,198.8,255.0,123.80000000000001
114031,-121.9014966,39.03724173,-121.9018743,39.03640469,-121.90168545,39.03682321,0.098626,2493,406.4,114031,1,714.1,198.7,199.0,179.7000000000019
115116,-122.7134613,38.38333633,-122.7134548,38.38259796,-122.71345805,38.382967145,0.082105,2500,406.4,115116,1,1178.9,179.4,262.0,97.39999999999995
115141,-122.7131613,38.36698483,-122.7131597,38.36615664,-122.7131605,38.366570735,0.092091,2500,406.4,115141,1,640.6,179.7,271.0,91.30000000000003
115446,-121.924996,38.24304602,-121.9260767,38.24305693,-121.92553635,38.243051475,0.094387,2501,406.4,115446,1,679.7,270.1,170.0,100.10000000000004
115455,-121.9333022,38.24310477,-121.9333038,38.24287561,-121.933303,38.24299019,0.025482,2501,406.4,115455,1,12.7,179.7,160.0,160.30000000000004
115493,-121.9641479,38.23385342,-121.9648842,38.23331372,-121.96451605,38.23358357,0.087962,2501,406.4,115493,1,470.6,226.5,158.0,111.49999999999999
115543,-121.9937247,38.24358736,-121.9948103,38.24357122,-121.9942675,38.24357929,0.094823,2501,406.4,115543,1,1830.3,268.3,130.0,138.3
116009,-121.940827,38.24245438,-121.941575,38.24194062,-121.941201,38.2421975,0.086781,2502,406.4,116009,1,130.2,228.3,175.0,126.69999999999999
116032,-121.9606914,38.23629587,-121.9613607,38.23581109,-121.96102605,38.23605348,0.079517,2502,406.4,116032,1,885.3,226.8,282.0,124.80000000000004
116179,-122.065845,38.23045215,-122.0668135,38.23022962,-122.06632925,38.230340885,0.08814,2502,406.4,116179,1,1284.5,253.2,37.0,143.79999999999998
116415,-122.2240143,38.21573257,-122.2250519,38.21588135,-122.2245331,38.21580696,0.092146,2502,406.4,116415,1,2522.5,279.8,254.0,154.20000000000005
116582,-122.6394584,38.25686238,-122.64002,38.25717637,-122.6397392,38.257019375,0.060196,2504,406.4,116582,1,468.0,305.1,110.0,164.90000000000003
117364,-121.6145138,38.56909387,-121.6136187,38.56922741,-121.61406625,38.56916064,0.079223,2513,406.4,117364,1,1293.9,78.4,346.0,92.40000000000002
117860,-121.4604491,38.45652318,-121.4603907,38.45578253,-121.4604199,38.456152855,0.082513,2517,406.4,117860,1,1645.2,175.5,351.0,175.50000000000009
118004,-121.4491416,38.36045347,-121.4490665,38.35983534,-121.44910405,38.360144405,0.069044,2517,406.4,118004,1,1673.1,173.6,261.0,92.60000000000002
118610,-121.2890268,37.99839757,-121.2887703,37.9977539,-121.28889855,37.998075735,0.075019,2517,406.4,118610,1,2760.5,161.4,304.0,142.6
118943,-121.2524216,37.80427174,-121.2524019,37.80364952,-121.25241175,37.80396063,0.069209,2517,406.4,118943,1,832.6,177.5,287.0,109.50000000000001
119102,-121.2388,37.70090103,-121.2389984,37.70090103,-121.2388992,37.70090103,0.017455,2517,406.4,119102,1,8.7,268.9,208.0,119.10000000000005
119886,-121.4255628,38.1590219,-121.4265213,38.15903854,-121.42604205,38.15903022,0.083824,2526,406.4,119886,1,1291.8,270.3,270.0,179.7000000000007
120020,-121.5359948,38.16202897,-121.5360336,38.16210175,-121.5360142,38.16206536,0.008775,2526,406.4,120020,1,2509.0,336.3,254.0,97.70000000000003
120052,-121.5619805,38.15931937,-121.5627418,38.15867946,-121.56236115,38.158999415,0.097435,2526,406.4,120052,1,48.7,222.3,222.0,179.69999999999948
120427,-121.2707828,38.20525793,-121.2706912,38.20598956,-121.270737,38.205623745,0.081746,2529,406.4,120427,1,204.0,4.6,215.0,149.60000000000002
120913,-121.8469151,37.69990878,-121.8470608,37.69947804,-121.84698795,37.69969341,0.049582,2541,406.4,120913,1,220.7,194.3,192.0,177.7
121277,-119.6374283,36.61786592,-119.6374349,36.61710532,-119.6374316,36.61748562,0.084577,2545,406.4,121277,1,1877.2,178.4,267.0,91.40000000000002
122259,-120.7167493,36.01578318,-120.7157784,36.01607552,-120.71626385,36.01592935,0.093177,2549,406.4,122259,1,347.1,68.3,98.0,150.3
123214,-119.6896016,35.53906069,-119.6895997,35.53835924,-119.68960065,35.538709965,0.077998,2551,406.4,123214,1,1025.2,177.9,66.0,111.9
123540,-119.3826636,35.52881307,-119.3815878,35.52881981,-119.3821257,35.52881644,0.097355,2551,406.4,123540,1,509.1,87.5,249.0,161.5
124266,-119.5385235,35.25940382,-119.5394846,35.25902875,-119.53900405,35.259216285,0.096718,2553,406.4,124266,1,1833.1,242.6,113.0,129.59999999999997
124402,-118.9494547,35.44512786,-118.9494553,35.44503403,-118.949455,35.445080945,0.010434,2554,406.4,124402,1,15.4,177.9,114.0,116.1
124435,-118.962987,35.4414589,-118.9633964,35.44130022,-118.9631917,35.44137956,0.041071,2555,406.4,124435,1,20.6,242.3,308.0,114.29999999999997
124506,-118.9763563,35.44888839,-118.9763184,35.44908142,-118.97633735,35.448984905,0.021737,2555,406.4,124506,1,10.9,6.8,299.0,112.19999999999997
124773,-119.2084024,35.39079539,-119.2093962,35.3907938,-119.2088993,35.390794595,0.090087,2556,406.4,124773,1,694.1,267.7,22.0,114.30000000000003
125145,-119.0579573,35.08400474,-119.0571776,35.08341752,-119.05756745,35.08371113,0.096421,2557,406.4,125145,1,12806.1,130.2,7.0,123.19999999999999
125466,-118.8605004,34.88145868,-118.8596167,34.88112351,-118.86005855,34.881291095,0.088808,2557,406.4,125466,1,11823.7,112.3,135.0,157.29999999999998
125502,-118.8350124,34.8629263,-118.8343658,34.86228561,-118.8346891,34.862605955,0.092497,2557,406.4,125502,1,11774.4,137.9,258.0,120.09999999999998
125550,-118.816119,34.83040137,-118.8156347,34.82973568,-118.81587685,34.830068525,0.086216,2557,406.4,125550,1,7688.0,146.6,105.0,138.40000000000003
125578,-118.8069611,34.8130188,-118.8066978,34.81232357,-118.80682945,34.812671185,0.080957,2557,406.4,125578,1,5559.9,160.3,90.0,109.7
125610,-118.7930102,34.79174532,-118.7924264,34.79103069,-118.7927183,34.791388005,0.095689,2557,406.4,125610,1,2836.7,143.6,20.0,123.6
125853,-118.7197276,34.64662068,-118.7192911,34.64600025,-118.71950935,34.646310465,0.079711,2557,406.4,125853,1,1958.3,147.4,333.0,174.40000000000006
126367,-119.3401253,35.14304133,-119.3404813,35.14233624,-119.3403033,35.142688785,0.084822,2558,406.4,126367,1,624.1,200.4,147.0,126.60000000000002
126418,-119.3756674,35.12737801,-119.3766267,35.12737302,-119.37614705,35.127375515,0.087244,2558,406.4,126418,1,43.8,267.6,129.0,138.6
126462,-120.4268443,34.80555171,-120.4263712,34.80490326,-120.42660775,34.805227485,0.084053,2559,406.4,126462,1,890.4,147.5,157.0,170.5
126713,-120.3261668,34.66863315,-120.3256618,34.66817909,-120.3259143,34.66840612,0.068426,2559,406.4,126713,1,697.5,135.9,288.0,152.09999999999997
126999,-120.227576,34.5141717,-120.227499,34.51368394,-120.2275375,34.51392782,0.054693,2559,406.4,126999,1,905.8,171.0,234.0,117.0
127290,-119.7195419,34.44663363,-119.7186076,34.44663394,-119.71907475,34.446633785,0.085673,2560,406.4,127290,1,518.7,88.1,146.0,122.1
127527,-119.6194061,34.43960338,-119.6184082,34.43959515,-119.61890715,34.439599265,0.091517,2560,406.4,127527,1,610.5,88.7,227.0,138.29999999999998
127756,-119.4918761,34.40298517,-119.4911442,34.40264962,-119.49151015,34.402817395,0.076818,2560,406.4,127756,1,1796.9,117.0,235.0,117.99999999999999
127806,-119.4650421,34.39012909,-119.464653,34.38960838,-119.46484755,34.389868735,0.068023,2560,406.4,127806,1,1157.6,146.2,111.0,144.8
128260,-119.7651095,34.42240158,-119.7647629,34.42263412,-119.7649362,34.42251785,0.040979,2561,406.4,128260,1,60.8,49.2,334.0,104.80000000000003
128372,-119.7158039,34.40914558,-119.7150023,34.40900836,-119.7154031,34.40907697,0.075104,2561,406.4,128372,1,220.3,99.8,159.0,120.79999999999998
128602,-119.5772665,34.41550244,-119.5767239,34.4154382,-119.5769952,34.41547032,0.050283,2561,406.4,128602,1,788.9,96.2,123.0,153.2
128648,-119.5460534,34.4059757,-119.5450284,34.40580377,-119.5455409,34.405889735,0.095959,2561,406.4,128648,1,2016.9,99.5,164.0,115.50000000000003
128879,-119.4149591,34.34310024,-119.4141447,34.34282113,-119.4145519,34.342960685,0.080956,2561,406.4,128879,1,40.6,110.4,357.0,113.40000000000003
129334,-119.07132,34.26364309,-119.070427,34.26365139,-119.0708735,34.26364724,0.08207,2562,406.4,129334,1,3819.2,87.1,227.0,139.9
129406,-119.0061521,34.26024014,-119.0057491,34.25993553,-119.0059506,34.260087835,0.050189,2562,406.4,129406,1,536.5,130.1,242.0,111.9
129743,-118.7620684,34.18034649,-118.7616002,34.18000154,-118.7618343,34.180174015,0.057673,2562,406.4,129743,1,571.6,129.2,86.0,136.8
130007,-115.2862224,34.59110859,-115.2871169,34.59064043,-115.28666965,34.59087451,0.097028,2563,406.4,130007,1,19152.1,233.3,268.0,145.30000000000004
130197,-115.4497209,34.50141871,-115.4505675,34.50090452,-115.4501442,34.501161615,0.096373,2563,406.4,130197,1,37275.2,229.4,245.0,164.4
130524,-115.6781122,34.30589119,-115.6786339,34.30519864,-115.67837305,34.305544915,0.0907,2563,406.4,130524,1,13097.0,207.9,57.0,150.90000000000003
130866,-115.916124,34.1926415,-115.9169151,34.19247744,-115.91651955,34.19255947,0.075014,2563,406.4,130866,1,12983.9,252.0,25.0,133.00000000000003
131422,-116.4207667,34.12788896,-116.4217553,34.1278917,-116.421261,34.12789033,0.090997,2563,406.4,131422,1,2467.3,266.5,159.0,107.49999999999996
132627,-118.6051178,34.38110733,-118.6058044,34.38114929,-118.6054611,34.38112831,0.063181,2566,406.4,132627,1,96.1,271.7,111.0,160.7
132984,-117.1375266,33.3644225,-117.13713,33.36368446,-117.1373283,33.36405348,0.089953,2569,406.4,132984,1,572.5,152.5,228.0,104.50000000000001
133019,-117.133249,33.34328121,-117.1328588,33.34291305,-117.1330539,33.34309713,0.054678,2569,406.4,133019,1,212.1,135.1,84.0,128.90000000000003
133063,-117.1076677,33.32671574,-117.107232,33.32642855,-117.10744985,33.326572145,0.05156,2569,406.4,133063,1,2685.9,124.9,285.0,160.10000000000002
133572,-117.0743868,33.01064415,-117.0747164,33.009975,-117.0745516,33.010309575,0.080504,2569,406.4,133572,1,1802.6,199.3,354.0,154.70000000000005
133587,-117.0785599,33.00209465,-117.078928,33.00131302,-117.07874395,33.001703835,0.093447,2569,406.4,133587,1,762.5,198.4,146.0,127.6
134351,-117.1303235,33.6275998,-117.1301117,33.62694168,-117.1302176,33.62727074,0.075762,2570,406.4,134351,1,8607.1,161.7,203.0,138.7
134455,-117.1240009,33.55495604,-117.1240182,33.55428701,-117.12400955,33.554621525,0.07441,2570,406.4,134455,1,9101.6,178.0,269.0,90.99999999999999
134746,-117.1210175,33.86904907,-117.1209355,33.86872612,-117.1209765,33.868887595,0.0367,2571,406.4,134746,1,1505.4,164.8,247.0,97.80000000000003
135014,-117.1449661,33.70133209,-117.1452103,33.7012291,-117.1450882,33.701280595,0.025327,2571,406.4,135014,1,12.7,240.0,303.0,117.0
135134,-117.1293554,33.61726241,-117.1291705,33.61639756,-117.12926295,33.616829985,0.097679,2571,406.4,135134,1,313.6,166.6,307.0,140.4
135606,-117.1679014,33.40096826,-117.1682516,33.40026529,-117.1680765,33.400616775,0.084657,2573,406.4,135606,1,849.6,199.5,323.0,123.50000000000003
135710,-117.2095126,33.35360502,-117.2096383,33.35343112,-117.20957545,33.35351807,0.022588,2573,406.4,135710,1,219.6,208.1,81.0,127.09999999999998
