ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,OBJ_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING
41065,-121.9422071,38.03056074,-121.9422292,38.02985062,-121.94221815,38.03020568,0.078985,1954,203.2,41065,1,409.5,180.8,38.0,142.8
41418,-121.8247366,38.08257781,-121.8247528,38.08195877,-121.8247447,38.08226829,0.068849,1955,203.2,41418,1,34.4,180.5,218.0,142.5
41631,-121.7163414,38.14985837,-121.7155765,38.14925097,-121.71595895,38.14955467,0.095054,1956,203.2,41631,1,1134.4,134.4,357.0,137.40000000000006
41695,-121.9019533,38.14500069,-121.9017792,38.14424133,-121.90186625,38.14462101,0.085799,1958,203.2,41695,1,42.8,169.1,257.0,92.1
42375,-121.296257,38.05751419,-121.2956311,38.05752079,-121.29594405,38.05751749,0.054805,1971,203.2,42375,1,42.4,88.2,195.0,106.79999999999998
42431,-121.2656007,37.9601061,-121.2648555,37.9602651,-121.2652281,37.9601856,0.067682,1972,203.2,42431,1,288.8,73.9,26.0,132.1
42518,-121.2178185,37.97773471,-121.2171433,37.97791925,-121.2174809,37.97782698,0.062637,1972,203.2,42518,1,101.9,69.9,219.0,149.10000000000005
42651,-121.6622651,38.01443621,-121.6615677,38.0138855,-121.6619164,38.014160855,0.086502,1978,203.2,42651,1,69.0,134.1,7.0,127.10000000000001
43207,-122.1525302,37.84767445,-122.1521138,37.84708635,-122.152322,37.8473804,0.074921,1985,203.2,43207,1,697.1,150.2,205.0,125.19999999999999
43690,-121.8783612,37.69294464,-121.8783129,37.69218943,-121.87833705,37.692567035,0.084083,1990,203.2,43690,1,1029.5,176.4,205.0,151.4
43747,-122.0222931,37.40354156,-122.0222855,37.40351486,-122.0222893,37.40352821,0.003044,1992,203.2,43747,1,1.5,166.6,95.0,108.40000000000002
44171,-121.1026932,37.60170362,-121.1017087,37.60143109,-121.10220095,37.601567355,0.091873,1997,203.2,44171,1,2683.7,108.0,266.0,158.00000000000003
44281,-121.001409,37.59492946,-121.0004488,37.59492352,-121.0009289,37.59492649,0.084601,1997,203.2,44281,1,2263.1,89.2,253.0,163.79999999999998
44547,-120.8469702,37.55731135,-120.8469796,37.55667333,-120.8469749,37.55699234,0.070949,2004,203.2,44547,1,2253.1,179.4,249.0,110.4
45019,-120.6745701,37.37038067,-120.6738964,37.37009149,-120.67423325,37.37023608,0.067664,2006,203.2,45019,1,3189.3,116.9,215.0,98.09999999999998
45871,-120.171753,37.05533446,-120.1711088,37.05482263,-120.1714309,37.055078545,0.080666,2006,203.2,45871,1,5115.9,133.0,217.0,96.00000000000001
45993,-120.1007921,36.99697558,-120.1002139,36.99652019,-120.100503,36.996747885,0.072117,2006,203.2,45993,1,3431.8,132.7,245.0,112.29999999999998
46050,-120.0634308,36.97457504,-120.0634079,36.97460175,-120.06341935,36.974588395,0.0036,2006,203.2,46050,1,1.8,32.8,300.0,92.8
46264,-119.9636797,36.86918323,-119.9631859,36.86870996,-119.9634328,36.868946595,0.068549,2006,203.2,46264,1,1598.3,138.2,140.0,178.20000000000007
46601,-120.7854462,37.41959763,-120.7854419,37.41951568,-120.78544405,37.419556655,0.00912,2008,203.2,46601,1,4.6,176.3,21.0,155.3
47010,-119.7889288,36.77404892,-119.7879928,36.7740536,-119.7884608,36.77405126,0.083369,2015,203.2,47010,1,1434.2,87.7,155.0,112.70000000000002
47376,-119.896845,36.5633098,-119.8963083,36.56373114,-119.89657665,36.56352047,0.067027,2018,203.2,47376,1,10061.9,43.9,243.0,160.9
47421,-119.8683332,36.58934828,-119.8677899,36.59002242,-119.86806155,36.58968535,0.089286,2018,203.2,47421,1,6149.9,31.2,272.0,119.19999999999999
47580,-119.7728357,36.65172505,-119.7728396,36.6523948,-119.77283765,36.652059925,0.074474,2019,203.2,47580,1,1975.9,357.8,295.0,117.19999999999999
48147,-121.8558162,37.30226708,-121.8565799,37.30176396,-121.85619805,37.30201552,0.087708,2029,203.2,48147,1,256.7,229.8,322.0,92.19999999999996
48397,-122.0777523,37.35654544,-122.0777386,37.35572314,-122.07774545,37.35613429,0.091444,2032,203.2,48397,1,2177.0,178.7,64.0,114.69999999999999
48488,-122.0679383,37.3827629,-122.0685202,37.38256532,-122.06822925,37.38266411,0.055911,2033,203.2,48488,1,28.0,246.4,78.0,168.40000000000003
48776,-121.9772877,37.23627662,-121.9775061,37.23589722,-121.9773969,37.23608692,0.046407,2035,203.2,48776,1,23.2,204.1,123.0,98.9
48781,-121.9767505,37.23423645,-121.9770055,37.23365683,-121.976878,37.23394664,0.06829,2035,203.2,48781,1,84.7,198.8,39.0,159.80000000000004
48855,-122.0403913,37.03067074,-122.0401843,37.03019622,-122.0402878,37.03043348,0.055872,2036,203.2,48855,1,1821.3,160.1,243.0,97.1
49029,-121.9797987,36.9819337,-121.9791866,36.98184271,-121.97949265,36.981888205,0.055303,2037,203.2,49029,1,27.7,99.9,189.0,90.9
50290,-121.4437304,36.5037626,-121.4429703,36.50312805,-121.44335035,36.503445325,0.09795,2042,203.2,50290,1,49.0,135.0,223.0,92.0
50539,-121.2989254,36.38146288,-121.2982566,36.38088947,-121.298591,36.381176175,0.087465,2042,203.2,50539,1,1605.9,135.7,37.0,98.69999999999997
50563,-121.2860168,36.36829595,-121.2855565,36.36772595,-121.28578665,36.36801095,0.075603,2042,203.2,50563,1,257.2,145.8,150.0,175.79999999999998
50671,-121.2488168,36.30181477,-121.2480907,36.30124923,-121.24845375,36.301532,0.09049,2042,203.2,50671,1,316.8,132.9,69.0,116.1
50930,-121.089595,36.15004214,-121.0887818,36.1494518,-121.0891884,36.14974697,0.098184,2042,203.2,50930,1,6837.0,130.7,51.0,100.30000000000001
50932,-121.0880783,36.14891308,-121.0873749,36.14837435,-121.0877266,36.148643715,0.087048,2042,203.2,50932,1,6774.2,132.2,60.0,107.8
51032,-121.0162502,36.0942619,-121.0153984,36.09371306,-121.0158243,36.09398748,0.097888,2042,203.2,51032,1,342.8,127.3,22.0,105.29999999999998
51075,-120.9822173,36.07109074,-120.9816486,36.07078117,-120.98193295,36.070935955,0.061624,2042,203.2,51075,1,4333.3,122.7,59.0,116.29999999999998
51970,-120.7453307,35.28923256,-120.7444842,35.28891921,-120.74490745,35.289075885,0.084362,2045,203.2,51970,1,3126.5,113.0,326.0,147.00000000000003
52278,-120.5934798,35.16313687,-120.5934328,35.16232131,-120.5934563,35.16272909,0.090787,2045,203.2,52278,1,1344.7,175.9,258.0,97.90000000000005
52462,-120.5697768,35.07394351,-120.5690284,35.07457419,-120.5694026,35.07425885,0.097757,2045,203.2,52462,1,271.7,42.9,315.0,92.09999999999998
52565,-120.5155755,35.04449627,-120.5151704,35.04448632,-120.51537295,35.044491295,0.036895,2045,203.2,52565,1,284.3,90.3,185.0,94.7
53004,-120.055154,35.87089673,-120.0555921,35.8702178,-120.05537305,35.870557265,0.085191,2046,203.2,53004,1,10001.4,206.0,232.0,153.99999999999997
53115,-120.1063611,35.80041126,-120.1070416,35.79979672,-120.10670135,35.80010399,0.091848,2046,203.2,53115,1,10534.2,220.4,38.0,177.60000000000005
53147,-120.1277696,35.78359658,-120.1286035,35.783139,-120.12818655,35.78336779,0.090814,2046,203.2,53147,1,7835.6,234.4,121.0,113.40000000000002
53302,-120.2554643,35.75563314,-120.2562173,35.75524879,-120.2558408,35.755440965,0.080271,2046,203.2,53302,1,3139.1,236.3,30.0,153.70000000000002
53424,-120.3404172,35.68844941,-120.3411004,35.68777308,-120.3407588,35.688111245,0.097277,2046,203.2,53424,1,5280.1,217.9,342.0,124.10000000000002
53435,-120.3474314,35.68151874,-120.3481352,35.68095916,-120.3477833,35.68123895,0.088952,2046,203.2,53435,1,6273.6,224.2,140.0,95.8
53498,-120.3937122,35.65044596,-120.3944624,35.64992673,-120.3940873,35.650186345,0.089041,2046,203.2,53498,1,11718.7,228.2,354.0,125.80000000000004
53735,-120.5717769,35.52208735,-120.5726246,35.5215433,-120.57220075,35.521815325,0.0977,2046,203.2,53735,1,7976.3,230.5,149.0,98.49999999999999
54121,-120.6766104,35.253388,-120.6770165,35.252703,-120.67681345,35.2530455,0.084625,2047,203.2,54121,1,835.5,204.6,187.0,162.40000000000003
54256,-120.7031121,35.18533171,-120.7034007,35.1851453,-120.7032564,35.185238505,0.03343,2047,203.2,54256,1,16.7,230.5,158.0,107.49999999999999
54506,-120.5712769,35.10062818,-120.5706215,35.09993745,-120.5709492,35.100282815,0.097232,2047,203.2,54506,1,783.8,140.7,33.0,107.69999999999997
54673,-119.7245414,35.48463598,-119.7255799,35.4846441,-119.72506065,35.48464004,0.094033,2049,203.2,54673,1,832.3,268.6,46.0,137.40000000000003
54876,-119.6894742,35.48597338,-119.6894681,35.48519263,-119.68947115,35.485583005,0.086817,2050,203.2,54876,1,5816.6,177.7,55.0,122.7
55471,-119.4972596,35.18321097,-119.4963742,35.1830466,-119.4968169,35.183128785,0.082516,2051,203.2,55471,1,3095.4,100.7,38.0,117.3
55622,-119.4115933,35.43851264,-119.4120921,35.43784927,-119.4118427,35.438180955,0.086505,2052,203.2,55622,1,2509.2,209.5,336.0,126.50000000000001
55698,-119.4562829,35.39797402,-119.4562745,35.39718247,-119.4562787,35.397578245,0.08802,2052,203.2,55698,1,131.9,177.4,29.0,148.40000000000003
56142,-118.9651551,35.5684034,-118.9643831,35.56790018,-118.9647691,35.56815179,0.08948,2053,203.2,56142,1,327.8,126.2,98.0,151.8
56362,-119.0163208,35.47890806,-119.017028,35.47831265,-119.0166744,35.478610355,0.092109,2053,203.2,56362,1,688.8,221.9,171.0,129.1
56750,-119.2166406,35.36882783,-119.2157953,35.36882897,-119.21621795,35.3688284,0.076646,2060,203.2,56750,1,38.4,87.7,216.0,128.3
56755,-119.2123406,35.36883357,-119.2114217,35.36883477,-119.21188115,35.36883417,0.08332,2060,203.2,56755,1,433.0,87.7,267.0,179.30000000000098
57356,-119.1057578,35.23202471,-119.1063023,35.23160269,-119.10603005,35.2318137,0.068176,2062,203.2,57356,1,170.7,224.4,210.0,165.6
57838,-119.1418457,34.22280502,-119.1418521,34.22203608,-119.1418489,34.22242055,0.085504,2066,203.2,57838,1,1265.1,178.2,108.0,109.8
57999,-117.2306959,34.80721445,-117.2312588,34.8064684,-117.23097735,34.806841425,0.097586,2067,203.2,57999,1,723.6,208.6,1.0,152.4
59285,-117.071846,33.88972473,-117.0713846,33.88960427,-117.0716153,33.8896645,0.044646,2073,203.2,59285,1,3980.3,104.1,216.0,111.9
59411,-116.9985426,33.84237132,-116.9985394,33.84176969,-116.998541,33.842070505,0.066899,2073,203.2,59411,1,231.1,176.4,145.0,148.6
59502,-116.9719315,33.78759766,-116.9720001,33.78743744,-116.9719658,33.78751755,0.01891,2073,203.2,59502,1,216.8,196.3,269.0,107.3
59704,-117.4372278,33.74374973,-117.4363401,33.74366873,-117.43678395,33.74370923,0.082571,2075,203.2,59704,1,4574.8,93.1,339.0,114.10000000000001
60390,-117.038826,32.7718811,-117.038025,32.77197716,-117.0384255,32.77192913,0.075648,2076,203.2,60390,1,310.0,78.7,27.0,128.3
60466,-117.0230255,32.76436996,-117.0226446,32.76370504,-117.02283505,32.7640375,0.082067,2078,203.2,60466,1,41.1,150.9,350.0,160.90000000000006
60764,-119.633792,35.73699674,-119.6346203,35.73658558,-119.63420615,35.73679116,0.087632,2080,203.2,60764,1,5911.6,236.7,227.0,170.30000000000004
60953,-119.5000608,35.82545557,-119.5000687,35.82474607,-119.50006475,35.82510082,0.078896,2082,203.2,60953,1,872.7,178.5,71.0,107.5
61057,-119.4008706,35.83341966,-119.401856,35.8334085,-119.4013633,35.83341408,0.088841,2083,203.2,61057,1,7185.0,267.1,305.0,142.10000000000002
61304,-120.4508034,34.83870679,-120.4507386,34.8379478,-120.450771,34.838327295,0.084603,2084,203.2,61304,1,192.4,174.5,72.0,102.50000000000001
61925,-118.6087148,35.09465146,-118.6097754,35.09464152,-118.6092451,35.09464649,0.0965,2087,203.2,61925,1,2301.1,266.8,302.0,144.8
62130,-118.7396415,35.04501343,-118.7405613,35.04465103,-118.7401014,35.04483223,0.092926,2088,203.2,62130,1,5497.2,242.0,308.0,113.99999999999999
62214,-118.8207133,35.02362489,-118.8217271,35.02361168,-118.8212202,35.023618285,0.092328,2088,203.2,62214,1,695.0,266.7,329.0,117.69999999999996
63297,-118.2596342,33.90314367,-118.2585622,33.90316637,-118.2590982,33.90315502,0.098967,2094,203.2,63297,1,4158.7,85.9,282.0,163.90000000000003
63354,-118.2059496,33.90780499,-118.2049151,33.90768914,-118.20543235,33.907747065,0.096334,2094,203.2,63354,1,757.1,95.0,209.0,114.0
63386,-118.1729884,33.90391962,-118.1719698,33.90378397,-118.1724791,33.903851795,0.095208,2094,203.2,63386,1,1180.1,96.4,169.0,107.4
63595,-121.5654555,37.9634068,-121.5645195,37.96358931,-121.5649875,37.963498055,0.084528,2110,228.6,63595,1,1391.1,75.3,16.0,120.70000000000002
64383,-122.2720291,40.43326429,-122.2714436,40.43376882,-122.27173635,40.433516555,0.074853,2124,254.0,64383,1,159.6,41.1,23.0,161.9
64536,-124.1806996,40.74527558,-124.1800967,40.7446088,-124.18039815,40.74494219,0.089871,2126,254.0,64536,1,581.6,146.3,72.0,105.69999999999999
64581,-122.3728422,40.60082171,-122.3719434,40.60023956,-122.3723928,40.600530635,0.099742,2128,254.0,64581,1,168.8,129.9,202.0,107.89999999999998
64851,-121.9290085,39.72879791,-121.9282088,39.72831123,-121.92860865,39.72855457,0.08721,2133,254.0,64851,1,43.6,127.6,255.0,127.40000000000002
64937,-121.859314,39.70739746,-121.8585129,39.70742035,-121.85891345,39.707408905,0.068577,2133,254.0,64937,1,931.3,87.2,127.0,140.2
65209,-121.8680705,39.146679,-121.8692007,39.14668659,-121.8686356,39.146682795,0.097467,2140,254.0,65209,1,146.5,269.8,188.0,98.2
65377,-122.5298816,38.55609506,-122.5291214,38.5554893,-122.5295015,38.55579218,0.094375,2144,254.0,65377,1,2569.1,135.1,24.0,111.09999999999998
66106,-122.3057096,38.27406434,-122.3057094,38.27356675,-122.3057095,38.273815545,0.055329,2146,254.0,66106,1,896.0,179.6,110.0,110.40000000000003
66249,-121.4539606,38.43419871,-121.4531732,38.43421227,-121.4535669,38.43420549,0.0686,2150,254.0,66249,1,402.3,87.8,355.0,92.8
66928,-121.7505264,38.00983429,-121.749527,38.00982094,-121.7500267,38.009827615,0.087571,2183,254.0,66928,1,43.9,90.2,269.0,178.80000000000004
67001,-121.062313,38.19263753,-121.0616817,38.19309137,-121.06199735,38.19286445,0.074769,2186,254.0,67001,1,396.7,46.5,346.0,119.5
67025,-121.0545657,38.20698504,-121.0547624,38.207669,-121.05466405,38.20732702,0.077971,2186,254.0,67025,1,387.8,346.0,251.0,95.0
67094,-121.0449918,38.24445661,-121.0447348,38.24488133,-121.0448633,38.24466897,0.052288,2186,254.0,67094,1,2022.6,24.3,196.0,171.70000000000002
67094,-121.0449918,38.24445661,-121.0447348,38.24488133,-121.0448633,38.24466897,0.052288,2186,254.0,67094,1,2022.6,24.3,196.0,171.70000000000002
67506,-120.8090023,38.37395622,-120.8083642,38.37440264,-120.80868325,38.37417943,0.074554,2186,254.0,67506,1,385.7,47.0,289.0,118.00000000000004
67574,-121.4860844,37.75058005,-121.4850024,37.75057118,-121.4855434,37.750575615,0.095135,2187,254.0,67574,1,559.1,89.7,32.0,122.30000000000001
67652,-121.4247017,37.75426865,-121.42379,37.75427246,-121.42424585,37.754270555,0.080154,2187,254.0,67652,1,120.5,88.7,30.0,121.29999999999998
67857,-121.7227478,37.98316574,-121.7234726,37.98315048,-121.7231102,37.98315811,0.063546,2189,254.0,67857,1,31.8,267.7,11.0,103.30000000000003
67869,-121.7293447,37.98322075,-121.7304157,37.983222,-121.7298802,37.983221375,0.093866,2189,254.0,67869,1,213.7,269.3,71.0,161.70000000000002
67888,-121.7322314,37.97160777,-121.7322485,37.97130521,-121.73223995,37.97145649,0.033677,2189,254.0,67888,1,16.8,181.8,34.0,147.8
68420,-121.971104,37.94352751,-121.9717675,37.94300844,-121.97143575,37.943267975,0.081955,2190,254.0,68420,1,253.9,224.7,11.0,146.30000000000004
69002,-122.2446442,38.01362228,-122.2446518,38.01361465,-122.244648,38.013618465,0.001078,2191,254.0,69002,1,146.0,217.8,0.0,142.2
69453,-120.9652176,37.59476089,-120.9642868,37.59475708,-120.9647522,37.594758985,0.082009,2194,254.0,69453,1,41.1,89.1,292.0,157.10000000000002
69536,-120.9184309,37.55642151,-120.9177411,37.55582855,-120.918086,37.55612503,0.089692,2194,254.0,69536,1,729.0,135.9,22.0,113.90000000000002
69914,-120.2649255,36.23774133,-120.2649267,36.236882,-120.2649261,36.237311665,0.095553,2198,254.0,69914,1,238.5,178.4,46.0,132.4
70008,-120.2986515,36.23358619,-120.2995507,36.23326278,-120.2991011,36.233424485,0.088305,2199,254.0,70008,1,4700.4,244.5,174.0,109.49999999999999
70307,-121.8614055,36.97325525,-121.8608506,36.97275311,-121.86112805,36.97300418,0.074482,2202,254.0,70307,1,740.8,137.8,252.0,114.19999999999999
70368,-121.8239686,36.95089044,-121.8230998,36.95055146,-121.8235342,36.95072095,0.085913,2202,254.0,70368,1,2115.2,115.2,208.0,92.8
70439,-121.7823995,36.92758235,-121.781925,36.92717765,-121.78216225,36.92738,0.061677,2202,254.0,70439,1,30.8,136.0,190.0,126.0
71167,-121.0167449,36.36960795,-121.0167286,36.36899926,-121.01673675,36.369303605,0.067699,2204,254.0,71167,1,977.3,177.6,254.0,103.59999999999997
71824,-119.2376804,36.06583904,-119.236831,36.06584257,-119.2372557,36.065840805,0.076348,2207,254.0,71824,1,5301.4,87.5,277.0,170.49999999999997
71845,-119.2181392,36.06585854,-119.2171958,36.06585965,-119.2176675,36.065859095,0.084796,2207,254.0,71845,1,7067.9,87.7,277.0,170.70000000000005
72262,-120.0860243,35.93311859,-120.086642,35.93249167,-120.08633315,35.93280513,0.089177,2209,254.0,72262,1,3947.3,217.0,120.0,97.0
72329,-120.0999427,35.88554752,-120.1001209,35.88490659,-120.1000318,35.885227055,0.073054,2209,254.0,72329,1,9435.0,191.0,132.0,121.0
72948,-120.4587206,35.60657336,-120.4594437,35.60607275,-120.45908215,35.606323055,0.085861,2209,254.0,72948,1,2269.9,228.2,3.0,134.80000000000004
73162,-120.6189659,35.51377571,-120.619745,35.51331496,-120.61935545,35.513545335,0.087163,2209,254.0,73162,1,2224.4,232.7,313.0,99.7
73626,-117.6070246,35.22793945,-117.6072516,35.22874136,-117.6071381,35.228340405,0.091521,2211,254.0,73626,1,28233.8,343.8,262.0,98.20000000000005
74053,-117.5629099,35.52409567,-117.5626526,35.52480698,-117.56278125,35.524451325,0.08245,2211,254.0,74053,1,17197.8,13.3,150.0,136.70000000000002
74053,-117.5629099,35.52409567,-117.5626526,35.52480698,-117.56278125,35.524451325,0.08245,2211,254.0,74053,1,17197.8,13.3,150.0,136.70000000000002
74202,-117.4988351,35.62112633,-117.4981535,35.62175881,-117.4984943,35.62144257,0.093497,2211,254.0,74202,1,4558.1,38.1,353.0,134.89999999999998
74505,-116.8487733,34.76742068,-116.8490067,34.76678136,-116.84889,34.76710102,0.074217,2214,254.0,74505,1,9207.9,193.2,348.0,154.79999999999998
74593,-116.8399843,34.70427179,-116.8399822,34.70362269,-116.83998325,34.70394724,0.072177,2214,254.0,74593,1,16356.4,176.3,264.0,92.29999999999998
74609,-116.8399869,34.69195735,-116.8400069,34.69107335,-116.8399969,34.69151535,0.098313,2214,254.0,74609,1,17740.5,177.6,271.0,93.39999999999999
74919,-116.858089,34.47514395,-116.8580942,34.47448696,-116.8580916,34.474815455,0.073056,2214,254.0,74919,1,13092.1,176.9,305.0,128.1
74936,-116.8581578,34.46298356,-116.8581602,34.46227886,-116.858159,34.46263121,0.078359,2214,254.0,74936,1,11735.7,176.7,19.0,157.70000000000002
75087,-116.8529968,34.35718918,-116.8530589,34.35708375,-116.85302785,34.357136465,0.013036,2214,254.0,75087,1,6.5,202.6,257.0,125.59999999999998
75141,-119.6870651,35.38306427,-119.6879251,35.38305445,-119.6874951,35.38305936,0.077973,2215,254.0,75141,1,537.4,267.3,25.0,117.7
75166,-119.4213273,36.31803572,-119.4213282,36.31715061,-119.42132775,36.317593165,0.09842,2216,254.0,75166,1,653.6,177.9,279.0,101.1
75424,-119.3579466,36.16593533,-119.357961,36.16507121,-119.3579538,36.16550327,0.096094,2216,254.0,75424,1,240.0,178.6,234.0,124.6
75480,-119.3577347,36.12387466,-119.357769,36.12311001,-119.35775185,36.123492335,0.085081,2216,254.0,75480,1,4806.2,179.9,341.0,161.09999999999997
75481,-119.357769,36.12311001,-119.3578033,36.12234535,-119.35778615,36.12272768,0.085082,2216,254.0,75481,1,4721.2,179.9,27.0,152.9
75574,-119.3219833,36.07638211,-119.3219843,36.07548309,-119.3219838,36.0759326,0.099967,2216,254.0,75574,1,482.9,177.9,229.0,128.90000000000003
76278,-119.3221712,35.92412806,-119.3221795,35.92330826,-119.32217535,35.92371816,0.091161,2217,254.0,76278,1,318.7,178.3,251.0,107.3
76332,-119.3220368,35.88661383,-119.3220357,35.88585934,-119.32203625,35.886236585,0.083896,2217,254.0,76332,1,2590.6,177.8,277.0,99.20000000000002
76700,-119.2767328,35.63214705,-119.2767395,35.63131341,-119.27673615,35.63173023,0.092699,2217,254.0,76700,1,1350.9,178.2,237.0,121.19999999999999
76930,-119.2609898,35.4699614,-119.2609964,35.46921107,-119.2609931,35.469586235,0.083435,2217,254.0,76930,1,2302.4,178.2,203.0,155.20000000000002
77366,-119.092095,35.30412477,-119.0921021,35.30343246,-119.09209855,35.303778615,0.076984,2219,254.0,77366,1,386.3,178.2,154.0,155.8
77431,-119.321928,35.25512243,-119.3226818,35.25470311,-119.3223049,35.25491277,0.082818,2220,254.0,77431,1,124.5,233.7,79.0,154.69999999999996
77962,-120.1322663,34.47388613,-120.1312749,34.47370462,-120.1317706,34.473795375,0.093093,2224,254.0,77962,1,1610.3,100.8,184.0,96.80000000000001
78336,-120.1976852,34.47563934,-120.1972656,34.47536469,-120.1974754,34.475502015,0.049113,2225,254.0,78336,1,75.4,126.7,114.0,167.30000000000004
78440,-120.1130829,34.47020721,-120.1123437,34.46980786,-120.1127133,34.470007535,0.081017,2225,254.0,78440,1,54.3,121.5,205.0,96.5
78589,-119.9942621,34.45971081,-119.9933723,34.45957092,-119.9938172,34.459640865,0.083049,2225,254.0,78589,1,665.1,99.0,245.0,145.99999999999997
78971,-117.6507963,34.03903726,-117.6508053,34.03977866,-117.6508008,34.03940796,0.082444,2226,254.0,78971,1,609.3,356.4,153.0,156.59999999999997
79165,-118.1300481,34.61895366,-118.1300557,34.6182062,-118.1300519,34.61857993,0.083117,2227,254.0,79165,1,237.9,177.7,75.0,102.69999999999999
79430,-115.4933514,33.21846558,-115.4933465,33.21767653,-115.49334895,33.218071055,0.08774,2231,254.0,79430,1,2608.7,175.6,228.0,127.6
79729,-115.5093384,33.0143013,-115.5093477,33.01362649,-115.50934305,33.013963895,0.07504,2231,254.0,79729,1,3047.8,176.6,348.0,171.40000000000006
79989,-115.5357666,32.83951118,-115.5357666,32.83882121,-115.5357666,32.839166195,0.076721,2231,254.0,79989,1,1506.7,175.9,2.0,173.90000000000006
80083,-115.535347,32.77603912,-115.5354411,32.77516834,-115.53539405,32.77560373,0.097225,2231,254.0,80083,1,694.2,181.2,15.0,166.20000000000002
80299,-115.4309182,32.70085928,-115.4309209,32.70017171,-115.43091955,32.700515495,0.076455,2231,254.0,80299,1,701.2,176.1,-1.0,135.0
80635,-115.4856871,33.48801287,-115.4856031,33.4872372,-115.4856451,33.487625035,0.086602,2232,254.0,80635,1,3051.8,170.7,13.0,157.69999999999996
80986,-115.4931641,33.16591698,-115.4931641,33.16503272,-115.4931641,33.16547485,0.098325,2233,254.0,80986,1,3572.8,175.9,258.0,97.90000000000005
81392,-115.5355018,32.90236555,-115.5355,32.90159685,-115.5355009,32.9019812,0.085476,2233,254.0,81392,1,6026.2,175.8,-1.0,135.0
81763,-118.1548477,33.97858583,-118.1537945,33.97846933,-118.1543211,33.97852758,0.097974,2234,254.0,81763,1,836.3,94.9,278.0,176.89999999999998
81929,-117.9623292,33.66202817,-117.9623397,33.66285954,-117.96233445,33.662443855,0.092449,2236,254.0,81929,1,508.4,356.6,83.0,93.6
82094,-117.0075555,32.80852721,-117.0075573,32.80782432,-117.0075564,32.808175765,0.078158,2237,254.0,82094,1,1280.2,176.9,215.0,141.90000000000003
82683,-116.9562888,32.62581979,-116.9560202,32.6255749,-116.9561545,32.625697345,0.037071,2237,254.0,82683,1,2161.6,133.9,36.0,97.89999999999999
82770,-116.9407874,32.57931505,-116.9408188,32.57854843,-116.9408031,32.57893174,0.085295,2237,254.0,82770,1,42.7,178.7,253.0,105.69999999999999
83266,-117.1309967,32.77101135,-117.1304543,32.77113605,-117.1307255,32.7710737,0.052574,2239,254.0,83266,1,26.4,71.6,300.0,131.6
83769,-120.6351035,35.36714277,-120.6354644,35.3666527,-120.63528395,35.366897735,0.063564,2262,254.0,83769,1,275.6,209.7,79.0,130.7
84282,-115.5100168,33.62614338,-115.5098343,33.62539291,-115.50992555,33.625768145,0.085142,2264,254.0,84282,1,7158.9,164.3,234.0,110.30000000000001
84313,-115.5059978,33.60089268,-115.5058313,33.60003225,-115.50591455,33.600462465,0.09691,2264,254.0,84313,1,10008.3,166.6,338.0,171.40000000000006
84386,-115.4939038,33.54324716,-115.4937423,33.5424819,-115.49382305,33.54286453,0.086399,2264,254.0,84386,1,9286.2,165.8,300.0,134.2
84517,-115.4725158,33.44837884,-115.4724884,33.44755936,-115.4725021,33.4479691,0.091157,2264,254.0,84517,1,1702.8,174.2,250.0,104.2
84589,-115.4742247,33.39456223,-115.4744205,33.39369493,-115.4743226,33.39412858,0.098138,2264,254.0,84589,1,7780.3,186.6,196.0,170.6
84906,-118.0845868,33.75624986,-118.0852337,33.75557885,-118.08491025,33.755914355,0.095623,2266,254.0,84906,1,457.2,216.1,105.0,111.09999999999998
84934,-118.0999283,33.74508796,-118.1008899,33.74509113,-118.1004091,33.745089545,0.088911,2266,254.0,84934,1,164.5,267.5,228.0,140.5
85055,-121.7328006,39.02738301,-121.73185,39.02728408,-121.7323253,39.027333545,0.082848,2274,254.0,85055,1,338.4,96.8,288.0,168.80000000000004
85056,-121.73185,39.02728408,-121.7308995,39.02718515,-121.73137475,39.027234615,0.082839,2274,254.0,85056,1,255.3,96.8,215.0,118.19999999999997
85159,-118.2295865,34.00830968,-118.2295654,34.00742323,-118.22957595,34.007866455,0.098588,2276,254.0,85159,1,147.8,176.2,115.0,118.80000000000001
85252,-119.4298566,35.14178221,-119.4298849,35.14093205,-119.42987075,35.14135713,0.094568,2277,254.0,85252,1,3303.5,179.5,69.0,110.49999999999999
85296,-119.4177014,35.10908436,-119.4171773,35.10839424,-119.41743935,35.1087393,0.090341,2277,254.0,85296,1,3895.3,146.0,16.0,130.0
85486,-124.1801681,40.74889593,-124.1803877,40.74801529,-124.1802779,40.74845561,0.099655,2278,304.8,85486,1,545.4,191.5,180.0,168.50000000000003
86056,-121.3321378,38.72381948,-121.3321306,38.72302567,-121.3321342,38.723422575,0.08827,2286,304.8,86056,1,1473.1,178.5,110.0,111.50000000000001
86245,-121.2586682,38.61079785,-121.2594896,38.61039077,-121.2590789,38.61059431,0.084514,2289,304.8,86245,1,2840.2,236.6,312.0,104.60000000000001
86576,-123.2358446,39.36806523,-123.2356522,39.36795477,-123.2357484,39.36801,0.020601,2290,304.8,86576,1,10.3,126.6,245.0,118.39999999999996
