,5th_eps_sys2_4E90_jointA_xdir_pos,16th_eps_sys2_4E90_jointA_xdir_pos,50th_eps_sys2_4E90_jointA_xdir_pos,84th_eps_sys2_4E90_jointA_xdir_pos,95th_eps_sys2_4E90_jointA_xdir_pos,mean_eps_sys2_4E90_jointA_xdir_pos,5th_eps_sys2_4E90_jointA_xdir_neg,16th_eps_sys2_4E90_jointA_xdir_neg,50th_eps_sys2_4E90_jointA_xdir_neg,84th_eps_sys2_4E90_jointA_xdir_neg,95th_eps_sys2_4E90_jointA_xdir_neg,mean_eps_sys2_4E90_jointA_xdir_neg,5th_eps_sys2_4E90_jointA_ydir_pos,16th_eps_sys2_4E90_jointA_ydir_pos,50th_eps_sys2_4E90_jointA_ydir_pos,84th_eps_sys2_4E90_jointA_ydir_pos,95th_eps_sys2_4E90_jointA_ydir_pos,mean_eps_sys2_4E90_jointA_ydir_pos,5th_eps_sys2_4E90_jointA_ydir_neg,16th_eps_sys2_4E90_jointA_ydir_neg,50th_eps_sys2_4E90_jointA_ydir_neg,84th_eps_sys2_4E90_jointA_ydir_neg,95th_eps_sys2_4E90_jointA_ydir_neg,mean_eps_sys2_4E90_jointA_ydir_neg,5th_eps_sys2_4TIP_jointA_xdir_pos,16th_eps_sys2_4TIP_jointA_xdir_pos,50th_eps_sys2_4TIP_jointA_xdir_pos,84th_eps_sys2_4TIP_jointA_xdir_pos,95th_eps_sys2_4TIP_jointA_xdir_pos,mean_eps_sys2_4TIP_jointA_xdir_pos,5th_eps_sys2_4TIP_jointA_xdir_neg,16th_eps_sys2_4TIP_jointA_xdir_neg,50th_eps_sys2_4TIP_jointA_xdir_neg,84th_eps_sys2_4TIP_jointA_xdir_neg,95th_eps_sys2_4TIP_jointA_xdir_neg,mean_eps_sys2_4TIP_jointA_xdir_neg,5th_eps_sys2_4TIP_jointA_ydir_pos,16th_eps_sys2_4TIP_jointA_ydir_pos,50th_eps_sys2_4TIP_jointA_ydir_pos,84th_eps_sys2_4TIP_jointA_ydir_pos,95th_eps_sys2_4TIP_jointA_ydir_pos,mean_eps_sys2_4TIP_jointA_ydir_pos,5th_eps_sys2_4TIP_jointA_ydir_neg,16th_eps_sys2_4TIP_jointA_ydir_neg,50th_eps_sys2_4TIP_jointA_ydir_neg,84th_eps_sys2_4TIP_jointA_ydir_neg,95th_eps_sys2_4TIP_jointA_ydir_neg,mean_eps_sys2_4TIP_jointA_ydir_neg,5th_eps_sys3_4E90_jointB_xdir_pos,16th_eps_sys3_4E90_jointB_xdir_pos,50th_eps_sys3_4E90_jointB_xdir_pos,84th_eps_sys3_4E90_jointB_xdir_pos,95th_eps_sys3_4E90_jointB_xdir_pos,mean_eps_sys3_4E90_jointB_xdir_pos,5th_eps_sys3_4E90_jointB_xdir_neg,16th_eps_sys3_4E90_jointB_xdir_neg,50th_eps_sys3_4E90_jointB_xdir_neg,84th_eps_sys3_4E90_jointB_xdir_neg,95th_eps_sys3_4E90_jointB_xdir_neg,mean_eps_sys3_4E90_jointB_xdir_neg,5th_eps_sys3_4E90_jointA_ydir_pos,16th_eps_sys3_4E90_jointA_ydir_pos,50th_eps_sys3_4E90_jointA_ydir_pos,84th_eps_sys3_4E90_jointA_ydir_pos,95th_eps_sys3_4E90_jointA_ydir_pos,mean_eps_sys3_4E90_jointA_ydir_pos,5th_eps_sys3_4E90_jointA_ydir_neg,16th_eps_sys3_4E90_jointA_ydir_neg,50th_eps_sys3_4E90_jointA_ydir_neg,84th_eps_sys3_4E90_jointA_ydir_neg,95th_eps_sys3_4E90_jointA_ydir_neg,mean_eps_sys3_4E90_jointA_ydir_neg,5th_eps_sys3_4TOP_jointA_xdir_pos,16th_eps_sys3_4TOP_jointA_xdir_pos,50th_eps_sys3_4TOP_jointA_xdir_pos,84th_eps_sys3_4TOP_jointA_xdir_pos,95th_eps_sys3_4TOP_jointA_xdir_pos,mean_eps_sys3_4TOP_jointA_xdir_pos,5th_eps_sys3_4TIP_jointB_xdir_pos,16th_eps_sys3_4TIP_jointB_xdir_pos,50th_eps_sys3_4TIP_jointB_xdir_pos,84th_eps_sys3_4TIP_jointB_xdir_pos,95th_eps_sys3_4TIP_jointB_xdir_pos,mean_eps_sys3_4TIP_jointB_xdir_pos,5th_eps_sys3_4TIP_jointB_xdir_neg,16th_eps_sys3_4TIP_jointB_xdir_neg,50th_eps_sys3_4TIP_jointB_xdir_neg,84th_eps_sys3_4TIP_jointB_xdir_neg,95th_eps_sys3_4TIP_jointB_xdir_neg,mean_eps_sys3_4TIP_jointB_xdir_neg,5th_eps_sys3_4TIP_jointA_ydir_pos,16th_eps_sys3_4TIP_jointA_ydir_pos,50th_eps_sys3_4TIP_jointA_ydir_pos,84th_eps_sys3_4TIP_jointA_ydir_pos,95th_eps_sys3_4TIP_jointA_ydir_pos,mean_eps_sys3_4TIP_jointA_ydir_pos,5th_eps_sys3_4TIP_jointA_ydir_neg,16th_eps_sys3_4TIP_jointA_ydir_neg,50th_eps_sys3_4TIP_jointA_ydir_neg,84th_eps_sys3_4TIP_jointA_ydir_neg,95th_eps_sys3_4TIP_jointA_ydir_neg,mean_eps_sys3_4TIP_jointA_ydir_neg,5th_eps_sys4_4E90_jointA_ydir_pos,16th_eps_sys4_4E90_jointA_ydir_pos,50th_eps_sys4_4E90_jointA_ydir_pos,84th_eps_sys4_4E90_jointA_ydir_pos,95th_eps_sys4_4E90_jointA_ydir_pos,mean_eps_sys4_4E90_jointA_ydir_pos,5th_eps_sys4_4E90_jointA_ydir_neg,16th_eps_sys4_4E90_jointA_ydir_neg,50th_eps_sys4_4E90_jointA_ydir_neg,84th_eps_sys4_4E90_jointA_ydir_neg,95th_eps_sys4_4E90_jointA_ydir_neg,mean_eps_sys4_4E90_jointA_ydir_neg,5th_eps_sys4_4TIP_jointA_ydir_pos,16th_eps_sys4_4TIP_jointA_ydir_pos,50th_eps_sys4_4TIP_jointA_ydir_pos,84th_eps_sys4_4TIP_jointA_ydir_pos,95th_eps_sys4_4TIP_jointA_ydir_pos,mean_eps_sys4_4TIP_jointA_ydir_pos,5th_eps_sys4_4TIP_jointA_ydir_neg,16th_eps_sys4_4TIP_jointA_ydir_neg,50th_eps_sys4_4TIP_jointA_ydir_neg,84th_eps_sys4_4TIP_jointA_ydir_neg,95th_eps_sys4_4TIP_jointA_ydir_neg,mean_eps_sys4_4TIP_jointA_ydir_neg,5th_eps_sys4_4TOP_jointC_ydir_pos,16th_eps_sys4_4TOP_jointC_ydir_pos,50th_eps_sys4_4TOP_jointC_ydir_pos,84th_eps_sys4_4TOP_jointC_ydir_pos,95th_eps_sys4_4TOP_jointC_ydir_pos,mean_eps_sys4_4TOP_jointC_ydir_pos
component_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001168,0.005497,0.006701,0.004433,0.0,0.0,0.001154,0.005386,0.006142,0.00424,0.0,0.0,0.001716,0.009146,0.03884,0.01273,0.0,0.0,0.00159,0.008597,0.02913,0.01123,0.0,0.0,0.001364,0.006561,0.008139,0.005722
component_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003104,0.001689,0.003112,0.001456,0.0,0.0,0.0005847,0.002761,0.004594,0.002626,0.0,0.0,0.0009738,0.008594,0.06787,0.01467,0.0,0.0,0.0007896,0.03027,0.1238,0.02436,0.0,0.0,0.0005534,0.002853,0.004945,0.002795
