ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,OBJ_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING,which_half,l_anchor,crossing_lon,crossing_lat,prob_crossing,psi_dip,beta_crossing
62130,-118.7396415,35.04501343,-118.7405613,35.04465103,-118.7401014,35.04483223,0.092926,2088,203.2,62130,1,5497.2,242.0,308.0,114.0,,5497.2,-119.47529979831648,8.024109937912094,0.25,75,90
62214,-118.8207133,35.02362489,-118.8217271,35.02361168,-118.8212202,35.023618285,0.092328,2088,203.2,62214,1,695.0,266.7,329.0,117.69999999999996,,695.0,-119.5420367134887,7.958703406199815,0.25,75,90
63297,-118.2596342,33.90314367,-118.2585622,33.90316637,-118.2590982,33.90315502,0.098967,2094,203.2,63297,1,4158.7,85.9,282.0,163.90000000000003,,4158.7,-119.01924776944149,8.469949895612842,0.25,75,90
63354,-118.2059496,33.90780499,-118.2049151,33.90768914,-118.20543235,33.907747065,0.096334,2094,203.2,63354,1,757.1,95.0,209.0,114.0,,757.1,-118.97397325832054,8.514101067754702,0.25,75,90
63386,-118.1729884,33.90391962,-118.1719698,33.90378397,-118.1724791,33.903851795,0.095208,2094,203.2,63386,1,1180.1,96.4,169.0,107.4,,1180.1,-118.945847608404,8.54151866996676,0.25,75,90
63595,-121.5654555,37.9634068,-121.5645195,37.96358931,-121.5649875,37.963498055,0.084528,2110,228.6,63595,1,1391.1,75.3,16.0,120.70000000000002,,1391.1,-121.86172269751052,5.66282158332372,0.25,75,90
64383,-122.2720291,40.43326429,-122.2714436,40.43376882,-122.27173635,40.433516555,0.074853,2124,254.0,64383,1,159.6,41.1,23.0,161.9,,159.6,-122.44272346973365,5.082132599729388,0.25,75,90
64536,-124.1806996,40.74527558,-124.1800967,40.7446088,-124.18039815,40.74494219,0.089871,2126,254.0,64536,1,581.6,146.3,72.0,105.7,,581.6,-123.89732716416674,3.621542906112831,0.25,75,90
64581,-122.3728422,40.60082171,-122.3719434,40.60023956,-122.3723928,40.600530635,0.099742,2128,254.0,64581,1,168.8,129.9,202.0,107.89999999999998,,168.8,-122.52099336288138,5.00376900484841,0.25,75,90
64851,-121.9290085,39.72879791,-121.9282088,39.72831123,-121.92860865,39.72855457,0.08721,2133,254.0,64851,1,43.6,127.6,255.0,127.40000000000002,,43.6,-122.17131282790915,5.353625848611961,0.25,75,90
64937,-121.859314,39.70739746,-121.8585129,39.70742035,-121.85891345,39.707408905,0.068577,2133,254.0,64937,1,931.3,87.2,127.0,140.2,,931.3,-122.11706084547015,5.407847462955792,0.25,75,90
65209,-121.8680705,39.146679,-121.8692007,39.14668659,-121.8686356,39.146682795,0.097467,2140,254.0,65209,1,146.5,269.8,188.0,98.2,,146.5,-122.11753920314302,5.407369443372711,0.25,75,90
65377,-122.5298816,38.55609506,-122.5291214,38.5554893,-122.5295015,38.55579218,0.094375,2144,254.0,65377,1,2569.1,135.1,24.0,111.09999999999998,,2569.1,-122.630252448815,4.894329146672703,0.25,75,90
66106,-122.3057096,38.27406434,-122.3057094,38.27356675,-122.3057095,38.273815545,0.055329,2146,254.0,66106,1,896.0,179.6,110.0,110.40000000000003,,896.0,-122.45211272876153,5.072733706314442,0.25,75,90
66249,-121.4539606,38.43419871,-121.4531732,38.43421227,-121.4535669,38.43420549,0.0686,2150,254.0,66249,1,402.3,87.8,355.0,92.8,,402.3,-121.78105266338449,5.743298194416022,0.25,75,90
66928,-121.7505264,38.00983429,-121.749527,38.00982094,-121.7500267,38.009827615,0.087571,2183,254.0,66928,1,43.9,90.2,269.0,178.80000000000004,,43.9,-122.00936078713096,5.515439084164329,0.25,75,90
67001,-121.062313,38.19263753,-121.0616817,38.19309137,-121.06199735,38.19286445,0.074769,2186,254.0,67001,1,396.7,46.5,346.0,119.5,,396.7,-121.46651207838666,6.05670521203827,0.25,75,90
67025,-121.0545657,38.20698504,-121.0547624,38.207669,-121.05466405,38.20732702,0.077971,2186,254.0,67025,1,387.8,346.0,251.0,95.0,,387.8,-121.46099927027517,6.062192595728936,0.25,75,90
67094,-121.0449918,38.24445661,-121.0447348,38.24488133,-121.0448633,38.24466897,0.052288,2186,254.0,67094,1,2022.6,24.3,196.0,171.70000000000002,,2022.6,-121.45401773229761,6.069141654031938,0.25,75,90
67094,-121.0449918,38.24445661,-121.0447348,38.24488133,-121.0448633,38.24466897,0.052288,2186,254.0,67094,1,2022.6,24.3,196.0,171.70000000000002,,2022.6,-121.45401773229761,6.069141654031938,0.25,75,90
67506,-120.8090023,38.37395622,-120.8083642,38.37440264,-120.80868325,38.37417943,0.074554,2186,254.0,67506,1,385.7,47.0,289.0,118.00000000000004,,385.7,-121.26978222928501,6.252404632778415,0.25,75,90
67574,-121.4860844,37.75058005,-121.4850024,37.75057118,-121.4855434,37.750575615,0.095135,2187,254.0,67574,1,559.1,89.7,32.0,122.3,,559.1,-121.7951122138304,5.729275137797317,0.25,75,90
67652,-121.4247017,37.75426865,-121.42379,37.75427246,-121.42424585,37.754270555,0.080154,2187,254.0,67652,1,120.5,88.7,30.0,121.29999999999998,,120.5,-121.74630465874499,5.777950917042933,0.25,75,90
67857,-121.7227478,37.98316574,-121.7234726,37.98315048,-121.7231102,37.98315811,0.063546,2189,254.0,67857,1,31.8,267.7,11.0,103.30000000000004,,31.8,-121.9876266103191,5.537143484731331,0.25,75,90
67869,-121.7293447,37.98322075,-121.7304157,37.983222,-121.7298802,37.983221375,0.093866,2189,254.0,67869,1,213.7,269.3,71.0,161.70000000000002,,213.7,-121.99300377649035,5.531773934856951,0.25,75,90
67888,-121.7322314,37.97160777,-121.7322485,37.97130521,-121.73223995,37.97145649,0.033677,2189,254.0,67888,1,16.8,181.8,34.0,147.8,,16.8,-121.99471696870715,5.530063134732643,0.25,75,90
68420,-121.971104,37.94352751,-121.9717675,37.94300844,-121.97143575,37.943267975,0.081955,2190,254.0,68420,1,253.9,224.7,11.0,146.30000000000004,,253.9,-122.18432429612537,5.340619285434291,0.25,75,90
69002,-122.2446442,38.01362228,-122.2446518,38.01361465,-122.244648,38.013618465,0.001078,2191,254.0,69002,1,146.0,217.8,0.0,142.2,,146.0,-122.40176062765484,5.123132290752975,0.25,75,90
69453,-120.9652176,37.59476089,-120.9642868,37.59475708,-120.9647522,37.594758985,0.082009,2194,254.0,69453,1,41.1,89.1,292.0,157.10000000000002,,41.1,-121.37622018259083,6.1465558325485325,0.25,75,90
69536,-120.9184309,37.55642151,-120.9177411,37.55582855,-120.918086,37.55612503,0.089692,2194,254.0,69536,1,729.0,135.9,22.0,113.90000000000002,,729.0,-121.33801760122186,6.184555622467883,0.25,75,90
69914,-120.2649255,36.23774133,-120.2649267,36.236882,-120.2649261,36.237311665,0.095553,2198,254.0,69914,1,238.5,178.4,46.0,132.4,,238.5,-120.77638468062004,6.7420473562493815,0.25,75,90
70008,-120.2986515,36.23358619,-120.2995507,36.23326278,-120.2991011,36.233424485,0.088305,2199,254.0,70008,1,4700.4,244.5,174.0,109.5,,4700.4,-120.8041768184402,6.714513248106074,0.25,75,90
70307,-121.8614055,36.97325525,-121.8608506,36.97275311,-121.86112805,36.97300418,0.074482,2202,254.0,70307,1,740.8,137.8,252.0,114.2,,740.8,-122.08495766273985,5.4399250741762675,0.25,75,90
70368,-121.8239686,36.95089044,-121.8230998,36.95055146,-121.8235342,36.95072095,0.085913,2202,254.0,70368,1,2115.2,115.2,208.0,92.8,,2115.2,-122.05443059750593,5.470422525828407,0.25,75,90
70439,-121.7823995,36.92758235,-121.781925,36.92717765,-121.78216225,36.92738,0.061677,2202,254.0,70439,1,30.8,136.0,190.0,126.0,,30.8,-122.02082683913981,5.503987663723215,0.25,75,90
71167,-121.0167449,36.36960795,-121.0167286,36.36899926,-121.01673675,36.369303605,0.067699,2204,254.0,71167,1,977.3,177.6,254.0,103.59999999999997,,977.3,-121.39214682842618,6.13071088962887,0.25,75,90
71824,-119.2376804,36.06583904,-119.236831,36.06584257,-119.2372557,36.065840805,0.076348,2207,254.0,71824,1,5301.4,87.5,277.0,170.49999999999997,,5301.4,-119.92897606141287,7.5786879533948035,0.25,75,90
71845,-119.2181392,36.06585854,-119.2171958,36.06585965,-119.2176675,36.065859095,0.084796,2207,254.0,71845,1,7067.9,87.7,277.0,170.70000000000005,,7067.9,-119.91288443656087,7.594517889788024,0.25,75,90
72262,-120.0860243,35.93311859,-120.086642,35.93249167,-120.08633315,35.93280513,0.089177,2209,254.0,72262,1,3947.3,217.0,120.0,97.0,,3947.3,-120.62131497912873,6.895571038520155,0.25,75,90
72329,-120.0999427,35.88554752,-120.1001209,35.88490659,-120.1000318,35.885227055,0.073054,2209,254.0,72329,1,9435.0,191.0,132.0,121.0,,9435.0,-120.6311248116317,6.885864408790924,0.25,75,90
72948,-120.4587206,35.60657336,-120.4594437,35.60607275,-120.45908215,35.606323055,0.085861,2209,254.0,72948,1,2269.9,228.2,3.0,134.80000000000004,,2269.9,-120.91830880566825,6.601381299756891,0.25,75,90
73162,-120.6189659,35.51377571,-120.619745,35.51331496,-120.61935545,35.513545335,0.087163,2209,254.0,73162,1,2224.4,232.7,313.0,99.7,,2224.4,-121.04783824977278,6.472872723550863,0.25,75,90
73626,-117.6070246,35.22793945,-117.6072516,35.22874136,-117.6071381,35.228340405,0.091521,2211,254.0,73626,1,28233.8,343.8,262.0,98.20000000000005,,28233.8,-118.5381309730295,8.938074691743182,0.25,75,90
74053,-117.5629099,35.52409567,-117.5626526,35.52480698,-117.56278125,35.524451325,0.08245,2211,254.0,74053,1,17197.8,13.3,150.0,136.70000000000002,,17197.8,-118.5176612400333,8.957939018147103,0.25,75,90
74053,-117.5629099,35.52409567,-117.5626526,35.52480698,-117.56278125,35.524451325,0.08245,2211,254.0,74053,1,17197.8,13.3,150.0,136.70000000000002,,17197.8,-118.5176612400333,8.957939018147103,0.25,75,90
74202,-117.4988351,35.62112633,-117.4981535,35.62175881,-117.4984943,35.62144257,0.093497,2211,254.0,74202,1,4558.1,38.1,353.0,134.89999999999998,,4558.1,-118.46961198301909,9.004549918620587,0.25,75,90
74505,-116.8487733,34.76742068,-116.8490067,34.76678136,-116.84889,34.76710102,0.074217,2214,254.0,74505,1,9207.9,193.2,348.0,154.79999999999998,,9207.9,-117.8734688184645,9.580780008398353,0.25,75,90
74593,-116.8399843,34.70427179,-116.8399822,34.70362269,-116.83998325,34.70394724,0.072177,2214,254.0,74593,1,16356.4,176.3,264.0,92.29999999999998,,16356.4,-117.86196955196539,9.591856594700925,0.25,75,90
74609,-116.8399869,34.69195735,-116.8400069,34.69107335,-116.8399969,34.69151535,0.098313,2214,254.0,74609,1,17740.5,177.6,271.0,93.4,,17740.5,-117.86119919806367,9.592598579241361,0.25,75,90
74919,-116.858089,34.47514395,-116.8580942,34.47448696,-116.8580916,34.474815455,0.073056,2214,254.0,74919,1,13092.1,176.9,305.0,128.1,,13092.1,-117.86294914900377,9.59091306301556,0.25,75,90
74936,-116.8581578,34.46298356,-116.8581602,34.46227886,-116.858159,34.46263121,0.078359,2214,254.0,74936,1,11735.7,176.7,19.0,157.70000000000002,,11735.7,-117.86224667103292,9.591589679292031,0.25,75,90
75087,-116.8529968,34.35718918,-116.8530589,34.35708375,-116.85302785,34.357136465,0.013036,2214,254.0,75087,1,6.5,202.6,257.0,125.59999999999998,,6.5,-117.8513230971743,9.602110384913953,0.25,75,90
75141,-119.6870651,35.38306427,-119.6879251,35.38305445,-119.6874951,35.38305936,0.077973,2215,254.0,75141,1,537.4,267.3,25.0,117.7,,537.4,-120.27520890435405,7.2375546684337975,0.25,75,90
75166,-119.4213273,36.31803572,-119.4213282,36.31715061,-119.42132775,36.317593165,0.09842,2216,254.0,75166,1,653.6,177.9,279.0,101.1,,653.6,-120.08953509919881,7.420618727260367,0.25,75,90
75424,-119.3579466,36.16593533,-119.357961,36.16507121,-119.3579538,36.16550327,0.096094,2216,254.0,75424,1,240.0,178.6,234.0,124.6,,240.0,-120.03188674078874,7.477398327993111,0.25,75,90
75480,-119.3577347,36.12387466,-119.357769,36.12311001,-119.35775185,36.123492335,0.085081,2216,254.0,75480,1,4806.2,179.9,341.0,161.09999999999997,,4806.2,-120.03012594216439,7.479132149490422,0.25,75,90
75481,-119.357769,36.12311001,-119.3578033,36.12234535,-119.35778615,36.12272768,0.085082,2216,254.0,75481,1,4721.2,179.9,27.0,152.9,,4721.2,-120.03012506541002,7.47913301280552,0.25,75,90
75574,-119.3219833,36.07638211,-119.3219843,36.07548309,-119.3219838,36.0759326,0.099967,2216,254.0,75574,1,482.9,177.9,229.0,128.90000000000003,,482.9,-119.99895456053927,7.509821597008048,0.25,75,90
76278,-119.3221712,35.92412806,-119.3221795,35.92330826,-119.32217535,35.92371816,0.091161,2217,254.0,76278,1,318.7,178.3,251.0,107.3,,318.7,-119.99329482535953,7.515392941312423,0.25,75,90
76332,-119.3220368,35.88661383,-119.3220357,35.88585934,-119.32203625,35.886236585,0.083896,2217,254.0,76332,1,2590.6,177.8,277.0,99.20000000000002,,2590.6,-119.99175119136305,7.516912420208455,0.25,75,90
76700,-119.2767328,35.63214705,-119.2767395,35.63131341,-119.27673615,35.63173023,0.092699,2217,254.0,76700,1,1350.9,178.2,237.0,121.2,,1350.9,-119.94466890533276,7.563248163784177,0.25,75,90
76930,-119.2609898,35.4699614,-119.2609964,35.46921107,-119.2609931,35.469586235,0.083435,2217,254.0,76930,1,2302.4,178.2,203.0,155.20000000000002,,2302.4,-119.92543213969584,7.582174434218962,0.25,75,90
77366,-119.092095,35.30412477,-119.0921021,35.30343246,-119.09209855,35.303778615,0.076984,2219,254.0,77366,1,386.3,178.2,154.0,155.8,,386.3,-119.77894872568962,7.726188153668674,0.25,75,90
77431,-119.321928,35.25512243,-119.3226818,35.25470311,-119.3223049,35.25491277,0.082818,2220,254.0,77431,1,124.5,233.7,79.0,154.69999999999996,,124.5,-119.9680953646037,7.540195530042814,0.25,75,90
77962,-120.1322663,34.47388613,-120.1312749,34.47370462,-120.1317706,34.473795375,0.093093,2224,254.0,77962,1,1610.3,100.8,184.0,96.8,,1610.3,-120.61608913291079,6.900741606321195,0.25,75,90
78336,-120.1976852,34.47563934,-120.1972656,34.47536469,-120.1974754,34.475502015,0.049113,2225,254.0,78336,1,75.4,126.7,114.0,167.30000000000004,,75.4,-120.67099755666109,6.846403582030577,0.25,75,90
78440,-120.1130829,34.47020721,-120.1123437,34.46980786,-120.1127133,34.470007535,0.081017,2225,254.0,78440,1,54.3,121.5,205.0,96.5,,54.3,-120.60006550541635,6.916594431978782,0.25,75,90
78589,-119.9942621,34.45971081,-119.9933723,34.45957092,-119.9938172,34.459640865,0.083049,2225,254.0,78589,1,665.1,99.0,245.0,145.99999999999997,,665.1,-120.50043496280321,7.015118463090133,0.25,75,90
78971,-117.6507963,34.03903726,-117.6508053,34.03977866,-117.6508008,34.03940796,0.082444,2226,254.0,78971,1,609.3,356.4,153.0,156.59999999999997,,609.3,-118.51015491341025,8.96522224041065,0.25,75,90
79165,-118.1300481,34.61895366,-118.1300557,34.6182062,-118.1300519,34.61857993,0.083117,2227,254.0,79165,1,237.9,177.7,75.0,102.7,,237.9,-118.94473615811245,8.542601979004408,0.25,75,90
79430,-115.4933514,33.21846558,-115.4933465,33.21767653,-115.49334895,33.218071055,0.08774,2231,254.0,79430,1,2608.7,175.6,228.0,127.6,,2608.7,-116.60634555679485,10.79194900385973,0.25,75,90
79729,-115.5093384,33.0143013,-115.5093477,33.01362649,-115.50934305,33.013963895,0.07504,2231,254.0,79729,1,3047.8,176.6,348.0,171.40000000000006,,3047.8,-116.60508649460914,10.793142662693297,0.25,75,90
79989,-115.5357666,32.83951118,-115.5357666,32.83882121,-115.5357666,32.839166195,0.076721,2231,254.0,79989,1,1506.7,175.9,2.0,173.90000000000006,,1506.7,-116.61521784771261,10.783537020240106,0.25,75,90
80083,-115.535347,32.77603912,-115.5354411,32.77516834,-115.53539405,32.77560373,0.097225,2231,254.0,80083,1,694.2,181.2,15.0,166.20000000000002,,694.2,-116.61023414639791,10.78826228353786,0.25,75,90
80299,-115.4309182,32.70085928,-115.4309209,32.70017171,-115.43091955,32.700515495,0.076455,2231,254.0,80299,1,701.2,176.1,-1.0,135.0,,701.2,-116.5135037417743,10.879913641783558,0.25,75,90
80635,-115.4856871,33.48801287,-115.4856031,33.4872372,-115.4856451,33.487625035,0.086602,2232,254.0,80635,1,3051.8,170.7,13.0,157.69999999999996,,3051.8,-116.61984355818632,10.779150900142561,0.25,75,90
80986,-115.4931641,33.16591698,-115.4931641,33.16503272,-115.4931641,33.16547485,0.098325,2233,254.0,80986,1,3572.8,175.9,258.0,97.90000000000003,,3572.8,-116.60226743634126,10.79581520854395,0.25,75,90
81392,-115.5355018,32.90236555,-115.5355,32.90159685,-115.5355009,32.9019812,0.085476,2233,254.0,81392,1,6026.2,175.8,-1.0,135.0,,6026.2,-116.61959812684162,10.77938362613368,0.25,75,90
81763,-118.1548477,33.97858583,-118.1537945,33.97846933,-118.1543211,33.97852758,0.097974,2234,254.0,81763,1,836.3,94.9,278.0,176.89999999999998,,836.3,-118.93404482550187,8.553021986789753,0.25,75,90
81929,-117.9623292,33.66202817,-117.9623397,33.66285954,-117.96233445,33.662443855,0.092449,2236,254.0,81929,1,508.4,356.6,83.0,93.6,,508.4,-118.75551875288394,8.72684826480522,0.25,75,90
82094,-117.0075555,32.80852721,-117.0075573,32.80782432,-117.0075564,32.808175765,0.078158,2237,254.0,82094,1,1280.2,176.9,215.0,141.90000000000003,,1280.2,-117.89044324902007,9.564426784166262,0.25,75,90
82683,-116.9562888,32.62581979,-116.9560202,32.6255749,-116.9561545,32.625697345,0.037071,2237,254.0,82683,1,2161.6,133.9,36.0,97.9,,2161.6,-117.8353209983735,9.617519880075447,0.25,75,90
82770,-116.9407874,32.57931505,-116.9408188,32.57854843,-116.9408031,32.57893174,0.085295,2237,254.0,82770,1,42.7,178.7,253.0,105.7,,42.7,-117.81928194775588,9.632962048371255,0.25,75,90
83266,-117.1309967,32.77101135,-117.1304543,32.77113605,-117.1307255,32.7710737,0.052574,2239,254.0,83266,1,26.4,71.6,300.0,131.6,,26.4,-117.99474537438681,9.463870778883907,0.25,75,90
83769,-120.6351035,35.36714277,-120.6354644,35.3666527,-120.63528395,35.366897735,0.063564,2262,254.0,83769,1,275.6,209.7,79.0,130.7,,275.6,-121.05741251555018,6.463369181950037,0.25,75,90
84282,-115.5100168,33.62614338,-115.5098343,33.62539291,-115.50992555,33.625768145,0.085142,2264,254.0,84282,1,7158.9,164.3,234.0,110.3,,7158.9,-116.65120820886177,10.74940360377566,0.25,75,90
84313,-115.5059978,33.60089268,-115.5058313,33.60003225,-115.50591455,33.600462465,0.09691,2264,254.0,84313,1,10008.3,166.6,338.0,171.40000000000006,,10008.3,-116.64584276687832,10.754493258206416,0.25,75,90
84386,-115.4939038,33.54324716,-115.4937423,33.5424819,-115.49382305,33.54286453,0.086399,2264,254.0,84386,1,9286.2,165.8,300.0,134.2,,9286.2,-116.63106639142399,10.768508224214095,0.25,75,90
84517,-115.4725158,33.44837884,-115.4724884,33.44755936,-115.4725021,33.4479691,0.091157,2264,254.0,84517,1,1702.8,174.2,250.0,104.2,,1702.8,-116.60549030676417,10.79275982920308,0.25,75,90
84589,-115.4742247,33.39456223,-115.4744205,33.39369493,-115.4743226,33.39412858,0.098138,2264,254.0,84589,1,7780.3,186.6,196.0,170.6,,7780.3,-116.6030209033847,10.795100910709705,0.25,75,90
84906,-118.0845868,33.75624986,-118.0852337,33.75557885,-118.08491025,33.755914355,0.095623,2266,254.0,84906,1,457.2,216.1,105.0,111.09999999999998,,457.2,-118.86437226187117,8.620898492241714,0.25,75,90
84934,-118.0999283,33.74508796,-118.1008899,33.74509113,-118.1004091,33.745089545,0.088911,2266,254.0,84934,1,164.5,267.5,228.0,140.5,,164.5,-118.87701844022826,8.60858191902138,0.25,75,90
85055,-121.7328006,39.02738301,-121.73185,39.02728408,-121.7323253,39.027333545,0.082848,2274,254.0,85055,1,338.4,96.8,288.0,168.80000000000004,,338.4,-122.00937878964115,5.5154211052088,0.25,75,90
85056,-121.73185,39.02728408,-121.7308995,39.02718515,-121.73137475,39.027234615,0.082839,2274,254.0,85056,1,255.3,96.8,215.0,118.19999999999996,,255.3,-122.0086334148797,5.516165503182411,0.25,75,90
85159,-118.2295865,34.00830968,-118.2295654,34.00742323,-118.22957595,34.007866455,0.098588,2276,254.0,85159,1,147.8,176.2,115.0,118.8,,147.8,-118.99918514825939,8.489517222146475,0.25,75,90
85252,-119.4298566,35.14178221,-119.4298849,35.14093205,-119.42987075,35.14135713,0.094568,2277,254.0,85252,1,3303.5,179.5,69.0,110.5,,3303.5,-120.05319642577477,7.45641304656808,0.25,75,90
85296,-119.4177014,35.10908436,-119.4171773,35.10839424,-119.41743935,35.1087393,0.090341,2277,254.0,85296,1,3895.3,146.0,16.0,130.0,,3895.3,-120.04168335419395,7.467751328490349,0.25,75,90
85486,-124.1801681,40.74889593,-124.1803877,40.74801529,-124.1802779,40.74845561,0.099655,2278,304.8,85486,1,545.4,191.5,180.0,168.50000000000003,,545.4,-123.89718867208167,3.6216823249887,0.25,75,90
86056,-121.3321378,38.72381948,-121.3321306,38.72302567,-121.3321342,38.723422575,0.08827,2286,304.8,86056,1,1473.1,178.5,110.0,111.5,,1473.1,-121.69039968310462,5.833687262793771,0.25,75,90
86245,-121.2586682,38.61079785,-121.2594896,38.61039077,-121.2590789,38.61059431,0.084514,2289,304.8,86245,1,2840.2,236.6,312.0,104.6,,2840.2,-121.63075145816856,5.893134460089847,0.25,75,90
86576,-123.2358446,39.36806523,-123.2356522,39.36795477,-123.2357484,39.36801,0.020601,2290,304.8,86576,1,10.3,126.6,245.0,118.39999999999996,,10.3,-123.18302121600772,4.339821175054563,0.25,75,90
86931,-123.2068767,39.19166452,-123.2068747,39.19146856,-123.2068757,39.19156654,0.02179,2290,304.8,86931,1,24.2,179.7,176.0,176.30000000000013,,24.2,-123.16101428898374,4.361921783414653,0.25,75,90
86960,-123.2098288,39.18028692,-123.2099413,39.17970154,-123.20988505,39.17999423,0.06581,2290,304.8,86960,1,232.8,188.6,147.0,138.40000000000003,,232.8,-123.16338278018077,4.359543300843967,0.25,75,90
87014,-123.2025461,39.15623027,-123.2024628,39.15551308,-123.20250445,39.155871675,0.080071,2290,304.8,87014,1,51.1,175.0,69.0,106.0,,51.1,-123.15769249020836,4.365257557922247,0.25,75,90
87469,-123.0962325,38.91604658,-123.0965093,38.91530025,-123.0963709,38.915673415,0.086374,2290,304.8,87469,1,215.6,196.2,11.0,174.79999999999998,,215.6,-123.07530796090946,4.447974675771116,0.25,75,90
88025,-122.8689264,38.64959761,-122.8685957,38.64879875,-122.86876105,38.64919818,0.093356,2290,304.8,88025,1,1251.7,161.9,274.0,112.1,,1251.7,-122.89703706504902,4.6268698509145425,0.25,75,90
88183,-122.8451851,38.58397939,-122.8449836,38.58353797,-122.84508435,38.58375868,0.052115,2290,304.8,88183,1,717.9,160.2,216.0,124.2,,717.9,-122.87834795067367,4.645616594700824,0.25,75,90
89758,-123.986756,40.51217228,-123.9863443,40.51193874,-123.98655015,40.51205551,0.043425,2296,304.8,89758,1,198.6,127.3,221.0,93.70000000000002,,198.6,-123.75270525033899,3.7671025851845643,0.25,75,90
90083,-123.8020782,40.55821609,-123.8020172,40.55884933,-123.8020477,40.55853271,0.070601,2296,304.8,90083,1,176.2,4.7,26.0,158.7,,176.2,-123.61161855052539,3.9090432166430458,0.25,75,90
90387,-123.6440881,40.50756269,-123.6431508,40.50718426,-123.64361945,40.507373475,0.089723,2296,304.8,90387,1,2980.9,118.3,294.0,175.70000000000007,,2980.9,-123.4912530934235,4.0300863698600535,0.25,75,90
90719,-123.4455011,40.41664661,-123.445331,40.41610099,-123.44541605,40.4163738,0.062356,2297,304.8,90719,1,4492.6,166.9,209.0,137.90000000000003,,4492.6,-123.34049595521076,4.181622016513963,0.25,75,90
90881,-123.3665993,40.35128313,-123.3655657,40.35117613,-123.3660825,40.35122963,0.088392,2297,304.8,90881,1,3402.2,97.9,8.0,90.1,,3402.2,-123.28014163409583,4.242265016541612,0.25,75,90
91021,-123.310452,40.36492282,-123.3104162,40.36515761,-123.3104341,40.365040215,0.026283,2298,304.8,91021,1,38.3,6.9,245.0,121.90000000000003,,38.3,-123.23752202005588,4.285080281430266,0.25,75,90
91260,-123.1421358,40.39989525,-123.1415522,40.3991663,-123.141844,40.399530775,0.094933,2299,304.8,91260,1,862.6,148.6,13.0,135.60000000000002,,862.6,-123.10849228449189,4.414659651115707,0.25,75,90
91818,-122.772975,40.30237788,-122.7727331,40.30224029,-122.77285405,40.302309085,0.025591,2299,304.8,91818,1,1349.3,126.5,80.0,133.5,,1349.3,-122.82594505795485,4.698172930484009,0.25,75,90
91907,-122.702106,40.29822456,-122.7009749,40.29828737,-122.70154045,40.298255965,0.096179,2299,304.8,91907,1,2052.2,85.7,251.0,165.3,,2052.2,-122.77126818691369,4.75299691663828,0.25,75,90
91944,-122.6775786,40.29140265,-122.6771108,40.29155099,-122.6773447,40.29147682,0.042969,2299,304.8,91944,1,276.8,67.3,354.0,106.7,,276.8,-122.75269389455369,4.771618124635659,0.25,75,90
92007,-122.6470082,40.28657378,-122.6465087,40.28628179,-122.64675845,40.286427785,0.053378,2299,304.8,92007,1,724.2,127.1,350.0,137.10000000000008,,724.2,-122.72922113157868,4.79514793168986,0.25,75,90
92062,-122.6178132,40.27910836,-122.6175371,40.279431,-122.61767515,40.27926968,0.042845,2299,304.8,92062,1,272.8,33.0,330.0,116.99999999999996,,272.8,-122.70688685400795,4.817534143640052,0.25,75,90
92889,-122.1566761,39.96259772,-122.1564566,39.96177353,-122.15656635,39.962185625,0.093536,2303,304.8,92889,1,1041.9,167.9,125.0,137.09999999999997,,1041.9,-122.35001807990234,5.17490920807549,0.25,75,90
93104,-122.1343183,39.81629526,-122.1339766,39.81556711,-122.13414745,39.815931185,0.086066,2303,304.8,93104,1,2098.1,159.6,34.0,125.6,,2098.1,-122.33130252367211,5.193633812074084,0.25,75,90
93376,-121.9519962,39.74283475,-121.9513671,39.74245946,-121.95168165,39.742647105,0.068078,2303,304.8,93376,1,1917.9,127.0,246.0,119.0,,1917.9,-122.18934706767108,5.3355981628342075,0.25,75,90
94092,-121.6678357,39.1272273,-121.6670625,39.12722879,-121.6674491,39.127228045,0.066696,2312,304.8,94092,1,2050.1,89.0,85.0,176.00000000000006,,2050.1,-121.96006624497988,5.564662227353082,0.25,75,90
94497,-122.5121643,38.25176276,-122.5129627,38.25162758,-122.5125635,38.25169517,0.071319,2315,304.8,94497,1,878.1,257.6,49.0,151.40000000000003,,878.1,-122.61532469188386,4.909284975670327,0.25,75,90
94651,-122.5379715,37.99309158,-122.5384369,37.99309921,-122.5382042,37.993095395,0.040792,2318,304.8,94651,1,20.4,270.9,344.0,106.90000000000002,,20.4,-122.6342822690597,4.890291567372212,0.25,75,90
94927,-122.5256563,37.90466648,-122.5256928,37.90460779,-122.52567455,37.904637135,0.007269,2318,304.8,94927,1,3.6,205.9,103.0,102.9,,3.6,-122.62390306840484,4.900690596363351,0.25,75,90
94971,-122.2473678,38.19578126,-122.2469568,38.19562096,-122.2471623,38.19570111,0.040096,2319,304.8,94971,1,20.1,115.8,305.0,170.8000000000001,,20.1,-122.40523316361896,5.119656959683505,0.25,75,90
95313,-122.2236135,38.06942802,-122.2240503,38.06874061,-122.2238319,38.069084315,0.085467,2320,304.8,95313,1,156.1,206.2,244.0,142.2,,156.1,-122.38572282013381,5.1391822129585085,0.25,75,90
