ID,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,LON_MID,LAT_MID,LENGTH_KM,OBJECTID,DIAMETER,OBJ_ID,SUB_SEGMENT_ID,L_ANCHOR_FULL_METER,SEGMENT_AZIMUTH_DEG,ASPECT_DEG_FROM_90M,LEVEL2_LIQ_BETA_CROSSING,which_half,l_anchor,crossing_lon,crossing_lat,prob_crossing,psi_dip,beta_crossing
130007,-115.2862224,34.59110859,-115.2871169,34.59064043,-115.28666965,34.59087451,0.097028,2563,406.4,130007,1,19152.1,233.3,268.0,145.30000000000004,,19152.1,-116.53404860470269,10.860457568150277,0.25,75,90
130197,-115.4497209,34.50141871,-115.4505675,34.50090452,-115.4501442,34.501161615,0.096373,2563,406.4,130197,1,37275.2,229.4,245.0,164.4,,37275.2,-116.66666484033709,10.734739409123033,0.25,75,90
130524,-115.6781122,34.30589119,-115.6786339,34.30519864,-115.67837305,34.305544915,0.0907,2563,406.4,130524,1,13097.0,207.9,57.0,150.90000000000003,,13097.0,-116.84688104787382,10.563539854357197,0.25,75,90
130866,-115.916124,34.1926415,-115.9169151,34.19247744,-115.91651955,34.19255947,0.075014,2563,406.4,130866,1,12983.9,252.0,25.0,133.00000000000003,,12983.9,-117.04228605036566,10.377453242294454,0.25,75,90
131422,-116.4207667,34.12788896,-116.4217553,34.1278917,-116.421261,34.12789033,0.090997,2563,406.4,131422,1,2467.3,266.5,159.0,107.49999999999996,,2467.3,-117.46904791830735,9.969426009986265,0.25,75,90
132627,-118.6051178,34.38110733,-118.6058044,34.38114929,-118.6054611,34.38112831,0.063181,2566,406.4,132627,1,96.1,271.7,111.0,160.7,,96.1,-119.33350544845973,8.162940708893894,0.25,75,90
132984,-117.1375266,33.3644225,-117.13713,33.36368446,-117.1373283,33.36405348,0.089953,2569,406.4,132984,1,572.5,152.5,228.0,104.5,,572.5,-118.03442437216736,9.425585023094998,0.25,75,90
133019,-117.133249,33.34328121,-117.1328588,33.34291305,-117.1330539,33.34309713,0.054678,2569,406.4,133019,1,212.1,135.1,84.0,128.90000000000003,,212.1,-118.02954624007572,9.43029281235776,0.25,75,90
133063,-117.1076677,33.32671574,-117.107232,33.32642855,-117.10744985,33.326572145,0.05156,2569,406.4,133063,1,2685.9,124.9,285.0,160.10000000000002,,2685.9,-118.00661197155468,9.45242268485592,0.25,75,90
133572,-117.0743868,33.01064415,-117.0747164,33.009975,-117.0745516,33.010309575,0.080504,2569,406.4,133572,1,1802.6,199.3,354.0,154.70000000000005,,1802.6,-117.95999507989677,9.497386500183987,0.25,75,90
133587,-117.0785599,33.00209465,-117.078928,33.00131302,-117.07874395,33.001703835,0.093447,2569,406.4,133587,1,762.5,198.4,146.0,127.6,,762.5,-117.96311105351853,9.494381777641017,0.25,75,90
134351,-117.1303235,33.6275998,-117.1301117,33.62694168,-117.1302176,33.62727074,0.075762,2570,406.4,134351,1,8607.1,161.7,203.0,138.7,,8607.1,-118.04359373181757,9.416735140983937,0.25,75,90
134455,-117.1240009,33.55495604,-117.1240182,33.55428701,-117.12400955,33.554621525,0.07441,2570,406.4,134455,1,9101.6,178.0,269.0,91.0,,9101.6,-118.03405391005299,9.425942558044357,0.25,75,90
134746,-117.1210175,33.86904907,-117.1209355,33.86872612,-117.1209765,33.868887595,0.0367,2571,406.4,134746,1,1505.4,164.8,247.0,97.80000000000004,,1505.4,-118.04982174265113,9.41072359476174,0.25,75,90
135014,-117.1449661,33.70133209,-117.1452103,33.7012291,-117.1450882,33.701280595,0.025327,2571,406.4,135014,1,12.7,240.0,303.0,117.0,,12.7,-118.06061360415475,9.400305806071897,0.25,75,90
135134,-117.1293554,33.61726241,-117.1291705,33.61639756,-117.12926295,33.616829985,0.097679,2571,406.4,135134,1,313.6,166.6,307.0,140.4,,313.6,-118.04216937923249,9.418109927564037,0.25,75,90
135606,-117.1679014,33.40096826,-117.1682516,33.40026529,-117.1680765,33.400616775,0.084657,2573,406.4,135606,1,849.6,199.5,323.0,123.50000000000004,,849.6,-118.06290482576586,9.398093838246501,0.25,75,90
135710,-117.2095126,33.35360502,-117.2096383,33.35343112,-117.20957545,33.35351807,0.022588,2573,406.4,135710,1,219.6,208.1,81.0,127.09999999999998,,219.6,-118.09579963320822,9.366330482690579,0.25,75,90
135786,-117.2429276,33.31885719,-117.2430954,33.31817246,-117.2430115,33.318514825,0.077719,2573,406.4,135786,1,244.0,188.5,356.0,167.50000000000003,,244.0,-118.12249555728935,9.340544036866023,0.25,75,90
135849,-117.2450617,33.27633846,-117.2450616,33.2755214,-117.24506165,33.27592993,0.090853,2573,406.4,135849,1,513.4,176.8,234.0,122.80000000000004,,513.4,-118.12184667335602,9.341170907410511,0.25,75,90
135921,-117.2590218,33.22865581,-117.2595369,33.22841834,-117.25927935,33.228537075,0.054706,2573,406.4,135921,1,82.4,238.1,352.0,113.9,,82.4,-118.13138096407357,9.331959602874397,0.25,75,90
135924,-117.2612559,33.2276109,-117.2621155,33.22720718,-117.2616857,33.22740904,0.091696,2573,406.4,135924,1,340.0,237.7,36.0,158.3,,340.0,-118.13338408199483,9.330024216405032,0.25,75,90
136119,-117.2668633,33.1037064,-117.2667388,33.10299325,-117.26680105,33.103349825,0.080142,2573,406.4,136119,1,1784.2,168.5,244.0,104.5,,1784.2,-118.13081427918101,9.332507118462061,0.25,75,90
136358,-117.2214432,32.95796814,-117.2214432,32.95722081,-117.2214432,32.957594475,0.083099,2573,406.4,136358,1,1881.2,176.8,232.0,124.8,,1881.2,-118.08358106661225,9.378130171301025,0.25,75,90
136922,-117.0760207,33.1375737,-117.0751535,33.13799909,-117.0755871,33.137786395,0.09358,2574,406.4,136922,1,1892.4,56.5,284.0,132.50000000000003,,1892.4,-117.9682724546833,9.489404417839287,0.25,75,90
137023,-117.2176666,32.80979157,-117.217659,32.80977249,-117.2176628,32.80978203,0.002237,2575,406.4,137023,1,1.1,158.3,289.0,130.7,,1.1,-118.07201579458228,9.389297445900928,0.25,75,90
137618,-118.9726909,35.50391508,-118.9721278,35.50322879,-118.97240935,35.503571935,0.09177,2585,406.4,137618,1,212.8,143.8,38.0,105.80000000000004,,212.8,-119.68783617028491,7.815669356203179,0.25,75,90
137654,-118.961919,35.48637163,-118.9615007,35.48578149,-118.96170985,35.48607656,0.075766,2586,406.4,137654,1,113.7,147.6,185.0,142.60000000000002,,113.7,-119.67824661053349,7.825082915842085,0.25,75,90
138061,-119.4089716,35.27160605,-119.4089516,35.27155305,-119.4089616,35.27157955,0.006167,2590,406.4,138061,1,3.1,160.7,344.0,176.70000000000022,,3.1,-120.04059425930357,7.468823830870886,0.25,75,90
138281,-119.3496966,35.27278704,-119.3494066,35.27285104,-119.3495516,35.27281904,0.027271,2590,406.4,138281,1,154.8,72.8,20.0,127.2,,154.8,-119.99136840080271,7.517289217638602,0.25,75,90
138826,-122.0347335,39.3014932,-122.0349736,39.30067628,-122.03485355,39.30108474,0.093157,2593,457.2,138826,1,9525.8,192.3,223.0,149.3,,9525.8,-122.24899102685968,5.275963446450389,0.25,75,90
138860,-122.0406686,39.27315863,-122.0408156,39.27233803,-122.0407421,39.27274833,0.09212,2593,457.2,138860,1,6338.2,187.3,261.0,106.3,,6338.2,-122.25327715953706,5.271677248213304,0.25,75,90
138897,-122.0457923,39.24279619,-122.0459311,39.24191265,-122.0458617,39.24235442,0.09897,2593,457.2,138897,1,2934.5,186.4,235.0,131.40000000000003,,2934.5,-122.25694587146425,5.268008402934413,0.25,75,90
139677,-121.8111881,38.74200404,-121.8104002,38.74140587,-121.81079415,38.741704955,0.09536,2593,457.2,139677,1,1257.7,133.4,317.0,176.4,,1257.7,-122.06705532165164,5.457810677645904,0.25,75,90
139884,-121.708044,38.62849747,-121.7076723,38.62786618,-121.70785815,38.628181825,0.077266,2593,457.2,139884,1,519.3,154.4,89.0,114.6,,519.3,-121.98456330837877,5.540202374270871,0.25,75,90
140763,-121.345331,37.60544931,-121.3448082,37.60478304,-121.3450696,37.605116175,0.087234,2596,457.2,140763,1,250.3,147.0,138.0,170.99999999999997,,250.3,-121.68052520604397,5.843529973638946,0.25,75,90
141012,-121.2065814,37.49223661,-121.2064053,37.49214165,-121.20649335,37.49218913,0.018785,2596,457.2,141012,1,2002.8,123.0,84.0,141.0,,2002.8,-121.56760313718254,5.9560458740879945,0.25,75,90
141084,-121.1699063,37.4509319,-121.16961,37.45048565,-121.16975815,37.450708775,0.056092,2596,457.2,141084,1,460.4,151.0,71.0,100.0,,460.4,-121.53737992252906,5.986146834114089,0.25,75,90
141464,-121.0786706,37.20420282,-121.078501,37.2035256,-121.0785858,37.20386421,0.076787,2596,457.2,141464,1,3306.6,167.5,107.0,119.5,,3306.6,-121.45927845759846,6.063905432045592,0.25,75,90
141559,-121.0507887,37.1411552,-121.0505032,37.14046704,-121.05064595,37.14081112,0.080596,2596,457.2,141559,1,3739.5,160.4,107.0,126.6,,3739.5,-121.43550946379065,6.087562291158338,0.25,75,90
141951,-120.8373389,36.93025125,-120.8368673,36.92982633,-120.8371031,36.93003879,0.063164,2596,457.2,141951,1,3625.2,137.0,53.0,96.0,,3625.2,-121.25877466057992,6.263346949870277,0.25,75,90
142325,-120.6502919,36.73266108,-120.6497988,36.73212619,-120.65004535,36.732393635,0.073949,2596,457.2,142325,1,16776.2,142.0,52.0,90.0,,16776.2,-121.10277282572486,6.418335196025726,0.25,75,90
142564,-120.514761,36.58071155,-120.5142553,36.58004707,-120.51450815,36.58037931,0.086592,2596,457.2,142564,1,4495.4,147.0,79.0,112.0,,4495.4,-120.98897342258327,6.531288469529613,0.25,75,90
142925,-121.5215199,37.98313154,-121.5205408,37.98311642,-121.52103035,37.98312398,0.085828,2597,457.2,142925,1,177.7,90.2,-1.0,135.0,,177.7,-121.82710044528079,5.697365547012615,0.25,75,90
142937,-121.5099574,37.98341481,-121.5090103,37.98345947,-121.50948385,37.98343714,0.083155,2597,457.2,142937,1,1193.2,85.7,99.0,166.70000000000005,,1193.2,-121.81793054807643,5.706513522428902,0.25,75,90
143284,-121.4742584,37.98478317,-121.4740396,37.98487393,-121.474149,37.98482855,0.021669,2612,457.2,143284,1,10.8,61.4,324.0,97.40000000000002,,10.8,-121.78987436269381,5.7344995313782245,0.25,75,90
143454,-118.4770502,34.16202301,-118.4770537,34.16265503,-118.47705195,34.16233902,0.070278,2615,457.2,143454,1,175.6,357.2,96.0,98.80000000000004,,175.6,-119.21554132683897,8.278295181281615,0.25,75,90
143610,-118.5809631,34.17341232,-118.5816879,34.17294693,-118.5813255,34.173179625,0.084404,2615,457.2,143610,1,786.0,229.8,64.0,165.8,,786.0,-119.30401296931184,8.191793115890091,0.25,75,90
144079,-118.8810712,34.22847579,-118.8819242,34.2288869,-118.8814977,34.228681345,0.090772,2615,457.2,144079,1,1535.0,297.8,254.0,136.20000000000005,,1535.0,-119.55933143887883,7.941746788980473,0.25,75,90
144369,-119.1053925,34.2726059,-119.1062622,34.27293587,-119.10582735,34.272770885,0.087935,2615,457.2,144369,1,1751.5,292.4,200.0,92.39999999999998,,1751.5,-119.7498014054484,7.754821611497405,0.25,75,90
144602,-119.2575129,34.29420409,-119.2575859,34.29439374,-119.2575494,34.294298915,0.022129,2615,457.2,144602,1,455.1,340.2,261.0,100.8,,455.1,-119.87809680816486,7.628732135172999,0.25,75,90
144607,-119.2583338,34.29706192,-119.2582601,34.29773712,-119.25829695,34.29739952,0.075383,2615,457.2,144607,1,312.2,3.1,90.0,93.1,,312.2,-119.87884022463115,7.6280010816960635,0.25,75,90
144668,-119.2942557,34.29974256,-119.2950821,34.29992294,-119.2946689,34.29983275,0.078517,2615,457.2,144668,1,39.4,282.6,197.0,94.39999999999996,,39.4,-119.90947214203489,7.597874404936851,0.25,75,90
144857,-121.8317891,39.07768905,-121.8327704,39.07770145,-121.83227975,39.07769525,0.084717,2617,508.0,144857,1,388.6,270.2,-1.0,135.0,,388.6,-122.08825083242711,5.436634789725111,0.25,75,90
145420,-121.6420046,38.57480921,-121.6408808,38.57479542,-121.6414427,38.574802315,0.097706,2619,508.0,145420,1,548.9,90.0,160.0,110.0,,548.9,-121.93148718259735,5.5931935340692,0.25,75,90
145506,-121.5832665,38.56698781,-121.5832516,38.56638811,-121.58325905,38.56668796,0.066696,2619,508.0,145506,1,1395.0,178.0,88.0,90.00000000000003,,1395.0,-121.8855164080297,5.639077591405626,0.25,75,90
145528,-121.5832082,38.55256715,-121.58321,38.55179582,-121.5832091,38.552181485,0.085768,2619,508.0,145528,1,3007.1,179.2,276.0,96.79999999999998,,3007.1,-121.88525255197418,5.639340914270485,0.25,75,90
145859,-121.4685974,38.48980331,-121.4687671,38.49035116,-121.46868225,38.490077235,0.062683,2620,508.0,145859,1,31.3,345.4,253.0,92.4,,31.3,-121.79392385676799,5.730460455997035,0.25,75,90
146091,-121.2363892,38.19641495,-121.2368088,38.19633102,-121.236599,38.196372985,0.037837,2623,508.0,146091,1,140.6,254.7,281.0,153.7,,140.6,-121.60506929317766,5.918723284331227,0.25,75,90
146101,-121.2443106,38.19631904,-121.2454367,38.1963223,-121.24487365,38.19632067,0.098408,2623,508.0,146101,1,868.5,269.1,310.0,139.10000000000002,,868.5,-121.6116294522646,5.91218735872395,0.25,75,90
146287,-121.3807678,38.17482758,-121.3818754,38.17482758,-121.3813216,38.17482758,0.096819,2624,508.0,146287,1,1587.8,269.0,277.0,172.00000000000003,,1587.8,-121.71942201092295,5.804754849253543,0.25,75,90
146371,-121.4410774,38.15797603,-121.4418508,38.15790392,-121.4414641,38.157939975,0.068095,2624,508.0,146371,1,3601.8,262.3,340.0,102.3,,3601.8,-121.76681553868546,5.7574971577760135,0.25,75,90
147017,-122.0225601,38.01235199,-122.0233078,38.01211548,-122.02293395,38.012233735,0.070587,2626,508.0,147017,1,81.3,247.6,359.0,111.39999999999992,,81.3,-122.22593880971836,5.299014343494528,0.25,75,90
147562,-122.3406271,37.97075477,-122.3410632,37.97032268,-122.34084515,37.970538725,0.061399,2626,508.0,147562,1,333.0,218.2,293.0,105.19999999999996,,333.0,-122.47770333914966,5.047114604572553,0.25,75,90
147718,-120.1404629,36.48339144,-120.1412582,36.48294544,-120.14086055,36.48316844,0.08669,2631,508.0,147718,1,3379.5,233.5,29.0,155.50000000000009,,3379.5,-120.68240573209933,6.835111039221646,0.25,75,90
147802,-120.2056161,36.44308632,-120.2065068,36.44256863,-120.20606145,36.442827475,0.098293,2631,508.0,147802,1,8129.0,232.6,19.0,146.40000000000003,,8129.0,-120.73430935689353,6.783721098398493,0.25,75,90
148010,-121.8865285,37.40245473,-121.8861902,37.40184627,-121.88635935,37.4021505,0.073963,2632,508.0,148010,1,1783.7,155.4,264.0,108.6,,1783.7,-122.11031548848617,5.414587918563209,0.25,75,90
148202,-121.805336,37.31505966,-121.8053207,37.31463623,-121.80532835,37.314847945,0.047103,2632,508.0,148202,1,1750.1,177.6,349.0,171.40000000000006,,1750.1,-122.04437302896552,5.48046919945886,0.25,75,90
149086,-119.8976577,36.21697313,-119.8983347,36.21638322,-119.8979962,36.216678175,0.089394,2636,508.0,149086,1,5447.0,221.1,92.0,129.10000000000002,,5447.0,-120.4759291313851,7.039340277934832,0.25,75,90
149305,-120.0430341,36.08705154,-120.0436264,36.08644796,-120.04333025,36.08674975,0.085657,2636,508.0,149305,1,7931.3,216.8,31.0,174.20000000000002,,7931.3,-120.59075638415948,6.925803417818239,0.25,75,90
149445,-120.0886459,36.0427742,-120.0885941,36.04203774,-120.08862,36.04240597,0.082023,2637,508.0,149445,1,442.4,175.0,104.0,109.00000000000004,,442.4,-120.62649381996484,6.890446772586278,0.25,75,90
149555,-120.1417965,35.9745504,-120.142551,35.97403107,-120.14217375,35.974290735,0.089132,2637,508.0,149555,1,1838.9,228.1,45.0,176.89999999999998,,1838.9,-120.66833681652565,6.849037211123271,0.25,75,90
150464,-120.7477441,35.4941961,-120.7485044,35.49371457,-120.74812425,35.493955335,0.087205,2637,508.0,150464,1,1156.4,230.9,110.0,120.90000000000006,,1156.4,-121.15334087712785,6.368114025989893,0.25,75,90
150990,-119.5170467,34.92589591,-119.5170535,34.92526678,-119.5170501,34.925581345,0.069959,2639,508.0,150990,1,1120.3,178.5,302.0,123.5,,1120.3,-120.11796894784251,7.392603082663928,0.25,75,90
151092,-119.4909936,34.85958008,-119.4906059,34.85876803,-119.49079975,34.859174055,0.096978,2639,508.0,151092,1,8913.4,156.5,242.0,94.49999999999996,,8913.4,-120.093760419844,7.416455981164162,0.25,75,90
151772,-119.3377171,34.45194262,-119.3377228,34.45186234,-119.33771995,34.45190248,0.008942,2639,508.0,151772,1,2274.1,181.3,133.0,131.7,,2274.1,-119.95117473799971,7.556846619680495,0.25,75,90
151798,-119.3317876,34.43767309,-119.3313872,34.43693184,-119.3315874,34.437302465,0.090233,2639,508.0,151798,1,1319.2,153.8,325.0,171.20000000000005,,1319.2,-119.94550046866584,7.562429950690387,0.25,75,90
152339,-118.1425781,34.11790848,-118.1434357,34.11843403,-118.1430069,34.118171255,0.098223,2640,508.0,152339,1,240.1,303.7,148.0,155.69999999999996,,240.1,-118.93121567498348,8.555779148981673,0.25,75,90
152363,-118.1502151,34.12691684,-118.1502158,34.12757708,-118.15021545,34.12724696,0.073415,2640,508.0,152363,1,163.3,357.2,297.0,119.80000000000004,,163.3,-118.9377524116373,8.549408620480778,0.25,75,90
152525,-118.4000537,33.91632572,-118.4009229,33.91633008,-118.4004883,33.9163279,0.080207,2643,508.0,152525,1,201.3,267.8,123.0,144.79999999999998,,201.3,-119.13965000753393,8.352437311136496,0.25,75,90
152741,-118.2848751,33.86141329,-118.2856903,33.86105245,-118.2852827,33.86123287,0.085298,2645,508.0,152741,1,539.8,239.4,140.0,99.40000000000002,,539.8,-119.0394812111047,8.450211957710016,0.25,75,90
153217,-117.3164683,33.13615704,-117.3154047,33.13608225,-117.3159365,33.136119645,0.099382,2649,508.0,153217,1,441.4,91.7,331.0,120.7,,441.4,-118.1748883163478,9.289913484990967,0.25,75,90
153399,-117.097086,32.85262258,-117.0962852,32.85275023,-117.0966856,32.852686405,0.076139,2651,508.0,153399,1,1516.7,76.1,242.0,165.9,,1516.7,-117.97000805973387,9.487730632865459,0.25,75,90
153610,-117.0846817,32.63023948,-117.0844149,32.62956163,-117.0845483,32.629900555,0.079406,2652,508.0,153610,1,568.1,158.4,243.0,95.40000000000002,,568.1,-117.94675626171089,9.510151436508554,0.25,75,90
153627,-120.1092604,36.03228214,-120.1102063,36.03191809,-120.10973335,36.032100115,0.094199,2653,508.0,153627,1,115.7,242.9,260.0,162.9,,115.7,-120.64347725348482,6.873640872792153,0.25,75,90
153757,-119.3278732,35.02809143,-119.3288039,35.02765325,-119.32833855,35.02787234,0.097753,2654,508.0,153757,1,5025.6,238.1,33.0,154.9,,5025.6,-119.96461885245269,7.54361686346106,0.25,75,90
153989,-119.467685,34.94551467,-119.4684954,34.94549696,-119.4680902,34.945505815,0.073891,2654,508.0,153989,1,528.3,266.5,183.0,96.50000000000004,,528.3,-120.07791943367728,7.432061598681507,0.25,75,90
155417,-119.5914111,35.31378742,-119.5914327,35.31378945,-119.5914219,35.313788435,0.001973,2657,508.0,155417,1,1697.6,274.6,99.0,175.6000000000001,,1697.6,-120.19331239376254,7.3183351958374985,0.25,75,90
155555,-119.598787,35.31460567,-119.5987925,35.31461062,-119.59878975,35.314608145,0.000743,2657,508.0,155555,1,2517.2,315.7,177.0,138.7,,2517.2,-120.19944288288612,7.312290152783863,0.25,75,90
156324,-121.3024561,41.86431474,-121.3023675,41.86348068,-121.3024118,41.86389771,0.093033,2658,508.0,156324,1,17145.6,174.3,113.0,118.69999999999996,,17145.6,-121.72748074821796,5.796720168791201,0.25,75,90
156328,-121.302087,41.86083826,-121.3019934,41.85995745,-121.3020402,41.860397855,0.098248,2658,508.0,156328,1,17535.4,174.3,171.0,176.70000000000007,,17535.4,-121.72713203219627,5.797067851993947,0.25,75,90
156417,-121.2786725,41.79476199,-121.2786004,41.79391716,-121.27863645,41.794339575,0.094131,2658,508.0,156417,1,25675.5,175.2,261.0,94.19999999999996,,25675.5,-121.70821945573651,5.815923306574199,0.25,75,90
156419,-121.2785283,41.79307233,-121.2784562,41.7922275,-121.27849225,41.792649915,0.094131,2658,508.0,156419,1,25863.5,175.2,279.0,103.80000000000004,,25863.5,-121.7080769977184,5.8160653260622865,0.25,75,90
156582,-121.2384375,41.66287244,-121.2380782,41.66216664,-121.23825785,41.66251954,0.083965,2658,508.0,156582,1,41109.3,157.9,277.0,119.10000000000002,,41109.3,-121.6751386493068,5.848898949650678,0.25,75,90
156891,-120.988298,41.52871255,-120.98714,41.52887594,-120.987719,41.528794245,0.098093,2658,508.0,156891,1,19158.3,78.0,238.0,160.0,,19158.3,-121.48310965655209,6.040182997637776,0.25,75,90
157100,-120.8440114,41.44755595,-120.8429548,41.4473909,-120.8434831,41.447473425,0.089957,2658,508.0,157100,1,1483.0,100.3,257.0,156.7,,1483.0,-121.37203617505948,6.150718099746892,0.25,75,90
157106,-120.8374434,41.44652963,-120.8363297,41.44635557,-120.83688655,41.4464426,0.094822,2658,508.0,157106,1,920.0,100.3,200.0,99.7,,920.0,-121.3670163400367,6.155711699285829,0.25,75,90
157122,-120.8232386,41.44510712,-120.8221238,41.44511141,-120.8226812,41.445109265,0.092921,2658,508.0,157122,1,253.0,88.3,239.0,150.7,,253.0,-121.3562279536604,6.166443139192692,0.25,75,90
157392,-120.5649051,41.41997813,-120.563751,41.41979065,-120.56432805,41.41988439,0.098464,2658,508.0,157392,1,23411.8,100.6,280.0,179.40000000000006,,23411.8,-121.15983605881821,6.361662116495419,0.25,75,90
157822,-120.5033338,41.13181222,-120.5029246,41.13131138,-120.5031292,41.1315618,0.065391,2659,508.0,157822,1,6405.3,146.7,43.0,103.7,,6405.3,-121.10509033483876,6.416033972789479,0.25,75,90
159182,-120.0684656,40.24871255,-120.0679333,40.24798707,-120.06819945,40.24834981,0.092458,2659,508.0,159182,1,323.6,148.8,13.0,135.8,,323.6,-120.74392435871218,6.774199031756324,0.25,75,90
159239,-120.0395561,40.20838012,-120.0390119,40.20762307,-120.039284,40.208001595,0.096031,2659,508.0,159239,1,5438.7,149.2,88.0,118.8,,5438.7,-120.72021804549732,6.797674955535484,0.25,75,90
159657,-122.6051523,38.22492952,-122.6050266,38.22439517,-122.60508945,38.224662345,0.060423,2661,533.4,159657,1,90.5,169.2,335.0,165.79999999999995,,90.5,-122.6882621235824,4.836200423227652,0.25,75,90
160002,-122.5513239,38.0741422,-122.5513727,38.07387355,-122.5513483,38.074007875,0.030176,2661,533.4,160002,1,758.9,187.9,156.0,148.09999999999997,,758.9,-122.64508795931302,4.879464693402982,0.25,75,90
160080,-122.5325914,38.05081386,-122.5325928,38.05075455,-122.5325921,38.050784205,0.006596,2661,533.4,160080,1,133.1,180.8,119.0,118.2,,133.1,-122.63012562786236,4.894456210561611,0.25,75,90
160740,-121.8113255,37.61610722,-121.8106334,37.61656698,-121.81097945,37.6163371,0.079559,2666,558.8,160740,1,9569.7,49.4,209.0,159.59999999999997,,9569.7,-122.05271823819126,5.47213307018562,0.25,75,90
161750,-119.5292734,34.40630074,-119.529562,34.40581429,-119.5294177,34.406057515,0.060223,2668,558.8,161750,1,58.5,204.2,216.0,168.2,,58.5,-120.11015091167044,7.400306806296522,0.25,75,90
162252,-118.481839,34.1562351,-118.4828367,34.15637218,-118.48233785,34.15630364,0.09306,2669,558.8,162252,1,527.0,276.8,71.0,154.20000000000002,,527.0,-119.21973111983067,8.274200345722708,0.25,75,90
162316,-118.5206861,34.17216537,-118.5216392,34.17216721,-118.52116265,34.17216629,0.087683,2669,558.8,162316,1,1449.7,267.6,27.0,119.4,,1449.7,-119.25320945162042,8.241474741282296,0.25,75,90
162847,-118.8779126,34.20985194,-118.8787436,34.21018175,-118.8783281,34.210016845,0.08476,2669,558.8,162847,1,558.6,293.2,207.0,93.8,,558.6,-119.55589644481852,7.945114846886478,0.25,75,90
163209,-119.2905579,34.29518127,-119.2898979,34.2947073,-119.2902279,34.294944285,0.080334,2669,558.8,163209,1,281.5,128.8,300.0,171.20000000000005,,281.5,-119.90556262590708,7.601719890099928,0.25,75,90
163628,-118.8174973,34.70434952,-118.8168373,34.70444679,-118.8171673,34.704398155,0.061295,2670,558.8,163628,1,30.8,77.5,78.0,179.50000000000014,,30.8,-119.52512803780145,7.975278877907481,0.25,75,90
164040,-118.66377,34.54667028,-118.6631775,34.54608536,-118.66347375,34.54637782,0.084705,2671,558.8,164040,1,42.4,137.6,77.0,119.4,,42.4,-119.389501601302,8.108137319943573,0.25,75,90
164161,-118.6155407,34.48292753,-118.61528,34.48224405,-118.61541035,34.48258579,0.079667,2671,558.8,164161,1,1954.1,160.0,73.0,93.0,,1954.1,-119.34633944187011,8.15038269020193,0.25,75,90
164230,-118.6073456,34.44167328,-118.6068764,34.44140244,-118.607111,34.44153786,0.052519,2671,558.8,164230,1,130.0,122.4,151.0,151.4,,130.0,-119.33755496392132,8.158978439238401,0.25,75,90
164508,-118.5320401,34.38242186,-118.5315367,34.38176839,-118.5317884,34.382095125,0.086104,2672,558.8,164508,1,43.1,144.9,290.0,145.1,,43.1,-119.27155436883216,8.223537760858857,0.25,75,90
164730,-118.4968641,34.27928223,-118.4959187,34.27928522,-118.4963914,34.279283725,0.086865,2674,558.8,164730,1,43.6,87.2,150.0,117.2,,43.6,-119.2371243133449,8.25719955645192,0.25,75,90
165080,-122.4605929,38.24503615,-122.4616255,38.24530553,-122.4611092,38.24517084,0.095021,2676,609.6,165080,1,1004.9,288.0,143.0,145.0,,1004.9,-122.57465447238938,4.9500262896196885,0.25,75,90
165157,-122.5159483,38.24950732,-122.5163837,38.24931014,-122.516166,38.24940873,0.04389,2676,609.6,165157,1,544.0,239.8,77.0,162.80000000000004,,544.0,-122.61815733839916,4.906447083534672,0.25,75,90
165271,-122.139928,38.18889375,-122.140287,38.18835371,-122.1401075,38.18862373,0.067752,2677,609.6,165271,1,726.2,207.2,108.0,99.2,,726.2,-122.3205025990133,5.204438133368246,0.25,75,90
165329,-122.1429961,38.15995761,-122.1435855,38.15921102,-122.1432908,38.159584315,0.097711,2678,609.6,165329,1,240.8,211.4,312.0,100.6,,240.8,-122.32275171300745,5.202188153632682,0.25,75,90
165398,-122.1637154,38.12121582,-122.1645355,38.1211319,-122.16412545,38.12117386,0.072345,2678,609.6,165398,1,465.0,262.1,237.0,154.9,,465.0,-122.33889185176265,5.186041033037608,0.25,75,90
165460,-122.2001526,38.10051699,-122.2011131,38.10011735,-122.20063285,38.10031717,0.095071,2678,609.6,165460,1,800.0,241.7,288.0,133.7,,800.0,-122.36761419206395,5.157302944275196,0.25,75,90
165683,-121.2571201,38.32556809,-121.2580716,38.32556057,-121.25759585,38.32556433,0.083006,2679,609.6,165683,1,901.4,268.3,218.0,129.7,,901.4,-121.6241629641898,5.899699400044444,0.25,75,90
165991,-121.4552947,38.41195124,-121.4553899,38.41278563,-121.4553423,38.412368435,0.09315,2679,609.6,165991,1,414.5,353.9,262.0,91.89999999999992,,414.5,-121.78208745472615,5.742266129358418,0.25,75,90
167733,-122.2789916,37.797068,-122.2779942,37.79665367,-122.2784929,37.796860835,0.099009,2687,609.6,167733,1,548.7,117.2,226.0,108.79999999999995,,548.7,-122.42690890328723,5.097962394443153,0.25,75,90
167755,-122.2621634,37.79083936,-122.2612975,37.79069641,-122.26173045,37.790767885,0.077731,2687,609.6,167755,1,590.8,101.3,266.0,164.70000000000002,,590.8,-122.41353448774959,5.111348706198571,0.25,75,90
168531,-122.2806162,37.47845775,-122.2807027,37.47824658,-122.28065945,37.478352165,0.024691,2690,609.6,168531,1,12.3,197.6,266.0,111.6,,12.3,-122.42618473992863,5.098687225017471,0.25,75,90
