event_id,magnitude,annual_rate,dip,rake,dip_dir,z_tor,z_bor,fault_trace
379.0,6.15,0.0015,20.0,82.7,230.6,7.0,9.6,"[[-121.313, 37.531, 7.0], [-121.287, 37.505, 7.0], [-121.261, 37.48, 7.0], [-121.234, 37.455, 7.0], [-121.208, 37.429, 7.0], [-121.182, 37.404, 7.0]]"
380.0,6.15,0.0015,20.0,82.7,230.6,7.0,9.6,"[[-121.182, 37.404, 7.0], [-121.156, 37.378, 7.0], [-121.129, 37.353, 7.0], [-121.103, 37.327, 7.0], [-121.077, 37.302, 7.0]]"
381.0,6.65,0.000308,20.0,82.7,230.6,7.0,9.6,"[[-121.524, 37.734, 7.0], [-121.498, 37.709, 7.0], [-121.471, 37.684, 7.0], [-121.445, 37.658, 7.0], [-121.418, 37.633, 7.0], [-121.392, 37.607, 7.0], [-121.366, 37.582, 7.0], [-121.339, 37.556, 7.0], [-121.313, 37.531, 7.0], [-121.287, 37.505, 7.0], [-121.261, 37.48, 7.0], [-121.234, 37.455, 7.0], [-121.208, 37.429, 7.0], [-121.182, 37.404, 7.0], [-121.156, 37.378, 7.0], [-121.129, 37.353, 7.0], [-121.103, 37.327, 7.0], [-121.077, 37.302, 7.0]]"
382.0,6.35,0.000189,25.0,66.6,241.1,0.0,6.0,"[[-121.095, 37.245, 0.0], [-121.06, 37.194, 0.0], [-121.025, 37.143, 0.0]]"
383.0,6.85,0.000115,25.0,66.6,241.1,0.0,6.0,"[[-121.095, 37.245, 0.0], [-121.06, 37.194, 0.0], [-121.025, 37.143, 0.0]]"
384.0,6.15,0.00227,25.0,78.3,237.1,7.0,9.6,"[[-120.987, 37.103, 7.0], [-120.968, 37.08, 7.0], [-120.95, 37.058, 7.0], [-120.932, 37.035, 7.0], [-120.913, 37.012, 7.0], [-120.895, 36.99, 7.0], [-120.877, 36.967, 7.0]]"
385.0,6.15,0.00227,25.0,78.3,237.1,7.0,9.6,"[[-120.877, 36.967, 7.0], [-120.858, 36.944, 7.0], [-120.84, 36.922, 7.0], [-120.822, 36.899, 7.0], [-120.804, 36.876, 7.0], [-120.785, 36.854, 7.0], [-120.767, 36.831, 7.0]]"
386.0,6.65,0.000486,25.0,78.3,237.1,7.0,9.6,"[[-120.987, 37.103, 7.0], [-120.968, 37.08, 7.0], [-120.95, 37.058, 7.0], [-120.932, 37.035, 7.0], [-120.913, 37.012, 7.0], [-120.895, 36.99, 7.0], [-120.877, 36.967, 7.0], [-120.858, 36.944, 7.0], [-120.84, 36.922, 7.0], [-120.822, 36.899, 7.0], [-120.804, 36.876, 7.0], [-120.785, 36.854, 7.0], [-120.767, 36.831, 7.0]]"
387.0,6.65,0.000385,15.0,73.7,242.0,7.0,9.6,"[[-120.758, 36.799, 7.0], [-120.736, 36.765, 7.0], [-120.713, 36.731, 7.0], [-120.69, 36.697, 7.0], [-120.668, 36.662, 7.0]]"
388.0,6.15,0.000462,15.0,66.3,221.4,7.0,9.6,"[[-120.653, 36.641, 7.0], [-120.612, 36.612, 7.0], [-120.571, 36.583, 7.0]]"
