,5th_eps_pipe_comp,16th_eps_pipe_comp,50th_eps_pipe_comp,84th_eps_pipe_comp,95th_eps_pipe_comp,mean_eps_pipe_comp
segment_1,2.8775e-05,4.995e-05,0.00017055,0.00045575,0.00073575,0.00024965
segment_2,2.735e-05,4.9425e-05,0.0001244,0.00035175,0.0006495,0.000203575
segment_3,0.0,7.5175e-06,3.29e-05,0.0002113,0.0005015,0.0001085
segment_4,0.0,0.0,8.1875e-05,0.0007475,0.002735,0.0009185
segment_5,0.0,0.0,6.885e-05,0.000975,0.0097775,0.002016
segment_6,0.0,0.0,0.0001246,0.000633,0.00119975,0.0006065
segment_7,6.14e-07,7.0275e-06,2.43975e-05,0.0001896,0.000462,9.785e-05
segment_8,2.02575e-05,3.0275e-05,9.385e-05,0.0003245,0.00060625,0.00017805
segment_9,5.3975e-05,9.1125e-05,0.0002257,0.0005085,0.00078825,0.000301
segment_10,6.865e-05,0.0001125,0.00025875,0.00055475,0.000857,0.00033575
segment_11,7.1725e-05,0.000113675,0.000265,0.0005805,0.000889,0.0003475
segment_12,0.000104225,0.000165375,0.000352,0.00070825,0.00104975,0.00043725
segment_13,3.825e-05,6.25e-05,0.000171875,0.0004425,0.000696,0.0002505
segment_14,6.7175e-06,1.92075e-05,9.1675e-05,0.0003325,0.00065525,0.000178175
segment_15,2.205e-05,3.475e-05,9.3475e-05,0.000292,0.0005925,0.00017105
segment_16,3.97e-05,6.715e-05,0.000184275,0.00045025,0.00071275,0.00025775
segment_17,6.67e-05,0.000107825,0.000255,0.000566,0.00087425,0.00033725
segment_18,7.0475e-05,0.00011395,0.00025875,0.0005655,0.000859,0.0003395
segment_19,3.55e-05,5.2125e-05,0.0001167,0.00027725,0.00044375,0.000165275
segment_20,0.0,4.8275e-06,1.6045e-05,9.5825e-05,0.000291,6.0575e-05
segment_21,0.0,0.0,9.4425e-05,0.000184075,0.0003925,0.00013605
segment_22,0.0,0.0,0.0,0.004065,0.0207175,0.00382
segment_23,0.0,0.0,0.00051625,0.01756,0.046775,0.008885
segment_24,0.0,0.0,0.00214025,0.0308,0.065725,0.0133925
segment_25,0.0,0.0,0.0010525,0.0229175,0.055,0.01071
segment_26,0.0,0.0,0.0,0.002399,0.0167475,0.0031225
segment_27,0.0,0.0,7.87e-05,0.000162725,0.0003705,0.000134925
segment_28,1.85375e-05,2.91e-05,0.0001179,0.000354,0.00062125,0.0001925
segment_29,4.2775e-05,6.385e-05,0.0001387,0.00030575,0.00049725,0.0001872
segment_30,4.975e-05,0.000111625,0.00034675,0.000784,0.001122,0.0004395
segment_31,1.529e-05,3.9925e-05,0.000179575,0.00054,0.00094825,0.000288
segment_32,0.0,0.0,0.0001316,0.00061925,0.00140675,0.00062975
segment_33,0.0,0.0,0.00122625,0.0240125,0.056475,0.0110775
segment_34,0.0,0.0,0.01082,0.06055,0.0922,0.025
segment_35,0.0,0.0,0.0109075,0.06065,0.092275,0.025075
segment_36,0.0,0.0,0.00122625,0.0242375,0.056875,0.0111575
segment_37,0.0,0.0,0.0001662,0.0006645,0.0014505,0.00066875
segment_38,6.945e-06,2.198e-05,0.0001321,0.0005005,0.00091025,0.00025325
segment_39,6.6825e-05,0.00012725,0.00035075,0.0007695,0.0011115,0.0004415
