h_tree_mean,h_tree_sigma,h_tree_low,h_tree_high,h_tree_dist_type,l_p6_sys4_mean,l_p6_sys4_sigma,l_p6_sys4_low,l_p6_sys4_high,l_p6_sys4_dist_type,w_valve_mean,w_valve_sigma,w_valve_low,w_valve_high,w_valve_dist_type,h_vessel_mean,h_vessel_sigma,h_vessel_low,h_vessel_high,h_vessel_dist_type,h_d_ratio_vessel_mean,h_d_ratio_vessel_sigma,h_d_ratio_vessel_low,h_d_ratio_vessel_high,h_d_ratio_vessel_dist_type,p_vessel_mean,p_vessel_sigma,p_vessel_low,p_vessel_high,p_vessel_dist_type,d_anchor_mean,d_anchor_sigma,d_anchor_low,d_anchor_high,d_anchor_dist_type,sys_type,tee_flag,elbow_flag,stretch_length_flag,l_p2_mean,l_p2_sigma,l_p2_low,l_p2_high,l_p2_dist_type,l_p6_sys23_mean,l_p6_sys23_sigma,l_p6_sys23_low,l_p6_sys23_high,l_p6_sys23_dist_type,d_sys_mean,d_sys_sigma,d_sys_low,d_sys_high,d_sys_dist_type,t_sys_mean,t_sys_sigma,t_sys_low,t_sys_high,t_sys_dist_type,op_press_mean,op_press_sigma,op_press_low,op_press_high,op_press_dist_type,sigma_y_mean,sigma_y_sigma,sigma_y_low,sigma_y_high,sigma_y_dist_type,level_to_run
2.7432,0.91,0.001,inf,normal,2.4384,1.83,0.001,inf,normal,1.201019532,0.67,0.001,inf,normal,10.9728,2.43,0.001,inf,normal,4.85,1.5,0.001,inf,normal,26.19370028,3.44,0.001,inf,normal,31.75,3.8,0.001,inf,normal,4,True,True,True,1.52,0.91,0.001,inf,normal,3.05,1.83,0.001,inf,normal,114.0,28.5,0.001,inf,normal,8.6,3.44,0.001,inf,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,360400.0,54060.0,240000.0,600000.0,normal,3
3.9624,0.91,0.001,inf,normal,4.8768,1.83,0.001,inf,normal,2.535485679,0.67,0.001,inf,normal,10.9728,2.43,0.001,inf,normal,4.85,1.5,0.001,inf,normal,26.19370028,3.44,0.001,inf,normal,31.75,3.8,0.001,inf,normal,4,True,True,False,1.52,0.91,0.001,inf,normal,3.05,1.83,0.001,inf,normal,114.0,28.5,0.001,inf,normal,8.6,3.44,0.001,inf,normal,9.011889433252344,0.8589248022599769,0.0,9.532423871145296,lognormal,360400.0,54060.0,240000.0,600000.0,normal,3
